"PMID","Year","Month","Title","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title"
"35913741",2022,"Aug","Patterns of Alcohol Consumption Among Individuals With Alcohol Use Disorder ","10.1001/jamanetworkopen.2022.24641 [doi]; e2224641","IMPORTANCE: Alcohol consumption (AC) leads to death and disability worldwide. ","Deeken, Friederike; Reichert, Markus; Zech, Hilmar; Wenzel, Julia; Wedemeyer, Friederike; Aguilera, Alvaro; Aslan, Acelya; Bach, Patrick; Bahr, Nadja S; Ebrahimi, Claudia; Fischbach, Pascale C; Ganz, Marvin; Garbusow, Maria; Grosskopf, Charlotte M; Heigert, Marie; Hentschel, Angela; Karl, Damian; Pelz, Patricia; Pinger, Mathieu; Riemerschmid, Carlotta; Rosenthal, Annika; Steffen, Johannes; Strehle, Jens; Weiss, Franziska; Wieder, Gesine; Wieland, Alfred; Zaiser, Judith; Zimmermann, Sina; Walter, Henrik; Lenz, Bernd; Deserno, Lorenz; Smolka, Michael N; Liu, Shuyan; Ebner-Priemer, Ulrich W; Heinz, Andreas; Rapp, Michael A","Department of Social and Preventive Medicine, University of Potsdam, Potsdam, ; Department of Psychiatry and Psychotherapy, Central Institute of Mental Health, ; Mental mHealth Lab, Department of Sports and Sports Science, Karlsruhe Institute ; Department of eHealth and Sports Analytics, Faculty of Sports Science, ; Department of Psychiatry, Technische Universitat Dresden, Dresden, Germany.; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Epilepsy-Center Berlin-Brandenburg, Epilepsy-Clinic Tabor, Bernau, Germany.; Center for Information Services and High Performance Computing, Technische ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Department of Psychiatry, Technische Universitat Dresden, Dresden, Germany.; Department of Psychiatry and Psychotherapy, Central Institute of Mental Health, ; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Department of Psychiatry, Technische Universitat Dresden, Dresden, Germany.; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Department of Psychiatry, Technische Universitat Dresden, Dresden, Germany.; Department of Addictive Behavior and Addiction Medicine, Central Institute of ; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Department of Clinical Psychology, Central Institute of Mental Health, Medical ; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Department of Psychiatry, Technische Universitat Dresden, Dresden, Germany.; Center for Information Services and High Performance Computing, Technische ; Department of Clinical Psychology, Central Institute of Mental Health, Medical ; Center for Information Services and High Performance Computing, Technische ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ; Department of Psychiatry, Technische Universitat Dresden, Dresden, Germany.; Department of Child and Adolescent Psychiatry, Psychotherapy and Psychosomatics, ; Max Planck Institute for Human Cognitive and Brain Sciences, Leipzig, Germany.; Department of Psychiatry, Technische Universitat Dresden, Dresden, Germany.; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Department of Psychiatry and Psychotherapy, Central Institute of Mental Health, ; Mental mHealth Lab, Department of Sports and Sports Science, Karlsruhe Institute ; Department of Psychiatry and Neurosciences, Charite-Universitatsmedizin Berlin, ; Department of Social and Preventive Medicine, University of Potsdam, Potsdam, ","eng","Journal Article; Research Support, Non-U.S. Gov't","JAMA Netw Open","Conflict of Interest Disclosures: Dr Ebner-Priemer reported receiving consulting ","JAMA network open"
"35345746",2022,"Feb","A Small Dose Can Cause a Major Problem.","10.7759/cureus.22531 [doi]; e22531","Baclofen is a presynaptic gamma-aminobutyric acid agonist, which has been used to ","Patel, Pooja; Yates Munar, Adriana; Michel, George","Emergency Department, VA Medical Health Care System, Milwaukee, USA.; Primary Care, Waukesha Free Clinic, Waukesha, USA.; Rheumatology, Advocate Aurora Health, Brookfield, USA.; Internal Medicine, Larkin Community Hospital, South Miami, USA.; Internal Medicine, Larkin Community Hospital, South Miami, USA.; Internal Medicine, Larkin Community Hospital, South Miami, USA.","eng","Case Reports","Cureus","The authors have declared that no competing interests exist.","Cureus"
"35244500",2022,"Apr","Framing Kin Resistance to Opioid Overdose in Philadelphia.","10.1080/01459740.2022.2032043 [doi]","Interviews with close kin of those who died from opioid overdose in Philadelphia ","Uzwiak, Beth A","Story Research, Philadelphia, Pennsylvania, USA.","eng","Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Med Anthropol",NA,"Medical anthropology"
"35172309",2022,NA,"The Socio-Demographics and Health Service Use of Opioid Overdose Decedents in ","10.1159/000521614 [doi]","BACKGROUND: Fatal opioid overdose is a significant public health problem with ","Fuller, Gordon Ward; Jones, Matthew; Bradshaw, Ceri Anne; Jones, Jenna; John, Ann; Snooks, Helen; Watkins, Alan","Centre for Urgent and Emergency Research, School of Health and Related Research, ; School of Medicine, Swansea University, Swansea, United Kingdom.; College of Human and Health Sciences, Swansea University, Swansea, United ; School of Medicine, Swansea University, Swansea, United Kingdom.; School of Medicine, Swansea University, Swansea, United Kingdom.; School of Medicine, Swansea University, Swansea, United Kingdom.; School of Medicine, Swansea University, Swansea, United Kingdom.","eng","News","Eur Addict Res","The authors have no conflicts of interest to declare.","European addiction research"
"34681073",2021,"Sep","Sucrose Is Not the Whole Story: Risk Factors and Oral Health at the Contact ","10.3390/biology10100974 [doi]; 974","(1) Background: contact between indigenous and European populations has often ","Crubezy, Eric; Duchesne, Sylvie; Razafindrazaka, Harilanto; Romanova, Liubomira; Gerard, Patrice; Alcouffe, Ameline; Esclassan, Remi; Melnichuk, Olga; Ushnitsky, Innokenty; Ludes, Bertrand; Telmon, Norbert; Tegel, Willy; Dabernat, Henri; Zvenigorosky, Vincent; Prados-Frutos, Juan Carlos","Centre d'Anthropobiologie et de Genomique de Toulouse, Faculte de Medecine ; Laboratoire International Associe CNRS/Federation de Russie COSIE, 31073 ; Centre d'Anthropobiologie et de Genomique de Toulouse, Faculte de Medecine ; Institut National de Recherches Archeologiques Preventives (INRAP), 13 Rue du ; CNRS, EFS, ADES, Aix Marseille Universite, 13005 Marseille, France.; Laboratoire International Associe CNRS/Federation de Russie COSIE, 31073 ; Institute of Modern Languages and Regional Studies, North-Eastern Federal ; Centre d'Anthropobiologie et de Genomique de Toulouse, Faculte de Medecine ; Laboratoire International Associe CNRS/Federation de Russie COSIE, 31073 ; Centre d'Anthropobiologie et de Genomique de Toulouse, Faculte de Medecine ; Centre d'Anthropobiologie et de Genomique de Toulouse, Faculte de Medecine ; Laboratoire International Associe CNRS/Federation de Russie COSIE, 31073 ; Institute of Modern Languages and Regional Studies, North-Eastern Federal ; Medical Institute of the North-Eastern Federal University, Ammosov North-Eastern ; Laboratoire International Associe CNRS/Federation de Russie COSIE, 31073 ; BABEL, CNRS UMR 2029, Universite Paris V Descartes, 75006 Paris, France.; Centre d'Anthropobiologie et de Genomique de Toulouse, Faculte de Medecine ; Faculty of Environment and Natural Resources, Albert-Ludwigs Universitat, 79098 ; Centre d'Anthropobiologie et de Genomique de Toulouse, Faculte de Medecine ; Laboratoire International Associe CNRS/Federation de Russie COSIE, 31073 ; BABEL, CNRS UMR 2029, Universite Paris V Descartes, 75006 Paris, France.; Department of Medical Specialties and Public Health (Forensic and Legal Medicine ","eng","Journal Article","Biology (Basel)","All authors declare: no financial relationships with any organizations that might ","Biology"
"34503531",2021,"Sep","Design, synthesis, and preliminary evaluation of a potential synthetic opioid ","10.1186/s12929-021-00758-y [doi]; 62","BACKGROUND: One of the most prominent opioid analgesics in the United States is ","Hedrick, Sidnee L; Luo, Dan; Kaska, Sophia; Niloy, Kumar Kulldeep; Jackson, Karen; Sarma, Rupam; Horn, Jamie; Baynard, Caroline; Leggas, Markos; Butelman, Eduardo R; Kreek, Mary Jeanne; Prisinzano, Thomas E","Department of Pharmaceutical Sciences, College of Pharmacy, University of ; Department of Pharmaceutical Sciences, College of Pharmacy, University of ; Department of Pharmaceutical Sciences, College of Pharmacy, University of ; Department of Pharmaceutical Sciences, College of Pharmacy, University of ; Department of Pharmaceutical Sciences, College of Pharmacy, University of ; Center for Pharmaceutical Research and Innovation, College of Pharmacy, ; Department of Pharmaceutical Sciences, College of Pharmacy, University of ; Center for Pharmaceutical Research and Innovation, College of Pharmacy, ; Department of Pharmaceutical Sciences, College of Pharmacy, University of ; Center for Pharmaceutical Research and Innovation, College of Pharmacy, ; Laboratory on the Biology of Addictive Diseases, The Rockefeller University, New ; Department of Pharmaceutical Sciences, College of Pharmacy, University of ; Center for Pharmaceutical Research and Innovation, College of Pharmacy, ; Laboratory on the Biology of Addictive Diseases, The Rockefeller University, New ; Laboratory on the Biology of Addictive Diseases, The Rockefeller University, New ; Department of Pharmaceutical Sciences, College of Pharmacy, University of ; Center for Pharmaceutical Research and Innovation, College of Pharmacy, ","eng","Journal Article","J Biomed Sci","The authors declare that they have no competing interests.","Journal of biomedical science"
"34291457",2021,"Nov","Planned complex suicide involving combined drug intoxication and femoral ","10.1111/1556-4029.14809 [doi]","Complex planned suicide is characterized by the simultaneous use of two or more ","Pelissier-Alicot, Anne-Laure; Deveaux, Marc; Sastre, Caroline; Baillif-Couniou, Valerie; Christia, Marie-Amandine; Champeaux-Fesquet, Chantal; Leonetti, Georges","Service de Medecine Legale, CHU Timone, APHM, Aix Marseille Univ., Marseille, ; Laboratoire Toxlab, Paris, France.; Service de Medecine Legale, CHU Timone, APHM, Aix Marseille Univ., Marseille, ; Service de Medecine Legale, CHU Timone, APHM, Aix Marseille Univ., Marseille, ; Service de Medecine Legale, CHU Timone, APHM, Aix Marseille Univ., Marseille, ; Service de Medecine Legale, CHU Timone, APHM, Aix Marseille Univ., Marseille, ; Service de Medecine Legale, CHU Timone, APHM, Aix Marseille Univ., Marseille, ","eng","Case Reports","J Forensic Sci",NA,"Journal of forensic sciences"
"34251065",2022,"Feb","Jail and overdose: assessing the community impact of incarceration on overdose.","10.1111/add.15640 [doi]","BACKGROUND AND AIMS: Incarceration produces a specific public health threat for ","Victor, Grant; Zettner, Catherine; Huynh, Philip; Ray, Bradley; Sightes, Emily","School of Social Work, Center for Behavioral Health and Justice, Wayne State ; School of Social Work, Center for Behavioral Health and Justice, Wayne State ; School of Social Work, Center for Behavioral Health and Justice, Wayne State ; School of Social Work, Center for Behavioral Health and Justice, Wayne State ; School of Social Work, Center for Behavioral Health and Justice, Wayne State ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addiction",NA,"Addiction (Abingdon, England)"
"34165800",2021,"Sep","The Role of Pharmacogenetics in Smoking.","10.1002/cpt.2345 [doi]","Smoking continues to be the leading preventable contributor to death worldwide. ","El-Boraie, Ahmed; Tyndale, Rachel F","Department of Pharmacology and Toxicology, University of Toronto, Toronto, ; Campbell Family Mental Health Research Institute, Centre for Addiction and Mental ; Department of Pharmacology and Toxicology, University of Toronto, Toronto, ; Campbell Family Mental Health Research Institute, Centre for Addiction and Mental ; Department of Psychiatry, University of Toronto, Toronto, Ontario, Canada.","eng","Journal Article; Research Support, Non-U.S. Gov't; Review","Clin Pharmacol Ther",NA,"Clinical pharmacology and therapeutics"
"34097994",2021,"Nov","Impact of direct-acting antivirals for HCV on mortality in a large ","S0168-8278(21)00401-3 [pii]; 10.1016/j.jhep.2021.05.028 [doi]","BACKGROUND & AIMS: We evaluated the effect of direct-acting antiviral ","Janjua, Naveed Z; Wong, Stanley; Abdia, Younathan; Jeong, Dahn; Buller-Taylor, Terri; Adu, Prince A; Samji, Hasina; Wilton, James; Pearce, Margo; Butt, Zahid A; Yu, Amanda; Binka, Mawuena; Bartlett, Sofia; Alvarez, Maria; Krajden, Mel","British Columbia Centre for Disease Control, Vancouver, BC, Canada; School of ; British Columbia Centre for Disease Control, Vancouver, BC, Canada.; British Columbia Centre for Disease Control, Vancouver, BC, Canada; School of ; School of Population and Public Health, University of British Columbia, ; British Columbia Centre for Disease Control, Vancouver, BC, Canada.; British Columbia Centre for Disease Control, Vancouver, BC, Canada; School of ; British Columbia Centre for Disease Control, Vancouver, BC, Canada; Health ; British Columbia Centre for Disease Control, Vancouver, BC, Canada.; British Columbia Centre for Disease Control, Vancouver, BC, Canada; School of ; School of Public Health and Health System, University of Waterloo, Waterloo, ON, ; British Columbia Centre for Disease Control, Vancouver, BC, Canada.; British Columbia Centre for Disease Control, Vancouver, BC, Canada.; British Columbia Centre for Disease Control, Vancouver, BC, Canada; Department of ; British Columbia Centre for Disease Control, Vancouver, BC, Canada.; British Columbia Centre for Disease Control, Vancouver, BC, Canada; Department of ","eng","Journal Article; Research Support, Non-U.S. Gov't","J Hepatol","Conflict of interest MK has received grant funding via his institution from Roche ","Journal of hepatology"
"34095544",2021,"Mar","Characterising mental health and addictions and assault-related health care use ","10.23889/ijpds.v6i1.1410 [doi]; 1410","INTRODUCTION: Homicide is an important cause of death for older youth and adult ","O'Neill, Meghan; Buajitti, Emmalin; Donnelly, Peter D; Kornas, Kathy; Rosella, Laura","Dalla Lana School of Public Health, Canada.; Dalla Lana School of Public Health, Canada.; Dalla Lana School of Public Health, Canada.; Dalla Lana School of Public Health, Canada.; Dalla Lana School of Public Health, Canada.","eng","Journal Article; Research Support, Non-U.S. Gov't","Int J Popul Data Sci","Statement on conflicts of interest: None declared.","International journal of population data science"
"33975176",2021,"Sep","The association between familial death in childhood or adolescence and subsequent ","S0306-4603(21)00121-0 [pii]; 10.1016/j.addbeh.2021.106936 [doi]","BACKGROUND: Exposure to childhood adversity has been linked to long-term negative ","Syer, Sarah; Clarke, Mary; Healy, Colm; O'Donnell, Laurie; Cole, Jon; Cannon, Mary; McKay, Michael","School of Medicine, Royal College of Surgeons in Ireland, Ireland.; Department of Psychiatry, Royal College of Surgeons in Ireland, Ireland; ; Department of Psychiatry, Royal College of Surgeons in Ireland, Ireland.; Department of Psychology, Royal College of Surgeons in Ireland, Ireland.; Department of Psychological Sciences, University of Liverpool, UK.; Department of Psychiatry, Royal College of Surgeons in Ireland, Ireland.; Department of Psychology, Royal College of Surgeons in Ireland, Ireland. ","eng","Journal Article; Meta-Analysis; Review; Systematic Review","Addict Behav",NA,"Addictive behaviors"
"33739562",2021,"Nov","Trends in MDMA-related mortality across four countries.","10.1111/add.15493 [doi]","AIMS: To determine trends in 3,4 methylenedioxymethamphetamine (MDMA)-related ","Roxburgh, Amanda; Sam, Bulent; Kriikku, Pirkko; Mounteney, Jane; Castanera, Antonio; Dias, Mario; Giraudon, Isabelle","Behaviours and Health Risks Program, Burnet Institute, Melbourne, Australia.; Discipline of Addiction Medicine, the Central Clinical School, Sydney Medical ; National Drug and Alcohol Research Centre, UNSW, Sydney, Australia.; Member of the Council of Mortality Related Cases, the Council of Forensic ; Forensic Toxicology Unit, Finnish Institute for Health and Welfare, Helsinki, ; Department of Forensic Medicine, University of Helsinki, Helsinki, Finland.; European Monitoring Centre for Drugs and Drug Addiction (EMCDDA), Lisbon, ; Servico de Quimica e Toxicologia Forenses do Instituto Nacional de Medicina Legal ; Servico de Quimica e Toxicologia Forenses do Instituto Nacional de Medicina Legal ; Laboratorio de Ciencias Forenses e Psicologicas Egas Moniz, Almada, Portugal.; European Monitoring Centre for Drugs and Drug Addiction (EMCDDA), Lisbon, ; University NOVA and National School of Public Health, Lisbon, Portugal.","eng","Journal Article; Research Support, Non-U.S. Gov't","Addiction",NA,"Addiction (Abingdon, England)"
