"PMID","Year","Month","Title","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title"
"37325928",2023,"Jun","Video game addiction in psychiatric adolescent population: A hospital-based study ","10.1002/brb3.3119 [doi]","BACKGROUND: For decades, video game-related behaviors have been investigated in ","Zhou, Rui; Xiao, Xing-Yu; Huang, Wen-Jun; Wang, Fei; Shen, Xiao-Qing; Jia, Fu-Jun; Hou, Cai-Lan","The Second School of Clinical Medicine, Southern Medical University, Guangzhou, ; Guangdong Mental Health Center, Guangdong Provincial People's Hospital (Guangdong ; Guangdong Mental Health Center, Guangdong Provincial People's Hospital (Guangdong ; Guangdong Mental Health Center, Guangdong Provincial People's Hospital (Guangdong ; Guangdong Mental Health Center, Guangdong Provincial People's Hospital (Guangdong ; The Division of Psychology, Sino-Singapore Guangzhou Knowledge City Hospital ; Guangdong Mental Health Center, Guangdong Provincial People's Hospital (Guangdong ; The Second School of Clinical Medicine, Southern Medical University, Guangzhou, ; Guangdong Mental Health Center, Guangdong Provincial People's Hospital (Guangdong ","eng","Journal Article","Brain Behav",NA,"Brain and behavior"
"37307757",2023,"Oct","Discussing evidence on the components model of addiction. A commentary on ","S0306-4603(23)00159-4 [pii]; 10.1016/j.addbeh.2023.107764 [doi]","Fournier and colleagues have recently examined whether the components model of ","Amendola, Simone","Department of Applied Psychology, Zurich University of Applied Sciences, Zurich, ","eng","Comment; Journal Article; Research Support, Non-U.S. Gov't","Addict Behav","Declaration of Competing Interest The authors declare that they have no known ","Addictive behaviors"
"37285663",2023,"May","Psychometric properties and development of the Chinese versions of Gaming ","S1876-2018(23)00194-6 [pii]; 10.1016/j.ajp.2023.103638 [doi]","Currently, six instruments have been developed using the 11th revision of the ","Chen, I-Hua; Chang, Yen-Ling; Yang, Yung-Ning; Yeh, Ya-Chin; Ahorsu, Daniel Kwasi; Adjorlolo, Samuel; Strong, Carol; Hsieh, Yi-Ping; Huang, Po-Ching; Pontes, Halley M; Griffiths, Mark D; Lin, Chung-Ying","Chinese Academy of Education Big Data, Qufu Normal University, 57 Jingxuan West ; Department of Family Medicine, Cardinal Tien Hospital, No. 362, Zhongzheng Rd., ; Department of Pediatrics, E-DA Hospital, Kaohsiung, Taiwan; School of Medicine, ; Department of Occupational Therapy, Shu-Zen Junior College of Medicine and ; Department of Rehabilitation Sciences, The Hong Kong Polytechnic University, 11 ; Department of Mental Health, University of Ghana, P.O. Box LG 25, Legon., Accra, ; Department of Public Health, College of Medicine, National Cheng Kung University, ; Department of Social Work, College of Nursing and Professional Disciplines, ; Institute of Allied Health Sciences, College of Medicine, National Cheng Kung ; Department of Organizational Psychology, Birkbeck, University of London, London, ; International Gaming Research Unit, Psychology Department, Nottingham Trent ; Institute of Allied Health Sciences, College of Medicine, National Cheng Kung ","eng","Journal Article","Asian J Psychiatr","Declaration of Competing Interest None except MDG. MDG has received research ","Asian journal of psychiatry"
"37285351",2023,NA,"Quality of life and mental health of adolescents: Relationships with social media ","10.1371/journal.pone.0286766 [doi]; e0286766","Social networking is proliferating globally and in Vietnam, but this led to ","Dam, Vu Anh Trong; Dao, Nam Gia; Nguyen, Duy Cao; Vu, Thuc Minh Thi; Boyer, Laurent; Auquier, Pascal; Fond, Guillaume; Ho, Roger C M; Ho, Cyrus S H; Zhang, Melvyn W B","Institute for Global Health Innovations, Duy Tan University, Da Nang, Vietnam.; Faculty of Medicine, Duy Tan University, Da Nang, Vietnam.; Institute for Global Health Innovations, Duy Tan University, Da Nang, Vietnam.; Faculty of Medicine, Duy Tan University, Da Nang, Vietnam.; Institute for Global Health Innovations, Duy Tan University, Da Nang, Vietnam.; Faculty of Medicine, Duy Tan University, Da Nang, Vietnam.; Institute of Health Economics and Technology, Hanoi, Vietnam.; Research Centre on Health Services and Quality of Life, Aix Marseille University, ; Research Centre on Health Services and Quality of Life, Aix Marseille University, ; Research Centre on Health Services and Quality of Life, Aix Marseille University, ; Department of Psychological Medicine, Yong Loo Lin School of Medicine, National ; Institute for Health Innovation and Technology (iHealthtech), National University ; Department of Psychological Medicine, Yong Loo Lin School of Medicine, National ; Lee Kong Chian School of Medicine, Nanyang Technological University Singapore, ","eng","Journal Article; Research Support, Non-U.S. Gov't","PLoS One","The authors have declared that no competing interests exist.","PloS one"
"37274718",2023,"Jun","Systematic review of social media addiction among health workers during the ","10.1016/j.heliyon.2023.e16784 [doi]; e16784","The risk of social media (SM) addiction exponentially increases when social media ","Eka Prasetya, Tofan Agung; Kusuma Wardani, Ratnaningtyas Wahyu","Health Department, Universitas Airlangga, Surabaya, Indonesia.; Health Department, Universitas Airlangga, Surabaya, Indonesia.","eng","Journal Article; Review","Heliyon","The authors declare that they have no known competing financial interests or ","Heliyon"
"37255996",2023,NA,"Effect of Social Media Addiction on Executive Functioning Among Young Adults: The ","10.2147/PRBM.S414625 [doi]","INTRODUCTION: The increased research examining social media addiction with its ","Zhang, Kuo; Li, Peiyu; Zhao, Ying; Griffiths, Mark D; Wang, Jingxin; Zhang, Meng Xuan","Department of Social Psychology, Zhou Enlai School of Government, Nankai ; Department of Social Psychology, Zhou Enlai School of Government, Nankai ; Mental Health Education Center, Yangzhou University, Yangzhou, Jiangsu, 225009, ; International Gaming Research Unit, Psychology Department, Nottingham Trent ; Academy of Psychology and Behavior, Faculty of Psychology, Tianjin Normal ; Department of Medical Humanities, School of Humanities, Southeast University, ","eng","Journal Article","Psychol Res Behav Manag","The authors report no conflicts of interest in this work.","Psychology research and behavior management"
"37239655",2023,"May","Prevalence and Determinants of Social Media Addiction among Medical Students in a ","10.3390/healthcare11101370 [doi]; 1370","Social media addiction has become a serious public health concern due to its ","Alfaya, Mansour A; Abdullah, Naif Saud; Alshahrani, Najim Z; Alqahtani, Amar Abdullah A; Algethami, Mohammed R; Al Qahtani, Abdulelah Saeed Y; Aljunaid, Mohammed A; Alharbi, Faisal Turki G","Preventive Medicine and Public Health Resident, Ministry of Health, Abha 62585, ; Consultant of Preventive Medicine and Public Health, Ministry of Health, Abha ; Department of Family and Community Medicine, University of Jeddah, Jeddah 21589, ; College of Medicine, King Khalid University, Abha 61421, Saudi Arabia.; Preventive Medicine and Public Health Resident, Ministry of Health, Jeddah 21577, ; College of Medicine, King Khalid University, Abha 61421, Saudi Arabia.; Department of Family and Community Medicine, University of Jeddah, Jeddah 21589, ; Faculty of Medicine, Imam Mohammad Ibn Saud Islamic University, Riyadh 12985, ","eng","Journal Article","Healthcare (Basel)","The authors declare no conflict of interest.","Healthcare (Basel, Switzerland)"
"37235547",2023,NA,"Problematic use of the internet, smartphones, and social media among medical ","10.1371/journal.pone.0286424 [doi]; e0286424","BACKGROUND: Students in sub-Saharan African countries experienced online classes ","Sserunkuuma, Jonathan; Kaggwa, Mark Mohan; Muwanguzi, Moses; Najjuka, Sarah Maria; Murungi, Nathan; Kajjimu, Jonathan; Mulungi, Jonathan; Kihumuro, Raymond Bernard; Mamun, Mohammed A; Griffiths, Mark D; Ashaba, Scholastic","Faculty of Medicine, Mbarara University of Science and Technology, Mbarara, ; Faculty of Medicine, Mbarara University of Science and Technology, Mbarara, ; Department of Psychiatry, Faculty of Medicine, Mbarara University of Science and ; Department of Psychiatry and Behavioural Neurosciences, McMaster University ; Department of Psychiatry, Faculty of Medicine, Mbarara University of Science and ; College of Health Sciences, Makerere University, Kampala, Uganda.; Faculty of Medicine, Mbarara University of Science and Technology, Mbarara, ; Faculty of Medicine, Mbarara University of Science and Technology, Mbarara, ; Faculty of Medicine, Mbarara University of Science and Technology, Mbarara, ; Faculty of Medicine, Mbarara University of Science and Technology, Mbarara, ; CHINTA Research Bangladesh, Savar, Dhaka, Bangladesh.; Department of Public Health and Informatics, Jahangirnagar University, Savar, ; Psychology Department, Nottingham Trent University, Nottingham, United Kingdom.; Faculty of Medicine, Mbarara University of Science and Technology, Mbarara, ; Department of Psychiatry, Faculty of Medicine, Mbarara University of Science and ","eng","Journal Article","PLoS One","The authors have declared that no competing interests exist.","PloS one"
"37216219",2023,"Jun","An exploration of the role played by attachment factors in the formation of ","S0001-6918(23)00080-X [pii]; 10.1016/j.actpsy.2023.103904 [doi]","More and more users are overusing social media and the situation is getting ","Xu, Yan","School of Transportation, Fujian University of Technology, Fuzhou 350118, China. ","eng","Journal Article","Acta Psychol (Amst)",NA,"Acta psychologica"
"37183253",2023,"May","The association of care burden with motivation of vaccine acceptance among ","10.1186/s40359-023-01186-3 [doi]; 157","BACKGROUND: The aim of the present study was to investigate the relationship ","Kukreti, Shikha; Strong, Carol; Chen, Jung-Sheng; Chen, Yi-Jung; Griffiths, Mark D; Hsieh, Meng-Tsang; Lin, Chung-Ying","Department of Public Health, College of Medicine, National Cheng Kung University, ; Department of Public Health, College of Medicine, National Cheng Kung University, ; Department of Medical Research, E-Da Hospital, Kaohsiung, 82445, Taiwan.; Institute of Allied Health Sciences, National Cheng Kung University Hospital, ; International Gaming Research Unit, Psychology Department, Nottingham Trent ; Stroke Center and Department of Neurology, E-Da Hospital, I-Shou University, ; School of Medicine, College of Medicine, I-Shou University, Kaohsiung, 82445, ; Institute of Clinical Medicine, College of Medicine, National Cheng Kung ; Department of Public Health, College of Medicine, National Cheng Kung University, ; Institute of Allied Health Sciences, National Cheng Kung University Hospital, ; Biostatistics Consulting Center, National Cheng Kung University Hospital, College ; Department of Occupational Therapy, College of Medicine, National Cheng Kung ","eng","Journal Article","BMC Psychol","The authors have declared that there are no conflicts of interest.","BMC psychology"
"37173670",2023,"May","A serial mediation model of social media addiction and college students' academic ","10.1186/s12888-023-04799-5 [doi]; 333","BACKGROUND: It has been documented that social media addiction (SMA) has a ","Zhuang, Jie; Mou, Qiaoxing; Zheng, Tong; Gao, Fei; Zhong, Yaqin; Lu, Qingyun; Gao, Yuexia; Zhao, Miaomiao","Department of Health Management, School of Public Health, Nantong University, ; Department of Health Management, School of Public Health, Nantong University, ; Department of medical administration, The First Psychiatric Hospital of Harbin, ; Center for Food Safety and School Health, Heilongjiang Provincial Center for ; Department of Health Management, School of Public Health, Nantong University, ; Department of Health Management, School of Public Health, Nantong University, ; Department of Health Management, School of Public Health, Nantong University, ; Department of Health Management, School of Public Health, Nantong University, ","eng","Journal Article; Research Support, Non-U.S. Gov't","BMC Psychiatry","The authors declare that they have no competing interests.","BMC psychiatry"
"37158854",2023,"May","Six addiction components of problematic social media use in relation to ","10.1186/s12888-023-04837-2 [doi]; 321","BACKGROUNDS: Components of addiction (salience, tolerance, mood modification, ","Peng, Pu; Liao, Yanhui","Department of Psychiatry, Sir Run Run Shaw Hospital, Zhejiang University School ; Department of Psychiatry, National Clinical Research Center for Mental Disorders, ; Department of Psychiatry, Sir Run Run Shaw Hospital, Zhejiang University School ","eng","Journal Article; Research Support, Non-U.S. Gov't","BMC Psychiatry","The authors declare no competing interests.","BMC psychiatry"
"37113179",2023,NA,"Peer pressure and adolescent mobile social media addiction: Moderation analysis ","10.3389/fpubh.2023.1115661 [doi]; 1115661","BACKGROUND: Social media addiction has increasingly been a critical social ","Xu, Xiaopan; Han, Wanqu; Liu, Qingqi","Institute for Public Policy and Social Management Innovation, College of ; School of Sociology, Central China Normal University, Wuhan, China.; Institute for Public Policy and Social Management Innovation, College of ; College of Education for the Future, Beijing Normal University, Zhuhai, China.; School of Education, Guangzhou University, Guangzhou, China.","eng","Journal Article; Research Support, Non-U.S. Gov't","Front Public Health","The authors declare that the research was conducted in the absence of any ","Frontiers in public health"
"37103893",2023,"Apr","Social Media Use as an Impulsive 'Escape From Freedom'.","10.1177/00332941231171034 [doi]","It has been suggested that avoiding choice represents an anxiety-avoidance ","Reed, Phil; Haas, Will","Department of Psychology, Swansea University, Swansea, UK.; Department of Psychology, Swansea University, Swansea, UK.","eng","Journal Article","Psychol Rep",NA,"Psychological reports"
"37056408",2023,NA,"Reliability and validity of the problematic TikTok Use Scale among the general ","10.3389/fpsyt.2023.1068431 [doi]; 1068431","INTRODUCTION: This study aims to provide a scale for measuring problematic TikTok ","Gunlu, Aykut; Oral, Tuncay; Yoo, Soyoung; Chung, Seockhoon","Department of Child Care and Youth Services, Pamukkale University, Denizli, ; Department of Child Care and Youth Services, Pamukkale University, Denizli, ; Department of Convergence Medicine, Asan Medical Center, University of Ulsan ; Department of Psychiatry, Asan Medical Center, University of Ulsan College of ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry"
"37032918",2023,NA,"The effect of mindfulness on social media addiction among Chinese college ","10.3389/fpsyt.2023.1087909 [doi]; 1087909","INTRODUCTION: The COVID-19 pandemic has exacerbated social media addiction (SMA), ","Chang, Hongming; Meng, Xiaolu; Li, Yaqi; Liu, Jiaxi; Yuan, Wen; Ni, Jian; Li, Chunlu","Department of Psychology, School of Medical Humanitarians, Guizhou Medical ; Department of Psychology, School of Medical Humanitarians, Guizhou Medical ; Guizhou Health Development Research Center, Guiyang, China.; Department of Psychology, School of Medical Humanitarians, Guizhou Medical ; Department of Applied Psychology, Hunan University of Chinese Medicine, Changsha, ; Department of Applied Psychology, Hunan University of Chinese Medicine, Changsha, ; Department of Applied Psychology, Hunan University of Chinese Medicine, Changsha, ; Department of Psychology, School of Medical Humanitarians, Guizhou Medical ; Guizhou Health Development Research Center, Guiyang, China.","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry"
"37032015",2023,"Apr","The relationship of social media addiction with interpersonal problem-solving and ","S0883-9417(22)00174-1 [pii]; 10.1016/j.apnu.2022.12.025 [doi]","This study aims to examine the relationship of social media addiction with ","Mercan, Nese; Uysal, Burhanettin","Bilecik Seyh Edebali University, Faculty of Health Sciences, Bilecik, Turkey. ; Bilecik Seyh Edebali University, Faculty of Health Sciences, Bilecik, Turkey. ","eng","Journal Article","Arch Psychiatr Nurs","Declaration of competing interest There is no conflict of interest to declare ","Archives of psychiatric nursing"
"37004081",2023,"Mar","A rise in social media use in adolescents during the COVID-19 pandemic: the ","10.1186/s40359-023-01141-2 [doi]; 92","INTRODUCTION: Social media use has grown dramatically since its inception in the ","Rouleau, Raphael Dufort; Beauregard, Carmen; Beaudry, Vincent","Department of Psychiatry, Faculty of Medicine and Health Sciences, Universite de ; Department of Psychiatry, Faculty of Medicine and Health Sciences, Universite de ; Division of Child and Adolescent Psychiatry, Department of Psychiatry, CIUSSS de ; Department of Psychiatry, Faculty of Medicine and Health Sciences, Universite de ; Division of Child and Adolescent Psychiatry, Department of Psychiatry, CIUSSS de ","eng","Journal Article","BMC Psychol","The authors declare no competing interests with respect to the research, ","BMC psychology"
"36972903",2023,"Mar","Social Media Addiction and Poor Mental Health: Examining the Mediating Roles of ","10.1177/00332941231166609 [doi]","Many researchers have examined the potential detrimental role of problematic ","Ergun, Naif; Ozkan, Zafer; Griffiths, Mark D","Department of Psychology, Faculty of Letters, 187473Mardin Artuklu University, ; Department of Psychology, Faculty of Science and Literature, 187474Ordu ; International Gaming Research Unit, Psychology Department, 6122Nottingham Trent ","eng","Journal Article","Psychol Rep",NA,"Psychological reports"
"36945011",2023,"Mar","Associations between social media addiction, psychological distress, and food ","10.1186/s40337-023-00769-0 [doi]; 43","BACKGROUND: Worldwide, 60% of people use social media. Excessive and/or addictive ","Huang, Po-Ching; Latner, Janet D; O'Brien, Kerry S; Chang, Yen-Ling; Hung, Ching-Hsia; Chen, Jung-Sheng; Lee, Kuo-Hsin; Lin, Chung-Ying","Institute of Allied Health Sciences, College of Medicine, National Cheng Kung ; Department of Psychology, University of Hawaii at Manoa, 2500 Campus Road, ; School of Social Sciences, Monash University, 20 Chancellors Walk, Clayton, VIC, ; Department of Family Medicine, Cardinal Tien Hospital, No. 362, Zhongzheng Rd., ; Institute of Allied Health Sciences, College of Medicine, National Cheng Kung ; Department of Physical Therapy, College of Medicine, National Cheng Kung ; Department of Medical Research, E-Da Hospital, I-Shou University, No.1, Yida Rd, ; Department of Emergency Medicine, E-Da Hospital, I-Shou University, No.1, Yida ; School of Medicine, I-Shou University, No.8, Yida Rd., Yanchao Dist., 824005, ; Institute of Allied Health Sciences, College of Medicine, National Cheng Kung ; Biostatistics Consulting Center, National Cheng Kung University Hospital, College ; Department of Public Health, National Cheng Kung University Hospital, College of ; Department of Occupational Therapy, College of Medicine, National Cheng Kung ","eng","Journal Article","J Eat Disord","The authors declare that they have no competing interests.","Journal of eating disorders"
"36940658",2023,"Aug","Deconstructing the components model of addiction: an illustration through ","S0306-4603(23)00089-8 [pii]; 10.1016/j.addbeh.2023.107694 [doi]","The components model of addiction posits that all addictions share six ","Fournier, Lois; Schimmenti, Adriano; Musetti, Alessandro; Boursier, Valentina; Flayelle, Maeva; Cataldo, Ilaria; Starcevic, Vladan; Billieux, Joel","Institute of Psychology, University of Lausanne, CH-1015 Lausanne, Switzerland. ; Faculty of Human and Social Sciences, UKE - Kore University of Enna, Cittadella ; Department of Humanities, Social Sciences and Cultural Industries, University of ; Department of Humanities, University of Naples ""Federico II"", 80133 Naples, ; Institute of Psychology, University of Lausanne, CH-1015 Lausanne, Switzerland. ; Department of Psychology and Cognitive Science, University of Trento, 38068 ; Faculty of Medicine and Health, Sydney Medical School, Nepean Clinical School, ; Institute of Psychology, University of Lausanne, CH-1015 Lausanne, Switzerland; ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addict Behav","Declaration of Competing Interest The authors declare that they have no known ","Addictive behaviors"
"36938126",2022,NA,"A multidimensional construct of helicopter parenting and college students' game ","10.3389/fpsyg.2022.1022914 [doi]; 1022914","INTRODUCTION: We explored latent classes of helicopter parenting among Korean and ","Hwang, Woosang; Fu, Xiaoyu; Kim, Seonghee; Jung, Eunjoo; Zhang, Yue","Department of Human Development and Family Sciences, Texas Tech University, ; Department of Human Development and Family Science, Syracuse University, ; Research Institute for Liberal Education, Yonsei University, Seoul, Republic of ; Department of Human Development and Family Science, Syracuse University, ; Department of Psychology, Santa Clara University, Santa Clara, CA, United States.","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology"
"36920688",2023,"Mar","Sense of Belonging at School and on Social Media in Adolescence: Associations ","10.1007/s10578-023-01516-x [doi]","Belongingness is a key factor in the psychological development and school ","Fabris, Matteo Angelo; Settanni, Michele; Longobardi, Claudio; Marengo, Davide","University of Turin, Turin, Italy.; University of Turin, Turin, Italy.; Department of Psychology, University of Turin, Via Verdi 10, 10124, Turin, TO, ; University of Turin, Turin, Italy.","eng","Journal Article","Child Psychiatry Hum Dev",NA,"Child psychiatry and human development"
"36910808",2023,NA,"The influence of job search stress on college students' addictive social media ","10.3389/fpsyg.2023.1101674 [doi]; 1101674","Resulting from an enlarged number of graduating college students and shrinkage of ","Mao, Eric Zeqing; Zhao, Lishou","School of Cultural Creativity and Management, Communication University of ; School of Cultural Creativity and Management, Communication University of ","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology"
