"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"When workaholism is negatively associated with burnout: A moderated mediation.",36388273,2022,NA,"10.3389/fpubh.2022.968837 [doi]; 968837","AIM: Previous theory and research postulate that workaholism is one of the ","Makhdoom, Irsa Fatima; Malik, Najma Iqbal; Atta, Mohsin; Malik, Nudra; Qureshi, Madeeha Gohar; Shahid, Muhammad; Tang, Kun","Department of Psychology, University of Sargodha, Sargodha, Pakistan.; Department of Psychology, University of Sargodha, Sargodha, Pakistan.; Department of Psychology, University of Sargodha, Sargodha, Pakistan.; Department of Applied Psychology, Lahore College for Women University, Lahore, ; Department of Economics, Pakistan Institute of Development Economics, Islamabad, ; School of Insurance and Economics, University of International Business and ; Vanke School of Public Health, Tsinghua University, Beijing, China.; Vanke School of Public Health, Tsinghua University, Beijing, China.","eng","Journal Article","Front Public Health","The authors declare that the research was conducted in the absence of any ","Frontiers in public health","work"
"Loneliness and the Degree of Addiction to Shopping and Work among Polish Women: The Mediating Role of Depression.",36362516,2022,"Oct","10.3390/jcm11216288 [doi]; 6288","(1) The aim of the research was to try to define the mediating role of depression ","Rachubinska, Kamila; Cybulska, Anna Maria; Kupcewicz, Ewa; Jurewicz, Alina; Panczyk, Mariusz; Cymbaluk-Ploska, Aneta; Jurczak, Justyna; Grochans, Elzbieta","Department of Nursing, Pomeranian Medical University in Szczecin, 71-210 ; Department of Nursing, Pomeranian Medical University in Szczecin, 71-210 ; Department of Nursing, Collegium Medicum, University of Warmia and Mazury in ; Department of Clinical Nursing, Pomeranian Medical University in Szczecin, 71-210 ; Department of Education and Research in Health Sciences, Faculty of Health ; Department of Gynecological Surgery and Gynecological Oncology of Adults and ; Department of Social Medicine and Public Health, Pomeranian Medical University in ; Department of Nursing, Pomeranian Medical University in Szczecin, 71-210 ","eng","Journal Article","J Clin Med","The authors declare no conflict of interest.","Journal of clinical medicine","work"
"Work Addiction Among Employees and Self-Employed Workers: An Investigation Based on the Italian Version of the Bergen Work Addiction Scale.",36348817,2022,"Aug","10.5964/ejop.2607 [doi]","The increasing interest in work addiction is connected to recent changes in the ","Molino, Monica; Kovalchuk, Liliya Scafuri; Ghislieri, Chiara; Spagnoli, Paola","Department of Psychology, University of Turin, Turin, Italy.; Department of Psychology, University of Campania ""Luigi Vanvitelli"", Caserta, ; Department of Psychology, University of Turin, Turin, Italy.; Department of Psychology, University of Campania ""Luigi Vanvitelli"", Caserta, ","eng","Journal Article","Eur J Psychol","The authors have declared that no competing interests exist.","Europe's journal of psychology","work"
"Workaholism in engineers: Prevalence and associated factors.",36244836,2022,"Oct","S0013-7006(22)00169-5 [pii]; 10.1016/j.encep.2022.06.002 [doi]","INTRODUCTION: Workaholism is an emerging form of behavioural addiction ","Hrairi, A; Dhouib, F; Kotti, N; Sellami, I; Jmal Hammami, K; Masmoudi, M L; Hajjaji, M","University of Sfax, Occupational department and health disease, Hedi Chaker ; University of Sfax, Occupational department and health disease, Hedi Chaker ; University of Sfax, Occupational department and health disease, Hedi Chaker ; University of Sfax, Occupational department and health disease, Hedi Chaker ; University of Sfax, Occupational department and health disease, Hedi Chaker ; University of Sfax, Occupational department and health disease, Hedi Chaker ; University of Sfax, Occupational department and health disease, Hedi Chaker ","eng","Journal Article","Encephale",NA,"L'Encephale","work"
"Labor of love, or love of labor? Psychological capital's mitigating role in the relationship between workaholism and work stress.",36214008,2023,NA,"10.3233/WOR-210467 [doi]","BACKGROUND: Workaholism is conceptualized as a compulsive need to work ","DeMott, Beatrice; Aziz, Shahnaz; Wuensch, Karl; Dolbier, Christyn","Department of Psychology, East Carolina University, Greenville, NC, USA.; Department of Psychology, East Carolina University, Greenville, NC, USA.; Department of Psychology, East Carolina University, Greenville, NC, USA.; Department of Psychology, East Carolina University, Greenville, NC, USA.","eng","Journal Article","Work",NA,"Work (Reading, Mass.)","work"
"Understanding Work Addiction in Adult Children: The Effect of Addicted Parents and Work Motivation.",36141552,2022,"Sep","10.3390/ijerph191811279 [doi]; 11279","The aim of the study was to examine the mediating role that work motivation plays ","Morkeviciute, Modesta; Endriulaitiene, Aukse","Department of Psychology, Faculty of Social Sciences, Vytautas Magnus University, ; Department of Psychology, Faculty of Social Sciences, Vytautas Magnus University, ","eng","Journal Article","Int J Environ Res Public Health","The authors declare that they have no potential conflicts of interest with ","International journal of environmental research and public health","work"
"Work Addiction and Depression, Anxiety, and Stress: the Mediating Role of Food Addiction Among Lebanese Young Adult Workers.",36119945,2022,"Sep","10.1007/s11469-022-00909-8 [doi]","Work addiction is considered a public health concern, as it can lead to negative ","Fekih-Romdhane, Feten; Sawma, Toni; Akel, Marwan; Obeid, Sahar; Brytek-Matera, Anna; Hallit, Souheil","The Tunisian Center of Early Intervention in Psychosis, Department of psychiatry ; Faculty of Medicine of Tunis, Tunis El Manar University, Tunis, Tunisia. GRID: ; Social and Education Sciences Department, School of Arts and Sciences, Lebanese ; School of Pharmacy, Lebanese International University, Beirut, Lebanon. GRID: ; Social and Education Sciences Department, School of Arts and Sciences, Lebanese ; Institute of Psychology, University of Wroclaw, Dawida 1, 50-527 Wroclaw, Poland. ; School of Medicine and Medical Sciences, Holy Spirit University of Kaslik, P.O. ; Psychology Department, College of Humanities, Effat University, Jeddah, 21478 ; Research Department, Psychiatric Hospital of the Cross, Jal Eddib, Lebanon. GRID: ","eng","Journal Article","Int J Ment Health Addict","Competing InterestsThe authors declare no competing interests.","International journal of mental health and addiction","work"
"Validation of the Japanese version of the Dutch Boredom Scale.",36017566,2022,"Jan","10.1002/1348-9585.12354 [doi]; e12354","OBJECTIVES: The current study aimed to validate the Japanese version of the Dutch ","Kawada, Michiko; Shimazu, Akihito; Tokita, Masahito; Miyanaka, Daisuke; Schaufeli, Wilmar B","Graduate School of Media and Governance, Keio University, Fujisawa, Japan.; Faculty of Policy Management, Keio University, Fujisawa, Japan.; Keio Research Institute at SFC, Fujisawa, Japan.; Faculty of Policy Management, Keio University, Fujisawa, Japan.; Better Options, Inc., Tokyo, Japan.; Department of Psychology, Utrecht University, Utrecht, The Netherlands.; Research Unit Occupational & Organizational Psychology and Professional Learning, ","eng","Journal Article","J Occup Health","The authors declare that they have no conflict of interest.","Journal of occupational health","work"
"Heavy Study Investment: An Analysis of the Defense Mechanisms Characterizing Studyholism and Study Engagement.",35954769,2022,"Aug","10.3390/ijerph19159413 [doi]; 9413","Defense mechanisms are unconscious processes that protect a person from excessive ","Loscalzo, Yura; Giannini, Marco","Department of Health Sciences, School of Psychology, University of Florence, ; Department of Health Sciences, School of Psychology, University of Florence, ","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","work"
"Association Between Low Back Pain, Workaholism, and Work Engagement in Japanese Hospital Workers: A Quantitative Cross-sectional Study.",35941743,2022,"Dec","10.1097/JOM.0000000000002654 [doi]","OBJECTIVE: This study aimed to examine the association between two types of heavy ","Nihei, Kenji; Suzukamo, Yoshimi; Matsudaira, Ko; Tanabe, Motoko; Izumi, Shin-Ichi","From the Department of Physical Medicine and Rehabilitation, Tohoku University ","eng","Journal Article","J Occup Environ Med","Conflict of interest: All authors declare the following potential conflicts of ","Journal of occupational and environmental medicine","work"
"A Cross-Sectional Study of the Impact of Pain Severity on Absenteeism and Presenteeism Among Japanese Full-Time Workers.",35852762,2022,"Dec","10.1007/s40122-022-00408-7 [doi]","INTRODUCTION: Pain is known to have a high impact on work performance, but there ","Tanaka, Chisato; Wakaizumi, Kenta; Takaoka, Saki; Matsudaira, Ko; Mimura, Masaru; Fujisawa, Daisuke; Kosugi, Shizuko","Department of Neuropsychiatry, Keio University School of Medicine, 35 ; Interdisciplinary Pain Center, Keio University Hospital, Tokyo, Japan.; Interdisciplinary Pain Center, Keio University Hospital, Tokyo, Japan. ; Department of Anesthesiology, Keio University School of Medicine, Tokyo, Japan. ; Interdisciplinary Pain Center, Keio University Hospital, Tokyo, Japan.; Department of Anesthesiology, Keio University School of Medicine, Tokyo, Japan.; Department of Medical Research and Management for Musculoskeletal Pain, 22nd ; Department of Neuropsychiatry, Keio University School of Medicine, 35 ; Department of Neuropsychiatry, Keio University School of Medicine, 35 ; Interdisciplinary Pain Center, Keio University Hospital, Tokyo, Japan.; Interdisciplinary Pain Center, Keio University Hospital, Tokyo, Japan.; Department of Anesthesiology, Keio University School of Medicine, Tokyo, Japan.","eng","Journal Article","Pain Ther",NA,"Pain and therapy","work"
"The alternative model of personality disorder is inadequate for capturing obsessive-compulsive personality disorder.",35787132,2022,"Jul","10.1037/per0000544 [doi]","The alternative model of personality disorder (AMPD) included in Section III of ","Samuel, Douglas B; Balling, Caroline E; Bucher, Meredith A","Department of Psychological Sciences, Purdue University.; Department of Psychological Sciences, Purdue University.; Department of Psychological Sciences, Purdue University.","eng","Journal Article; Review","Personal Disord",NA,"Personality disorders","work"
"Relating Compulsivity and Impulsivity With Severity of Behavioral Addictions: A Dynamic Interpretation of Large-Scale Cross-Sectional Findings.",35782446,2022,NA,"10.3389/fpsyt.2022.831992 [doi]; 831992","BACKGROUND AND AIM: Impulsivity and compulsivity are two key temperament traits ","Demetrovics, Zsolt; van den Brink, Wim; Paksi, Borbala; Horvath, Zsolt; Maraz, Aniko","Centre of Excellence in Responsible Gaming, University of Gibraltar, Gibraltar, ; Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; Amsterdam Institute of Addiction Research (AIAR), Academic Medical Center, ; Institute of Education, ELTE Eotvos Lorand University, Budapest, Hungary.; Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; Institut Fur Psychologie, Humboldt-Universitat zu Berlin, Berlin, Germany.","eng","Journal Article","Front Psychiatry","ELTE Eotvos Lorand University receives funding from the Szerencsejatek Ltd. to ","Frontiers in psychiatry","work"
"Assessing workaholism risk among health care students in Montpellier-Nîmes.",35738925,2023,"Jun","S0013-7006(22)00102-6 [pii]; 10.1016/j.encep.2022.02.005 [doi]",NA,"Julien, C; Moulis, L; Peyre-Costa, D; El Marrouni, Y; Lesage, F-X","Occupational Health Service, CHU Montpellier, Universite Montpellier, France.; Epidemiological and Clinical Research Unit, CHU Montpellier, Universite de ; Epidemiological and Clinical Research Unit, CHU Montpellier, Universite de ; Universite de Montpellier, Montpellier, France.; IDESP, Universite Montpellier, INSERM, CHU Montpellier, Montpellier, France.","eng","Letter","Encephale",NA,"L'Encephale","work"
"Workaholism and quality of life: an integrative literature review.",35733533,2021,"Oct-Dec","10.47626/1679-4435-2021-640 [doi]","This study aimed to analyze the scientific evidence available in the literature ","Vedoato, Taisa; Pedro, Danielli Rafaeli Candido; Garcia, Izabela Melo; Galdino, Maria Jose Quina; Aroni, Patricia; Haddad, Maria do Carmo Fernandez Lourenco","Programa de Pos-graduacao em Enfermagem, Universidade Estadual de Londrina (UEL), ; Programa de Pos-graduacao em Enfermagem, Universidade Estadual de Londrina (UEL), ; Programa de Pos-graduacao em Enfermagem, Universidade Estadual de Londrina (UEL), ; Departamento de Enfermagem, Universidade Estadual do Norte do Parana, ; Departamento de Enfermagem, UEL, Londrina, PR, Brazil.; Programa de Pos-graduacao em Enfermagem, Universidade Estadual de Londrina (UEL), ","eng","Journal Article; Review","Rev Bras Med Trab","Conflicts of interest: None","Revista brasileira de medicina do trabalho : publicacao oficial da Associacao ","work"
"Mindfulness buffers the deleterious effects of workaholism for work-family conflict.",35696778,2022,"Aug","S0277-9536(22)00424-5 [pii]; 10.1016/j.socscimed.2022.115118 [doi]","RATIONALE: Workaholism logically corresponds to the experience of work-family ","Daniel, Carole; Gentina, Elodie; Mesmer-Magnus, Jessica","SKEMA, Business School, Universite Cote D'Azur, Avenue Willy Brandt, 59777, ; IESEG School of Management, Univ. Lille, CNRS, UMR 9221 - LEM - Lille Economie ; Cameron School of Business, University of North Carolina Wilmington, USA; Cameron ","eng","Journal Article","Soc Sci Med",NA,"Social science & medicine (1982)","work"
"Workaholism and burnout among stricto sensu graduate professors.",35674608,2022,NA,"S0034-89102022000100239 [pii]; 10.11606/s1518-8787.2022056003883 [doi]; 56","OBJECTIVE: To analyze the association of excessive work and compulsive work with ","Barreto, Maynara Fernanda Carvalho; Galdino, Maria Jose Quina; Fernandes, Frederico Garcia; Martins, Julia Trevisan; Marziale, Maria Helene Palucci; Haddad, Maria do Carmo Fernandez Lourenco","Universidade Estadual do Norte do Parana. Setor de Enfermagem. Bandeirantes, PR, ; Universidade Estadual do Norte do Parana. Setor de Enfermagem. Bandeirantes, PR, ; Universidade Estadual de Londrina. Departamento de Letras Vernaculas e Classicas. ; Universidade Estadual de Londrina. Departamento de Enfermagem. Londrina, PR, ; Universidade de Sao Paulo. Escola de Enfermagem de Ribeirao Preto. Ribeirao ; Universidade Estadual de Londrina. Departamento de Enfermagem. Londrina, PR, ","eng; por","Journal Article","Rev Saude Publica","Conflict of Interest: The authors declare no conflict of interest.","Revista de saude publica","work"
"Daily expression of workaholism and family outcomes: The buffering and magnifying effects of economic resources.",35656622,2023,"Feb","10.1002/smi.3169 [doi]","Workaholism is increasingly recognized as a potential threat to occupational ","Sawhney, Gargi; Delongchamp, Amanda; Sinclair, Robert R; Britt, Thomas W","Department of Psychological Sciences, Auburn University, Auburn, Alabama, USA.; Department of Psychology, University of Minnesota Duluth, Duluth, Minnesota, USA.; Department of Psychology, Clemson University, Clemson, South Carolina, USA.; Department of Psychology, Clemson University, Clemson, South Carolina, USA.","eng","Journal Article","Stress Health",NA,"Stress and health : journal of the International Society for the Investigation of ","work"
"Burnout and poor perceived health in flexible working time in Japanese employees: the role of self-endangering behavior in relation to workaholism, work engagement, and job stressors.",35613895,2022,"Jul","10.2486/indhealth.2022-0063 [doi]","The study aim was to examine whether flexible working time was associated with ","Yokoyama, Kazuhito; Nakata, Akinori; Kannari, Yuto; Nickel, Frank; Deci, Nicole; Krause, Andreas; Dettmers, Jan","Department of Epidemiology and Social Medicine, Graduate School of Public Health, ; Department of Epidemiology and Environmental Health, Juntendo University Faculty ; Department of Epidemiology and Social Medicine, Graduate School of Public Health, ; Department of Social Medicine, Graduate School of Medicine, International ; Utsunomiya Campus Liberal Arts Center, Teikyo University, Japan.; Department of Foreign Languages, Institute of Foreign Languages, Teikyo ; Department of Psychology, MSH Medical School Hamburg, University of Applied ; School of Applied Psychology, University of Applied Sciences and Arts ; Faculty for Psychology, University of Hagen, Germany.","eng","Journal Article","Ind Health",NA,"Industrial health","work"
"The role of circadian typology in the relationship between perfectionism and workaholism.",35603492,2022,"Aug","10.1080/07420528.2022.2079518 [doi]","Workaholism is a work-related addiction, and the study of its antecedents has a ","Molinaro, Danila; Fabbri, Marco; Salluzzo, Klara May; Spagnoli, Paola","Department of Psychology, University of Campania ""Luigi Vanvitelli"", Caserta, ; Department of Psychology, University of Campania ""Luigi Vanvitelli"", Caserta, ; Department of Psychology, University of Campania ""Luigi Vanvitelli"", Caserta, ; Department of Psychology, University of Campania ""Luigi Vanvitelli"", Caserta, ","eng","Journal Article","Chronobiol Int",NA,"Chronobiology international","work"
"The Test Based on Meta-Analysis on ""Does Workaholism Prefer Task Performance or Contextual Performance?"".",35586227,2022,NA,"10.3389/fpsyg.2022.860687 [doi]; 860687","The relationship between workaholism and work performance is explored by ","Cheng, Bang; Gu, Jiajun","School of Economics and Management, Zhejiang Post and Telecommunication College, ; School of Management, Zhejiang Gongshang University Hangzhou College of Commerce, ","eng","Systematic Review","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology","work"
"Studyholism and Study Engagement in Adolescence: The Role of Social Anxiety and Interpretation Bias as Antecedents.",35564654,2022,"Apr","10.3390/ijerph19095261 [doi]; 5261","Studyholism (or obsession toward study) is a new potential clinical condition ","Loscalzo, Yura; Giannini, Marco","Department of Health Sciences, School of Psychology, University of Florence, ; Department of Health Sciences, School of Psychology, University of Florence, ","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","work"
"Balancing Work Life: Job Crafting, Work Engagement, and Workaholism in the Finnish Public Sector.",35432088,2022,NA,"10.3389/fpsyg.2022.817008 [doi]; 817008","The aim of this study was to investigate how job crafting, work engagement, and ","Nissinen, Terhi Susanna; Maksniemi, Erika Ilona; Rothmann, Sebastiaan; Lonka, Kirsti Maaria","Faculty of Educational Sciences, University of Helsinki, Helsinki, Finland.; Faculty of Educational Sciences, University of Helsinki, Helsinki, Finland.; Optentia Research Focus Area, North-West University, Potchefstroom, South Africa.; Faculty of Educational Sciences, University of Helsinki, Helsinki, Finland.; Optentia Research Focus Area, North-West University, Potchefstroom, South Africa.","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology","work"
"The assessment of heavy work investment: Psychometric properties of the WI-10 on a sample of Israeli workers.",35431198,2022,NA,"10.3233/WOR-205110 [doi]","BACKGROUND: Heavy Work Investment (HWI) is a construct that covers both positive ","Loscalzo, Yura; Shamai, Orit; Eshet, Yovav","Department of Health Sciences, School of Psychology, University of Florence, ; Faculty of Management, Business Administration Department, Center for the Study ; Zefat Academic College, Faculty of Social Sciences, Department of ","eng","Journal Article","Work",NA,"Work (Reading, Mass.)","work"
"Workaholism and work-family interaction among emergency and critical care nurses.",35397978,2022,"Oct","S0964-3397(22)00043-X [pii]; 10.1016/j.iccn.2022.103240 [doi]","OBJECTIVES: Investigating the prevalence of workaholism as well as the ","Ruiz-Garcia, Paula; Castanheira, Ana Margarida; Borges, Elisabete; Mosteiro-Diaz, Maria-Pilar","Faculty of Medicine and Health Sciences, Universidad de Oviedo, Spain. Electronic ; Faculty of Medicine and Health Sciences, Universidad de Oviedo, Spain.; Faculty of Medicine and Health Sciences, Universidad de Oviedo, Spain. Electronic ; Faculty of Medicine and Health Sciences, Universidad de Oviedo, Spain. Electronic ","eng","Journal Article","Intensive Crit Care Nurs",NA,"Intensive & critical care nursing","work"
"Burnout, work engagement and workaholism in a group of Dutch judges: distinctiveness and two-year structural stability.",37346054,2023,NA,"10.1080/13218719.2021.2013341 [doi]","The aim of this two-wave study is to investigate whether burnout, work engagement ","Hagen, Tineke; Bogaerts, Stefan; De Caluwe, Elien","Tilburg School of Social and Behavioral Sciences, Department of Developmental ; Tilburg School of Social and Behavioral Sciences, Department of Developmental ; Tilburg School of Social and Behavioral Sciences, Department of Developmental ","eng","Journal Article","Psychiatr Psychol Law","Tineke Hagen has declared no conflicts of interest. Stefan Bogaerts has declared ","Psychiatry, psychology, and law : an interdisciplinary journal of the Australian ","work"
