"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"Redefining object attachment: Development and validation of a new scale.",36053719,2022,"Sep","10.1556/2006.2022.00058 [doi]","BACKGROUND AND AIMS: Object attachment is the emotional bond or connection that ","David, Jonathan; Norberg, Melissa M","Centre for Emotional Health, School of Psychological Sciences, Macquarie ; Centre for Emotional Health, School of Psychological Sciences, Macquarie ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","shopping"
"Disorders due to addictive behaviors: Further issues, debates, and controversies •",35895451,2022,"Jul","10.1556/2006.2022.00025 [doi]","Two recent papers in the Journal of Behavioral Addictions by Brand et al. (2022), ","Griffiths, Mark D","International Gaming Research Unit, Psychology Department, School of Social ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","shopping"
"The experience of gratification and compensation in addictive behaviors: How can these experiences be measured systematically within and across disorders due to addictive behaviors?",35843138,2022,"Jul","S0010-440X(22)00042-6 [pii]; 10.1016/j.comppsych.2022.152336 [doi]","BACKGROUND: Beyond gaming disorder and gambling disorder, pornography-use ","Wegmann, Elisa; Antons, Stephanie; Brand, Matthias","Department of General Psychology, Cognition and Center for Behavioral Addiction ; Department of General Psychology, Cognition and Center for Behavioral Addiction ; Department of General Psychology, Cognition and Center for Behavioral Addiction ","eng","Journal Article","Compr Psychiatry",NA,"Comprehensive psychiatry","shopping"
"Latent Classes for the Treatment Outcomes in Women with Gambling Disorder and Buying/Shopping Disorder.",35807202,2022,"Jul","10.3390/jcm11133917 [doi]; 3917","BACKGROUND: The risk for behavioral addictions is rising among women within the ","Granero, Roser; Fernandez-Aranda, Fernando; Lara-Huallipe, Milagros Lizbeth; Gomez-Pena, Monica; Moragas, Laura; Baenas, Isabel; Muller, Astrid; Brand, Matthias; Sisquellas, Claudia; Jimenez-Murcia, Susana","Department of Psychobiology and Methodology, Universitat Autonoma de ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neuroscience Program, ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neuroscience Program, ; Department of Psychiatry, Hospital Universitari de Bellvitge, 08907 L'Hospitalet ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Department of Psychiatry, Hospital Universitari de Bellvitge, 08907 L'Hospitalet ; Department of Psychiatry, Hospital Universitari de Bellvitge, 08907 L'Hospitalet ; Department of Psychiatry, Hospital Universitari de Bellvitge, 08907 L'Hospitalet ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neuroscience Program, ; Department of Psychiatry, Hospital Universitari de Bellvitge, 08907 L'Hospitalet ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; General Psychology, Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, 45141 Essen, Germany.; Department of Psychiatry, Hospital Universitari de Bellvitge, 08907 L'Hospitalet ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto Salud Carlos III, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neuroscience Program, ; Department of Psychiatry, Hospital Universitari de Bellvitge, 08907 L'Hospitalet ; Department of Clinical Sciences, School of Medicine and Health Sciences, ","eng","Journal Article","J Clin Med","F.F.-A. received consultancy honoraria from Novo Nordisk and editorial honoraria ","Journal of clinical medicine","shopping"
"The Relationship between Attachment Styles and Compulsive Online Shopping: The Mediating Roles of Family Functioning Patterns.",35805821,2022,"Jul","10.3390/ijerph19138162 [doi]; 8162","The rapid expansion of e-commerce has made the buying experience faster, ","Topino, Eleonora; Cacioppo, Marco; Gori, Alessio","Department of Human Sciences, LUMSA University of Rome, Via della Traspontina 21, ; Department of Human Sciences, LUMSA University of Rome, Via della Traspontina 21, ; Department of Health Sciences, University of Florence, Via di San Salvi 12, Pad. ","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","shopping"
"Technological Addictions.",35792965,2022,"Sep","10.1007/s11920-022-01351-2 [doi]","PURPOSE OF REVIEW: Modern methods of communication and engagement, such as social ","Sherer, James; Levounis, Petros","New York University Grossman School of Medicine, 462 1st Ave, NB20N11, New York, ; Rutgers New Jersey Medical School, 357 West 29th Street, 3A, New York, NY, 10001, ","eng","Journal Article; Review","Curr Psychiatry Rep",NA,"Current psychiatry reports","shopping"
"Problematic Shopping Behavior: An Item Response Theory Examination of the Seven-Item Bergen Shopping Addiction Scale.",35754859,2022,"Jun","10.1007/s11469-022-00844-8 [doi]","There has been an increasing amount of research examining problematic shopping ","Zarate, Daniel; Fullwood, Lana; Prokofieva, Maria; Griffiths, Mark D; Stavropoulos, Vasileios","Institute for Health and Sport, Victoria University, 70/104 Ballarat Road, ; Victoria University, Footscray, Australia. GRID: grid.1019.9. ISNI: 0000 0001 ; Victoria University, Footscray, Australia. GRID: grid.1019.9. ISNI: 0000 0001 ; International Gaming Research Unit, Psychology Department, Nottingham Trent ; Institute for Health and Sport, Victoria University, 70/104 Ballarat Road, ; University of Athens, Athens, Greece. GRID: grid.5216.0. ISNI: 0000 0001 2155 ","eng","Journal Article","Int J Ment Health Addict","Competing InterestsThe authors declare no competing interests.","International journal of mental health and addiction","shopping"
"Motherhood and Treatment Outcome in Female Patients with Compulsive Buying-Shopping Disorder.",35742322,2022,"Jun","10.3390/ijerph19127075 [doi]; 7075","Motherhood has been proposed as an internal facilitating factor for the recovery ","Mestre-Bach, Gemma; Granero, Roser; Casale-Salayet, Gemma; Fernandez-Aranda, Fernando; Muller, Astrid; Brand, Matthias; Gomez-Pena, Monica; Moragas, Laura; Sanchez, Isabel; Camacho-Barcia, Lucia; Villena, Alejandro; Lara-Huallipe, Milagros L; Jimenez-Murcia, Susana","Facultad de Ciencias de la Salud, Universidad Internacional de La Rioja, 26006 ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Departament de Psicobiologia i Metodologia de les Ciencies de la Salut, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; CPB-Serveis de Salut Mental, 08013 Barcelona, Spain.; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Department of Psychiatry, Bellvitge University Hospital, 08907 Barcelona, Spain.; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; General Psychology: Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, 45141 Essen, Germany.; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Department of Psychiatry, Bellvitge University Hospital, 08907 Barcelona, Spain.; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Department of Psychiatry, Bellvitge University Hospital, 08907 Barcelona, Spain.; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Department of Psychiatry, Bellvitge University Hospital, 08907 Barcelona, Spain.; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Department of Psychiatry, Bellvitge University Hospital, 08907 Barcelona, Spain.; Unidad Sexologia Clinica y Salud Sexual, Consulta Dr. Carlos Chiclana, 28003 ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Department of Psychiatry, Bellvitge University Hospital, 08907 Barcelona, Spain.; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Department of Psychiatry, Bellvitge University Hospital, 08907 Barcelona, Spain.; Department of Clinical Sciences, School of Medicine and Health Sciences, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health","shopping"
"The Relationship of Shopping-Related Decisions with Materialistic Values Endorsement, Compulsive Buying-Shopping Disorder Symptoms and Everyday Moral Decision Making.",35410054,2022,"Apr","10.3390/ijerph19074376 [doi]; 4376","BACKGROUND: Compulsive buying-shopping disorder (CBSD) is associated with high ","Muller, Astrid; Georgiadou, Ekaterini; Birlin, Annika; Laskowski, Nora M; Jimenez-Murcia, Susana; Fernandez-Aranda, Fernando; Hillemacher, Thomas; de Zwaan, Martina; Brand, Matthias; Steins-Loeber, Sabine","Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Psychiatry and Psychotherapy, Paracelsus Medical University ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; Institute of Psychology, Technische Universitat Braunschweig, 38106 Braunschweig, ; University Clinic for Psychosomatic Medicine and Psychotherapy, Medical Faculty, ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Department of Psychiatry, University Hospital of Bellvitge, L'Hospitalet de ; Psychiatry and Mental Health Group, Neuroscience Program, Institut d'Investigacio ; Ciber Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Department of Psychiatry, University Hospital of Bellvitge, L'Hospitalet de ; Psychiatry and Mental Health Group, Neuroscience Program, Institut d'Investigacio ; Department of Psychiatry and Psychotherapy, Paracelsus Medical University ; Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical School, ; General Psychology, Cognition and Center for Behavioral Addiction Research ; Erwin L. Hahn Institute for Magnetic Resonance Imaging, 45141 Essen, Germany.; Department of Clinical Psychology and Psychotherapy, Otto Friedrich University of ","eng","Journal Article","Int J Environ Res Public Health","F.F.-A. received consultancy honorarium from Novo Nordisk and an editorial ","International journal of environmental research and public health","shopping"
"Assessment of Criteria for Specific Internet-use Disorders (ACSID-11): Introduction of a new screening instrument capturing ICD-11 criteria for gaming disorder and other potential Internet-use disorders.",35394924,2022,"Apr","10.1556/2006.2022.00013 [doi]","BACKGROUND AND AIMS: With the inclusion of gaming disorder in the ICD-11, ","Muller, Silke M; Wegmann, Elisa; Oelker, Andreas; Stark, Rudolf; Muller, Astrid; Montag, Christian; Wolfling, Klaus; Rumpf, Hans-Jurgen; Brand, Matthias","1 General Psychology: Cognition and Center for Behavioral Addiction Research ; 2 Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; 1 General Psychology: Cognition and Center for Behavioral Addiction Research ; 1 General Psychology: Cognition and Center for Behavioral Addiction Research ; 3 Department of Psychotherapy and Systems Neuroscience, Justus Liebig University ; 4 Bender Institute of Neuroimaging, Justus Liebig University of Giessen, Giessen, ; 5 Center of Mind, Brain and Behavior, Universities of Marburg and Giessen, ; 6 Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical ; 7 Department of Molecular Psychology, Institute of Psychology and Education, Ulm ; 8 Outpatient Clinic for Behavioral Addiction, Department of Psychosomatic ; 9 Department of Psychiatry and Psychotherapy, Research Group S:TEP (Substance Use ; 1 General Psychology: Cognition and Center for Behavioral Addiction Research ; 2 Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","shopping"
"Compulsive buying gradually increased during the first six months of the Covid-19 outbreak.",35262509,2022,"Mar","10.1556/2006.2022.00002 [doi]","BACKGROUND AND AIMS: The current Covid-19 situation offers a natural experiment ","Maraz, Aniko; Yi, Sunghwan","1 Humboldt-Universitat zu Berlin, Institute of Psychology, Germany.; 2 University of Guelph, Canada.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","shopping"
"Academic Procrastination and Negative Emotions Among Adolescents During the COVID-19 Pandemic: The Mediating and Buffering Effects of Online-Shopping Addiction.",35185691,2021,NA,"10.3389/fpsyg.2021.789505 [doi]; 789505","PURPOSE: The COVID-19 pandemic that began in 2019 has had a significant impact on ","Wang, Qiaoling; Kou, Ziyu; Du, Yunfeng; Wang, Ke; Xu, Yanhua","College of Resource Environment and Tourism, Capital Normal University, Beijing, ; Beijing Academy of Educational Sciences, Beijing, China.; College of Teacher Education, Capital Normal University, Beijing, China.; College of Teacher Education, Capital Normal University, Beijing, China.; Zhanjiang No.2 Middle School, Zhanjiang, China.; College of Resource Environment and Tourism, Capital Normal University, Beijing, ","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology","shopping"
"Assessment of online compulsive buying: Psychometric properties of the Italian compulsive online shopping scale (COSS).",35149277,2022,"Jun","S0306-4603(22)00040-5 [pii]; 10.1016/j.addbeh.2022.107274 [doi]","The rapid diffusion of the Internet has made doing things online in addition to ","Gori, Alessio; Topino, Eleonora; Casale, Silvia","Department of Health Sciences, University of Florence, Florence, Italy. ; Department of Human Sciences, LUMSA University of Rome, Rome, Italy.; Department of Health Sciences, University of Florence, Florence, Italy.","eng","Journal Article","Addict Behav",NA,"Addictive behaviors","shopping"
"The prevalence and psychological relation of problem shopping: data from a large-scale sample from Turkey.",34980253,2022,"Jan","10.1186/s40359-021-00711-6 [doi]; 1","BACKGROUND: The purpose of the present study was to comprehensively examine the ","Unubol, Basak; Unsalver, Baris Onen; Unubol, Huseyin; Sayar, Gokben Hizli","Department of Psychiatry, Erenkoy Mental Health and Neurological Diseases ; Department of Psychiatry, Medical Faculty, Uskudar University, Istanbul, Turkey.; Department of Psychiatry, Medical Faculty, Uskudar University, Istanbul, Turkey.; Department of Psychiatry, Medical Faculty, Uskudar University, Istanbul, Turkey.","eng","Journal Article","BMC Psychol","The authors declare that they have no competing interests.","BMC psychology","shopping"
"Global scientific production regarding behavioral addictions: An analysis of the literature from 1995 to 2019.",34938832,2021,"Dec","10.1016/j.abrep.2021.100371 [doi]; 100371","AIMS: The increase in scientific interest in so-called behavioral addictions has ","Sixto-Costoya, Andrea; Castello-Cogollos, Lourdes; Aleixandre-Benavent, Rafael; Valderrama-Zurian, Juan Carlos","UISYS Research Unit, University of Valencia, Spain.; Department of History of Science and Information Science, School of Medicine, ; UISYS Research Unit, University of Valencia, Spain.; Departament of Sociology and Social Anthropology, School of Social Sciences, ; UISYS Research Unit, University of Valencia, Spain.; Ingenio (CSIC-Universitat Politecnica de Valencia), Spain.; UISYS Research Unit, University of Valencia, Spain.; Department of History of Science and Information Science, School of Medicine, ","eng","Journal Article","Addict Behav Rep","The authors declare that they have no known competing financial interests or ","Addictive behaviors reports","shopping"
"Compulsive shopping behaviour and executive dysfunction in young adults.",34894906,2021,"Dec","10.1080/23279095.2021.2013846 [doi]","""Compulsive Shopping"" is characterized by poorly controlled ","Heffernan, Tom; Hamilton, Colin; Neave, Nick","Hoarding Research Group, Faculty of Health & Life Sciences, Northumbria ; Hoarding Research Group, Faculty of Health & Life Sciences, Northumbria ; Hoarding Research Group, Faculty of Health & Life Sciences, Northumbria ","eng","Journal Article","Appl Neuropsychol Adult",NA,"Applied neuropsychology. Adult","shopping"
"[Behavioral Addictions in Psychosomatic Care].",34781382,2022,"Apr","10.1055/a-1647-3280 [doi]","OBJECTIVE: It is commonly agreed, that Behavioral Addictions are accompanied by ","Wolfling, Klaus; Zeeck, Almut; Te Wildt, Bert; Resmark, Gaby; Morawa, Eva; Kersting, Anette; von Wietersheim, Jorn; Muller, Astrid","Klinik fur Psychosomatische Medizin und Psychotherapie, Universitatsmedizin ; Abteilung fur Psychosomatische Medizin und Psychotherapie, Universitat Freiburg, ; Klinik fur Psychosomatische Medizin und Psychotherapie, LWL-Universitatsklinikum ; Abteilung fur Psychosomatische Medizin und Psychotherapie, Universitatsklinikum ; Psychosomatische und Psychotherapeutische Abteilung, ; Klinik und Poliklinik fur Psychosomatische Medizin und Psychotherapie, ; Klinik fur Psychosomatische Medizin und Psychotherapie, Universitatsklinikum Ulm, ; Abteilung fur Psychosomatische Medizin und Psychotherapie, Hannover Medical ","ger","Journal Article; Multicenter Study","Psychother Psychosom Med Psychol","Die Autorinnen/Autoren geben an, dass kein Interessenkonflikt besteht.","Psychotherapie, Psychosomatik, medizinische Psychologie","shopping"
"Prevalence of Suicidal Behavior and Associated Clinical Correlates in Patients with Behavioral Addictions.",34769603,2021,"Oct","10.3390/ijerph182111085 [doi]; 11085","Addictive disorders are characterized by severe consequences, including suicidal ","Valenciano-Mendoza, Eduardo; Fernandez-Aranda, Fernando; Granero, Roser; Gomez-Pena, Monica; Moragas, Laura; Mora-Maltas, Bernat; Hakansson, Anders; Menchon, Jose M; Jimenez-Murcia, Susana","Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, 08907 ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, 08907 ; CIBER Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; CIBER Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Psychobiology and Methodology, Autonomous University of Barcelona, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, 08907 ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, 08907 ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, 08907 ; Department of Clinical Sciences Lund, Psychiatry, Faculty of Medicine, Lund ; Region Skane, Malmo Addiction Center, Gambling Disorder Unit, 205 02 Malmo, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, 08907 ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; CIBER Salud Mental (CIBERSAM), Instituto de Salud Carlos III, 28029 Madrid, ; Department of Psychiatry, University Hospital of Bellvitge-IDIBELL, 08907 ; CIBER Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Clinical Sciences, School of Medicine and Health Sciences, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Int J Environ Res Public Health","F.F.-A. received consultancy honoraria from Novo Nordisk and editorial honoraria ","International journal of environmental research and public health","shopping"
