"PMID","Year","Month","Title","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title"
"34028895",2021,"Aug","N-acetylcysteine reduces addiction-like behaviour towards high-fat high-sugar ","10.1111/ejn.15321 [doi]","Compulsive forms of eating displayed by some obese individuals share similarities ","Sketriene, Diana; Battista, Damien; Perry, Christina J; Sumithran, Priya; Lawrence, Andrew J; Brown, Robyn M","The Florey Institute of Neuroscience and Mental Health, Mental Health Research ; The Florey Department of Neuroscience and Mental Health, University of Melbourne, ; The Florey Institute of Neuroscience and Mental Health, Mental Health Research ; The Florey Institute of Neuroscience and Mental Health, Mental Health Research ; Department of Medicine (Austin), University of Melbourne, Melbourne, Victoria, ; Department of Endocrinology, Austin Health, Heidelberg, Victoria, Australia.; The Florey Institute of Neuroscience and Mental Health, Mental Health Research ; The Florey Institute of Neuroscience and Mental Health, Mental Health Research ; The Florey Department of Neuroscience and Mental Health, University of Melbourne, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Eur J Neurosci",NA,"The European journal of neuroscience"
"32609628",2020,"Jun","Co-occurrences of substance use and other potentially addictive behaviors: ","10.1556/2006.2020.00033 [doi]","BACKGROUND AND AIMS: Changes in the nomenclature of addictions suggest a ","Kotyuk, Eszter; Magi, Anna; Eisinger, Andrea; Kiraly, Orsolya; Vereczkei, Andrea; Barta, Csaba; Griffiths, Mark D; Szekely, Anna; Kokonyei, Gyongyi; Farkas, Judit; Kun, Bernadette; Badgaiyan, Rajendra D; Urban, Robert; Blum, Kenneth; Demetrovics, Zsolt","1Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 1Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 2Doctoral School of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 1Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 2Doctoral School of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 1Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 3Department of Medical Chemistry, Molecular Biology and Pathobiochemistry, ; 3Department of Medical Chemistry, Molecular Biology and Pathobiochemistry, ; 4International Gaming Research Unit, Psychology Department, Nottingham Trent ; 1Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 1Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 5SE-NAP2 Genetic Brain Imaging Migraine Research Group, Hungarian Academy of ; 6Department of Pharmacodynamics, Faculty of Pharmacy, Semmelweis University, ; 1Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 7Nyiro Gyula National Institute of Psychiatry and Addictions, Budapest, Hungary.; 1Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 8Department of Psychiatry, Ichan School of Medicine at Mount Sinai, New York, NY, ; 1Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 9Graduate School of Biomedical Sciences, Western University of Health Sciences, ; 1Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions"
"32264982",2021,"Jun","Trichotillomania-psychopathological correlates and associations with ","10.1017/S109285292000111X [doi]","BACKGROUND: Relatively few studies have assessed the prevalence, correlates, and ","Bezerra, Andre P; Machado, Myrela O; Maes, Michel; Marazziti, Donatella; Nunes-Neto, Paulo R; Solmi, Marco; Firth, Joseph; Husain, M Ishrat; Brunoni, Andre R; Kurdyak, Paul; Smith, Lee; Alavi, Afsaneh; Piguet, Vincent; Carvalho, Andre F","Unichristus Medical School, Fortaleza, Brazil.; Division of Dermatology, Women's College Hospital, Toronto, Ontario, Canada.; Department of Psychiatry, Faculty of Medicine, Chulalongkorn University, Bangkok, ; IMPACT Strategic Research Centre, School of Medicine, Barwon Health, Deakin ; Department of Clinical and Experimental Medicine, Section of Psychiatry, ; Department of Clinical Medicine, Federal University of Ceara, Fortaleza, Brazil.; Department of Neurosciences, University of Padova, Padova, Italy.; Padova Neuroscience Center, University of Padua, Padua, Italy.; NICM Health Research Institute, Western Sydney University, Westmead, New South ; Division of Psychology and Mental Health, Faculty of Biology, Medicine and ; Department of Psychiatry, University of Toronto, Toronto, Ontario, Canada.; Centre for Addiction & Mental Health (CAMH), Toronto, Ontario, Canada.; Service of Interdisciplinary Neuromodulation, Laboratory of Neurosciences ; National Institute of Biomarkers in Neuropsychiatry (INBioN), Institute of ; Department of Clinical Medicine, University of Sao Paulo Medical School, Sao ; Department of Psychiatry, University of Toronto, Toronto, Ontario, Canada.; Centre for Addiction & Mental Health (CAMH), Toronto, Ontario, Canada.; Institute for Clinical Evaluative Sciences (ICES), Toronto, Ontario, Canada.; Cambridge Centre for Sport and Exercise Sciences, Anglia Ruskin University, ; Division of Dermatology, Women's College Hospital, Toronto, Ontario, Canada.; Department of Medicine (Dermatology), University of Toronto, Toronto, Ontario, ; Division of Dermatology, Women's College Hospital, Toronto, Ontario, Canada.; Department of Medicine (Dermatology), University of Toronto, Toronto, Ontario, ; Division of Infection and Immunity, Cardiff University School of Medicine, ; Department of Psychiatry, University of Toronto, Toronto, Ontario, Canada.; Centre for Addiction & Mental Health (CAMH), Toronto, Ontario, Canada.","eng","Journal Article","CNS Spectr",NA,"CNS spectrums"
"32138800",2021,"Jul","Transdiagnostic dimensions in obsessive-compulsive and related disorders: ","10.1017/S0033291720000380 [doi]","BACKGROUND: Hierarchical structural models of psychopathology rarely extend to ","Snorrason, Ivar; Beard, Courtney; Peckham, Andrew D; Bjorgvinsson, Throstur","McLean Hospital, Belmont, Massachusetts, USA.; Department of Psychiatry, Harvard Medical School, Boston, Massachusetts, USA.; McLean Hospital, Belmont, Massachusetts, USA.; Department of Psychiatry, Harvard Medical School, Boston, Massachusetts, USA.; McLean Hospital, Belmont, Massachusetts, USA.; Department of Psychiatry, Harvard Medical School, Boston, Massachusetts, USA.; McLean Hospital, Belmont, Massachusetts, USA.; Department of Psychiatry, Harvard Medical School, Boston, Massachusetts, USA.","eng","Journal Article; Research Support, N.I.H., Extramural","Psychol Med",NA,"Psychological medicine"
"32051656",2019,"Jun","Disentangling Reward Processing in Trichotillomania: 'Wanting' and 'Liking' Hair ","10.1007/s10862-018-9712-4 [doi]","Trichotillomania (TTM; hair-pulling disorder) is characterized by an irresistible ","Snorrason, Ivar; Ricketts, Emily J; Olafsson, Ragnar P; Rozenman, Michelle; Colwell, Christopher S; Piacentini, John","Division of Clinical Therapeutics, New York State Psychiatric Institute, New ; Department of Psychiatry, Columbia University Medical Center, New York, NY, USA.; Present address: Behavioral Health Partial Program, McLean Hospital, Belmont, MA, ; Present address: Department of Psychiatry, HarvardMedical School, Boston, MA, ; Division of Child and Adolescent Psychiatry, University of California, Los ; Department of Psychology, University of Iceland, Reykjavik, Iceland.; Division of Child and Adolescent Psychiatry, University of California, Los ; Division of Child and Adolescent Psychiatry, University of California, Los ; Division of Child and Adolescent Psychiatry, University of California, Los ","eng","Journal Article","J Psychopathol Behav Assess","Conflict of Interest Ivar Snorrason, Emily J. Ricketts, Ragnar P. Olafsson, ","Journal of psychopathology and behavioral assessment"
"31939105",2020,"Dec","Treatment of the sensory and motor components of urges to eat (eating ","10.1007/s40519-019-00836-z [doi]","PURPOSE: Compelling evidence indicates that an addictive process might contribute ","Pretlow, Robert A; Stock, Carol M; Roeger, Leigh; Allison, Stephen","eHealth International, 2800 Elliott Ave. #1430, Seattle, WA, 98121, USA. ; Northwest University, 5520 108th Ave. N.E, Kirkland, WA, 98033, USA.; Flinders University, Registry Road, Bedford Park, SA, 5042, Australia.; Flinders University, Registry Road, Bedford Park, SA, 5042, Australia.","eng","Journal Article","Eat Weight Disord","RP is the developer and eHealth International is the owner of the app used in the ","Eating and weight disorders : EWD"
"31136681",2019,"Jun","Scales to assess impulsive and compulsive behaviors in Parkinson's disease: ","10.1002/mds.27689 [doi]","Impulse control disorders (ICDs) and related impulsive and compulsive behaviors ","Evans, Andrew H; Okai, David; Weintraub, Daniel; Lim, Shen-Yang; O'Sullivan, Sean S; Voon, Valerie; Krack, Paul; Sampaio, Cristina; Post, Bart; Leentjens, Albert F G; Martinez-Martin, Pablo; Stebbins, Glenn T; Goetz, Christopher G; Schrag, Anette","Department of Neurology, the Royal Melbourne Hospital, Parkville, Australia.; Kings College London, Institute of Psychiatry, Section of Cognitive ; Department of Psychiatry, University of Pennsylvania, Philadelphia, Pennsylvania, ; Parkinson's Disease and Mental Illness Research, Education and Clinical Centers ; Division of Neurology, Department of Medicine, University of Malaya, Kuala ; Division of Neurology, Department of Medicine, University of Malaya, Kuala ; Department of Neurology, Bon Secours Hospital, Cork, Ireland.; Department of Psychiatry, University of Cambridge, Cambridge, UK.; Movement Disorders Center, Department of Neurology, University Hospital ; Cure Huntington's Disease InitiativeEl (CHDI) Management/CHDI Foundation, ; Department of Neurology, Radboud University Nijmegen Medical Center, Nijmegen, ; Department of Psychiatry, Maastricht University Medical Center, Maastricht, The ; National Center of Epidemiology and Centro de Investigacion Biomedica en Red ; Department of Neurological Sciences, Rush University Medical Center, Chicago, ; Department of Neurological Sciences, Rush University Medical Center, Chicago, ; Department of Clinical Neurosciences, Institute of Neurology, University College ","eng","Journal Article; Review","Mov Disord",NA,"Movement disorders : official journal of the Movement Disorder Society"
"30901067",2019,"Mar","Trichotillomania: a psychopathological perspective and the psychiatric ",NA,"Trichotillomania, or hair-pulling disorder, is classified as an ","Anwar, Sarah; Jafferany, Mohammad","Tufts University, Boston, MA, United States.; Central Michigan University, Saginaw, MI, United States.","eng","Journal Article; Review","Acta Dermatovenerol Alp Pannonica Adriat",NA,"Acta dermatovenerologica Alpina, Pannonica, et Adriatica"
"30887922",2019,NA,"The Use of Naltrexone in Dermatology. Current Evidence and Future Directions.","10.2174/1389450120666190318121122 [doi]","Naltrexone is a competitive opioid receptor antagonist approved as supportive ","Sikora, Mariusz; Rakowska, Adriana; Olszewska, Malgorzata; Rudnicka, Lidia","Department of Dermatology, Medical University of Warsaw, Koszykowa 82A, 02-008 ; Department of Dermatology, Medical University of Warsaw, Koszykowa 82A, 02-008 ; Department of Dermatology, Medical University of Warsaw, Koszykowa 82A, 02-008 ; Department of Dermatology, Medical University of Warsaw, Koszykowa 82A, 02-008 ","eng","Journal Article; Research Support, Non-U.S. Gov't","Curr Drug Targets",NA,"Current drug targets"
"29392100",2017,"Nov","Use of N-Acetylcysteine in Psychiatric Conditions among Children and Adolescents: ","10.7759/cureus.1888 [doi]; e1888","N-acetylcysteine (NAC) is a well-known antidote for acetaminophen toxicity and is ","Naveed, Sadiq; Amray, Afshan; Waqas, Ahmed; Chaudhary, Amna M; Azeem, Muhammad W","Psychiatry, KVC Hospitals, Kansas.; Department of Medicine, Dow Medical College, Dow University of Health Sciences.; Department of Psychiatry, CMH Lahore Medical College and Institute of Dentistry.; Psychiatry, Nishtar Medical College Hospital, Multan, Pakistan.; Department of Psychiatry, Sidra Medical and Research Center; Weill Cornell ","eng","Journal Article; Review","Cureus","The authors have declared that no competing interests exist.","Cureus"
"28877518",2017,NA,"Naltrexone in the Treatment of Broadly Defined Behavioral Addictions: A Review ","10.1159/000480539 [doi]","INTRODUCTION: Broadly defined behavioral addiction is a conceptual framework ","Mouaffak, Faycal; Leite, Claudio; Hamzaoui, Sonia; Benyamina, Amine; Laqueille, Xavier; Kebir, Oussama","Unite de Psychiatrie d'Urgence, de Liaison et de Recherche, Pole 93G04, EPS Ville ","eng","Journal Article; Meta-Analysis; Review","Eur Addict Res",NA,"European addiction research"
"28461751",2017,NA,"Trichotillomania: the impact of treatment history on the outcome of an ","10.2147/NDT.S128592 [doi]","BACKGROUND: Many patients suffering from trichotillomania (TTM) have never ","Weidt, Steffi; Bruehl, Annette Beatrix; Delsignore, Aba; Zai, Gwyneth; Kuenburg, Alexa; Klaghofer, Richard; Rufer, Michael","Department of Psychiatry and Psychotherapy, University Hospital Zurich, ; Department of Psychiatry, Behavioural and Clinical Neuroscience Institute, ; Department of Psychiatry, Psychotherapy and Psychosomatics, University Hospital ; Department of Psychiatry and Psychotherapy, University Hospital Zurich, ; Department of Psychiatry, Behavioural and Clinical Neuroscience Institute, ; Department of Psychiatry, Institute of Medical Science, University of Toronto.; Neurogenetics Section, Centre for Addiction and Mental Health.; Department of Psychiatry, Frederick W. Thompson Anxiety Disorders Centre, ; Department of Psychiatry and Psychotherapy, University Hospital Zurich, ; Department of Psychiatry and Psychotherapy, University Hospital Zurich, ; Department of Psychiatry and Psychotherapy, University Hospital Zurich, ","eng","Journal Article","Neuropsychiatr Dis Treat","Disclosure Potential conflicts of interest and support and financial involvement ","Neuropsychiatric disease and treatment"
"27401883",2016,"Aug","Naltrexone: A Pan-Addiction Treatment?","10.1007/s40263-016-0373-0 [doi]","Addiction is a major public health problem with few efficacious and safe ","Aboujaoude, Elias; Salame, Wael O","Department of Psychiatry and Behavioral Sciences, Stanford University School of ; Gilbert and Rose Marie Chagouri School of Medicine, Byblos, Lebanon.","eng","Journal Article; Review","CNS Drugs",NA,"CNS drugs"
"27262266",2016,"Aug","Racial-ethnic related clinical and neurocognitive differences in adults with ","S0165-1781(16)30908-8 [pii]; 10.1016/j.psychres.2016.05.038 [doi]","Recent epidemiological data suggest that the lifetime prevalence of gambling ","Chamberlain, Samuel R; Leppink, Eric; Redden, Sarah A; Odlaug, Brian L; Grant, Jon E","Department of Psychiatry, University of Cambridge, UK; Cambridge and Peterborough ; Department of Psychiatry & Behavioral Neuroscience, University of Chicago, United ; Department of Psychiatry & Behavioral Neuroscience, University of Chicago, United ; Department of Public Health, Faculty of Health and Medical Sciences, University ; Cambridge and Peterborough NHS Foundation Trust, UK. Electronic address: ","eng","Journal Article","Psychiatry Res","Conflicts of Interest: Dr. Chamberlain consults for Cambridge Cognition; his ","Psychiatry research"
"27156380",2016,"Jun","Facebook Role Play Addiction - A Comorbidity with Multiple Compulsive-Impulsive ","10.1556/2006.5.2016.020 [doi]","Background Problematic Internet use (PIU) is an emerging entity with varied ","Nathan, Deeepa; Shukla, Lekhansh; Kandasamy, Arun; Benegal, Vivek","National Institute of Mental Health and Neurosciences , Center for Addiction ; National Institute of Mental Health and Neurosciences , Center for Addiction ; National Institute of Mental Health and Neurosciences , Center for Addiction ; National Institute of Mental Health and Neurosciences , Center for Addiction ","eng","Case Reports; Journal Article","J Behav Addict",NA,"Journal of behavioral addictions"
"27137957",2016,"May","Comorbidity and quality of life in adults with hair pulling disorder.","S0165-1781(16)30361-4 [pii]; 10.1016/j.psychres.2016.02.063 [doi]","Hair pulling disorder (HPD; trichotillomania) is thought to be associated with ","Houghton, David C; Maas, Joyce; Twohig, Michael P; Saunders, Stephen M; Compton, Scott N; Neal-Barnett, Angela M; Franklin, Martin E; Woods, Douglas W","Texas A&M University, Department of Psychology, 4235 TAMU, College Station, TX ; Radboud University-Nijmegen, Department of Clinical Psychology, P.O. Box 9104, ; Utah State University, Department of Psychology, 2810 Old Main Hill, Logan, UT ; Marquette University, Department of Psychology, 328E Cramer Hall, Milwaukee, WI ; Duke University School of Medicine, Department of Psychiatry and Behavioral ; Kent State University, Department of Psychological Sciences, 203 Kent Hall ; University of Pennsylvania School of Medicine, Department of Psychiatry, 3535 ; Texas A&M University, Department of Psychology, 4235 TAMU, College Station, TX ","eng","Journal Article; Randomized Controlled Trial; Research Support, N.I.H., Extramural","Psychiatry Res","Conflict of Interest Drs. Twohig and Woods receive royalties from Oxford ","Psychiatry research"
"27069381",2016,"Mar","Corticostriatal circuitry in regulating diseases characterized by intrusive ",NA,"Intrusive thinking triggers clinical symptoms in many neuropsychiatric disorders. ","Kalivas, Benjamin C; Kalivas, Peter W","Department of Psychiatry and Behavioral Sciences, Medical University of South ; Department of Psychiatry and Behavioral Sciences, Medical University of South ","eng","Journal Article; Review","Dialogues Clin Neurosci",NA,"Dialogues in clinical neuroscience"
"26975440",2016,"Jul","N-acetylcysteine decreases binge eating in a rodent model.","10.1038/ijo.2016.31 [doi]","Binge-eating behavior involves rapid consumption of highly palatable foods ","Hurley, M M; Resch, J M; Maunze, B; Frenkel, M M; Baker, D A; Choi, S","Department of Biomedical Sciences, Marquette University, Milwaukee, WI, USA.; Department of Biomedical Sciences, Marquette University, Milwaukee, WI, USA.; Department of Biomedical Sciences, Marquette University, Milwaukee, WI, USA.; Department of Biomedical Sciences, Marquette University, Milwaukee, WI, USA.; Department of Biomedical Sciences, Marquette University, Milwaukee, WI, USA.; Department of Biomedical Sciences, Marquette University, Milwaukee, WI, USA.","eng","Journal Article; Research Support, N.I.H., Extramural","Int J Obes (Lond)",NA,"International journal of obesity (2005)"
"26928277",2016,"Apr","[ADH/D and impulsiveness: Prevalence of impulse control disorders and other ","S0013-7006(15)00230-4 [pii]; 10.1016/j.encep.2015.12.013 [doi]","Attention deficit hyperactivity disorder (ADH/D) is a neuropsychological ","Porteret, R; Bouchez, J; Bayle, F J; Varescon, I","Laboratoire de psychopathologie et processus de sante, universite Paris ; Hopital Paul-Guiraud-Villejuif, centre hospitalier Sainte-Anne, service ; Universite Paris-Descartes, SHU, centre hospitalier Sainte-Anne, Inserm E117, ; Laboratoire de psychopathologie et processus de sante, universite Paris ","fre","Journal Article","Encephale",NA,"L'Encephale"
"26798982",2016,NA,"Opioid antagonists in broadly defined behavioral addictions: a narrative review.","10.1517/14656566.2016.1145660 [doi]","INTRODUCTION: Naltrexone (NTX), a mu-opioid receptor antagonist, has been ","Piquet-Pessoa, Marcelo; Fontenelle, Leonardo F","a Obsessive, Compulsive, and Anxiety Spectrum Disorders Research Program, ; a Obsessive, Compulsive, and Anxiety Spectrum Disorders Research Program, ; b D'Or Institute for Research and Education (IDOR) , Rio de Janeiro , Brasil.; c Monash Institute of Cognitive and Clinical Neurosciences (MICCN), School of ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review","Expert Opin Pharmacother",NA,"Expert opinion on pharmacotherapy"
"26783728",2016,"Apr","Affective regulation in trichotillomania before and after self-help ","S0022-3956(15)30034-0 [pii]; 10.1016/j.jpsychires.2015.12.020 [doi]","OBJECTIVE: Trichotillomania (TTM) is characterized by recurrent hair-pulling ","Weidt, Steffi; Zai, Gwyneth; Drabe, Natalie; Delsignore, Aba; Bruehl, Annette Beatrix; Klaghofer, Richard; Rufer, Michael","Department of Psychiatry and Psychotherapy, University Hospital Zurich, ; Department of Psychiatry and Institute of Medical Science, University of Toronto, ; Department of Psychiatry and Psychotherapy, University Hospital Zurich, ; Department of Psychiatry and Psychotherapy, University Hospital Zurich, ; Behavioural and Clinical Neuroscience Institute and Department of Psychiatry, ; Department of Psychiatry and Psychotherapy, University Hospital Zurich, ; Department of Psychiatry and Psychotherapy, University Hospital Zurich, ","eng","Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't","J Psychiatr Res",NA,"Journal of psychiatric research"
