"PMID","Year","Month","Title","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title"
"36075258",2023,"Feb","#TurntTrending: a systematic review of substance use portrayals on social media ","10.1111/add.16020 [doi]","AIMS: There is a growing body of literature exploring the types of ","Rutherford, Brienna N; Lim, Carmen C W; Johnson, Benjamin; Cheng, Brandon; Chung, Jack; Huang, Sandy; Sun, Tianze; Leung, Janni; Stjepanovic, Daniel; Chan, Gary C K","National Centre for Youth Substance Use Research, The University of Queensland, ; School of Psychology, The University of Queensland, St Lucia, Australia.; National Centre for Youth Substance Use Research, The University of Queensland, ; School of Psychology, The University of Queensland, St Lucia, Australia.; National Centre for Youth Substance Use Research, The University of Queensland, ; School of Psychology, The University of Queensland, St Lucia, Australia.; National Centre for Youth Substance Use Research, The University of Queensland, ; School of Psychology, The University of Queensland, St Lucia, Australia.; National Centre for Youth Substance Use Research, The University of Queensland, ; School of Psychology, The University of Queensland, St Lucia, Australia.; School of Medicine, The University of Queensland, St Lucia, Australia.; National Centre for Youth Substance Use Research, The University of Queensland, ; School of Psychology, The University of Queensland, St Lucia, Australia.; National Centre for Youth Substance Use Research, The University of Queensland, ; National Centre for Youth Substance Use Research, The University of Queensland, ; National Centre for Youth Substance Use Research, The University of Queensland, ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review; Systematic Review","Addiction","The authors have no competing interests to declare.","Addiction (Abingdon, England)"
"36011593",2022,"Aug","The Use of Social Media in Children and Adolescents: Scoping Review on the ","10.3390/ijerph19169960 [doi]; 9960","In recent years, social media has become part of our lives, even among children. ","Bozzola, Elena; Spina, Giulia; Agostiniani, Rino; Barni, Sarah; Russo, Rocco; Scarpato, Elena; Di Mauro, Antonio; Di Stefano, Antonella Vita; Caruso, Cinthia; Corsello, Giovanni; Staiano, Annamaria","Pediatric Unit, IRCCS Bambino Gesu Children Hospital, 00100 Rome, Italy.; The Italian Pediatric Society, 00100 Rome, Italy.; Pediatric Unit, IRCCS Bambino Gesu Children Hospital, 00100 Rome, Italy.; The Italian Pediatric Society, 00100 Rome, Italy.; The Italian Pediatric Society, 00100 Rome, Italy.; Department of Pediatrics, San Jacopo Hospital, 51100 Pistoia, Italy.; Pediatric Unit, IRCCS Bambino Gesu Children Hospital, 00100 Rome, Italy.; The Italian Pediatric Society, 00100 Rome, Italy.; The Italian Pediatric Society, 00100 Rome, Italy.; The Italian Pediatric Society, 00100 Rome, Italy.; Department of Translational Medical Sciences-Section of Pediatric, University ; The Italian Pediatric Society, 00100 Rome, Italy.; The Italian Pediatric Society, 00100 Rome, Italy.; The Italian Pediatric Society, 00100 Rome, Italy.; The Italian Pediatric Society, 00100 Rome, Italy.; Department of Health Promotion, Mother and Child Care, Internal Medicine and ; The Italian Pediatric Society, 00100 Rome, Italy.; Department of Translational Medical Sciences-Section of Pediatric, University ","eng","Journal Article; Review; Systematic Review","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health"
"36000281",2022,"Nov","Assessing the quality of publicly available videos on MDMA-assisted psychotherapy ","10.1111/ajad.13325 [doi]","BACKGROUND AND OBJECTIVES: Patients increasingly rely on the Internet for ","Kyarunts, Mariam; Mansukhani, Meghna P; Loukianova, Larissa L; Kolla, Bhanu P","Mayo Clinic Alix School of Medicine, Mayo Clinic, Rochester, Minnesota, USA.; Department of Family Medicine, Mayo Clinic, Rochester, Minnesota, USA.; Department of Psychiatry and Psychology, Mayo Clinic, Rochester, Minnesota, USA.; Department of Psychiatry and Psychology, Mayo Clinic, Rochester, Minnesota, USA.","eng","Journal Article","Am J Addict",NA,"The American journal on addictions"
"35992739",2022,"Jul-Dec","Users' Modifications to Electronic Nicotine Delivery Systems: Content Analysis of ","e38268 [pii]; 10.2196/38268 [doi]","BACKGROUND: User modifications can alter the toxicity and addictiveness of ","Li, Yachao; Ashley, David L; Popova, Lucy","Department of Communication Studies, The College of New Jersey, Ewing, NJ, United ; Department of Public Health, The College of New Jersey, Ewing, NJ, United States.; School of Public Health, Georgia State University, Atlanta, GA, United States.; School of Public Health, Georgia State University, Atlanta, GA, United States.","eng","Journal Article","JMIR Infodemiology","Conflicts of Interest: DLA has received funds for work done for the World Health ","JMIR infodemiology"
"34941555",2021,"Dec","Characterizing and Identifying the Prevalence of Web-Based Misinformation ","10.2196/30753 [doi]; e30753","BACKGROUND: Expanding access to and use of medication for opioid use disorder ","ElSherief, Mai; Sumner, Steven A; Jones, Christopher M; Law, Royal K; Kacha-Ochana, Akadia; Shieber, Lyna; Cordier, LeShaundra; Holton, Kelly; De Choudhury, Munmun","University of California, San Diego, San Diego, CA, United States.; Office of Strategy and Innovation, National Center for Injury Prevention and ; National Center for Injury Prevention and Control, Centers for Disease Control ; Division of Injury Prevention, National Center for Injury Prevention and Control, ; Office of Strategy and Innovation, National Center for Injury Prevention and ; Brunet-Garcia, Atlanta, GA, United States.; Brunet-Garcia, Atlanta, GA, United States.; National Center for Injury Prevention and Control, Centers for Disease Control ; School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, ","eng","Journal Article","J Med Internet Res","Conflicts of Interest: None declared.","Journal of medical Internet research"
"34938826",2021,"Dec","Does a 7-day restriction on the use of social media improve cognitive functioning ","10.1016/j.abrep.2021.100365 [doi]; 100365","INTRODUCTION: Screen time apps that allow smartphone users to manage their screen ","van Wezel, Marloes M C; Abrahamse, Elger L; Vanden Abeele, Mariek M P","Department of Cognition and Communication, School of Humanities and Digital ; Department of Cognition and Communication, School of Humanities and Digital ; Department of Educational Sciences, Atlantico Medio University, Spain.; Department of Cognition and Communication, School of Humanities and Digital ; imec-mict-Ugent, Ghent University, Korte Meer 9-11, 9000 Gent, Belgium.","eng","Journal Article","Addict Behav Rep","The authors declare that they have no known competing financial interests or ","Addictive behaviors reports"
"34875508",2022,"Mar","Smartphone and social media use contributed to individual tendencies towards ","S0306-4603(21)00389-0 [pii]; 10.1016/j.addbeh.2021.107204 [doi]","INTRODUCTION: Adolescents in remote education during the COVID-19 pandemic had ","Marengo, Davide; Angelo Fabris, Matteo; Longobardi, Claudio; Settanni, Michele","University of Turin, Italy. Electronic address: davide.marengo@unito.it.; University of Turin, Italy. Electronic address: matteoangelo.fabris@unito.it.; University of Turin, Italy. Electronic address: Claudio.Longobardi@unito.it.; University of Turin, Italy. Electronic address: michele.settanni@unito.it.","eng","Journal Article","Addict Behav",NA,"Addictive behaviors"
"34769664",2021,"Oct","When Does a Lot Become Too Much? A Q Methodological Investigation of UK Student ","10.3390/ijerph182111149 [doi]; 11149","Despite the benefits of the internet and other digital technology, the online ","Turner, Luke; Bewick, Bridgette M; Kent, Sarah; Khyabani, Azaria; Bryant, Louise; Summers, Barbara","Leeds University Business School, University of Leeds, Leeds LS2 9JT, UK.; Leeds Institute for Teaching Excellence, University of Leeds, Leeds LS2 9JT, UK.; School of Medicine, University of Leeds, Leeds LS2 9JT, UK.; Division of Psychological and Social Medicine, University of Leeds, Leeds LS2 ; Division of Psychological and Social Medicine, University of Leeds, Leeds LS2 ; School of Medicine, University of Leeds, Leeds LS2 9JT, UK.; Centre for Decision Research, Leeds University Business School, Leeds LS2 9JT, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Int J Environ Res Public Health","The authors declare no conflict of interest in this study.","International journal of environmental research and public health"
"34706961",2021,"Oct","Palliative care for people who use substances during communicable disease ","10.1136/bmjopen-2021-053124 [doi]; e053124","INTRODUCTION: Communicable disease epidemics and pandemics magnify the health ","Buchman, Daniel Z; Ding, Philip; Lo, Samantha; Dosani, Naheed; Fazelzad, Rouhi; Furlan, Andrea D; Isenberg, Sarina R; Spithoff, Sheryl; Tedesco, Alissa; Zimmermann, Camilla; Lau, Jenny","Bioethics, Centre for Addiction and Mental Health, Toronto, Ontario, Canada ; Clinical Public Health, Dalla Lana School of Public Health, University of ; Joint Centre for Bioethics, University of Toronto, Toronto, Ontario, Canada.; Department of Supportive Care, University Health Network, Toronto, Ontario, ; Department of Supportive Care, University Health Network, Toronto, Ontario, ; Department of Medicine, Unity Health Toronto, Toronto, Ontario, Canada.; Inner City Health Associates, Toronto, Ontario, Canada.; Library and Information Services, Princess Margaret Cancer Centre, University ; Toronto Rehab, University Health Network, Toronto, Ontario, Canada.; Department of Medicine, Temerty Faculty of Medicine, University of Toronto, ; Institute for Work & Health, University Health Network, Toronto, Ontario, Canada.; Bruyere Research Institute, Ottawa, Ontario, Canada.; Department of Medicine, University of Ottawa, Ottawa, Ontario, Canada.; Women's College Hospital, Toronto, Ontario, Canada.; Department of Family and Community Medicine, Temerty Faculty of Medicine, ; Inner City Health Associates, Toronto, Ontario, Canada.; Sinai Health System, Toronto, Ontario, Canada.; Department of Supportive Care, University Health Network, Toronto, Ontario, ; Department of Medicine, Temerty Faculty of Medicine, University of Toronto, ; Division of Palliative Care, University Health Network, Toronto, Ontario, Canada.; Division of Palliative Medicine, Temerty Faculty of Medicine, University of ; Department of Supportive Care, University Health Network, Toronto, Ontario, ; Department of Family and Community Medicine, Temerty Faculty of Medicine, ; Division of Palliative Care, University Health Network, Toronto, Ontario, Canada.","eng","Journal Article; Research Support, Non-U.S. Gov't","BMJ Open","Competing interests: AF receives an unrestricted educational grant to maintain ","BMJ open"
"34567581",2021,NA,"Prevalence and underlying factors of mobile game addiction among university ","10.1017/gmh.2021.34 [doi]; e35","BACKGROUND: Nowadays, the youth are more engaging with their more advanced ","Sayeed, Md Abu; Rasel, Md Shabbir Rahman; Habibullah, Abrar Ahamed; Hossain, Md Moyazzem","Department of Statistics, Jahangirnagar University, Savar, Dhaka 1342, ; Department of Civil Engineering, University of Asia Pacific, Dhaka1205, ; Department of Electrical and Computer Engineering, North South University, ; Department of Statistics, Jahangirnagar University, Savar, Dhaka 1342, ","eng","Journal Article","Glob Ment Health (Camb)","None.","Global mental health (Cambridge, England)"
"34534104",2021,"Sep","Dispositional and online-specific Fear of Missing Out are associated with the ","10.1556/2006.2021.00042 [doi]","BACKGROUND AND AIMS: An increasing number of people experience negative ","Rottinger, Daniela; Bischof, Gallus; Brandt, Dominique; Bischof, Anja; Orlowski, Svenja; Besser, Bettina; Wegmann, Elisa; Brand, Matthias; Rumpf, Hans-Jurgen","1 Department of Psychiatry and Psychotherapy, University of Lubeck, Lubeck, ; 1 Department of Psychiatry and Psychotherapy, University of Lubeck, Lubeck, ; 1 Department of Psychiatry and Psychotherapy, University of Lubeck, Lubeck, ; 1 Department of Psychiatry and Psychotherapy, University of Lubeck, Lubeck, ; 1 Department of Psychiatry and Psychotherapy, University of Lubeck, Lubeck, ; 1 Department of Psychiatry and Psychotherapy, University of Lubeck, Lubeck, ; 2 Department of General Psychology, Cognition and Center for Behavioral Addiction ; 2 Department of General Psychology, Cognition and Center for Behavioral Addiction ; 1 Department of Psychiatry and Psychotherapy, University of Lubeck, Lubeck, ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions"
"34444102",2021,"Aug","Behaviour of Children and Adolescents and the Use of Mobile Phones in Primary ","10.3390/ijerph18168352 [doi]; 8352","Today's young people spend most of their time in contact with mobile devices. ","Kopecky, Kamil; Fernandez-Martin, Francisco-Domingo; Szotkowski, Rene; Gomez-Garcia, Gerardo; Mikulcova, Klara","Centre for Prevention of Risky Virtual Communication, Faculty of Education, ; Department of Developmental and Educational Psychology, Campus de Cartuja s.n., ; Centre for Prevention of Risky Virtual Communication, Faculty of Education, ; Department of Didactics, School Organization, University of Granada, 18071 ; Centre for Prevention of Risky Virtual Communication, Faculty of Education, ","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health"
"34309883",2021,"Oct","YouTube as an effective but potentially addictive distraction tool for ","10.1111/apa.16044 [doi]",NA,"Sharma, Prashant; Uppal, Varun","Department of Hematology, Postgraduate Institute of Medical Education and ; Department of Hematology, Postgraduate Institute of Medical Education and ","eng","Comment; Letter","Acta Paediatr",NA,"Acta paediatrica (Oslo, Norway : 1992)"
"34252182",2021,"Dec","The association between Internet usage and sleep problems among Japanese ","zsab175 [pii]; 10.1093/sleep/zsab175 [doi]","STUDY OBJECTIVES: Sleep problems and problematic Internet use have important ","Otsuka, Yuichiro; Kaneita, Yoshitaka; Itani, Osamu; Matsumoto, Yuuki; Jike, Maki; Higuchi, Susumu; Kanda, Hideyuki; Kuwabara, Yuki; Kinjo, Aya; Osaki, Yoneatsu","Division of Public Health, Department of Social Medicine, Nihon University School ; Division of Public Health, Department of Social Medicine, Nihon University School ; Division of Public Health, Department of Social Medicine, Nihon University School ; Division of Public Health, Department of Social Medicine, Nihon University School ; Division of Public Health, Department of Social Medicine, Nihon University School ; National Hospital Organization Kurihama Medical and Addiction Center, ; Department of Public Health, Okayama University Graduate School of Medicine, ; Division of Environmental and Preventive Medicine, Department of Social Medicine, ; Division of Environmental and Preventive Medicine, Department of Social Medicine, ; Division of Environmental and Preventive Medicine, Department of Social Medicine, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Sleep",NA,"Sleep"
"34201555",2021,"Jun","Development and Psychometric Assessment of the Problematic QQ Use Scale among ","10.3390/ijerph18136744 [doi]; 6744","The QQ social media platform is very popular among Chinese adolescents. As with ","Liu, Jintao; Ahmed, Md Zahir; Ahmed, Oli; Griffiths, Mark D; Chen, Lili","Research Center for Urban Social Psychology, School of Education, Lanzhou City ; School of Psychology, Northwest Normal University, Lanzhou 730070, China.; School of Psychology, Northwest Normal University, Lanzhou 730070, China.; Department of Psychology, University of Chittagong, Chattogram 4331, Bangladesh.; Psychology Department, Nottingham Trent University, Nottingham NG1 4FQ, UK.; School of Psychology, Northwest Normal University, Lanzhou 730070, China.","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health"
"33849247",2021,"Apr","Compensatory Usage of the Internet: The Case of Mukbang Watching on YouTube.","10.30773/pi.2019.0340 [doi]","OBJECTIVE: Accumulating empirical research has emphasized that a wide range of ","Kircaburun, Kagan; Balta, Sabah; Emirtekin, Emrah; Tosuntas, Sule Betul; Demetrovics, Zsolt; Griffiths, Mark D","International Gaming Research Unit, Psychology Department, Nottingham Trent ; Educational Sciences Department, Duzce University, Duzce, Turkey.; School of Applied Sciences, Yasar University, Izmir, Turkey.; The Centre for Open and Distance Learning, Yasar University, Izmir, Turkey.; Educational Sciences Department, Uludag University, Bursa, Turkey.; Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; International Gaming Research Unit, Psychology Department, Nottingham Trent ","eng","Journal Article","Psychiatry Investig","The authors have no potential conflicts of interest to disclose.","Psychiatry investigation"
"33633599",2020,NA,"Identifying New/Emerging Psychoactive Substances at the Time of COVID-19; A ","10.3389/fpsyt.2020.632405 [doi]; 632405","COVID-19-related disruptions of people and goods' circulation can affect drug ","Catalani, Valeria; Arillotta, Davide; Corkery, John Martin; Guirguis, Amira; Vento, Alessandro; Schifano, Fabrizio","Psychopharmacology, Drug Misuse & Novel Psychoactive Substances Research Unit, ; Psychopharmacology, Drug Misuse & Novel Psychoactive Substances Research Unit, ; Psychopharmacology, Drug Misuse & Novel Psychoactive Substances Research Unit, ; Psychopharmacology, Drug Misuse & Novel Psychoactive Substances Research Unit, ; Swansea University Medical School, Institute of Life Sciences 2, Swansea ; Department of Mental Health, ASL Roma 2, Rome, Italy.; Addictions' Observatory (ODDPSS), Rome, Italy.; Department of Psychology, Guglielmo Marconi University, Rome, Italy.; Psychopharmacology, Drug Misuse & Novel Psychoactive Substances Research Unit, ","eng","Journal Article","Front Psychiatry","The authors declare that the NPSfinder(R) web-crawler was provided by Damicon srl. ","Frontiers in psychiatry"
"33612930",2021,"Feb","Impact of social media on the academic performance of undergraduate medical ","10.1016/j.mjafi.2020.10.021 [doi]","BACKGROUND: Social media has become an integral part in the life of every ","Bhandarkar, Ajay M; Pandey, Arvind Kumar; Nayak, Ramya; Pujary, Kailesh; Kumar, Ashwini","Associate Professor (ENT), Kasturba Medical College, Manipal Academy of Higher ; Associate Professor (Anatomy), Kasturba Medical College, Manipal Academy of ; Assistant Professor (Pediatrics), Melaka Manipal Medical College, Manipal Academy ; Professor (ENT), Kasturba Medical College, Manipal Academy of Higher Education, ; Associate Professor (Forensic Medicine), Kasturba Medical College, Manipal ","eng","Journal Article","Med J Armed Forces India",NA,"Medical journal, Armed Forces India"
"33561317",2021,"Sep","Content analysis of cannabis vaping videos on YouTube.","10.1111/add.15424 [doi]","BACKGROUND AND AIMS: There has been an increase in the potency of cannabis during ","Lim, Carmen C W; Leung, Janni; Chung, Jack Yiu Chak; Sun, Tianze; Gartner, Coral; Connor, Jason; Hall, Wayne; Chiu, Vivian; Tisdale, Calvert; Stjepanovic, Daniel; Chan, Gary","National Centre for Youth Substance Use Research, Faculty of Health and ; School of Psychology, Faculty of Health and Behavioural Sciences, The University ; National Centre for Youth Substance Use Research, Faculty of Health and ; School of Psychology, Faculty of Health and Behavioural Sciences, The University ; National Centre for Youth Substance Use Research, Faculty of Health and ; School of Psychology, Faculty of Health and Behavioural Sciences, The University ; National Centre for Youth Substance Use Research, Faculty of Health and ; School of Psychology, Faculty of Health and Behavioural Sciences, The University ; School of Public Health, Faculty of Medicine, The University of Queensland, ; Queensland Alliance for Environmental Health Sciences, Faculty of Health and ; National Centre for Youth Substance Use Research, Faculty of Health and ; Discipline of Psychiatry, Faculty of Medicine, The University of Queensland, ; National Centre for Youth Substance Use Research, Faculty of Health and ; Discipline of Psychiatry, Faculty of Medicine, The University of Queensland, ; National Addiction Centre, Institute of Psychiatry, Psychology and Neuroscience, ; National Centre for Youth Substance Use Research, Faculty of Health and ; School of Psychology, Faculty of Health and Behavioural Sciences, The University ; School of Psychology, Faculty of Health and Behavioural Sciences, The University ; National Centre for Youth Substance Use Research, Faculty of Health and ; National Centre for Youth Substance Use Research, Faculty of Health and ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addiction",NA,"Addiction (Abingdon, England)"
