"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"A prospective investigation of impacts of comorbid attention deficit hyperactivity disorder (ADHD) on clinical features and long-term treatment response in adult patients with obsessive-compulsive disorder (OCD).",37454485,2023,"Aug","S0010-440X(23)00038-X [pii]; 10.1016/j.comppsych.2023.152401 [doi]","BACKGROUND: A close association between obsessive-compulsive disorder (OCD) and ","Miyauchi, Masahiro; Matsuura, Naomi; Mukai, Keiichiro; Hashimoto, Takuya; Ogino, Shun; Yamanishi, Kyosuke; Yamada, Hisashi; Hayashida, Kazuhisa; Matsunaga, Hisato","Department of Neuropsychiatry, Hyogo College of Medicine, Nishinomiya, Japan.; Graduate School of Education, Mie University, Mie, Japan.; Department of Neuropsychiatry, Hyogo College of Medicine, Nishinomiya, Japan.; Department of Neuropsychiatry, Hyogo College of Medicine, Nishinomiya, Japan.; Department of Neuropsychiatry, Hyogo College of Medicine, Nishinomiya, Japan.; Department of Neuropsychiatry, Hyogo College of Medicine, Nishinomiya, Japan.; Department of Neuropsychiatry, Hyogo College of Medicine, Nishinomiya, Japan.; Department of Neuropsychiatry, Hyogo College of Medicine, Nishinomiya, Japan.; Department of Neuropsychiatry, Hyogo College of Medicine, Nishinomiya, Japan. ","eng","Journal Article","Compr Psychiatry","Declaration of Competing Interest None.","Comprehensive psychiatry","behavioural_addictions"
"Conceptualising social media addiction: a longitudinal network analysis of social media addiction symptoms and their relationships with psychological distress in a community sample of adults.",37442974,2023,"Jul","10.1186/s12888-023-04985-5 [doi]; 509","BACKGROUND: Problematic social media use has been identified as negatively ","Tullett-Prado, Deon; Doley, Jo R; Zarate, Daniel; Gomez, Rapson; Stavropoulos, Vasileios","Institute for Health and Sport, Victoria University, Melbourne, Australia.; Institute for Health and Sport, Victoria University, Melbourne, Australia.; RMIT, Melbourne, Australia. Daniel.zarate@live.vu.edu.au.; Federation University, Ballarat, Australia.; RMIT, Melbourne, Australia.; National and Kapodistrian University of Athens, Athens, Greece.","eng","Journal Article","BMC Psychiatry","Dr Vasileios Stavropoulos is an associate editor for BMC Psychiatry. The ","BMC psychiatry","behavioural_addictions"
"Development of gambling disorder after bariatric surgery: a call for research.",37427279,2023,NA,"10.3389/fpubh.2023.1206938 [doi]; 1206938","The relationship between bariatric surgery and alcohol use disorder (AUD) ","Abdul Rahim, Yassir; Fernandez-Aranda, Fernando; Jimenez-Murcia, Susana; Hakansson, Anders","Helsingborg Hospital, Skane Region, Helsingborg, Sweden.; Malmo Addiction Center, Clinical Research Unit, Skane Region, Malmo, Sweden.; Faculty of Medicine, Department of Clinical Sciences Lund, Psychiatry, Lund, ; CIBER Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; Clinical Psychology Unit, University Hospital of Bellvitge, L'Hospitalet de ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; CIBER Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; Clinical Psychology Unit, University Hospital of Bellvitge, L'Hospitalet de ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Malmo Addiction Center, Clinical Research Unit, Skane Region, Malmo, Sweden.; Faculty of Medicine, Department of Clinical Sciences Lund, Psychiatry, Lund, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Front Public Health","AH is a professor at Lund University, and his position at this university is ","Frontiers in public health","behavioural_addictions"
"To Binge Watch TV Series: How a Leisure Activity May Affect Sleep, Mood and Quality of Life.",37416055,2023,NA,"10.2147/PRBM.S407854 [doi]","OBJECTIVE: New TV-watching patterns increased the practice of binge-watching ","Forte, Giuseppe; Favieri, Francesca; Tambelli, Renata; Casagrande, Maria","Department of Dynamic and Clinical Psychology and Health, ""Sapienza"" University ; Department of Dynamic and Clinical Psychology and Health, ""Sapienza"" University ; Department of Dynamic and Clinical Psychology and Health, ""Sapienza"" University ; Department of Dynamic and Clinical Psychology and Health, ""Sapienza"" University ","eng","Journal Article","Psychol Res Behav Manag","The authors report no conflicts of interest in this work.","Psychology research and behavior management","behavioural_addictions"
"Neurocognitive predictors of addiction-related outcomes: A systematic review of longitudinal studies.",37391111,2023,"Sep","S0149-7634(23)00264-6 [pii]; 10.1016/j.neubiorev.2023.105295 [doi]","It is well-established that addiction is typically associated with a distinct ","Christensen, Erynn; Brydevall, Maja; Albertella, Lucy; Samarawickrama, Sashka K; Yucel, Murat; Lee, Rico S C","BrainPark, Turner Institute for Brain and Mental Health and School of ; BrainPark, Turner Institute for Brain and Mental Health and School of ; BrainPark, Turner Institute for Brain and Mental Health and School of ; BrainPark, Turner Institute for Brain and Mental Health and School of ; BrainPark, Turner Institute for Brain and Mental Health and School of ; BrainPark, Turner Institute for Brain and Mental Health and School of ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review; Systematic Review","Neurosci Biobehav Rev","Competing interests statement The authors declare that they have no known ","Neuroscience and biobehavioral reviews","behavioural_addictions"
"Mobile phone use and its threat to dependence among secondary school students - an explanatory study.",37387381,2023,"Jun","162402 [pii]; 10.26444/aaem/162402 [doi]","INTRODUCTION AND OBJECTIVE: Nomophobia (NMP) is a present-age phobia of loss of ","Uher, Ivan; Kachlik, Petr; Schubertova, Andrea; Yip, Clifford; Ruszkiewicz, Katarzyna Tomczyk; Kimakova, Tatiana","Department of Physical Education and Sport, Pavol Jozef Safarik University in ; Department of Special and Inclusive Education, Masaryk University, Brno, Czech ; Department of Public Health and Hygiene, Pavol Jozef Safarik University in ; Senior House Officer in Medicine at Cavan General Hospital, Dublin, Ireland.; Department of Public Health and Hygiene, Pavol Jozef Safarik University in ; Department of Public Health and Hygiene, Pavol Jozef Safarik University in ","eng","Journal Article","Ann Agric Environ Med",NA,"Annals of agricultural and environmental medicine : AAEM","behavioural_addictions"
"Are Cyberchondria and Intolerance of Uncertainty Related to Smartphone Addiction?",37363761,2023,"May","10.1007/s11469-023-01054-6 [doi]","Smartphones are a medium for performing online activities, and one such activity ","Vujic, Aleksandar; Volarov, Marija; Latas, Milan; Demetrovics, Zsolt; Kiraly, Orsolya; Szabo, Attila","Budapest, Hungary Doctoral School of Psychology, Faculty of Education and ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Novi Sad, Serbia Department of Psychology, Faculty of Sport and Psychology, ; Belgrade, Serbia Faculty of Medicine, University of Belgrade. GRID: grid.7149.b. ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Gibraltar, Gibraltar Centre of Excellence in Responsible Gaming, University of ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Budapest, Hungary Institute of Health Promotion and Sport Sciences, ELTE Eotvos ","eng","Journal Article","Int J Ment Health Addict","Conflict of InterestThe authors declare no competing interests.","International journal of mental health and addiction","behavioural_addictions"
"Neural fingerprints of gambling disorder using diffusion tensor imaging.",37354808,2023,"Aug","S0925-4927(23)00067-7 [pii]; 10.1016/j.pscychresns.2023.111657 [doi]","Gambling disorder (GD) is a behavioral addiction associated with personal, social ","Schmidt, Casper; Gleesborg, Carsten; Schmidt, Hema; Kvamme, Timo L; Voon, Valerie; Moller, Arne","Department of Communication and Psychology, Aalborg University, Rendsburggade 14, ; Center of Functionally Integrative Neuroscience/MINDLab, Danish Neuroscience ; Center of Functionally Integrative Neuroscience/MINDLab, Danish Neuroscience ; Center of Functionally Integrative Neuroscience/MINDLab, Danish Neuroscience ; Department of Psychiatry, University of Cambridge, Herchel Smith Building for ; Center of Functionally Integrative Neuroscience/MINDLab, Danish Neuroscience ","eng","Journal Article; Research Support, Non-U.S. Gov't","Psychiatry Res Neuroimaging","Declaration of Competing Interest We, all authors, declare no conflicts of ","Psychiatry research. Neuroimaging","behavioural_addictions"
"Identifying clinical risk factors correlated with addictive features of non-suicidal self-injury among a consecutive psychiatric outpatient sample of adolescents and young adults.",37314538,2023,"Jun","10.1007/s00406-023-01636-4 [doi]","Non-suicidal self-injury (NSSI) is an issue primarily of concern in adolescents ","Ying, Wang; Shen, Yidong; Ou, Jianjun; Chen, Hui; Jiang, Furong; Yang, Fangru; Li, Jianling; Qian, Xiao; Luo, Wenfeng; Wang, Gang; Dong, Huixi","Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Department of Psychiatry, and National Clinical Research Center for Mental. ; Department of Psychiatry, and National Clinical Research Center for Mental. ; Department of Psychiatry, and National Clinical Research Center for Mental. ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Wuhan Mental Health Center, Tongji Medical College of Huazhong University of ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ","eng","Journal Article","Eur Arch Psychiatry Clin Neurosci",NA,"European archives of psychiatry and clinical neuroscience","behavioural_addictions"
"Impairments of Sociocognitive Functions in Individuals with Behavioral Addictions: A Review Article.",37308789,2023,"Jun","10.1007/s10899-023-10227-w [doi]","Since little is known about the exact pattern of social cognitive impairments ","Arafat, Dalia; Thoma, Patrizia","Neuropsychological Therapy Centre, Faculty of Psychology, Ruhr University Bochum, ; Neuropsychological Therapy Centre, Faculty of Psychology, Ruhr University Bochum, ","eng","Journal Article; Review","J Gambl Stud","On behalf of all authors, the corresponding author states that there is no ","Journal of gambling studies","behavioural_addictions"
"Discussing evidence on the components model of addiction. A commentary on Fournier et al. (2023).",37307757,2023,"Oct","S0306-4603(23)00159-4 [pii]; 10.1016/j.addbeh.2023.107764 [doi]","Fournier and colleagues have recently examined whether the components model of ","Amendola, Simone","Department of Applied Psychology, Zurich University of Applied Sciences, Zurich, ","eng","Comment; Journal Article; Research Support, Non-U.S. Gov't","Addict Behav","Declaration of Competing Interest The authors declare that they have no known ","Addictive behaviors","behavioural_addictions"
"Neurobiological risk factors for problematic social media use as a specific form of Internet addiction: A narrative review.",37303928,2023,"May","10.5498/wjp.v13.i5.160 [doi]","Problematic social media use (PSMU) is a behavioral addiction, a specific form of ","Tereshchenko, Sergey Yu","Department of Child's Physical and Mental Health, Federal Research Center ","eng","Journal Article; Review","World J Psychiatry","Conflict-of-interest statement: All the authors report no relevant conflicts of ","World journal of psychiatry","behavioural_addictions"
"The mediator's role of communication skills in the effect of social skills on digital game addiction.",37267879,2023,"Jul","S0001-6918(23)00124-5 [pii]; 10.1016/j.actpsy.2023.103948 [doi]","This study aimed to investigate the mediating role of communication skills, which ","Erdogan, Omer","Department of Psychology, Kastamonu University, Faculty of Humanities and Social ","eng","Journal Article","Acta Psychol (Amst)","Declaration of competing interest All researchers have no actual or potential ","Acta psychologica","behavioural_addictions"
"Longitudinal modifiable risk and protective factors of internet gaming disorder: A systematic review and meta-analysis.",37224007,2023,"Jun","10.1556/2006.2023.00017 [doi]","BACKGROUND AND AIMS: The study aims to thoroughly understand the causal and ","Zhuang, Xiaoyu; Zhang, Youmin; Tang, Xinfeng; Ng, Ting Kin; Lin, Jiaxi; Yang, Xue","1Department of Social Work, Hong Kong Baptist University, Hong Kong, China.; 2School of Humanities, Jinan University, Guangdong, China.; 3The Jockey Club School of Public Health and Primary Care, Faculty of Medicine, ; 4Department of Psychology, Renmin University of China, China.; 5Department of Applied Psychology, Lingnan University, Hong Kong, China.; 3The Jockey Club School of Public Health and Primary Care, Faculty of Medicine, ; 3The Jockey Club School of Public Health and Primary Care, Faculty of Medicine, ","eng","Journal Article; Meta-Analysis; Review; Systematic Review","J Behav Addict","The authors report no financial or other relationship relevant to the subject of ","Journal of behavioral addictions","behavioural_addictions"
"Embodying or resisting social normativity? A carnal inquiry into exercise addiction experiences.",37216825,2023,"Jun","S0277-9536(23)00305-2 [pii]; 10.1016/j.socscimed.2023.115948 [doi]","Exercise addiction has sparked a growing interest in the scientific and clinical ","Moreau, Nicolas; Larocque, Emmanuelle; Jaimes, Annie; Vinit, Florence; Quidu, Matthieu; Favier-Ambrosini, Brice","University of Ottawa, 120 University Private, Office 12035, Ottawa, Ontario, K1N ; University of Ottawa, 120 University Private, Office 12035, Ottawa, Ontario, K1N ; Universite du Quebec a Montreal (UQAM), 100 Sherbrooke Street West, Office ; Universite du Quebec a Montreal (UQAM), 100 Sherbrooke Street West, Office ; Universite Claude Bernard - Lyon 1, 27-29 boulevard du 11 novembre 1918, 69 622, ; Universite du Quebec a Chicoutimi (UQAC), 555 boulevard de l'Universite, Office ","eng","Journal Article","Soc Sci Med",NA,"Social science & medicine (1982)","behavioural_addictions"
"Gaming among female adolescents: profiling and psychopathological characteristics in the Indian context.",37215680,2023,NA,"10.3389/fpsyt.2023.1081764 [doi]; 1081764","OBJECTIVES: Gaming is a predominant leisure time activity among adolescents, and ","Thakur, Pranjali Chakraborty; Sharma, Manoj Kumar; Mohan, Vineeth; Kommu, John Vijay Sagar; Anand, Nitin; Marimuthu, Palaniappan","Service for Healthy Use of Technology (SHUT) Clinic, Department of Clinical ; Department of Clinical Psychology, National Institute of Mental Health and ; Service for Healthy Use of Technology (SHUT) Clinic, Department of Clinical ; Department of Clinical Psychology, National Institute of Mental Health and ; Department of Clinical Neurosciences, National Institute of Mental Health and ; Department of Child and Adolescent Psychiatry, National Institute of Mental ; Service for Healthy Use of Technology (SHUT) Clinic, Department of Clinical ; Department of Clinical Psychology, National Institute of Mental Health and ; Department of Biostatistics, National Institute of Mental Health and ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","behavioural_addictions"
"Validity and reliability of a Chinese version of the Bergen Work Addiction Scale.",37205064,2023,NA,"10.3389/fpsyg.2023.1029846 [doi]; 1029846","BACKGROUND: Work addiction (WA), which can impair personal relationships, ","Liu, Yuanyuan; Tian, Hongjun; Chen, Xinying; Jia, Feng; Li, Ranli; Sun, Yun; Chen, Langlang; Zhu, Jingjing; Jiang, Deguo; Zhuo, Chuanjun","Department of Psychosomatic Medicine, Tianjin Chest Hospital, Tianjin, China.; Department of Psychiatry, Tianjin Fourth Center Hospital, Tianjin, China.; Department of Psychiatry, Tianjin Anding Hospital, Tianjin, China.; Department of Psychiatry, Tianjin Anding Hospital, Tianjin, China.; Department of Psychiatry, Tianjin Anding Hospital, Tianjin, China.; Department of Psychiatry, Tianjin Anding Hospital, Tianjin, China.; Department of Psychiatry, Wenzhou Seventh People's Hospital, Wenzhou, China.; Department of Psychiatry, Wenzhou Seventh People's Hospital, Wenzhou, China.; Department of Psychiatry, Wenzhou Seventh People's Hospital, Wenzhou, China.; Department of Psychiatry, Tianjin Fourth Center Hospital, Tianjin, China.; Department of Psychiatry, Tianjin Anding Hospital, Tianjin, China.; Department of Psychiatry, Wenzhou Seventh People's Hospital, Wenzhou, China.","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology","behavioural_addictions"
"Longing to act: Bayesian inference as a framework for craving in behavioral addiction.",37201396,2023,"Sep","S0306-4603(23)00147-8 [pii]; 10.1016/j.addbeh.2023.107752 [doi]","Traditionally, craving is considered a defining feature of drug addiction. ","Kulkarni, Kaustubh R; O'Brien, Madeline; Gu, Xiaosi","Department of Psychiatry, Icahn School of Medicine at Mount Sinai, New York, NY, ; Department of Psychiatry, Icahn School of Medicine at Mount Sinai, New York, NY, ; Department of Psychiatry, Icahn School of Medicine at Mount Sinai, New York, NY, ","eng","Journal Article; Review","Addict Behav","Declaration of Competing Interest The authors declare that they have no known ","Addictive behaviors","behavioural_addictions"
"The Role of Perfectionistic Self-Presentation and Problematic Instagram Use in the Relationship Between Self-Concept Clarity and Body Disconnection: A Serial Mediation Model.",37192607,2023,"May","10.1177/00332941231177245 [doi]","By combining authors who hypothesized that modern technology has greatly ","Musico, Alessia","Department of Experimental and Clinical Medicine, University of Florence, ","eng","Journal Article","Psychol Rep",NA,"Psychological reports","behavioural_addictions"
"Betting on Non-Invasive Brain Stimulation to Treat Gambling Disorder: A Systematic Review and Meta-Analysis.",37190663,2023,"Apr","10.3390/brainsci13040698 [doi]; 698","Gambling disorder (GD) is a behavioral addiction that severely impacts ","Del Mauro, Lilia; Vergallito, Alessandra; Gattavara, Gaia; Juris, Lucrezia; Gallucci, Alessia; Vedani, Anna; Cappelletti, Laura; Farneti, Pietro Maria; Romero Lauro, Leonor J","Department of Psychology, University of Milano-Bicocca, 20126 Milano, Italy.; Fondazione Eris Onlus, 20134 Milano, Italy.; Department of Psychology & Neuromi, University of Milano-Bicocca, 20126 Milano, ; Department of Psychology, University of Milano-Bicocca, 20126 Milano, Italy.; Fondazione Eris Onlus, 20134 Milano, Italy.; Ph.D. Program in Neuroscience, School of Medicine and Surgery, University of ; Department of Psychology, University of Milano-Bicocca, 20126 Milano, Italy.; Fondazione Eris Onlus, 20134 Milano, Italy.; Fondazione Eris Onlus, 20134 Milano, Italy.; Department of Psychology & Neuromi, University of Milano-Bicocca, 20126 Milano, ","eng","Journal Article; Review","Brain Sci","We declare that L.D.M. and L.J.R.L are involved as consultants in Fondazione Eris ","Brain sciences","behavioural_addictions"
"Research trends related to problematic smartphone use among school-age children including parental factors: a text network analysis.",37170491,2023,"Apr","10.4094/chnr.2023.29.2.128 [doi]","PURPOSE: This study aimed to identify the main keywords and research topics used ","Lee, Eun Jee","Associate Professor, College of Nursing ․ Research Institute of Nursing Science, ","eng","Journal Article","Child Health Nurs Res","Conflict of interest No existing or potential conflict of interest relevant to ","Child health nursing research","behavioural_addictions"
