"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"Gaming behavior disorder and its association with social phobia during COVID-19 pandemic: A cross-sectional study among the young Arabs.","37113540",2023,NA,"10.3389/fpsyt.2023.1071764 [doi]; 1071764","BACKGROUND: Gaming addiction is a compulsive mental health condition that can ","Shaheen, Nour; Shaheen, Ahmed; Elmasry, Mohamed; Abdelwahab, Omar Ahmed; Mohamed, Abdelrahman; Swed, Sarya; Rababah, Ala' Abdala; Meshref, Mostafa; Zaki, Ahmed; Shoib, Sheikh","Alexandria Faculty of Medicine, Alexandria University, Alexandria, Egypt.; Alexandria Faculty of Medicine, Alexandria University, Alexandria, Egypt.; Alexandria Faculty of Medicine, Alexandria University, Alexandria, Egypt.; Faculty of Medicine, Al-Azhar University, Cairo, Egypt.; Medical Research Group of Egypt, Cairo, Egypt.; Alexandria Faculty of Medicine, Alexandria University, Alexandria, Egypt.; Faculty of Medicine, Aleppo University, Aleppo, Syria.; King Hussein Medical Center, Internal Medicine, Amman, Jordan.; Neurology Department, Faculty of Medicine, Al-Azhar University, Cairo, Egypt.; Faculty of Medicine, Cairo University, Cairo, Egypt.; Department of Health Services, Kashmir, India.; Sharda University, Greater Noida, Uttar Pradesh, India.; Mind Wellness Center, Nawab Bazar Srinagar, India.","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","gaming"
"Association between the Internet Gaming Disorder and Anxiety and Depression among University Students during COVID-19 Pandemic.","37107937",2023,"Apr","10.3390/healthcare11081103 [doi]; 1103","Introduction: Internet gaming is now a major concern since its overuse has had a ","Idris, Mohd Fariz; Saini, Suriati Mohamed; Sharip, Shalisah; Idris, Nur Farahaizan; Ab Aziz, Nur Fadilah","Department of Psychiatry, Faculty of Medicine, University Kebangsaan Malaysia, ; Department of Psychiatry, Hospital Tengku Ampuan Rahimah, Jalan Langat, Klang ; Department of Psychiatry, Faculty of Medicine, University Kebangsaan Malaysia, ; Department of Psychiatry, Faculty of Medicine, University Kebangsaan Malaysia, ; Polytechnic Sultan Salahuddin Abdul Aziz Shah, Persiaran Usahawan, Shah Alam ; Faculty of Engineering, Tenaga Nasional University, Jalan Ikram-Uniten, Kajang ","eng","Journal Article","Healthcare (Basel)","The authors declare no conflict of interest.","Healthcare (Basel, Switzerland)","gaming"
"Deep neural network to differentiate internet gaming disorder from healthy controls during stop-signal task: a multichannel near-infrared spectroscopy study.","37099486",2023,"Apr","10.1515/bmt-2023-0030 [doi]","Internet Gaming Disorder (IGD), as one of worldwide mental health issues, leads ","Wang, Qiwen; Li, Yongkang; Su, Hang; Zhong, Na; Xu, Qi; Li, Xiaoou","College of Medical Instruments, Shanghai University of Medicine & Health ; School of Health Science and Engineering, University of Shanghai for Science and ; College of Medical Instruments, Shanghai University of Medicine & Health ; School of Health Science and Engineering, University of Shanghai for Science and ; Shanghai Mental health Center, Shanghai Jiao Tong University School of Medicine, ; Shanghai Mental health Center, Shanghai Jiao Tong University School of Medicine, ; College of Medical Instruments, Shanghai University of Medicine & Health ; School of Health Science and Engineering, University of Shanghai for Science and ; College of Medical Instruments, Shanghai University of Medicine & Health ; School of Health Science and Engineering, University of Shanghai for Science and ","eng","Journal Article","Biomed Tech (Berl)",NA,"Biomedizinische Technik. Biomedical engineering","gaming"
"Internet gaming disorder and aggression: A meta-analysis of teenagers and young adults.","37089492",2023,NA,"10.3389/fpubh.2023.1111889 [doi]; 1111889","BACKGROUND AND AIMS: Internet gaming disorder (IGD) and aggression (AG) are ","Li, Shunyu; Wu, Zhili; Zhang, Yuxuan; Xu, Mengmeng; Wang, Xiaotong; Ma, Xiaonan","Center for Higher Education Development Research in Xinjiang, Xinjiang Normal ; Center for Higher Education Development Research in Xinjiang, Xinjiang Normal ; Department of Social and Behavioural Sciences, City University of Hong Kong, ; Center for Higher Education Development Research in Xinjiang, Xinjiang Normal ; School of Education, Liaoning Normal University, Dalian, Liaoning, China.; Center for Higher Education Development Research in Xinjiang, Xinjiang Normal ","eng","Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't","Front Public Health","The authors declare that the research was conducted in the absence of any ","Frontiers in public health","gaming"
"Gaming disorder and stigma-related judgements of gaming individuals: An online randomized controlled trial.","37070481",2023,"Apr","10.1111/add.16211 [doi]","BACKGROUND AND AIMS: The inclusion of gaming disorder (GD) in the International ","Galanis, Christina R; Weber, Nathan; Delfabbro, Paul H; Billieux, Joel; King, Daniel L","College of Education, Psychology and Social Work, Flinders University, Adelaide, ; College of Education, Psychology and Social Work, Flinders University, Adelaide, ; School of Psychology, The University of Adelaide, Adelaide, Australia.; Institute of Psychology, University of Lausanne, Lausanne, Switzerland.; Centre for Excessive Gambling, Addiction Medicine, Lausanne University Hospitals, ; College of Education, Psychology and Social Work, Flinders University, Adelaide, ","eng","Journal Article","Addiction",NA,"Addiction (Abingdon, England)","gaming"
"Impaired control over gaming scale (ICOGS): Development, confirmatory factor validation, and psychometric evaluation.","37069857",2023,"Jun","10.1016/j.abrep.2023.100489 [doi]; 100489","BACKGROUND AND AIMS: The concept of impaired control is central to addictive ","Kowalik, Bartosz; Delfabbro, Paul H; King, Daniel L","School of Psychology, The University of Adelaide, Australia.; School of Psychology, The University of Adelaide, Australia.; School of Psychology, The University of Adelaide, Australia.; College of Education, Psychology & Social Work, Flinders University, Australia.","eng","Journal Article","Addict Behav Rep","The authors declare that they have no known competing financial interests or ","Addictive behaviors reports","gaming"
"Development and validation of Kiddie Schedule for Affective Disorders and Schizophrenia (K-SADS) for Internet Gaming Disorder (IGD) and factor analytic assessment.","37060687",2023,"Jun","S0165-1781(23)00138-5 [pii]; 10.1016/j.psychres.2023.115187 [doi]","OBJECTIVE: To develop and validate Kiddie Schedule for Affective Disorders and ","Tonyali, Aysegul; Karacetin, Gul; Ocakoglu, Binay Kayan; Atay, Ayca; Yesilkaya, Celal; Can, Merve; Guney, Omca; Kasap, Damla; Alkas, Elif; Altunkilic, Enes Faruk; Tuncturk, Mustafa; Ermis, Cagatay","Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, University of Health Sciences ; Department of Child and Adolescent Psychiatry, Dokuz Eylul University School of ","eng","Journal Article","Psychiatry Res","Declaration of Competing Interest Nothing to disclose.","Psychiatry research","gaming"
"Risk and protective factor profiles predict addictive behavior among adolescents.","37037172",2023,"May","S0010-440X(23)00024-X [pii]; 10.1016/j.comppsych.2023.152387 [doi]","BACKGROUND AND AIMS: Internet gaming disorder (IGD), compulsive sexual behavior ","Efrati, Yaniv","Bar-Ilan University, Israel. Electronic address: yaniv.efrati@biu.ac.il.","eng","Journal Article","Compr Psychiatry","Declaration of Competing Interest The authors declare no competing interests.","Comprehensive psychiatry","gaming"
"Meta-analysis of structural and functional brain alterations in internet gaming disorder.","37033880",2022,NA,"10.3389/fpsyt.2022.1029344 [doi]; 1029344","BACKGROUND: Many neuroimaging studies have reported abnormalities in brain ","Niu, Xiaoyu; Gao, Xinyu; Zhang, Mengzhe; Yang, Zhengui; Yu, Miaomiao; Wang, Weijian; Wei, Yarui; Cheng, Jingliang; Han, Shaoqiang; Zhang, Yong","Department of Magnetic Resonance Imaging, The First Affiliated Hospital of ; Henan Key Laboratory of Magnetic Resonance and Brain Function, Zhengzhou, China.; Henan Engineering Technology Research Center for Detection and Application of ; Key Laboratory for Functional Magnetic Resonance Imaging and Molecular Imaging of ; Henan Engineering Research Center of Medical Imaging Intelligent Diagnosis and ; Zhengzhou Key Laboratory of Brain Function and Cognitive Magnetic Resonance ; Henan Key Laboratory of Imaging Intelligence Research, Zhengzhou, China.; Henan Engineering Research Center of Brain Function Development and Application, ; Department of Magnetic Resonance Imaging, The First Affiliated Hospital of ; Henan Key Laboratory of Magnetic Resonance and Brain Function, Zhengzhou, China.; Henan Engineering Technology Research Center for Detection and Application of ; Key Laboratory for Functional Magnetic Resonance Imaging and Molecular Imaging of ; Henan Engineering Research Center of Medical Imaging Intelligent Diagnosis and ; Zhengzhou Key Laboratory of Brain Function and Cognitive Magnetic Resonance ; Henan Key Laboratory of Imaging Intelligence Research, Zhengzhou, China.; Henan Engineering Research Center of Brain Function Development and Application, ; Department of Magnetic Resonance Imaging, The First Affiliated Hospital of ; Henan Key Laboratory of Magnetic Resonance and Brain Function, Zhengzhou, China.; Henan Engineering Technology Research Center for Detection and Application of ; Key Laboratory for Functional Magnetic Resonance Imaging and Molecular Imaging of ; Henan Engineering Research Center of Medical Imaging Intelligent Diagnosis and ; Zhengzhou Key Laboratory of Brain Function and Cognitive Magnetic Resonance ; Henan Key Laboratory of Imaging Intelligence Research, Zhengzhou, China.; Henan Engineering Research Center of Brain Function Development and Application, ; Department of Magnetic Resonance Imaging, The First Affiliated Hospital of ; Henan Key Laboratory of Magnetic Resonance and Brain Function, Zhengzhou, China.; Henan Engineering Technology Research Center for Detection and Application of ; Key Laboratory for Functional Magnetic Resonance Imaging and Molecular Imaging of ; Henan Engineering Research Center of Medical Imaging Intelligent Diagnosis and ; Zhengzhou Key Laboratory of Brain Function and Cognitive Magnetic Resonance ; Henan Key Laboratory of Imaging Intelligence Research, Zhengzhou, China.; Henan Engineering Research Center of Brain Function Development and Application, ; Department of Magnetic Resonance Imaging, The First Affiliated Hospital of ; Henan Key Laboratory of Magnetic Resonance and Brain Function, Zhengzhou, China.; Henan Engineering Technology Research Center for Detection and Application of ; Key Laboratory for Functional Magnetic Resonance Imaging and Molecular Imaging of ; Henan Engineering Research Center of Medical Imaging Intelligent Diagnosis and ; Zhengzhou Key Laboratory of Brain Function and Cognitive Magnetic Resonance ; Henan Key Laboratory of Imaging Intelligence Research, Zhengzhou, China.; Henan Engineering Research Center of Brain Function Development and Application, ; Department of Magnetic Resonance Imaging, The First Affiliated Hospital of ; Henan Key Laboratory of Magnetic Resonance and Brain Function, Zhengzhou, China.; Henan Engineering Technology Research Center for Detection and Application of ; Key Laboratory for Functional Magnetic Resonance Imaging and Molecular Imaging of ; Henan Engineering Research Center of Medical Imaging Intelligent Diagnosis and ; Zhengzhou Key Laboratory of Brain Function and Cognitive Magnetic Resonance ; Henan Key Laboratory of Imaging Intelligence Research, Zhengzhou, China.; Henan Engineering Research Center of Brain Function Development and Application, ; Department of Magnetic Resonance Imaging, The First Affiliated Hospital of ; Henan Key Laboratory of Magnetic Resonance and Brain Function, Zhengzhou, China.; Henan Engineering Technology Research Center for Detection and Application of ; Key Laboratory for Functional Magnetic Resonance Imaging and Molecular Imaging of ; Henan Engineering Research Center of Medical Imaging Intelligent Diagnosis and ; Zhengzhou Key Laboratory of Brain Function and Cognitive Magnetic Resonance ; Henan Key Laboratory of Imaging Intelligence Research, Zhengzhou, China.; Henan Engineering Research Center of Brain Function Development and Application, ; Department of Magnetic Resonance Imaging, The First Affiliated Hospital of ; Henan Key Laboratory of Magnetic Resonance and Brain Function, Zhengzhou, China.; Henan Engineering Technology Research Center for Detection and Application of ; Key Laboratory for Functional Magnetic Resonance Imaging and Molecular Imaging of ; Henan Engineering Research Center of Medical Imaging Intelligent Diagnosis and ; Zhengzhou Key Laboratory of Brain Function and Cognitive Magnetic Resonance ; Henan Key Laboratory of Imaging Intelligence Research, Zhengzhou, China.; Henan Engineering Research Center of Brain Function Development and Application, ; Department of Magnetic Resonance Imaging, The First Affiliated Hospital of ; Henan Key Laboratory of Magnetic Resonance and Brain Function, Zhengzhou, China.; Henan Engineering Technology Research Center for Detection and Application of ; Key Laboratory for Functional Magnetic Resonance Imaging and Molecular Imaging of ; Henan Engineering Research Center of Medical Imaging Intelligent Diagnosis and ; Zhengzhou Key Laboratory of Brain Function and Cognitive Magnetic Resonance ; Henan Key Laboratory of Imaging Intelligence Research, Zhengzhou, China.; Henan Engineering Research Center of Brain Function Development and Application, ; Department of Magnetic Resonance Imaging, The First Affiliated Hospital of ; Henan Key Laboratory of Magnetic Resonance and Brain Function, Zhengzhou, China.; Henan Engineering Technology Research Center for Detection and Application of ; Key Laboratory for Functional Magnetic Resonance Imaging and Molecular Imaging of ; Henan Engineering Research Center of Medical Imaging Intelligent Diagnosis and ; Zhengzhou Key Laboratory of Brain Function and Cognitive Magnetic Resonance ; Henan Key Laboratory of Imaging Intelligence Research, Zhengzhou, China.; Henan Engineering Research Center of Brain Function Development and Application, ","eng","Systematic Review","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","gaming"
"The relationship between parental neglect and cyberbullying perpetration among Chinese adolescent: The sequential role of cyberbullying victimization and internet gaming disorder.","37033014",2023,NA,"10.3389/fpubh.2023.1128123 [doi]; 1128123","Cyberbullying perpetration and victimization have been common public health ","Gan, Xiong; Qin, Ke-Nan; Xiang, Guo-Xing; Jin, Xin","Department of Psychology, College of Education and Sports Sciences, Yangtze ; Department of Psychology, College of Education and Sports Sciences, Yangtze ; Department of Psychology, College of Education and Sports Sciences, Yangtze ; Department of Psychology, College of Education and Sports Sciences, Yangtze ","eng","Journal Article; Research Support, Non-U.S. Gov't","Front Public Health","The authors declare that the research was conducted in the absence of any ","Frontiers in public health","gaming"
"Effect of COVID-19 pandemic on internet gaming disorder among general population: A systematic review and meta-analysis.","37027365",2023,NA,"10.1371/journal.pgph.0001783 [doi]; e0001783","Internet gaming disorder (IGD) has been rising in recent years. The COVID-19 ","Gopali, Lovin; Dhital, Rolina; Koirala, Rachita; Shrestha, Trijya; Bhusal, Sandesh; Rimal, Reshika; Shrestha, Carmina; Shah, Richa","Health Action and Research, Kathmandu, Nepal.; Health Action and Research, Kathmandu, Nepal.; Health Action and Research, Kathmandu, Nepal.; Health Action and Research, Kathmandu, Nepal.; Health Action and Research, Kathmandu, Nepal.; Health Action and Research, Kathmandu, Nepal.; Health Action and Research, Kathmandu, Nepal.; Health Action and Research, Kathmandu, Nepal.","eng","Journal Article","PLOS Glob Public Health","The authors have declared that no competing interests exist.","PLOS global public health","gaming"
"Symptoms, Mechanisms, and Treatments of Video Game Addiction.","37009362",2023,"Mar","10.7759/cureus.36957 [doi]; e36957","Video game addiction is defined as the steady and repetitive use of the Internet ","Mohammad, Shabina; Jan, Raghad A; Alsaedi, Saba L","Department of Anatomy, Taibah University, Madinah, SAU.; Collage of Medicine, Taibah University, Madinah, SAU.; Collage of Medicine, Taibah University, Madinah, SAU.","eng","Journal Article; Review","Cureus","The authors have declared that no competing interests exist.","Cureus","gaming"
"Reaching hidden youth in Singapore through the Hidden Youth Intervention Program: A biopsychosocial approach integrating mental health and social work interventions.","37009115",2023,NA,"10.3389/fpsyt.2023.1133659 [doi]; 1133659","Hidden youth are youth who withdraw from society for at least 6 months, ","Khiatani, Sonia; Liu, Denise; Yeo, Benjamin Sen Son; Wong, John Chee Meng","Department of Psychological Medicine, National University Hospital, Singapore, ; Strategic Planning and Research Department, Fei Yue Community Services, ; Youth Services, Fei Yue Community Services, Singapore, Singapore.; Department of Psychological Medicine, National University Hospital, Singapore, ; Department of Psychological Medicine, Yong Loo Lin School of Medicine, National ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","gaming"
"Differences between recreational gamers and Internet Gaming Disorder candidates in a sample of Animal Crossing: New Horizons players.","36991080",2023,"Mar","10.1038/s41598-023-32113-6 [doi]; 5102","Throughout the last decade, research has considered players' gaming motives as ","Wischert-Zielke, Moritz; Barke, Antonia","Department of Clinical Psychology and Department of American Studies, Catholic ; Clinical Psychology and Psychological Interventions, Institute of Psychology, ","eng","Journal Article","Sci Rep","The authors declare no competing interests.","Scientific reports","gaming"
"Internet Addiction and Online Gaming Disorder in Children and Adolescents During COVID-19 Pandemic: A Systematic Review.","36990662",2023,"Mar","10.30773/pi.2021.0311 [doi]","The Indonesian government has enforced several social restrictions to prevent the ","Putra, Patria Yudha; Fithriyah, Izzatul; Zahra, Zulfa","Department of Psychiatry, Faculty of Medicine, Universitas Airlangga/Dr. Soetomo ; Department of Psychiatry, Faculty of Medicine, Universitas Airlangga/Dr. Soetomo ; Department of Psychiatry, Faculty of Medicine, Universitas Syiah Kuala, Banda ","eng","Journal Article","Psychiatry Investig","Conflicts of Interest The authors have no potential conflicts of interest to ","Psychiatry investigation","gaming"
"White matter microstructural changes in internet addiction disorder: A systematic review of diffusion tensor imaging studies.","36989701",2023,"Aug","S0306-4603(23)00085-0 [pii]; 10.1016/j.addbeh.2023.107690 [doi]","Diffusion tensor imaging (DTI) is a kind of magnetic resonance imaging (MRI) ","Mohammadi, Soheil; Jahanshahi, Ali; Salehi, Mohammad Amin; Darvishi, Roozbeh; Seyedmirzaei, Homa; Luna, Licia P","School of Medicine, Tehran University of Medical Sciences, Tehran, Iran.; School of Medicine, Guilan University of Medical Sciences, Rasht, Iran.; School of Medicine, Tehran University of Medical Sciences, Tehran, Iran.; School of Medicine, Tehran University of Medical Sciences, Tehran, Iran.; School of Medicine, Tehran University of Medical Sciences, Tehran, Iran; ; Department of Radiology and Radiological Sciences, Division of Neuroradiology, ","eng","Journal Article; Review; Systematic Review","Addict Behav","Declaration of Competing Interest The authors declare that they have no known ","Addictive behaviors","gaming"
"Premorbid Personality Traits as Risk Factors for Behavioral Addictions: A Systematic Review of a Vulnerability Hypothesis.","36980025",2023,"Feb","10.3390/children10030467 [doi]; 467","The debate on personality structure and behavioral addictions is an outstanding ","Smirni, Daniela; Smirni, Pietro; Lavanco, Gioacchino; Caci, Barbara","Department of Psychology, Educational Science and Human Movement, University of ; Department of Educational Sciences, University of Catania, 95124 Catania, Italy.; Department of Psychology, Educational Science and Human Movement, University of ; Department of Psychology, Educational Science and Human Movement, University of ","eng","Journal Article; Review","Children (Basel)","The authors declare no conflict of interest.","Children (Basel, Switzerland)","gaming"
"The role of executive function deficits, delay aversion and emotion dysregulation in internet gaming disorder and social media disorder: Links to psychosocial outcomes.","36947461",2023,"Mar","10.1556/2006.2023.00007 [doi]","BACKGROUND AND AIMS: It has been argued that it is important to consider ","Soares, Lorrayne; Thorell, Lisa B; Barbi, Martina; Crisci, Giulia; Nutley, Sissela B; Buren, Jonas","1Postgraduate Program of Molecular Medicine, Federal University of Minas Gerais, ; 2Department of Clinical Neuroscience, Karolinska Institutet, Stockholm, Sweden.; 3Department of Psychology, Alma Mater Studiorum - University of Bologna, Bologna, ; 4Department of Developmental and Social Psychology, University of Padua, Padua, ; 2Department of Clinical Neuroscience, Karolinska Institutet, Stockholm, Sweden.; 2Department of Clinical Neuroscience, Karolinska Institutet, Stockholm, Sweden.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","gaming"
