"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"Mindfulness-Based Intervention and Sexuality: A Systematic Review.",36803998,2023,"Feb","10.47626/2237-6089-2021-0459 [doi]","INTRODUCTION: Mindfulness has generated considerable interest in the last two ","Larraz, Amaia Miren Ciaurriz; Moya, Alejandro Villena; Actis, Carlos Chiclana","Unidad Sexologia Clinica, Consulta Dr. Carlos Chiclana, Madrid, Spain.; Unidad Sexologia Clinica, Consulta Dr. Carlos Chiclana, Madrid, Spain.; Unidad Sexologia Clinica, Consulta Dr. Carlos Chiclana, Madrid, Spain.","eng","Journal Article","Trends Psychiatry Psychother","No conflicts of interest declared concerning the publication of this article.","Trends in psychiatry and psychotherapy","smart_phone"
"Physiological, Psychosocial and Substance Abuse Effects of Pornography Addiction: A Narrative Review.",36793815,2023,"Jan","10.7759/cureus.33703 [doi]; e33703","Internet pornography provides explicit content in various forms and can progress ","Mehmood Qadri, Haseeb; Waheed, Abdul; Munawar, Ali; Saeed, Hasan; Abdullah, Saad; Munawar, Tayyba; Luqman, Shaheer; Saffi, Junaid; Ahmad, Awais; Babar, Muhammad Saad","Surgery, Lahore General Hospital, Lahore, PAK.; Surgery, Lahore General Hospital, Lahore, PAK.; Surgery, Shaikh Zayed Hospital, Lahore, PAK.; Pathology, Allama Iqbal Medical College, Lahore, PAK.; General Surgery, Allama Iqbal Medical College, Lahore, PAK.; Surgery, Lahore General Hospital, Lahore, PAK.; Surgery, Lahore General Hospital, Lahore, PAK.; Surgery, Lahore General Hospital, Lahore, PAK.; Surgery, Jinnah Hospital, Lahore, PAK.; General Surgery, Lahore General Hospital, Lahore, PAK.","eng","Journal Article; Review","Cureus","The authors have declared that no competing interests exist.","Cureus","smart_phone"
"The Potential Cutaneous Effects of Pornography Addiction: A Narrative Review.",36721540,2022,"Dec","10.7759/cureus.33066 [doi]; e33066","Pornography addiction is an area of increasing concern, particularly due to the ","Rasul, Taha F; Schwartz, Kayla R; Qureshi, Farhan; Eachus, Emily; Henderson, Armen","Dr. Phillip Frost Department of Dermatology and Cutaneous Surgery, University of ; Dr. Phillip Frost Department of Dermatology and Cutaneous Surgery, University of ; Department of Urology, University of Miami Miller School of Medicine, Miami, USA.; Dr. Phillip Frost Department of Dermatology and Cutaneous Surgery, University of ; Department of Internal Medicine, University of Miami Health System, Miami, USA.","eng","Journal Article; Review","Cureus","The authors have declared that no competing interests exist.","Cureus","smart_phone"
"Aggravation of Obsessive-Compulsive Disorder Due to Excessive Porn Consumption: A Case Report.",36721539,2022,"Dec","10.7759/cureus.33018 [doi]; e33018","The past few decades have seen a significant rise in pornography consumption. ","Shrivastava, Tejas; Agarwal, Pratik; Vora, Vidhi; Sethi, Yashendra","Medical Officer, Community Health Center (CHC) Nikum, Durg, IND.; Medicine, Lokmanya Tilak Municipal Medical College and General Hospital, Mumbai, ; Medicine, Lokmanya Tilak Municipal Medical College and General Hospital, Mumbai, ; Internal Medicine, Government Doon Medical College, Dehradun, IND.","eng","Case Reports","Cureus","The authors have declared that no competing interests exist.","Cureus","smart_phone"
"Making addicts: critical reflections on agency and responsibility from lawyers and decision makers.",36687761,2023,NA,"10.1080/13218719.2022.2112099 [doi]","Various activities are increasingly characterised as 'addictions', including ","Seear, Kate","Australian Research Centre in Sex, Health and Society, La Trobe University, ","eng","Journal Article","Psychiatr Psychol Law",NA,"Psychiatry, psychology, and law : an interdisciplinary journal of the Australian ","smart_phone"
"Hypersexual behaviour among young adults in Germany: characteristics and personality correlates.",36536318,2022,"Dec","10.1186/s12888-022-04370-8 [doi]; 804","BACKGROUND: Hypersexual behaviour (HB) is characterized by recurring unsuccessful ","Jepsen, Dennis; Brzank, Petra J","Institute of Medical Sociology, Martin-Luther-University Halle-Wittenberg, ; Institute of Social Medicine, Rehabilitation Sciences and Healthcare Research, ","eng","Journal Article; Research Support, Non-U.S. Gov't","BMC Psychiatry","The authors declare that they have no competing interests.","BMC psychiatry","smart_phone"
"The Cancer of Cancel Culture: Spreading ""Correct"" Scientific Ideologies Across North American Academia.",36344788,2023,"Jan","10.1007/s10508-022-02452-y [doi]","The spread of ""cancel culture"" related to sex and gender controversies in North ","Pfaus, James G","Department of Psychology and Life Sciences, Faculty of Humanities, Charles ; Division of Sexual Neuroscience, Center for Sexual Health and Intervention, Czech ","eng","Journal Article","Arch Sex Behav",NA,"Archives of sexual behavior","smart_phone"
"Use of Fluoxetine in Treating Compulsive Sexual Behavior: A Case Report.",36262958,2022,"Sep","10.7759/cureus.29245 [doi]; e29245","Compulsive sexual behavior (CSB) disorder is generally characterized by recurrent ","Singh, Gurraj; Singh, Harsehaj; Magny, Sherlyne; Virk, Inderpreet; Gill, Manpreet","Psychiatry, Sri Guru Ram Das Institute of Medical Sciences and Research, ; Psychiatry, Sri Guru Ram Das Institute of Medical Sciences and Research, ; Medicine, American University of Integrative Sciences, School of Medicine, St. ; Psychiatry, California Department of Corrections and Rehabilitation, Sacramento, ; Psychiatry and Behavioral Sciences, Interfaith Medical Center, New York City, ","eng","Case Reports","Cureus","The authors have declared that no competing interests exist.","Cureus","smart_phone"
"Logistic Regression With Machine Learning Sheds Light on the Problematic Sexual Behavior Phenotype.",36193910,2023,"Mar-Apr","10.1097/ADM.0000000000001078 [doi]","OBJECTIVES: There has been a longstanding debate about whether the mechanisms ","Jiang, Shui; Wallace, Keanna; Yang, Esther; Roper, Leslie; Aryal, Garima; Lee, Dawon; Lodhi, Rohit J; Arnau, Randolph; Isenberg, Rick; Green, Bradley; Wishart, David; Aitchison, Katherine J","From the Department of Medical Genetics, Faculty of Medicine and Dentistry, ","eng","Journal Article; Research Support, Non-U.S. Gov't","J Addict Med",NA,"Journal of addiction medicine","smart_phone"
"Sexual Addiction as a Legal Defense.",36162862,2022,"Dec","10.29158/JAAPL.210151-21 [doi]","The term sexual addiction is used to describe a range of behaviors involving ","Nassif, Jose; Joshi, Parth; Wagoner, Ryan; Newman, William","Dr. Nassif is Physician Resident (PGY-IV), Department of Psychiatry and ; Dr. Nassif is Physician Resident (PGY-IV), Department of Psychiatry and ; Dr. Nassif is Physician Resident (PGY-IV), Department of Psychiatry and ; Dr. Nassif is Physician Resident (PGY-IV), Department of Psychiatry and ","eng","Journal Article","J Am Acad Psychiatry Law",NA,"The journal of the American Academy of Psychiatry and the Law","smart_phone"
"Estimation of Behavioral Addiction Prevalence During COVID-19 Pandemic: A Systematic Review and Meta-analysis.",36118286,2022,NA,"10.1007/s40429-022-00435-6 [doi]","PURPOSE OF REVIEW: The COVID-19 pandemic changed people's lifestyles and such ","Alimoradi, Zainab; Lotfi, Aida; Lin, Chung-Ying; Griffiths, Mark D; Pakpour, Amir H","Social Determinants of Health Research Center, Research Institute for Prevention ; Social Determinants of Health Research Center, Research Institute for Prevention ; Institute of Allied Health Sciences, National Cheng Kung University Hospital, ; International Gaming Research Unit, Psychology Department, Nottingham Trent ; Social Determinants of Health Research Center, Research Institute for Prevention ; Department of Nursing, School of Health and Welfare, Jonkoping University, ","eng","Journal Article; Review","Curr Addict Rep","Conflict of InterestThe authors declare no competing interests.","Current addiction reports","smart_phone"
"A motivation model of sex addiction - Relevance to the controversy over the concept.",36113783,2022,"Nov","S0149-7634(22)00361-X [pii]; 10.1016/j.neubiorev.2022.104872 [doi]","An integrative model of sexual addiction is presented, involving a combination of ","Toates, Frederick","Open University, Milton Keynes, UK. Electronic address: F.Toates@Open.ac.uk.","eng","Journal Article; Review","Neurosci Biobehav Rev","Declaration of Competing Interest The authors declare that they have no known ","Neuroscience and biobehavioral reviews","smart_phone"
"The Relationship between Compulsive Sexual Behavior, Religiosity, and Moral Disapproval.",36086799,2023,NA,"10.1080/0092623X.2022.2117746 [doi]","Compulsive sexual behavior (CSB) is associated with religiosity and moral ","Coleman, Eli; Jennings, Todd; Gleason, Neil; Danielson, Samuel; Nielsen, Katja H; Miner, Michael H; Rahm-Knigge, Ryan L","Institute for Sexual and Gender Health, Department of Family Medicine and ; Department of Psychology, University of Nevada, Las Vegas, Las Vegas, NV, USA.; Department of Clinical Psychology, University of Washington, Seattle, WA, USA.; Department of Clinical Psychology, Minnesota State University, Mankato, MN, USA.; Department of Clinical Psychology, Minnesota State University, Mankato, MN, USA.; Institute for Sexual and Gender Health, Department of Family Medicine and ; Institute for Sexual and Gender Health, Department of Family Medicine and ","eng","Journal Article","J Sex Marital Ther",NA,"Journal of sex & marital therapy","smart_phone"
"Moral incongruence and addiction: A registered report.",36048067,2022,"Nov","10.1037/adb0000876 [doi]","OBJECTIVE: Diagnostic guidelines for compulsive sexual behavior disorder note ","Grubbs, Joshua B; Floyd, Christopher G; Griffin, Kaelyn R; Jennings, Todd L; Kraus, Shane W","Department of Psychology, Bowling Green State University.; Department of Psychology, Bowling Green State University.; Department of Psychology, University of Nevada Las Vegas.; Department of Psychology, University of Nevada Las Vegas.; Department of Psychology, University of Nevada Las Vegas.","eng","Journal Article","Psychol Addict Behav",NA,"Psychology of addictive behaviors : journal of the Society of Psychologists in ","smart_phone"
"Drug Addiction.",31747190,2023,"Jan",NA,"The layman's definition of addiction is a ""fact or condition of being addicted to ","Fluyau, Dimy; Charlton, Thomas E","Emory University; Central Michigan University","eng","Study Guide; Book Chapter",NA,"Disclosure: Dimy Fluyau declares no relevant financial relationships with ",NA,"smart_phone"
"Technology-Mediated Sexual Interactions, Social Anxiety, and Sexual Wellbeing: A Scoping Review.",36005215,2022,"Jul","10.3390/ejihpe12080066 [doi]","Technology-mediated sexual interactions (TMSI) are interpersonal exchanges via ","Shaughnessy, Krystelle; Fehr, Cassandra J; Ashley, Marilyn; Braham, Justine; Labelle, Patrick R; Ouimet, Allison J; Corsini-Munt, Serena; Ashbaugh, Andrea R; Reissing, Elke D","School of Psychology, Faculty of Social Sciences, University of Ottawa, 136 Jean ; School of Psychology, Faculty of Social Sciences, University of Ottawa, 136 Jean ; School of Psychology, Faculty of Social Sciences, University of Ottawa, 136 Jean ; School of Psychology, Faculty of Social Sciences, University of Ottawa, 136 Jean ; Library, University of Ottawa, 120 University Private, Ottawa, ON K1N 6N5, ; School of Psychology, Faculty of Social Sciences, University of Ottawa, 136 Jean ; School of Psychology, Faculty of Social Sciences, University of Ottawa, 136 Jean ; School of Psychology, Faculty of Social Sciences, University of Ottawa, 136 Jean ; School of Psychology, Faculty of Social Sciences, University of Ottawa, 136 Jean ","eng","Journal Article; Review","Eur J Investig Health Psychol Educ","The authors declare no conflicts of interest.","European journal of investigation in health, psychology and education","smart_phone"
"Neural and behavioral correlates of sexual stimuli anticipation point to addiction-like mechanisms in compulsive sexual behavior disorder.",35895609,2022,"Jul","10.1556/2006.2022.00035 [doi]","BACKGROUND AND AIMS: Compulsive sexual behavior disorder (CSBD) is characterized ","Liberg, Benny; Gorts-Oberg, Katarina; Jokinen, Jussi; Savard, Josephine; Dhejne, Cecilia; Arver, Stefan; Fuss, Johannes; Ingvar, Martin; Abe, Christoph","1 Department of Clinical Neuroscience, Osher Center, Karolinska Institutet, ; 2 ANOVA Clinic, Karolinska University Hospital, Stockholm, Sweden.; 4 Department of Medicine, Huddinge, Karolinska Institutet, Stockholm, Sweden.; 3 Department of Clinical Sciences/Psychiatry, Umea University, Umea, Sweden.; 7 Department of Clinical Neuroscience, Karolinska Institutet, Stockholm, Sweden.; 2 ANOVA Clinic, Karolinska University Hospital, Stockholm, Sweden.; 3 Department of Clinical Sciences/Psychiatry, Umea University, Umea, Sweden.; 2 ANOVA Clinic, Karolinska University Hospital, Stockholm, Sweden.; 4 Department of Medicine, Huddinge, Karolinska Institutet, Stockholm, Sweden.; 2 ANOVA Clinic, Karolinska University Hospital, Stockholm, Sweden.; 4 Department of Medicine, Huddinge, Karolinska Institutet, Stockholm, Sweden.; 5 Institute of Forensic Psychiatry and Sex Research, Center for Translational ; 1 Department of Clinical Neuroscience, Osher Center, Karolinska Institutet, ; 1 Department of Clinical Neuroscience, Osher Center, Karolinska Institutet, ; 6 Quantify Research, Stockholm, Sweden.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","smart_phone"
"What does ""Sexual"" mean in compulsive sexual behavior disorder? •",35895459,2022,"Jul","10.1556/2006.2022.00026 [doi]","This paper comments three recent publications in the Journal of Behavioral ","Briken, Peer; Turner, Daniel","1 Institute for Sex Research, Sexual Medicine and Forensic Psychiatry, University ; 2 Department of Psychiatry and Psychotherapy, University Medical Center Mainz, ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","smart_phone"
"Mental and sexual health perspectives of the International Classification of Diseases (ICD-11) Compulsive Sexual Behavior Disorder •",35895453,2022,"Jul","10.1556/2006.2022.00032 [doi]","After introduction of compulsive sexual behavior disorder (CSBD) in the ICD-11, ","Lew-Starowicz, Michal; Coleman, Eli","1 Department of Psychiatry, Centre of Postgraduate Medical Education, Warsaw, ; 2 Institute for Sexual and Gender Health, University of Minnesota Medical School, ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","smart_phone"
"Disorders due to addictive behaviors: Further issues, debates, and controversies •",35895451,2022,"Jul","10.1556/2006.2022.00025 [doi]","Two recent papers in the Journal of Behavioral Addictions by Brand et al. (2022), ","Griffiths, Mark D","International Gaming Research Unit, Psychology Department, School of Social ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","smart_phone"
"Online Sex Addiction: A Qualitative Analysis of Symptoms in Treatment-Seeking Men.",35873234,2022,NA,"10.3389/fpsyt.2022.907549 [doi]; 907549","BACKGROUND: Problematic sexual internet use has been attracting increasing ","Blinka, Lukas; Sevcikova, Anna; Dreier, Michael; Skarupova, Katerina; Wolfling, Klaus","Institute for Research on Children, Youth, and Family, Faculty of Social Studies, ; Institute for Research on Children, Youth, and Family, Faculty of Social Studies, ; Outpatient Clinic for Behavioral Addictions, Department of Psychosomatic Medicine ; Institute for Research on Children, Youth, and Family, Faculty of Social Studies, ; Outpatient Clinic for Behavioral Addictions, Department of Psychosomatic Medicine ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","smart_phone"
"Biochemical aspects of effects of mesenchymal stem cell treatment in chronic wounds progressive healing.",35849224,2023,"Mar","10.1007/s10561-022-10026-4 [doi]","Chronic wounds are a persistent burden for medical professionals. Despite ","Athanerey, Anjali; Verma, Neha Rani; Bhargava, Piyush; Amle, Dnyanesh; Patra, P K; Kumar, Awanish","Department of Biotechnology, National Institute of Technology Raipur, Raipur, ; Department of Biochemistry, Pt JNM Medical College Raipur, Raipur, Chhattisgarh, ; Department of Biochemistry, Pt JNM Medical College Raipur, Raipur, Chhattisgarh, ; Department of Biochemistry, AIIMS Nagpur, Sumthana, Maharastra, India.; Department of Biochemistry, Pt JNM Medical College Raipur, Raipur, Chhattisgarh, ; Department of Biotechnology, National Institute of Technology Raipur, Raipur, ","eng","Journal Article","Cell Tissue Bank",NA,"Cell and tissue banking","smart_phone"
