"Title","PMID"
"The Role of an Individual and a Situation in Explaining Work Addiction: Disclosing Complex Relations.","36901570"
"[Workaholism, another form of addiction].","23888592"
"The Motivational Make-Up of Workaholism and Work Engagement: A Longitudinal Study on Need Satisfaction, Motivation, and Heavy Work Investment.","32714248"
"Do workaholism and work engagement predict employee well-being and performance in opposite directions?","22673364"
"A daily diary investigation on the job-related affective experiences fueled by work addiction.","33399545"
"Irrational beliefs at work and their implications for workaholism.","23307116"
"Is Narcissism Associated with Heavy Work Investment? The Moderating Role of Workload in the Relationship between Narcissism, Workaholism, and Work Engagement.","32630334"
"Work addiction as a behavioural addiction: Towards a valid identification of problematic behaviour.","30754989"
"Study Addiction: A Cross-Cultural Longitudinal Study Examining Temporal Stability and Predictors of Its Changes.","27156381"
"The social construction of workaholism as a representational naturalization.","37408917"
"Review of the application of positive psychology to substance use, addiction, and recovery research.","22985057"
"The Work Addiction Risk Test: development of a tentative measure of workaholism.","10214644"
"Ten myths (or facts?) about workaholism: An appetitive motivation framework.","30541340"
"Same Involvement, Different Reasons: How Personality Factors and Organizations Contribute to Heavy Work Investment.","33218055"
"Studyholism and Study Engagement in Adolescence: The Role of Social Anxiety and Interpretation Bias as Antecedents.","35564654"
"[The relationship between workaholism defined as an addiction and a behavioral tendency and work-family conflict].","22779326"
"Maladaptive Rumination Mediates the Relationship between Self-Esteem, Perfectionism, and Work Addiction: A Largescale Survey Study.","33049921"
"Hidden costs of anticipated workload for individuals and partners: Exploring the role of daily fluctuations in workaholism.","34292018"
"[Internet addiction - between enter and escape].","25377375"
"The framework of clinical occupational medicine to provide new insight for workaholism.","29769459"
"Workaholism and divorce.","10778273"
"Study addiction--a new area of psychological study: conceptualization, assessment, and preliminary empirical findings.","26014668"
"Work Addiction in the Community: A Trend for India.","34321760"
"Ten myths and twenty years: What we know and what we still do not know about work addiction.","30541337"
"Prevalence of Workaholism Among Egyptian Healthcare Workers With Assessment of Its Relation to Quality of Life, Mental Health and Burnout.","33324599"
"Workload, Workaholism, and Job Performance: Uncovering Their Complex Relationship.","32911764"
"Relating Compulsivity and Impulsivity With Severity of Behavioral Addictions: A Dynamic Interpretation of Large-Scale Cross-Sectional Findings.","35782446"
"Working Conditions and Individual Differences Are Weakly Associated with Workaholism: A 2-3-Year Prospective Study of Shift-Working Nurses.","29209265"
"Workaholism and mental health problems among municipal middle managers in Norway.","25285826"
"Psychological health and occupational therapists: Burnout, engagement and work addiction.","30103359"
"Effect of psychosocial safety climate on psychological distress via job resources, work engagement and workaholism: a multilevel longitudinal study.","32912109"
"Having the Cake and Eating It Too: First-Order, Second-Order and Bifactor Representations of Work Engagement.","34366951"
"Workaholism and mental health among Polish academic workers.","22429525"
"[The role of a tool in measuring negative consequences of workaholism].","27623828"
"Workaholism, Intensive Smartphone Use, and the Sleep-Wake Cycle: A Multiple Mediation Analysis.","31547191"
"[Factors Related to Presenteeism in Young and Middle-aged Nurses].","29386426"
"Today's Public Health Issue: Workaholism.","28451569"
"Workaholism and work-life imbalance: does cultural origin influence the relationship?","22043851"
"Sleep Problems and Depression in Iranian Nurses: The Predictive Role of Workaholism.","30622575"
"Gambling disorder and comorbid behavioral addictions: Demographic, clinical, and personality correlates.","31951870"
"Severity of behavioral addiction symptoms among young adults using non-prescribed sedatives/hypnotics.","36941849"
"Association Between Low Back Pain, Workaholism, and Work Engagement in Japanese Hospital Workers: A Quantitative Cross-sectional Study.","35941743"
"Association between workaholism and quality of life in stricto sensu graduate professors in nursing.","33886833"
"Risk of addiction to work and family functioning.","9293197"
"Why do workaholics experience depression? A study with Chinese University teachers.","25836332"
"Organizing the Confusion Surrounding Workaholism: New Structure, Measure, and Validation.","29097989"
"Workaholism in Brazil: measurement and individual differences.","25578002"
"Studyholism and Study Engagement: What about the Role of Perfectionism, Worry, Overstudy Climate, and Type of School in Adolescence?","33494372"
"Presenteeism and Associated Factors Among Nursing Personnel with Low Back Pain: A Cross-Sectional Study.","33239906"
"Suboptimal Addiction Interventions for Patients Hospitalized with Injection Drug Use-Associated Infective Endocarditis.","26597670"
"The prevalence of workaholism: a survey study in a nationally representative sample of Norwegian employees.","25118877"
"Studyholism: A New Obsessive-Compulsive Related Disorder? An Analysis of Its Association With Internalizing and Externalizing Features.","35140647"
"Heavy Study Investment: An Analysis of the Defense Mechanisms Characterizing Studyholism and Study Engagement.","35954769"
"Workaholism and daily energy management at work: associations with self-reported health and emotional exhaustion.","28123137"
"Workaholism: definition, measurement, and preliminary results.","16370875"
"Burnout Assessment Tool (BAT)-Development, Validity, and Reliability.","33352940"
"The roles of latent perfectionism classes in academicians' tendencies toward workaholism, useless superiority effort and narcissism.","33960262"
"[Work addiction].","452731"
"Prognostic psychosocial factors for disabling low back pain in Japanese hospital workers.","28531194"
"The alternative model of personality disorder is inadequate for capturing obsessive-compulsive personality disorder.","35787132"
"An Analysis of the Relationship between the Modified Theory of Planned Behavior and Leisure Rumination of Korean Employees.","33406754"
"Association of work performance and interoceptive awareness of 'body trusting' in an occupational setting: a cross-sectional study.","33980524"
"The Double-Edged Sword of a Calling: The Mediating Role of Harmonious and Obsessive Passions in the Relationship between a Calling, Workaholism, and Work Engagement.","32942734"
"Effect of role overload on missed nursing care in China: The role of work addiction and leader-member exchange.","36564925"
"Are Engaged Workaholics Protected against Job-Related Negative Affect and Anxiety before Sleep? A Study of the Moderating Role of Gender.","30217032"
"Validity and reliability of a Chinese version of the Bergen Work Addiction Scale.","37205064"
"A cluster analysis investigation of workaholism as a syndrome.","16551174"
"Validity of a brief workaholism scale.","20100441"
"The Crossover Effects of Supervisors' Workaholism on Subordinates' Turnover Intention: The Mediating Role of Two Types of Job Demands and Emotional Exhaustion.","33113900"
"Workaholism on Job Burnout: A Comparison Between American and Chinese Employees.","30618967"
"Daily Effect of Recovery on Exhaustion: A Cross-Level Interaction Effect of Workaholism.","30181447"
"Burnout, work engagement and workaholism in a group of Dutch judges: distinctiveness and two-year structural stability.","37346054"
"Saudi Arabian nurses' workaholic tendencies and their predictive role in professional quality of life.","34254308"
"Seeing the forest through different trees: A social psychological perspective of work addiction.","30556783"
"Measuring workaholism: content validity of the Work Addiction Risk Test.","8559897"
"Studyholism Inventory (SI-10): A Short Instrument for Evaluating Study Obsession Within the Heavy Study Investment Framework.","33680206"
"Individual Characteristics Influencing Physicians' Perceptions of Job Demands and Control: The Role of Affectivity, Work Engagement and Workaholism.","27275828"
"The mediating role of psychophysic strain in the relationship between workaholism, job performance, and sickness absence: a longitudinal study.","24202241"
"Effects of ethical climate in association with tenure on work addiction, quality of care and staff retention: a cross-sectional study.","37193593"
"Adjustment between work demands and health needs: Development of the Work-Health Balance Questionnaire.","28318280"
"About the dark and bright sides of self-efficacy: workaholism and work engagement.","22774443"
"The mediation role of work-life balance stress and chronic fatigue in the relationship between workaholism and depression among Chinese male workers in Hong Kong.","32663383"
"Effects of workaholism on volunteer firefighters' performance: a moderated mediation model including supervisor recognition and emotional exhaustion.","31262192"
"A Cross-Sectional Study of the Impact of Pain Severity on Absenteeism and Presenteeism Among Japanese Full-Time Workers.","35852762"
"Workaholism components among employees working full- and part-time.","14563032"
"Workaholism and sleep quality among Japanese employees: a prospective cohort study.","23242836"
"Psychometric properties of the Hebrew version of the Dutch Work Addiction Scale (DUWAS-10).","24839730"
"Appalachian Women's Use of Substance Abuse Treatment: Examining the Behavioral Model for Vulnerable Populations.","30853861"
"Different types of employee well-being across time and their relationships with job crafting.","28191997"
"Fear of Relationship Loss: Attachment Style as a Vulnerability Factor in Job Burnout.","32952715"
"Cross-national and longitudinal investigation of a short measure of workaholism.","25382382"
"Behavioural addictions in adolescents and young adults: results from a prevalence study.","20559694"
"Workaholic and work engaged employees: dead ringers or worlds apart?","21787085"
"Split-half reliability of the Work Addiction Risk Test: development of a measure of workaholism.","7480490"
"Concurrent validity of the Work Addiction Risk Test as a measure of workaholism.","9009786"
"[Chemical and behavioural addiction of medical students. Comparative study in Lebanese students].","23200612"
"Psychopathological issues of technological addiction: new diagnostic criteria for addiction.","19592781"
"Psychometric properties of the Chinese version of the workaholism battery.","20307021"
"Validation of the Japanese Version of the Burnout Assessment Tool.","32849072"
"Association between workaholism and sleep problems among hospital nurses.","20616459"
"Job Crafting as a Mediator between Work Engagement and Wellbeing Outcomes: A Time-Lagged Study.","30999551"
"Perceived Opportunities to Craft Scale: adaptation and evidence of the construct validity of the Brazilian version.","32894369"
"The Good, the Bad and the Blend: The Strategic Role of the ""Middle Leadership"" in Work-Family/Life Dynamics during Remote Working.","34436102"
"Entrepreneurial Orientation Scale: Adaptation to Spanish.","27453429"
"Practicing What We Preach: Investigating the Role of Social Support in Sport Psychologists' Well-Being.","26696923"
"[THE EMPIRICAL DISTINCTIVENESS OF WORK ENGAGEMENT AND WORKAHOLISM AMONG HOSPITAL NURSES IN JAPAN : THE EFFECT ON SLEEP QUALITY AND JOB PERFORMANCE].","26752805"
"From one addiction to another: life after alcohol and drug abuse.","2586856"
"Negative (Workaholic) Emotions and Emotional Exhaustion: Might Job Autonomy Have Played a Strategic Role in Workers with Responsibility during the Covid-19 Crisis Lockdown?","33333903"
"Workaholism, self-esteem, and motives for money.","15154172"
"Working excessively: theoretical and methodological considerations.","22888716"
"Psychological detachment from work during off-job time: predictive role of work and non-work factors in Japanese employees.","24492761"
"Workaholism and Technostress During the COVID-19 Emergency: The Crucial Role of the Leaders on Remote Working.","33424730"
"How and When May Technostress Impact Workers' Psycho-Physical Health and Work-Family Interface? A Study during the COVID-19 Pandemic in Italy.","36674020"
"The self-sacrificial nature of leader identity: Understanding the costs and benefits at work and home.","32309963"
"Organizational Climate and Work Addiction in Shahid Sadoughi University of Medical Sciences, 2014: a Case Study.","26816586"
"Workaholism. Learning self-care to prevent burnout.","1444349"
"Assessing workaholism risk among health care students in Montpellier-Nîmes.","35738925"
"The Dark Side of Study: When Study Negatively Affects Relationships and School Climate. The Study-Relationships Conflict Scale.","33574951"
"[Preventing addictive practices in the workplace thanks to occupational health services].","28648194"
"Self-imposed pressure or organizational norms? Further examination of the construct of workplace telepressure.","29235229"
"Role of behavioral addictions in predicting reactivity in bipolar mood disorder patients.","24971298"
"Employment Stress and Couple Adjustment among Clients With Disorders of Gambling and Alcohol Use: Themes of Transfers in Congruence Couple Therapy.","35340915"
"[Prevalence, sociodemographic, and psychological characteristics of work addiction in the Hungarian adult population: Results of a nationally representative survey].","32643619"
"Heavy Study Investment in Italian College Students. An Analysis of Loscalzo and Giannini's (2017) Studyholism Comprehensive Model.","31379617"
"[The National Survey on Addiction Problems in Hungary 2019 (NSAPH): Methodology and sample description].","33835041"
"The dangers of feeling like a fake.","16171215"
"Validity of a Revised Obsessive-Compulsive Personality Disorder (OCPD) Trait Profile and Its Relationship with Social Interaction Anxiety and Coping.","36469688"
"Workaholism and relationship quality: a spillover-crossover perspective.","19210044"
"Development and Examination of the Five-Factor Obsessive-Compulsive Inventory-Short Form.","27095820"
"Reasons for rheumatology department admission in 125 patients with disk-related sciatica.","10380258"
"Job stress, cigarette smoking and cessation: the conditioning effects of peer support.","4001985"
"Mental health in the post-lockdown pandemic phase: Relief or exacerbation of psychological distress? A cross-sectional study in the general population in Italy.","35276543"
"Workaholism and divorce among Australian psychologists.","14563034"
"Detection of aberrant responding on a personality scale in a military sample: an application of evaluating person fit with two-level logistic regression.","18557693"
"Examining the DSM-5 alternative model of personality disorders operationalization of obsessive-compulsive personality disorder in a mental health sample.","29927297"
"Parents' personality and infants' temperament as contributors to their emerging relationship.","15161398"
"Convergent and discriminant validity of the Marital Disillusionment Scale.","17451027"
"Prevalence of work related upper limb disorders in hairdressers: a cross sectional study on the influence of working conditions and psychological, ergonomic and physical factors.","20037247"
"Validity of the Work Addiction Risk Test.","8177682"
"Burnout among lawyers: effects of workload, latitude and mediation via engagement and over-engagement.","37346056"
"Organizational impact of workaholism: suggestions for researching the negative outcomes of excessive work.","9547036"
"The treatment of workaholism with meditation awareness training: a case study.","24767267"
"Workaholism among a sample of Turkish managers and professionals: an exploratory study.","12353804"
"Test-retest reliability of the Work Addiction Risk Test.","1608730"
"[Remissions in affective disorders: epidemiology, psychopathology, clinical and social prognosis, treatment].","24781220"
"Spence and Robbins' measures of workaholism components: test-retest stability.","11508039"
"Spanish adaptation of the Creative Potential and Practised Creativity scale (CPPC-17) in the workplace and inside the organization.","24444730"
"[Assessment workaholism as a behavioral tendency: the Polish adaptation of the Mudrack and Naughton questionnaire].","21698872"
"Psychometric properties of Spence and Robbins' measures of workaholism components.","12585519"
"[Chronic fatigue syndrome--a disease entity or an unspecified psychosomatic disorder?].","9487622"
"The dynamics of work addiction.","7298306"
"Personality traits and pathology in older and younger incarcerated women.","11920697"
"[The methodology and sample description of the National Survey on Addiction Problems in Hungary 2015 (NSAPH 2015)].","28918416"
"Relations of the Arabic Type A behavior scale with measures of optimism and pessimism.","12585510"
"Personality characteristics of successful Navy submarine personnel.","8935516"
"Specific strategies: interventions for identified problem behaviors.","2081113"
"'Workaholism' often sign of success.","10274519"
