"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"Internet-based interventions for behavioral addictions: A systematic review.",36495471,2022,"Sep","10.1556/2006.2022.00054 [doi]","BACKGROUND AND AIMS: Behavioral addictions are a public health problem that ","Boumparis, Nikolaos; Haug, Severin; Abend, Stefanie; Billieux, Joel; Riper, Heleen; Schaub, Michael P","1Swiss Research Institute for Public Health and Addiction at the University of ; 1Swiss Research Institute for Public Health and Addiction at the University of ; 1Swiss Research Institute for Public Health and Addiction at the University of ; 2Institute of Psychology, University of Lausanne, Lausanne, Switzerland.; 3Centre for Excessive Gambling, Addiction Medicine, Lausanne University Hospital ; 4Department of Clinical, Neuro and Developmental Psychology, Amsterdam Public ; 1Swiss Research Institute for Public Health and Addiction at the University of ","eng","Journal Article; Review; Systematic Review","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"mHealth Technologies for Managing Problematic Pornography Use: Content Analysis.",36227634,2022,"Oct","10.2196/39869 [doi]; e39869","BACKGROUND: Several mobile apps are currently available that purportedly help ","Henry, Nathan; Donkin, Liesje; Williams, Matt; Pedersen, Mangor","Auckland University of Technology, Auckland, New Zealand.; Auckland University of Technology, Auckland, New Zealand.; Massey University, Auckland, New Zealand.; Auckland University of Technology, Auckland, New Zealand.","eng","Journal Article","JMIR Form Res","Conflicts of Interest: None declared.","JMIR formative research","pornography"
"What does ""Sexual"" mean in compulsive sexual behavior disorder? •",35895459,2022,"Jul","10.1556/2006.2022.00026 [doi]","This paper comments three recent publications in the Journal of Behavioral ","Briken, Peer; Turner, Daniel","1 Institute for Sex Research, Sexual Medicine and Forensic Psychiatry, University ; 2 Department of Psychiatry and Psychotherapy, University Medical Center Mainz, ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"Disorders due to addictive behaviors: Further issues, debates, and controversies •",35895451,2022,"Jul","10.1556/2006.2022.00025 [doi]","Two recent papers in the Journal of Behavioral Addictions by Brand et al. (2022), ","Griffiths, Mark D","International Gaming Research Unit, Psychology Department, School of Social ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"Online Sex Addiction: A Qualitative Analysis of Symptoms in Treatment-Seeking Men.",35873234,2022,NA,"10.3389/fpsyt.2022.907549 [doi]; 907549","BACKGROUND: Problematic sexual internet use has been attracting increasing ","Blinka, Lukas; Sevcikova, Anna; Dreier, Michael; Skarupova, Katerina; Wolfling, Klaus","Institute for Research on Children, Youth, and Family, Faculty of Social Studies, ; Institute for Research on Children, Youth, and Family, Faculty of Social Studies, ; Outpatient Clinic for Behavioral Addictions, Department of Psychosomatic Medicine ; Institute for Research on Children, Youth, and Family, Faculty of Social Studies, ; Outpatient Clinic for Behavioral Addictions, Department of Psychosomatic Medicine ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","pornography"
"The experience of gratification and compensation in addictive behaviors: How can these experiences be measured systematically within and across disorders due to addictive behaviors?",35843138,2022,"Jul","S0010-440X(22)00042-6 [pii]; 10.1016/j.comppsych.2022.152336 [doi]","BACKGROUND: Beyond gaming disorder and gambling disorder, pornography-use ","Wegmann, Elisa; Antons, Stephanie; Brand, Matthias","Department of General Psychology, Cognition and Center for Behavioral Addiction ; Department of General Psychology, Cognition and Center for Behavioral Addiction ; Department of General Psychology, Cognition and Center for Behavioral Addiction ","eng","Journal Article","Compr Psychiatry",NA,"Comprehensive psychiatry","pornography"
"Assessment of Criteria for Specific Internet-use Disorders (ACSID-11): Introduction of a new screening instrument capturing ICD-11 criteria for gaming disorder and other potential Internet-use disorders.",35394924,2022,"Apr","10.1556/2006.2022.00013 [doi]","BACKGROUND AND AIMS: With the inclusion of gaming disorder in the ICD-11, ","Muller, Silke M; Wegmann, Elisa; Oelker, Andreas; Stark, Rudolf; Muller, Astrid; Montag, Christian; Wolfling, Klaus; Rumpf, Hans-Jurgen; Brand, Matthias","1 General Psychology: Cognition and Center for Behavioral Addiction Research ; 2 Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.; 1 General Psychology: Cognition and Center for Behavioral Addiction Research ; 1 General Psychology: Cognition and Center for Behavioral Addiction Research ; 3 Department of Psychotherapy and Systems Neuroscience, Justus Liebig University ; 4 Bender Institute of Neuroimaging, Justus Liebig University of Giessen, Giessen, ; 5 Center of Mind, Brain and Behavior, Universities of Marburg and Giessen, ; 6 Department of Psychosomatic Medicine and Psychotherapy, Hannover Medical ; 7 Department of Molecular Psychology, Institute of Psychology and Education, Ulm ; 8 Outpatient Clinic for Behavioral Addiction, Department of Psychosomatic ; 9 Department of Psychiatry and Psychotherapy, Research Group S:TEP (Substance Use ; 1 General Psychology: Cognition and Center for Behavioral Addiction Research ; 2 Erwin L. Hahn Institute for Magnetic Resonance Imaging, Essen, Germany.","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"Psychometric Properties of the Youth Pornography Addiction Screening Tool.",35178193,2021,"Oct","10.22122/ahj.v13i4.299 [doi]","BACKGROUND: Addiction to pornography in the virtual world can seriously affect ","Zivari-Rahman, Mahmoud; Ghanbari, Siroos; Shokouhi-Moghadam, Solmaz","Psychometric and Educational Research, University of Tehran, Tehran, Iran.; Department of Educational Sciences, Bu-Ali Sina University, Hamadan, Iran.; Neuroscience Research Center, Institute of Neuropharmacology, Kerman University ","eng","Journal Article","Addict Health",NA,"Addiction & health","pornography"
"Pornography addiction and its impacts on intimate female partner wellbeing-a systematic narrative synthesis.",35000564,2022,"Oct-Dec","10.1080/10550887.2021.2021058 [doi]","Recent years have seen a surge of articles related to compulsive pornography ","Aghamiri, Fakri Seyed; Luetz, Johannes M; Hills, Karenne","School of Social Sciences, Alphacrucis College (AC), Sydney, Australia.; School of Social Sciences, University of New South Wales, Sydney, Australia.; School of Law and Society, University of the Sunshine Coast, Sippy Downs, ; Australian Institute of Professional Counsellors, Brisbane, Australia.","eng","Journal Article; Review","J Addict Dis",NA,"Journal of addictive diseases","pornography"
"Examining the Problematic Pornography Use Model: A Quantitative Exploration of Dysregulated Pornography Use.",34872843,2022,"Jan","10.1016/j.jsxm.2021.11.001 [doi]","BACKGROUND: Questions concerning problematic pornography consumption have been ","Hatch, H Dorian; Hatch, S Gabe; Henderson, Elana; Deichman, Conner; Johnson, Dara; Esplin, Charlotte; Halstead, Aeriel; Braithwaite, Scott","The Ohio State University, Psychology Department, OH, USA. Electronic address: ; University of Miami, Psychology Department, FL, USA.; Brigham Young University, Psychology Department, Provo, UT, USA.; Brigham Young University, Psychology Department, Provo, UT, USA.; Brigham Young University, Psychology Department, Provo, UT, USA.; Brigham Young University, Psychology Department, Provo, UT, USA.; Brigham Young University, Psychology Department, Provo, UT, USA.; Brigham Young University, Psychology Department, Provo, UT, USA.","eng","Journal Article","J Sex Med",NA,"The journal of sexual medicine","pornography"
"""Pornography Addiction"": Elements for Discussion of a Case Report.",34786657,2022,"Feb","10.1007/s10508-021-02133-2 [doi]","Can Internet pornography use (IPU) lead to addiction? ""Pornography addiction"" is ","Smaniotto, Barbara; Le Bigot, Jeanne; Camps, Francois-David","Research Center in Psychopathology and Clinical Psychology - CRPPC, Institute of ; Mental Health Association of the 13 District in Paris [Association de Sante ; Research Center in Psychopathology and Clinical Psychology - CRPPC, Institute of ","eng","Case Reports; Journal Article; Review","Arch Sex Behav",NA,"Archives of sexual behavior","pornography"
"Hands-off: Feasibility and preliminary results of a two-armed randomized controlled trial of a web-based self-help tool to reduce problematic pornography use.",34727088,2021,"Oct","10.1556/2006.2021.00070 [doi]","BACKGROUND AND AIMS: Despite problematic pornography use (PPU) being prevalent, ","Bothe, Beata; Baumgartner, Christian; Schaub, Michael P; Demetrovics, Zsolt; Orosz, Gabor","1 Departement de Psychologie, Universite de Montreal, Montreal, Canada.; 2 Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 3 Swiss Research Institute for Public Health and Addiction ISGF, Associated to ; 3 Swiss Research Institute for Public Health and Addiction ISGF, Associated to ; 4 Centre of Excellence in Responsible Gaming, University of Gibraltar, Gibraltar, ; 2 Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; 5 Universite d'Artois, Universite de Lille, Universite Littoral Cote d'Opale, ULR ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","pornography"
"Electroencephalogram (EEG) dataset with porn addiction and healthy teenagers under rest and executive function task.",34703858,2021,"Dec","10.1016/j.dib.2021.107467 [doi]; 107467","The electroencephalogram (EEG) signal data were obtained from Yayasan Kita dan ","Kang, Xiaoxi; Agastya, I Made Artha; Handayani, Dini Oktarina Dwi; Kit, Mun Hou; Rahman, Abdul Wahab Bin Abdul","School of Computer Science and Engineering, Faculty of Innovation and Technology, ; School of Computer Science and Engineering, Faculty of Innovation and Technology, ; Department of Informatics, Universitas Amikom Yogyakarta, Jl. Ringroad Utara, ; School of Computer Science and Engineering, Faculty of Innovation and Technology, ; Department of Mechatronic and Biomedical Engineering, Faculty of Engineering and ; Department of Computer Science, Faculty of Information Communication and ","eng","Journal Article","Data Brief","The authors declare that they have no known competing financial interests or ","Data in brief","pornography"
"Associations Between Online Pornography Consumption and Sexual Dysfunction in Young Men: Multivariate Analysis Based on an International Web-Based Survey.",34534092,2021,"Oct","10.2196/32542 [doi]; e32542","BACKGROUND: Expanding access to the internet has resulted in more and earlier ","Jacobs, Tim; Geysemans, Bjorn; Van Hal, Guido; Glazemakers, Inge; Fog-Poulsen, Kristian; Vermandel, Alexandra; De Wachter, Stefan; De Win, Gunter","Faculty of Medicine and Health Sciences, University of Antwerp, Antwerp, Belgium.; Department of Social Epidemiology and Health Policy, University of Antwerp, ; Department of Social Epidemiology and Health Policy, University of Antwerp, ; Faculty of Medicine and Health Sciences, University of Antwerp, Antwerp, Belgium.; Department of Urology, Hospital of Holstebro, Holstebro, Denmark.; Faculty of Medicine and Health Sciences, University of Antwerp, Antwerp, Belgium.; Department of Urology, University Hospital Antwerp, Edegem, Belgium.; Faculty of Medicine and Health Sciences, University of Antwerp, Antwerp, Belgium.; Department of Urology, University Hospital Antwerp, Edegem, Belgium.; Faculty of Medicine and Health Sciences, University of Antwerp, Antwerp, Belgium.; Department of Urology, University Hospital Antwerp, Edegem, Belgium.","eng","Journal Article","JMIR Public Health Surveill","Conflicts of Interest: None declared.","JMIR public health and surveillance","pornography"
"Pornography Addiction: An Exploration of the Association Between Use, Perceived Addiction, Erectile Dysfunction, Premature (Early) Ejaculation, and Sexual Satisfaction in Males Aged 18-44 Years.",37057430,2021,"Sep","10.1016/j.jsxm.2021.06.014 [doi]","INTRODUCTION: The way men consume pornography changed over the last decade, with ","Whelan, Georgina; Brown, Jac","Macquarie University, Department of Psychology, North Ryde, Australia.","eng","Journal Article","J Sex Med","Conflict of Interest: The authors report no conflicts of interest.","The journal of sexual medicine","pornography"
"The Impact of Negative Mood on Event-Related Potentials When Viewing Pornographic Pictures.",34290650,2021,NA,"10.3389/fpsyg.2021.673023 [doi]; 673023","Background: Negative affective states may increase the risk for problematic ","Markert, Charlotte; Baranowski, Andreas M; Koch, Simon; Stark, Rudolf; Strahler, Jana","Department of Psychotherapy and Systems Neuroscience, Psychology and Sport ; Bender Institute of Neuroimaging, University of Giessen, Giessen, Germany.; Center for Mind, Brain and Behavior, Universities of Marburg and Giessen, ; Department of Psychotherapy and Systems Neuroscience, Psychology and Sport ; Bender Institute of Neuroimaging, University of Giessen, Giessen, Germany.; Center for Mind, Brain and Behavior, Universities of Marburg and Giessen, ; Department of Psychotherapy and Systems Neuroscience, Psychology and Sport ; Bender Institute of Neuroimaging, University of Giessen, Giessen, Germany.; Department of Psychotherapy and Systems Neuroscience, Psychology and Sport ; Bender Institute of Neuroimaging, University of Giessen, Giessen, Germany.; Center for Mind, Brain and Behavior, Universities of Marburg and Giessen, ; Department of Psychotherapy and Systems Neuroscience, Psychology and Sport ; Bender Institute of Neuroimaging, University of Giessen, Giessen, Germany.; Center for Mind, Brain and Behavior, Universities of Marburg and Giessen, ","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology","pornography"
"Contribution of pornographic exposure and addiction to risky sexual behavior in adolescents.",34060736,2021,"May","10.4081/jphr.2021.2333 [doi]; jphr.2021.2333","BACKGROUND: The progress of information and technology contributes to the ","Yunengsih, Wiwi; Setiawan, Agus","Faculty of Nursing, Universitas Indonesia, Depok, West Java. a-setiawan@ui.ac.id.; Department of Community Nursing, Faculty of Nursing, Universitas Indonesia, ","eng","Journal Article","J Public Health Res","The authors declare that they have no conflict of interest.","Journal of public health research","pornography"
"Markers of Prenatal Androgen Exposure Correlate With Online Sexual Compulsivity and Erectile Function in Young Men.",33889090,2021,NA,"10.3389/fpsyt.2021.517411 [doi]; 517411","Pornography addiction and sexual dysfunction are increasingly prevalent in young ","Buchholz, Verena N; Muhle, Christiane; Kornhuber, Johannes; Lenz, Bernd","Department of Psychiatry and Psychotherapy, Friedrich-Alexander University ; Department of Psychiatry and Psychotherapy, Friedrich-Alexander University ; Department of Psychiatry and Psychotherapy, Friedrich-Alexander University ; Department of Psychiatry and Psychotherapy, Friedrich-Alexander University ; Department of Addictive Behavior and Addiction Medicine, Central Institute of ","eng","Journal Article","Front Psychiatry","The authors declare that the research was conducted in the absence of any ","Frontiers in psychiatry","pornography"
"The association between type of trauma, level of exposure and addiction.",33735776,2021,"Jul","S0306-4603(21)00074-5 [pii]; 10.1016/j.addbeh.2021.106889 [doi]","Exposure to trauma is considered a risk factor for the development of addictive ","Levin, Yafit; Lev Bar-Or, Ruth; Forer, Reni; Vaserman, Magali; Kor, Ariel; Lev-Ran, Shaul","Department of Psychology Psychopathology and Clinical Intervention, University of ; Israel Center on Addiction (ICA), Netanya, Israel; Hadassah School of Public ; Israel Center on Addiction (ICA), Netanya, Israel.; Israel Center on Addiction (ICA), Netanya, Israel.; Israel Center on Addiction (ICA), Netanya, Israel; Interdisciplinary Center ; Israel Center on Addiction (ICA), Netanya, Israel; Lev-Hasharon Medical Center, ","eng","Journal Article","Addict Behav",NA,"Addictive behaviors","pornography"
"The Relationship Between Sexual Compulsivity, Emotional and Spiritual Distress of Religious and Non-religious Internet Pornography Users.",33586057,2021,"Jun","10.1007/s10943-020-01152-y [doi]","This study sought to examine the relationship between the sexual compulsivity, ","Hotchkiss, Jason T","Cornerstone University, 1001 E Beltline Ave NE, Grand Rapids, MI, 49525, USA. ","eng","Journal Article","J Relig Health","This study received no funding outside of the author's personal expense. The ","Journal of religion and health","pornography"
"Roles of Religiosity, Obsessive-Compulsive Symptoms, Scrupulosity, and Shame in Self-Perceived Pornography Addiction: A Preregistered Study.",33403534,2021,"Feb","10.1007/s10508-020-01878-6 [doi]","This study examined the roles of religiosity, shame, obsessive-compulsive ","De Jong, David C; Cook, Casey","Department of Psychology, Western Carolina University, 91 Killian Building Lane, ; Department of Psychology, Western Carolina University, 91 Killian Building Lane, ","eng","Journal Article","Arch Sex Behav",NA,"Archives of sexual behavior","pornography"
"Commentary on Lewczuk et al : Moral incongruence, disapproval and behavioral 'addiction'.",33314391,2021,"Apr","10.1111/add.15326 [doi]",NA,"Grubbs, Joshua B","Bowling Green State University, Department of Psychology, Bowling Green, OH, USA.","eng","Comment; Journal Article","Addiction",NA,"Addiction (Abingdon, England)","pornography"
"Variability of Pornographic Content Consumed and Longest Session of Pornography Use Associated With Treatment Seeking and Problematic Sexual Behavior Symptoms.",33302242,2021,"Feb","S2050-1161(20)30131-8 [pii]; 10.1016/j.esxm.2020.10.004 [doi]; 100276","INTRODUCTION: Most of the previous studies on problematic pornography use and ","Lewczuk, Karol; Lesniak, Joanna; Lew-Starowicz, Michal; Gola, Mateusz","Institute of Psychology, Cardinal Stefan Wyszynski University, Warsaw, Poland. ; Institute of Psychology, Cardinal Stefan Wyszynski University, Warsaw, Poland.; Department of Psychiatry, Centre of Postgraduate Medical Education, Warsaw, ; Swartz Center for Computational Neuroscience, Institute for Neural Computations, ","eng","Journal Article","Sex Med",NA,"Sexual medicine","pornography"
"Sexual addiction 25 years on: A systematic and methodological review of empirical literature and an agenda for future research.",33038740,2020,"Dec","S0272-7358(20)30113-6 [pii]; 10.1016/j.cpr.2020.101925 [doi]","In 1998, Gold and Heffner authored a landmark review in Clinical Psychology ","Grubbs, Joshua B; Hoagland, K Camille; Lee, Brinna N; Grant, Jennifer T; Davison, Paul; Reid, Rory C; Kraus, Shane W","Department of Psychology, Bowling Green State University, Bowling Green, OH, USA. ; Department of Psychology, Bowling Green State University, Bowling Green, OH, USA.; Department of Psychology, Bowling Green State University, Bowling Green, OH, USA.; Department of Psychology, Bowling Green State University, Bowling Green, OH, USA.; Department of Psychology, Bowling Green State University, Bowling Green, OH, USA.; Department of Psychiatry and Biobehavioral Sciences, University of California Los ; Department of Psychology, University of Nevada, Las Vegas, Las Vegas, NV, USA.","eng","Journal Article; Review; Systematic Review","Clin Psychol Rev",NA,"Clinical psychology review","pornography"
"Use of pornography in India: Need to explore its implications.",32985442,2019,"Sep-Oct","10.4103/0970-258X.295968 [doi]","BACKGROUND: Internet use has increased access to online sexually explicit ","Sharma, Manoj Kumar; Rao, Girish N; Benegal, Vivek; Thennarasu, K; Oommen, Divya","Department of Clinical Psychology, National Institute of Mental Health and ; Department of Epidemiology, National Institute of Mental Health and ; Department of Psychiatry, National Institute of Mental Health and Neurosciences, ; Department of Biostatistics, National Institute of Mental Health and ; Department of Clinical Psychology, National Institute of Mental Health and ","eng","Journal Article","Natl Med J India","None","The National medical journal of India","pornography"
"Frequency of use, moral incongruence and religiosity and their relationships with self-perceived addiction to pornography, internet use, social networking and online gaming.",32955140,2021,"Apr","10.1111/add.15272 [doi]","BACKGROUND AND AIMS: Moral incongruence involves disapproval of a behavior in ","Lewczuk, Karol; Nowakowska, Iwona; Lewandowska, Karolina; Potenza, Marc N; Gola, Mateusz","Institute of Psychology, Cardinal Stefan Wyszynski University, Warsaw, Poland.; Institute of Psychology, The Maria Grzegorzewska University, Warsaw, Poland.; Institute of Psychology, Cardinal Stefan Wyszynski University, Warsaw, Poland.; Department of Psychiatry and Child Study Center, School of Medicine, Yale ; Department of Neuroscience, Yale University, New Haven, Connecticut, USA.; Connecticut Council on Problem Gambling, Wethersfield, Connecticut, USA.; Connecticut Mental Health Center, New Haven, Connecticut, USA.; Swartz Center for Computational Neuroscience, Institute for Neural Computations, ; Institute of Psychology, Polish Academy of Sciences, Warsaw, Poland.","eng","Journal Article; Research Support, Non-U.S. Gov't","Addiction",NA,"Addiction (Abingdon, England)","pornography"
