"PMID","Year","Month","Title","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title"
"37521981",2023,NA,"The reciprocal relationships between meaning in life and smartphone addiction ","10.3389/fpubh.2023.1202741 [doi]; 1202741","BACKGROUND: Previous cross-sectional studies have shown that meaning in life ","Zhao, Hao; Song, Tianjiao; Rafik-Galea, Shameem; Dong, Jihe; Fitriana, Mimi; Ji, Yanhong; Zhang, Jianling","School of Education, Shandong Women's University, Jinan, China.; Faculty of Education, Languages, Psychology and Music, SEGI University, Kuala ; School of Education, Shandong Women's University, Jinan, China.; Faculty of Education, Languages, Psychology and Music, SEGI University, Kuala ; Faculty of Education, Languages, Psychology and Music, SEGI University, Kuala ; School of Education, Shandong Women's University, Jinan, China.; Faculty of Arts and Science, International University of Malaya-Wales, Kuala ; School of Education, Shandong Women's University, Jinan, China.; School of Education, Shandong Women's University, Jinan, China.","eng","Journal Article","Front Public Health","The authors declare that the research was conducted in the absence of any ","Frontiers in public health"
"37510507",2023,"Jul","Systematic Review and Meta-Analysis of the Correlation Coefficients between ","10.3390/healthcare11142066 [doi]; 2066","Nomophobia is an emerging phenomenon in the 21st century. Consequently, it ","Daraj, Lateefa Rashed; AlGhareeb, Muneera; Almutawa, Yaser Mansoor; Trabelsi, Khaled; Jahrami, Haitham","Department of Psychiatry, College of Medicine and Medical Sciences, Arabian Gulf ; Department of Psychiatry, College of Medicine and Medical Sciences, Arabian Gulf ; Department of Psychiatry, College of Medicine and Medical Sciences, Arabian Gulf ; High Institute of Sport and Physical Education of Sfax, University of Sfax, Sfax ; Research Laboratory: Education, Motricity, Sport and Health, EM2S, LR19JS01, ; Department of Psychiatry, College of Medicine and Medical Sciences, Arabian Gulf ; Government Hospitals, Manama 329, Bahrain.","eng","Journal Article; Review","Healthcare (Basel)","The authors declare no conflict of interest.","Healthcare (Basel, Switzerland)"
"37503987",2023,"Jun","How Does Trait Mindfulness Weaken the Effects of Risk Factors for Adolescent ","10.3390/bs13070540 [doi]; 540","As a psychological resource of individuals, trait mindfulness is valuable in ","Li, Dengfeng; Xu, Yang; Cao, Shangqing","School of Journalism and Communication, South China University of Technology, ; School of Journalism and Communication, South China University of Technology, ; School of International Education, South China University of Technology, ","eng","Journal Article","Behav Sci (Basel)","The authors declare no conflict of interest.","Behavioral sciences (Basel, Switzerland)"
"37501113",2023,"Jul","Association between impulsivity and cognitive capacity decrease is mediated by ","10.1186/s12909-023-04522-8 [doi]; 537","BACKGROUND: Medical students are at high risk for sleep disturbance. One possible ","Hamvai, Csaba; Kiss, Hedvig; Voros, Henrietta; Fitzpatrick, Kevin M; Vargha, Andras; Piko, Bettina F","Department of Behavioral Sciences, University of Szeged, Mars ter 20, 6722, ; Department of Behavioral Sciences, University of Szeged, Mars ter 20, 6722, ; Department of Behavioral Sciences, University of Szeged, Mars ter 20, 6722, ; Department of Sociology & Criminology, University of Arkansas, Fayetteville, AR, ; Institute of Psychology, Karoli Gaspar Reformed Church University, Budapest, ; Institute of Psychology, Eotvos Loranad University, Budapest, Hungary.; Department of Behavioral Sciences, University of Szeged, Mars ter 20, 6722, ","eng","Journal Article","BMC Med Educ","The authors declare no competing interests.","BMC medical education"
"37496010",2023,"Jul","Nomophobia among university students in five Arab countries in the Middle East: ","10.1186/s12888-023-05049-4 [doi]; 541","BACKGROUND: Excessive use of mobile phones leading to development of symptoms ","Naser, Abdallah Y; Alwafi, Hassan; Itani, Rania; Alzayani, Salman; Qadus, Sami; Al-Rousan, Rabaa; Abdelwahab, Ghada Mohammad; Dahmash, Eman; AlQatawneh, Ahmad; Khojah, Hani M J; Kautsar, Angga Prawira; Alabbasi, Renan; Alsahaf, Nouf; Qutub, Razan; Alrawashdeh, Hamzeh Mohammad; Abukhalaf, Amer Hamad Issa; Bahlol, Mohamed","Department of Applied Pharmaceutical Sciences and Clinical Pharmacy, Faculty of ; Faculty of Medicine, Umm Al Qura University, Mecca, Saudi Arabia.; Pharmacy Practice Department, Faculty of Pharmacy, Beirut Arab University, Riad ; Department of Family and Community Medicine, Arabian Gulf University, Manama, ; Department of Applied Pharmaceutical Sciences and Clinical Pharmacy, Faculty of ; Department of Applied Pharmaceutical Sciences and Clinical Pharmacy, Faculty of ; Department of Applied Pharmaceutical Sciences and Clinical Pharmacy, Faculty of ; Department of Chemical and Pharmaceutical Sciences, School of Life Sciences, ; ACDIMA Center for Bioequivalence and Pharmaceutical Studies, Department of ; Department of Clinical and Hospital Pharmacy, College of Pharmacy, Taibah ; Unit of Global Health, Department of Health Sciences, University of ; Department of Pharmaceutics and Pharmaceutical Technology, Faculty of Pharmacy, ; Center of Excellence in Higher Education for Pharmaceutical Care Innovation, ; Faculty of Medicine, Umm Al Qura University, Mecca, Saudi Arabia.; Faculty of Medicine, Umm Al Qura University, Mecca, Saudi Arabia.; Faculty of Medicine, Umm Al Qura University, Mecca, Saudi Arabia.; Department of Ophthalmology, Sharif Eye Centers, Irbid, Jordan.; Florida Institute for Built Environment Resilience, M.E. Rinker, Sr. School of ; Specialty of Pharmaceutical Management and Economics, Department of Pharmacy ","eng","Journal Article; Research Support, Non-U.S. Gov't","BMC Psychiatry","The authors declare no competing interests.","BMC psychiatry"
"37485102",2023,"Jun","The Impact of Smartphone Addiction on Sleep Quality Among High School Students in ","10.7759/cureus.40759 [doi]; e40759","Background Smartphones are Internet-accessible devices that everyone can use in ","Alahdal, Weam M; Alsaedi, Amani A; Garrni, Aliyah S; Alharbi, Fawaz S","Preventive Medicine, Ministry of Health, Makkah, SAU.; Epidemiology and Biostatistics, Ministry of Health, Makkah, SAU.; Dental Hygiene, Ministry of Health, Makkah, SAU.; Nursing, Ministry of Health, Makkah, SAU.","eng","Journal Article","Cureus","The authors have declared that no competing interests exist.","Cureus"
"37483945",2023,NA,"Understanding older adults' smartphone addiction in the digital age: empirical ","10.3389/fpubh.2023.1136494 [doi]; 1136494","BACKGROUND: Despite the fact that an increasing number of older adults are ","Xu, Yujing; Zeng, Kai; Dong, Lucong; Zheng, Xiaofen; Si, Yuxiu","School of Management, Zhejiang University of Technology, Hangzhou, China.; School of Management, Zhejiang University of Technology, Hangzhou, China.; School of Management, Zhejiang University of Technology, Hangzhou, China.; School of Management, Zhejiang University of Technology, Hangzhou, China.; School of Economics, Zhejiang University of Technology, Hangzhou, China.","eng","Journal Article; Research Support, Non-U.S. Gov't","Front Public Health","The authors declare that the research was conducted in the absence of any ","Frontiers in public health"
"37481541",2023,"Jul","COVID-19 victimization experience and university students' smartphone addiction: ","10.1186/s12889-023-16355-7 [doi]; 1410","OBJECTIVES: During the post-COVID-19 era, everyone has the risk of contracting ","Chen, Hongxia; Zhang, Hong-Xin","School of Marxism, Zhoukou Normal University, 466001 Wenchang Road, Zhoukou City, ; Institute for Public Health, Zhoukou Normal University, 466001 Wenchang Road, ; School of Marxism, Zhoukou Normal University, 466001 Wenchang Road, Zhoukou City, ; Institute for Public Health, Zhoukou Normal University, 466001 Wenchang Road, ","eng","Journal Article","BMC Public Health","The authors declare no competing interests.","BMC public health"
"37477989",2023,"Jul","The circular argument relationship between mindfulness and mobile phone ","10.1080/00221309.2023.2224548 [doi]","The link between civilization and technology has long been a hotspot of research ","Xiang, Yanhui; Zhang, Yuchun; Li, Xiaojun","Teacher Education College, Hunan City University, Yiyang, China.; Department of Psychology, Hunan Normal University, Changsha, China.; Department of Psychology, Hunan Normal University, Changsha, China.; Tao Xingzhi Research Institute, Nanjing Xiaozhuang University, Nanjing, China.","eng","Journal Article","J Gen Psychol",NA,"The Journal of general psychology"
"37477633",2023,"Jul","Associations of Death Anxiety, Inclusion of Smartphone in the Self, and ","10.1177/00302228231189634 [doi]","This study is the first to apply terror management theory to understanding ","Feng, Chun; Wu, Anise M S; Yu, Ke; Zhao, Wen; Xu, Ji-Kang","Department of Applied Psychology, Faculty of Law, Southwest University of Science ; Department of Psychology, Faculty of Social Sciences, University of Macau, Macao, ; Centre for Cognitive and Brain Sciences, University of Macau, Macao, China. ; Department of Applied Psychology, Faculty of Law, Southwest University of Science ; Department of Applied Psychology, Faculty of Law, Southwest University of Science ; Student Affairs Office, School of Manufacturing Science and Engineering, ","eng","Journal Article","Omega (Westport)",NA,"Omega"
"37448655",2023,NA,"The relationship between self-cohesion and smartphone addiction: the mediating ","10.3389/fpubh.2023.1166864 [doi]; 1166864","BACKGROUND: The increasing use of smartphones with attractive applications has ","El Keshky, Mogeda El Sayed; Aseem, Huda; Alzain, Amira","Department of Psychology, Faculty of Arts and Humanities, King Abdulaziz ; Department of Psychology, Faculty of Arts and Humanities, King Abdulaziz ; Department of Psychology, Faculty of Arts and Humanities, King Abdulaziz ","eng","Journal Article","Front Public Health","The authors declare that the research was conducted in the absence of any ","Frontiers in public health"
"37435881",2023,"Jul","The relationship between loneliness and problematic smartphone use among ","10.1002/jad.12218 [doi]","INTRODUCTION: Given the observed increased feelings of loneliness and problematic ","Du, Xiaoli; Xiang, Guangcan; Xiao, Mingyue; Liu, Xinyuan; Sun, Jiayi; Ding, Cody; Chen, Hong","Key Laboratory of Cognition and Personality, Ministry of Education, Faculty of ; Tian Jiabing College of Education, China Three Gorges University, Yichang, China.; Key Laboratory of Cognition and Personality, Ministry of Education, Faculty of ; Key Laboratory of Cognition and Personality, Ministry of Education, Faculty of ; School of Psychology, Nanjing Normal University, Nanjing, China.; Department of Educational Psychology, Research and Evaluation, University of ; Key Laboratory of Cognition and Personality, Ministry of Education, Faculty of ","eng","Journal Article","J Adolesc",NA,"Journal of adolescence"
"37430241",2023,"Jul","Network structure of mobile phone addiction and anxiety symptoms among rural ","10.1186/s12888-023-04971-x [doi]; 491","BACKGROUND: The incidence of mobile phone addiction among adolescents in rural ","Wang, Jingjing; Luo, Yunjiao; Yan, Na; Wang, Yuhao; Shiferaw, Blen Dereje; Tang, Jie; Pei, Yifei; Chen, Qian; Zhu, Yiyang; Wang, Wei","School of Public Health, Xuzhou Medical University, 209 Tong Shan Road, 221004, ; School of Public Health, Xuzhou Medical University, 209 Tong Shan Road, 221004, ; School of Public Health, Xuzhou Medical University, 209 Tong Shan Road, 221004, ; School of Public Health, Xuzhou Medical University, 209 Tong Shan Road, 221004, ; School of Public Health, Xuzhou Medical University, 209 Tong Shan Road, 221004, ; School of Public Health, Xuzhou Medical University, 209 Tong Shan Road, 221004, ; School of Public Health, Xuzhou Medical University, 209 Tong Shan Road, 221004, ; School of Public Health, Xuzhou Medical University, 209 Tong Shan Road, 221004, ; School of Public Health, Xuzhou Medical University, 209 Tong Shan Road, 221004, ; School of Public Health, Xuzhou Medical University, 209 Tong Shan Road, 221004, ; Key Laboratory of Human Genetics and Environmental Medicine, Xuzhou Medical ; Engineering Research Innovation Center of Biological Data Mining and Healthcare ","eng","Journal Article; Research Support, Non-U.S. Gov't","BMC Psychiatry","The authors declare no conflict of interest.","BMC psychiatry"
"37426385",2023,NA,"Life Events, Boredom Proneness and Mobile Phone Addiction Tendency: A ","10.2147/PRBM.S416183 [doi]","PURPOSE: Mobile phone addiction has motivated a widespread concern in recent ","Yang, Yuntong; Luo, Yanhong; Chen, Ming; Zhai, Jie","Department of Applied Psychology, Hunan University of Chinese Medicine, Changsha, ; Department of Applied Psychology, Hunan University of Chinese Medicine, Changsha, ; Department of Applied Psychology, Hunan University of Chinese Medicine, Changsha, ; Department of Applied Psychology, Hunan University of Chinese Medicine, Changsha, ","eng","Journal Article","Psychol Res Behav Manag","The authors report no conflicts of interest in this work.","Psychology research and behavior management"
"37422953",2023,"Jul","Smartphone use affects gait performance, spinal kinematics and causes spinal ","S2468-7812(23)00104-2 [pii]; 10.1016/j.msksp.2023.102819 [doi]","BACKGROUND: Smartphone use may lead to alterations in spinal kinematics and ","Metin, Gulnihal; Topuz, Semra; Yagci, Gozde","Hacettepe University, Faculty of Physical Therapy and Rehabilitation, Ankara, ; Hacettepe University, Faculty of Physical Therapy and Rehabilitation, Ankara, ; Hacettepe University, Faculty of Physical Therapy and Rehabilitation, Ankara, ","eng","Journal Article","Musculoskelet Sci Pract","Declaration of competing interest The authors declare that they have no known ","Musculoskeletal science & practice"
"37397308",2023,NA,"Family cohesion and adaptability reduces mobile phone addiction: the mediating ","10.3389/fpsyg.2023.1122943 [doi]; 1122943","With the popularity of mobile Internet devices, the incidence of mobile phone ","Lian, Shuai-Lei; Cao, Xiao-Xuan; Xiao, Qing-Lu; Zhu, Xiao-Wei; Yang, Chen; Liu, Qing-Qi","College of Education and Sports Science, Yangtze University, Jingzhou, China.; Key Laboratory of Adolescent Cyberpsychology and Behavior (CCNU), Ministry of ; College of Education and Sports Science, Yangtze University, Jingzhou, China.; College of Education and Sports Science, Yangtze University, Jingzhou, China.; College of Education and Sports Science, Yangtze University, Jingzhou, China.; Key Laboratory of Adolescent Cyberpsychology and Behavior (CCNU), Ministry of ; Key Laboratory of Adolescent Cyberpsychology and Behavior (CCNU), Ministry of ; Research Group Milestones of Early Cognitive Development, Max Planck Institute ; Key Laboratory of Adolescent Cyberpsychology and Behavior (CCNU), Ministry of ; College of Education for the Future, Beijing Normal University, Zhuhai, China.","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology"
"37383286",2023,"Jun","Relationship between depression, smartphone addiction, and sleep among Chinese ","10.5498/wjp.v13.i6.361 [doi]","BACKGROUND: Existing research has demonstrated that depression is positively ","Gao, Wen-Juan; Hu, Yan; Ji, Jun-Lin; Liu, Xin-Qiao","Institute of Higher Education, Beihang University, Beijing 100191, China.; School of Public Administration, Beihang University, Beijing 100191, China.; Research Center for Beijing Higher Education Development, Beihang University, ; Institute of Higher Education, Beihang University, Beijing 100191, China.; School of Public Administration, Beihang University, Beijing 100191, China.; Research Center for Beijing Higher Education Development, Beihang University, ; Institute of Higher Education, Beihang University, Beijing 100191, China.; School of Public Administration, Beihang University, Beijing 100191, China.; Research Center for Beijing Higher Education Development, Beihang University, ; School of Education, Tianjin University, Tianjin 300350, China. ","eng","Journal Article","World J Psychiatry","Conflict-of-interest statement: All the authors report no relevant conflicts of ","World journal of psychiatry"
"37365771",2023,"Jun","How does smartphone addiction affect the lives of adolescents socially and ","10.1080/13548506.2023.2229241 [doi]","Today, adolescents tend to accept smartphones more quickly than adults and spend ","Cilligol Karabey, Sinem; Palanci, Abdulkadir; Turan, Zeynep","Faculty of Open and Distance Education, Ataturk University, Erzurum, Turkey.; Department of Computer Education & Instructional Technology, Faculty of ; Department of Computer Education & Instructional Technology, Faculty of ","eng","Journal Article","Psychol Health Med",NA,"Psychology, health & medicine"
"37363761",2023,"May","Are Cyberchondria and Intolerance of Uncertainty Related to Smartphone Addiction?","10.1007/s11469-023-01054-6 [doi]","Smartphones are a medium for performing online activities, and one such activity ","Vujic, Aleksandar; Volarov, Marija; Latas, Milan; Demetrovics, Zsolt; Kiraly, Orsolya; Szabo, Attila","Budapest, Hungary Doctoral School of Psychology, Faculty of Education and ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Novi Sad, Serbia Department of Psychology, Faculty of Sport and Psychology, ; Belgrade, Serbia Faculty of Medicine, University of Belgrade. GRID: grid.7149.b. ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Gibraltar, Gibraltar Centre of Excellence in Responsible Gaming, University of ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Budapest, Hungary Institute of Health Promotion and Sport Sciences, ELTE Eotvos ","eng","Journal Article","Int J Ment Health Addict","Conflict of InterestThe authors declare no competing interests.","International journal of mental health and addiction"
"37359702",2023,"Mar","A cross-lagged study of the associations among problematic smartphone use, ","10.1007/s12144-023-04560-x [doi]","The present study aimed to investigate the longitudinal and reciprocal ","Zhao, Chengjia; He, Jiangkang; Du, Mingxuan; Xu, Huihui; Lai, Xinyi; Yu, Guoliang; Zhang, Guohua","Beijing, 100872 China School of Education, Renmin University of China. GRID: ; Wenzhou, 325035 China Department of Psychology, School of Mental Health, Wenzhou ; Wenzhou, 325035 China Department of Psychology, School of Mental Health, Wenzhou ; Wenzhou, 325035 China Department of Psychology, School of Mental Health, Wenzhou ; Wenzhou, 325035 China Department of Psychology, School of Mental Health, Wenzhou ; Wenzhou, 325035 China Department of Psychology, School of Mental Health, Wenzhou ; Beijing, 100872 China Institute of Psychology, Renmin University of China. GRID: ; Wenzhou, 325035 China Department of Psychology, School of Mental Health, Wenzhou ; Wenzhou, 325035 China The Affiliated Kangning Hospital, Wenzhou Medical ","eng","Journal Article","Curr Psychol","DisclosureThe authors declare no conflicts of interest in this work.","Current psychology (New Brunswick, N.J.)"
"37359599",2023,"May","Cumulative childhood trauma and mobile phone addiction among chinese college ","10.1007/s12144-023-04734-7 [doi]","Mobile phones have become an indispensable part of people's lives, and their use ","Xie, Yunzi; Shen, Yinqi; Wu, Jixia","Suzhou, 215123 China Department of Psychology, School of Education, Soochow ; Suzhou, 215123 China Department of Psychology, School of Education, Soochow ; Suzhou, 215123 China Department of Psychology, School of Education, Soochow ","eng","Journal Article","Curr Psychol","Conflict of interestThe authors have no conflicts of interest to declare that are ","Current psychology (New Brunswick, N.J.)"
"37347394",2023,"Jun","Development and validation of the while-in-bed-smartphone-use-induced sleep ","10.1007/s11136-023-03457-3 [doi]","PURPOSE: Problematic smartphone use (PSU) has become a global public health ","Tu, Zhihao; He, Jingwen; Wang, Ziying; Wang, Chuan; Tian, Jianquan; Tang, Yunxiang","Navy Special Medical Center, Naval Medical University, Shanghai, 200433, China.; Qingdao Special Servicemen Recuperation Center of PLA Navy, Qingdao, 266043, ; Department of Medical Psychology, NO. 96110 Hospital (affiliated with the ; Department of Psychology, Naval Medical University, 800 Xiangyin Road, Shangahi, ; Navy Special Medical Center, Naval Medical University, Shanghai, 200433, China.; Navy Special Medical Center, Naval Medical University, Shanghai, 200433, China.; Navy Special Medical Center, Naval Medical University, Shanghai, 200433, China.; Department of Psychology, Naval Medical University, 800 Xiangyin Road, Shangahi, ","eng","Journal Article","Qual Life Res",NA,"Quality of life research : an international journal of quality of life aspects of "
"37303637",2023,NA,"Prevalence of mobile phone addiction among medical students: a systematic review.",NA,"The incidence and factors related to mobile phone addiction among Chinese medical ","Song, Anqi; Song, Guiling; Wang, Huanyan; Niu, Qichao; Yin, Guisen; Chen, Hua; Rehman, Faisal Ul","Department of Student Affairs, The Second Affiliated Hospital of Harbin Medical ; Department of Chemical Medicine, Yantai Center for Food and Drug Control Yantai ; Personnel Department, Women's Hospital, Zhejiang University School of Medicine ; Department of Student Affairs, The Second Affiliated Hospital of Harbin Medical ; Department of Pharmacy, Yantai Hospital of Traditional Chinese Medicine Yantai ; Department of Research and Development, Qingdao Bioman Biomedical Technology Co., ; The Affiliated Hospital of Qingdao University, Precision Medicine Center of ","eng","Journal Article; Review","Am J Transl Res","None.","American journal of translational research"
"37301550",2023,"Apr","Pain, smartphone overuse and stress in physiotherapy university students: An ","S1360-8592(23)00033-5 [pii]; 10.1016/j.jbmt.2023.04.018 [doi]","BACKGROUND: There is a high prevalence of musculoskeletal pain and stress levels ","Ladeira, Beatriz Madia; Modena, Alice Lopes; Castro Carletti, Ester Moreira de; Bigaton, Delaine Rodrigues; Pelai, Elisa Bizetti; Mescollotto, Fabiana Foltran","Graduate Program in Physiotherapy, Methodist University of Piracicaba, UNIMEP, ; Graduate Program in Physiotherapy, Methodist University of Piracicaba, UNIMEP, ; Post Graduate Program in Human Movement Sciences, Methodist University of ; Post Graduate Program in Oral and Maxillofacial Surgery, Piracicaba Dental ; Post Graduate Program in Oral and Maxillofacial Surgery, Piracicaba Dental ; Graduate Program in Physiotherapy, Methodist University of Piracicaba, UNIMEP, ","eng","Journal Article; Observational Study","J Bodyw Mov Ther","Declaration of competing interest We wish to confirm that there are no known ","Journal of bodywork and movement therapies"
"37288416",2023,NA,"Smartphone addiction and its impact on knowledge, cognitive and psychomotor ","10.4103/jehp.jehp_1330_22 [doi]; 77","BACKGROUND: Addictive behavior toward the use of smartphones has turned out to be ","Karishma; Awinashe, Minal V; Jain, Amol; Santhosh, V C; Choudhury, Basanta K; Alessa, Noura; Babaji, Prashant","Department of Dentistry, AIIMS, Patna, Bihar, India.; Department of Oral Surgery and Diagnostic Sciences, College of Dentistry, Qassim ; Reader, Department of Oral Pathology, Sardar Patel Post Graduate Institute of ; Department of Periodontics, KMCT Dental College, Kerala, India.; Department of Oral Medicine and Radiology, IDS, Sum Hospital, Soa University, ; Department of Pediatric Dentistry and Orthodontics, Dental College, King Saud ; Department of Pediatric Dentistry, Sharavathi Dental College, Shivamogga, ","eng","Journal Article","J Educ Health Promot","There are no conflicts of interest.","Journal of education and health promotion"
