"PMID","Year","Month","Title","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title"
"34549025",2021,"Jul","The Role of Sports Physiotherapist in Confronting Exercise Addiction.","10.15280/jlm.2021.11.2.47 [doi]","Everyday physical activity plays an important part in health maintenance and ","Quraishi, Shana; Chahal, Aksh","Maharishi Markandeshwar Institute of Physiotherapy and Rehabilitation, Maharishi ; Maharishi Markandeshwar Institute of Physiotherapy and Rehabilitation, Maharishi ","eng","Journal Article; Review","J Lifestyle Med",NA,"Journal of lifestyle medicine"
"34372925",2021,"Aug","Childhood onset exercise addiction or atypical anorexia nervosa during Covid-19: ","10.1186/s40337-021-00450-4 [doi]; 96","BACKGROUND: Childhood-onset Anorexia Nervosa (AN) is recognised to be atypical in ","McNicholas, F","Department of child & adolescent psychiatry, School of Medicine and Medical ; Our Lady's Children's Hospital, Crumlin, Dublin 12, Ireland. ; Lucena Clinic Rathgar, Dublin 6, Ireland. Fionamcn2008@gmail.com.","eng","Journal Article","J Eat Disord","The author, Fiona McNicholas has no competing interests.","Journal of eating disorders"
"34009767",2021,"May",NA,NA,"BACKGROUND: Smoking prevalence is extremely high in adults experiencing ","Cox, Sharon; Ford, Allison; Li, Jinshuo; Best, Catherine; Tyler, Allan; Robson, Deborah J; Bauld, Linda; Hajek, Peter; Uny, Isabelle; Parrott, Steve J; Dawkins, Lynne","Centre for Addictive Behaviours Research, London South Bank University, London, ; Department of Behavioural Science and Health, University College London, London, ; Institute for Social Marketing and Health, Faculty of Health Sciences and Sport, ; Department of Health and Social Care Sciences, University of York, York, UK; Institute for Social Marketing and Health, Faculty of Health Sciences and Sport, ; Centre for Addictive Behaviours Research, London South Bank University, London, ; National Addiction Centre, Addictions Department and the National Institute for ; Usher Institute, Old Medical School, University of Edinburgh, Edinburgh, UK; Academic Psychology and Health and Lifestyle Research Unit, Wolfson Institute of ; Institute for Social Marketing and Health, Faculty of Health Sciences and Sport, ; Department of Health and Social Care Sciences, University of York, York, UK; Centre for Addictive Behaviours Research, London South Bank University, London, ","eng","Review; Book",NA,NA,NA
"32915010",2021,"Mar","On the psychology of extremism: How motivational imbalance breeds intemperance.","10.1037/rev0000260 [doi]","We present a psychological model of extremism based on the concept of ","Kruglanski, Arie W; Szumowska, Ewa; Kopetz, Catalina H; Vallerand, Robert J; Pierro, Antonio","Department of Psychology.; Department of Philosophy.; Department of Psychology.; Department of Psychology.; Faculty of Medicine and Psychology.","eng","Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.","Psychol Rev",NA,"Psychological review"
"32479741",2020,"Nov","Skeletal muscle of females and males with constitutional thinness: a low ","10.1139/apnm-2020-0068 [doi]","Constitutional thinness (CT) is a nonpathological state of underweight. The ","Bailly, Melina; Germain, Natacha; Feasson, Leonard; Costes, Frederic; Estour, Bruno; Hourde, Christophe; N Merlet, Angele; Thomas, Thierry; Hager, Jorg; Pereira, Bruno; Thivel, David; Courteix, Daniel; Galusca, Bogdan; Verney, Julien","Universite Clermont Auvergne, CRNH, AME2P, Clermont-Ferrand 63000, France.; Eating Disorders, Addictions and Extreme Bodyweight Research Group (TAPE) EA ; Eating Disorders, Addictions and Extreme Bodyweight Research Group (TAPE) EA ; Division of Endocrinology, Diabetes, Metabolism and Eating Disorders, CHU ; Inter-University Laboratory of Human Movement Biology (LIBM) EA 7424, Jean Monnet ; Department of Sport Medicine and Functional Explorations, CHU Clermont-Ferrand ; Eating Disorders, Addictions and Extreme Bodyweight Research Group (TAPE) EA ; Division of Endocrinology, Diabetes, Metabolism and Eating Disorders, CHU ; Inter-University Laboratory of Human Movement Biology (LIBM) EA 7424, Savoie Mont ; Inter-University Laboratory of Human Movement Biology (LIBM) EA 7424, Jean Monnet ; Department of Rheumatology, Hopital Nord, CHU Saint-Etienne, France.; INSERM U1059, University of Lyon-Jean Monnet University, Saint-Etienne 42000, ; Metabolic Health, Nestle Research, EPFL Innovation Park, Lausanne 1015, ; Biostatistics Unit, Delegation a la Recherche Clinique et a l'Innovation (DRCI), ; Universite Clermont Auvergne, CRNH, AME2P, Clermont-Ferrand 63000, France.; Universite Clermont Auvergne, CRNH, AME2P, Clermont-Ferrand 63000, France.; Eating Disorders, Addictions and Extreme Bodyweight Research Group (TAPE) EA ; Division of Endocrinology, Diabetes, Metabolism and Eating Disorders, CHU ; Universite Clermont Auvergne, CRNH, AME2P, Clermont-Ferrand 63000, France.","eng","Journal Article","Appl Physiol Nutr Metab",NA,"Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition "
"30778034",2019,NA,"[Social-psychological characteristics of different types addictive behavior].","10.17116/jnevro201911901169 [doi]","AIM: To study social-psychological predictors of different types of addictive ","Korolenko, Ts P; Ovchinnikov, A A; Sultanova, A N; Neustroeva, A Yu","Novosibirsk State Medical University, Novosibirsk, Russia.; Novosibirsk State Medical University, Novosibirsk, Russia.; Novosibirsk State Medical University, Novosibirsk, Russia.; Novosibirsk State Medical University, Novosibirsk, Russia.","rus","Journal Article","Zh Nevrol Psikhiatr Im S S Korsakova",NA,"Zhurnal nevrologii i psikhiatrii imeni S.S. Korsakova"
"30131734",2018,NA,"Antecedents of Exercise Dependence in Ultra-Endurance Sports: Reduced Basic Need ","10.3389/fpsyg.2018.01275 [doi]; 1275","Initiating and maintaining sports and exercise behavior are usually discussed in ","Schuler, Julia; Knechtle, Beat; Wegner, Mirko","Institute of Sport Science, University of Konstanz, Konstanz, Germany.; Institute of Primary Care, University of Zurich, Zurich, Switzerland.; Institute of Sport Science, Humboldt-Universitat zu Berlin, Berlin, Germany.","eng","Journal Article","Front Psychol",NA,"Frontiers in psychology"
"29664313",2017,"Dec","Voluntary Wheel Running Induces Exercise-Seeking Behavior in Male Rats: A ",NA,"BACKGROUND: Research evidence shows that exercise is associated with positive ","Naghshvarian, Mojtaba; Zarrindast, Mohammad-Reza; Sajjadi, Seyedeh Fatemeh","Department of Neuroscience and Addiction Studies, School of Advanced Technologies ; Department of Neuroscience and Addiction Studies, School of Advanced Technologies ; Department of Pharmacology School of Medicine, Tehran University of Medical ; Department of Psychology, University of Otago, Dunedin, New Zealand.","eng","Journal Article","Arch Iran Med",NA,"Archives of Iranian medicine"
"29520248",2018,NA,"Development and Initial Validation of a Rock Climbing Craving Questionnaire ","10.3389/fpsyg.2018.00204 [doi]; 204","Conceptual similarities have been identified between experiences of extreme ","Roderique-Davies, Gareth; Heirene, Robert M; Mellalieu, Stephen; Shearer, David A","School of Psychology and Therapeutic Studies, University of South Wales, ; School of Psychology and Therapeutic Studies, University of South Wales, ; Cardiff School of Sport, Cardiff Metropolitan University, Cardiff, United ; School of Psychology and Therapeutic Studies, University of South Wales, ","eng","Journal Article","Front Psychol",NA,"Frontiers in psychology"
"28776483",2018,"Apr","Proneness to Boredom and Risk Behaviors During Adolescents' Free Time.","10.1177/0033294117724447 [doi]","As a clinical condition, boredom is an emotional state, widespread among young ","Biolcati, Roberta; Mancini, Giacomo; Trombini, Elena","Department of Education, Alma Mater Studiorum-University of Bologna, Bologna, ; Department of Education, Alma Mater Studiorum-University of Bologna, Bologna, ; Department of Psychology, Alma Mater Studiorum-University of Bologna, Bologna, ","eng","Journal Article","Psychol Rep",NA,"Psychological reports"
"28293766",2018,"Mar","Daily Grind: A Comparison of Causality Orientations, Emotions, and Fantasy Sport ","10.1007/s10899-017-9684-4 [doi]","In 2015, daily fantasy football entered the fantasy sports market as an offshoot ","Dwyer, Brendan; Weiner, James","Virginia Commonwealth University, P.O. Box 842003, Richmond, VA, 23284-2003, USA. ; University of Louisville, Room 104L - SAC E, Louisville, KY, 40292, USA.","eng","Comparative Study; Journal Article","J Gambl Stud",NA,"Journal of gambling studies"
"27998174",2016,"Dec","Response to ""Nature fix: Addiction to outdoor activities""R. C. Buckley's ","10.1556/2006.5.2016.087 [doi]","Buckley's commentary on our study of rock climber's withdrawal experiences raises ","Heirene, Robert M; Shearer, David; Mellalieu, Stephen D; Roderique-Davies, Gareth","1 School of Psychology and Therapeutic Studies, University of South Wales , ; 1 School of Psychology and Therapeutic Studies, University of South Wales , ; 2 Cardiff School of Sport, Cardiff Metropolitan University , Cardiff, UK.; 1 School of Psychology and Therapeutic Studies, University of South Wales , ","eng","Comment; Journal Article","J Behav Addict",NA,"Journal of behavioral addictions"
"27998172",2016,"Dec","Commentary on: Addiction in extreme sports: An exploration of withdrawal states ","10.1556/2006.5.2016.082 [doi]","Individuals can display characteristics of behavioral addictions to nature and ","Buckley, Ralf C","1 International Chair in Ecotourism Research, Griffith University , Gold Coast, ","eng","Comment; Journal Article","J Behav Addict",NA,"Journal of behavioral addictions"
"27348554",2016,"Jun","Addiction in Extreme Sports: An Exploration of Withdrawal States in Rock ","10.1556/2006.5.2016.039 [doi]","Background and aims Extreme sports athletes are often labeled ""adrenaline ","Heirene, Robert M; Shearer, David; Roderique-Davies, Gareth; Mellalieu, Stephen D","School of Psychology and Therapeutic Studies, University of South Wales , ; School of Psychology and Therapeutic Studies, University of South Wales , ; School of Psychology and Therapeutic Studies, University of South Wales , ; Cardiff School of Sport, Cardiff Metropolitan University , Cardiff, United ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions"
"26988282",2016,"May","Blunted cardiac stress reactors exhibit relatively high levels of behavioural ","S0031-9384(16)30097-X [pii]; 10.1016/j.physbeh.2016.03.011 [doi]","Blunted physiological reactions to acute psychological stress are associated with ","Bibbey, Adam; Ginty, Annie T; Brindle, Ryan C; Phillips, Anna C; Carroll, Douglas","Department of Sport and Health Sciences, Oxford Brookes University, Oxford, ; School of Sport, Exercise and Rehabilitation Sciences, University of Birmingham, ; School of Sport, Exercise and Rehabilitation Sciences, University of Birmingham, ; School of Sport, Exercise and Rehabilitation Sciences, University of Birmingham, ; School of Sport, Exercise and Rehabilitation Sciences, University of Birmingham, ","eng","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Physiol Behav",NA,"Physiology & behavior"
"26733908",2015,NA,"Adventure Thrills are Addictive.","10.3389/fpsyg.2015.01915 [doi]; 1915",NA,"Buckley, Ralf C","International Chair in Ecotourism Research, Griffith School of Environment, ","eng","Journal Article","Front Psychol",NA,"Frontiers in psychology"
"26688434",2016,"Jan","Extreme binge drinking among adolescent athletes: A cause for concern?","10.1111/ajad.12323 [doi]","BACKGROUND AND OBJECTIVES: Examine the association between adolescent sport ","Veliz, Philip; McCabe, Sean Esteban; Boyd, Carol J","Institute for Research on Women and Gender, University of Michigan, Ann Arbor, ; Institute for Research on Women and Gender, University of Michigan, Ann Arbor, ; Institute for Research on Women and Gender, University of Michigan, Ann Arbor, ; Department of Psychiatry, Addiction Research Center, University of Michigan, Ann ; School of Nursing, University of Michigan, Ann Arbor, Michigan.","eng","Journal Article","Am J Addict",NA,"The American journal on addictions"
"26476004",2016,"Feb","Heterogeneity of alcohol, tobacco, and other substance use behaviors in U.S. ","S0306-4603(15)30039-3 [pii]; 10.1016/j.addbeh.2015.10.010 [doi]","PURPOSE: To identify subgroups of college students with distinct profiles of ","Evans-Polce, Rebecca; Lanza, Stephanie; Maggs, Jennifer","The Methodology Center and Prevention Research Center, Pennsylvania State ; The Methodology Center and Department of Biobehavioral Health, Pennsylvania State ; Department of Human Development and Family Studies and Prevention Research ","eng","Journal Article; Research Support, N.I.H., Extramural","Addict Behav",NA,"Addictive behaviors"
"25722076",2016,"Mar","A Case of Mistaken Identity? A Comparison of Professional and Amateur Problem ","10.1007/s10899-015-9531-4 [doi]","Professional gamblers are more likely than amateur gamblers to meet criteria for ","Hing, Nerilee; Russell, Alex M T; Gainsbury, Sally M; Blaszczynski, Alex","Centre for Gambling Education and Research, Southern Cross University, PO Box ; Centre for Gambling Education and Research, Southern Cross University, PO Box ; Centre for Gambling Education and Research, Southern Cross University, PO Box ; Gambling Treatment Clinic and Research, The University of Sydney, Sydney, NSW, ","eng","Comparative Study; Journal Article; Research Support, Non-U.S. Gov't","J Gambl Stud",NA,"Journal of gambling studies"
"24918312",2014,"Jun","Implicit motives and basic need satisfaction in extreme endurance sports.","10.1123/jsep.2013-0191 [doi]","Previous research has shown that the effects of basic psychological needs on the ","Schuler, Julia; Wegner, Mirko; Knechtle, Beat","Institute of Sport Science, University of Bern, Bern, Switzerland.","eng","Journal Article","J Sport Exerc Psychol",NA,"Journal of sport & exercise psychology"
"24803161",2014,"Jul-Aug","When and for whom are relative age effects important? Evidence from a simple test ","10.1002/ajhb.22550 [doi]","OBJECTIVES: When individuals of different ages are combined into a single group ","Veldhuizen, Scott; Wade, Terrance J; Cairney, John; Hay, John A; Faught, Brent E","Social and Epidemiological Research Department, Centre for Addictions and Mental ","eng","Journal Article; Research Support, Non-U.S. Gov't","Am J Hum Biol",NA,"American journal of human biology : the official journal of the Human Biology "
"23888586",2013,"May-Jun","[Exercise addiction].",NA,"Socially valorised, sport like other forms of behaviour, can take on an addictive ","Petit, A; Lejoyeux, M","des Universites, Praticien Hospitalier, AP-HP, H6pital Bichat, Service de ","fre","English Abstract; Journal Article; Review","Rev Med Liege",NA,"Revue medicale de Liege"
"22420455",2012,NA,"Striving for success or addiction? Exercise dependence among elite Australian ","10.1080/02640414.2012.667879 [doi]","Exercise dependence is a condition that involves a preoccupation and involvement ","McNamara, Justin; McCabe, Marita P","School of Psychology, Deakin University, Melbourne, Australia.","eng","Journal Article","J Sports Sci",NA,"Journal of sports sciences"
"21381847",2011,"Mar","A taxometric analysis of actual Internet sports gambling behavior.","10.1037/a0021404 [doi]","This article presents findings from the first taxometric study of actual gambling ","Braverman, Julia; LaBrie, Richard A; Shaffer, Howard J","Division on Addictions, Cambridge Health Alliance, 101 Station Landing, Medford, ","eng","Journal Article","Psychol Assess",NA,"Psychological assessment"
"20859797",2011,NA,"Theobromine and the pharmacology of cocoa.","10.1007/978-3-642-13443-2_7 [doi]","The effects of theobromine in man are underresearched, possibly owing to the ","Smit, Hendrik Jan","Functional Food Centre, Oxford Brookes University, Oxford, OX3 0BP, UK. ","eng","Journal Article; Review","Handb Exp Pharmacol",NA,"Handbook of experimental pharmacology"
"20442052",2010,"May","[The psychological factors affecting athletic performance].","10.1556/OH.2010.28890 [doi]","The physical and mental health complex is claimed as achievement of the XXI. ","Resch, Maria","Petz Aladar Megyei Oktato Korhaz, II. Pszichiatriai es Mentalhigienes Osztaly, ","hun","English Abstract; Journal Article; Review","Orv Hetil",NA,"Orvosi hetilap"
