"Title","PMID"
"Is Internet addiction a psychopathological condition distinct from pathological gambling?","24630825"
"Smartphone Restriction and Its Effect on Subjective Withdrawal Related Scores.","30150959"
"Psychometric assessment of the craving to tan questionnaire.","25140759"
"Problem Gambling in the Fitness World-A General Population Web Survey.","32093056"
"An Integrated Approach to Addictive Behaviors: A Study on Vulnerability and Maintenance Factors.","36975391"
"Examination of the Psychometric Characteristics of the Italian Version of the Game Addiction Scale for Adolescents.","30940015"
"Neural correlates of sexual cue reactivity in individuals with and without compulsive sexual behaviours.","25013940"
"Gender-Based Differences and Associated Factors Surrounding Excessive Smartphone Use Among Adolescents: Cross-sectional Study.","34813492"
"A factor-analytic investigation of computer 'addiction' and engagement.","12230834"
"Adult ADHD Diagnosis, Symptoms of Impulsivity, and Emotional Dysregulation in a Clinical Sample of Outpatients Consulting for a Behavioral Addiction.","36945199"
"Distinct Situational Cue Processing in Individuals with Kleptomania: A Preliminary Study.","36728203"
"Problematic Internet Use, Mental Health and Impulse Control in an Online Survey of Adults.","24294501"
"First evaluation of the Behavioral Addiction Indoor Tanning Screener (BAITS) in a nationwide representative sample.","28804871"
"Neural correlates of problematic gaming in adolescents: A systematic review of structural and functional magnetic resonance imaging studies.","34496459"
"Dorsal and ventral striatum activity in individuals with buying-shopping disorder during cue-exposure: A functional magnetic resonance imaging study.","34156751"
"Beyond the myths about work addiction: Toward a consensus on definition and trajectories for future studies on problematic overworking.","30920291"
"Response Inhibition and Internet Gaming Disorder: A Meta-analysis.","28264786"
"Commentary on Lewczuk et al : Moral incongruence, disapproval and behavioral 'addiction'.","33314391"
"Addicted to compulsion: assessing three core dimensions of addiction across obsessive-compulsive disorder and gambling disorder.","31106718"
"Distinct motivations to seek out information in healthy individuals and problem gamblers.","34312367"
"Ten myths and twenty years: What we know and what we still do not know about work addiction.","30541337"
"Match-Fixing Causing Harm to Athletes on a COVID-19-Influenced Gambling Market: A Call for Research During the Pandemic and Beyond.","34621216"
"Anhedonia in obsessive-compulsive disorder: beyond comorbid depression.","24564999"
"Giving a Voice to Gambling Addiction: Analysis of Personal Narratives.","31290062"
"How Different Gaming Genres Can Be Described by Required Skills and Motives for Playing.","36067114"
"Development and Validation of the Digital Life Balance (DLB) Scale: A Brand-New Measure for Both Harmonic and Disharmonic Use of ICTs.","36546972"
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. On functional and compulsive aspects of reinforcement pathologies.","26551899"
"Treatment with the Self-Discovery Camp (SDiC) improves Internet gaming disorder.","27321966"
"Striatal dopamine D₂/D₃ receptor binding in pathological gambling is correlated with mood-related impulsivity.","22776462"
"Prevalence and construct validity of compulsive buying disorder in shopping mall visitors.","26027442"
"Clinical and Research Implications of Gambling Disorder in DSM-5.","26885470"
"Disorders Related to Use of Psychoactive Substances in DSM-5: Changes and Challenges.","26702188"
"Tolerance and withdrawal symptoms may not be helpful to enhance understanding of behavioural addictions.","27095413"
"Cryptocurrency Trading as a Behavioral Addiction: A Case Report.","37060607"
"Measuring addiction to internet gaming among Indian medical students: Development and preliminary psychometric properties of a new scale.","33776273"
"Compulsive Digital Gaming: An Emerging Mental Health Disorder in Children.","30209737"
"[Analysis of Patient Characteristics in the Inpatient Treatment of Behavioural Addictions: an Exploratory Study].","35878612"
"Susceptibility to addictive behaviour in online and traditional poker playing environments.","26166827"
"Dorsal and ventral striatal functional connectivity shifts play a potential role in internet gaming disorder.","34262129"
"Impulsivity and response inhibition in alcohol dependence and problem gambling.","19727677"
"Problem and Pathological Gambling in Schizophrenia: Exploring Links with Substance Use and Impulsivity.","29453588"
"COPE.er Method: Combating Digital Addiction via Online Peer Support Groups.","30935151"
