"PMID","Year","Month","Title","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title"
"37427279",2023,NA,"Development of gambling disorder after bariatric surgery: a call for research.","10.3389/fpubh.2023.1206938 [doi]; 1206938","The relationship between bariatric surgery and alcohol use disorder (AUD) ","Abdul Rahim, Yassir; Fernandez-Aranda, Fernando; Jimenez-Murcia, Susana; Hakansson, Anders","Helsingborg Hospital, Skane Region, Helsingborg, Sweden.; Malmo Addiction Center, Clinical Research Unit, Skane Region, Malmo, Sweden.; Faculty of Medicine, Department of Clinical Sciences Lund, Psychiatry, Lund, ; CIBER Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; Clinical Psychology Unit, University Hospital of Bellvitge, L'Hospitalet de ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; CIBER Fisiopatologia Obesidad y Nutricion (CIBERobn), Instituto de Salud Carlos ; Clinical Psychology Unit, University Hospital of Bellvitge, L'Hospitalet de ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Malmo Addiction Center, Clinical Research Unit, Skane Region, Malmo, Sweden.; Faculty of Medicine, Department of Clinical Sciences Lund, Psychiatry, Lund, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Front Public Health","AH is a professor at Lund University, and his position at this university is ","Frontiers in public health"
"37416055",2023,NA,"To Binge Watch TV Series: How a Leisure Activity May Affect Sleep, Mood and ","10.2147/PRBM.S407854 [doi]","OBJECTIVE: New TV-watching patterns increased the practice of binge-watching ","Forte, Giuseppe; Favieri, Francesca; Tambelli, Renata; Casagrande, Maria","Department of Dynamic and Clinical Psychology and Health, ""Sapienza"" University ; Department of Dynamic and Clinical Psychology and Health, ""Sapienza"" University ; Department of Dynamic and Clinical Psychology and Health, ""Sapienza"" University ; Department of Dynamic and Clinical Psychology and Health, ""Sapienza"" University ","eng","Journal Article","Psychol Res Behav Manag","The authors report no conflicts of interest in this work.","Psychology research and behavior management"
"37408038",2023,"Jul","Narcotics Anonymous attendees' perceptions and experiences of substitute ","10.1186/s13011-023-00552-z [doi]; 40","BACKGROUND: Much remains unknown about the dynamics of substitute behaviors ","Sinclair, Deborah Louise; Sussman, Steve; Savahl, Shazly; Florence, Maria; Vanderplasschen, Wouter","Department of Psychology, University of the Western Cape, Cape Town, 7535, South ; Department of Special Needs Education, Ghent University, 9000, Ghent, Belgium. ; Departments of Population and Public Health Sciences, and Psychology, and School ; Centre for Interdisciplinary Studies of Children, Families and Society, ; Department of Psychology, University of the Western Cape, Cape Town, 7535, South ; Department of Special Needs Education, Ghent University, 9000, Ghent, Belgium.","eng","Journal Article; Research Support, Non-U.S. Gov't","Subst Abuse Treat Prev Policy","The authors declare no competing interests.","Substance abuse treatment, prevention, and policy"
"37391111",2023,"Sep","Neurocognitive predictors of addiction-related outcomes: A systematic review of ","S0149-7634(23)00264-6 [pii]; 10.1016/j.neubiorev.2023.105295 [doi]","It is well-established that addiction is typically associated with a distinct ","Christensen, Erynn; Brydevall, Maja; Albertella, Lucy; Samarawickrama, Sashka K; Yucel, Murat; Lee, Rico S C","BrainPark, Turner Institute for Brain and Mental Health and School of ; BrainPark, Turner Institute for Brain and Mental Health and School of ; BrainPark, Turner Institute for Brain and Mental Health and School of ; BrainPark, Turner Institute for Brain and Mental Health and School of ; BrainPark, Turner Institute for Brain and Mental Health and School of ; BrainPark, Turner Institute for Brain and Mental Health and School of ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review; Systematic Review","Neurosci Biobehav Rev","Competing interests statement The authors declare that they have no known ","Neuroscience and biobehavioral reviews"
"37387381",2023,"Jun","Mobile phone use and its threat to dependence among secondary school students - ","162402 [pii]; 10.26444/aaem/162402 [doi]","INTRODUCTION AND OBJECTIVE: Nomophobia (NMP) is a present-age phobia of loss of ","Uher, Ivan; Kachlik, Petr; Schubertova, Andrea; Yip, Clifford; Ruszkiewicz, Katarzyna Tomczyk; Kimakova, Tatiana","Department of Physical Education and Sport, Pavol Jozef Safarik University in ; Department of Special and Inclusive Education, Masaryk University, Brno, Czech ; Department of Public Health and Hygiene, Pavol Jozef Safarik University in ; Senior House Officer in Medicine at Cavan General Hospital, Dublin, Ireland.; Department of Public Health and Hygiene, Pavol Jozef Safarik University in ; Department of Public Health and Hygiene, Pavol Jozef Safarik University in ","eng","Journal Article","Ann Agric Environ Med",NA,"Annals of agricultural and environmental medicine : AAEM"
"37384565",2023,"Jun","Thinking beyond cut-off scores in the assessment of potentially addictive ","10.1556/2006.2023.00032 [doi]","While applying a diagnostic approach (i.e., comparing ""clinical"" cases with ","Billaux, Pauline; Billieux, Joel; Baggio, Stephanie; Maurage, Pierre; Flayelle, Maeva","1Louvain Experimental Psychopathology Research Group (LEP), Psychological Science ; 2Institute of Psychology, University of Lausanne, Lausanne, Switzerland.; 3Institute of Primary Health Care (BIHAM), University of Bern, Bern, Switzerland.; 4Population Health Laboratory (#PopHealthLab), University of Fribourg, Fribourg, ; 1Louvain Experimental Psychopathology Research Group (LEP), Psychological Science ; 2Institute of Psychology, University of Lausanne, Lausanne, Switzerland.","eng","Journal Article; Review","J Behav Addict","PM is funded by the Belgian Fund for Scientific Research (FRS-FNRS, Belgium).","Journal of behavioral addictions"
"37377771",2023,NA,"Editorial: New insights into the molecular basis of long-term plasticity ","10.3389/fnmol.2023.1226345 [doi]; 1226345",NA,"Marin-Lahoz, Juan","Neurology Department, Hospital Universitario Miguel Servet, Zaragoza, Spain.; Grupo de Investigacion en Neurociencias, IIS Aragon, Zaragoza, Spain.; Center for Biomedical Research on Neurodegenerative Diseases (CIBERNED), Madrid, ","eng","Editorial","Front Mol Neurosci","The author declares that the research was conducted in the absence of any ","Frontiers in molecular neuroscience"
"37363761",2023,"May","Are Cyberchondria and Intolerance of Uncertainty Related to Smartphone Addiction?","10.1007/s11469-023-01054-6 [doi]","Smartphones are a medium for performing online activities, and one such activity ","Vujic, Aleksandar; Volarov, Marija; Latas, Milan; Demetrovics, Zsolt; Kiraly, Orsolya; Szabo, Attila","Budapest, Hungary Doctoral School of Psychology, Faculty of Education and ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Novi Sad, Serbia Department of Psychology, Faculty of Sport and Psychology, ; Belgrade, Serbia Faculty of Medicine, University of Belgrade. GRID: grid.7149.b. ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Gibraltar, Gibraltar Centre of Excellence in Responsible Gaming, University of ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Budapest, Hungary Institute of Psychology, ELTE Eotvos Lorand University. GRID: ; Budapest, Hungary Institute of Health Promotion and Sport Sciences, ELTE Eotvos ","eng","Journal Article","Int J Ment Health Addict","Conflict of InterestThe authors declare no competing interests.","International journal of mental health and addiction"
"37356318",2023,"Oct","Problematic social media use is associated with depression and similar to ","S0306-4603(23)00176-4 [pii]; 10.1016/j.addbeh.2023.107781 [doi]","While many studies have examined the relationship between problematic social ","Tsilosani, Akaki; Chan, KinHo; Steffens, Adriana; Bolton, Thomas B; Kowalczyk, William J","Hartwick College, Department of Psychology, 1 Hartwick Dr, Oneonta, NY 13820, ; Hartwick College, Department of Psychology, 1 Hartwick Dr, Oneonta, NY 13820, ; Mind Matters Regional Neurofeedback Centers, 189 Main Street, Oneonta, NY 13820, ; Hamilton College, 198 College Hill Road, Clinton, NY 13323, United States. ; Hartwick College, Department of Psychology, 1 Hartwick Dr, Oneonta, NY 13820, ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addict Behav","Declaration of Competing Interest The authors declare that they have no known ","Addictive behaviors"
"37354808",2023,"Aug","Neural fingerprints of gambling disorder using diffusion tensor imaging.","S0925-4927(23)00067-7 [pii]; 10.1016/j.pscychresns.2023.111657 [doi]","Gambling disorder (GD) is a behavioral addiction associated with personal, social ","Schmidt, Casper; Gleesborg, Carsten; Schmidt, Hema; Kvamme, Timo L; Voon, Valerie; Moller, Arne","Department of Communication and Psychology, Aalborg University, Rendsburggade 14, ; Center of Functionally Integrative Neuroscience/MINDLab, Danish Neuroscience ; Center of Functionally Integrative Neuroscience/MINDLab, Danish Neuroscience ; Center of Functionally Integrative Neuroscience/MINDLab, Danish Neuroscience ; Department of Psychiatry, University of Cambridge, Herchel Smith Building for ; Center of Functionally Integrative Neuroscience/MINDLab, Danish Neuroscience ","eng","Journal Article; Research Support, Non-U.S. Gov't","Psychiatry Res Neuroimaging","Declaration of Competing Interest We, all authors, declare no conflicts of ","Psychiatry research. Neuroimaging"
"37327573",2023,"Aug","Sluggish cognitive tempo (Cognitive Disengagement Syndrome) symptoms are more ","S0891-4222(23)00135-X [pii]; 10.1016/j.ridd.2023.104557 [doi]","BACKGROUND & AIMS: The purpose of this study was to examine the relationships ","Gul, Ahmet; Gul, Hesna","Ufuk University, School of Medicine, Department of Psychiatry, Turkey.; Ufuk University, School of Medicine, Department of Child and Adolescent ","eng","Journal Article","Res Dev Disabil","Declaration of Competing Interest The author(s) declared no potential conflicts ","Research in developmental disabilities"
"37314538",2023,"Jun","Identifying clinical risk factors correlated with addictive features of ","10.1007/s00406-023-01636-4 [doi]","Non-suicidal self-injury (NSSI) is an issue primarily of concern in adolescents ","Ying, Wang; Shen, Yidong; Ou, Jianjun; Chen, Hui; Jiang, Furong; Yang, Fangru; Li, Jianling; Qian, Xiao; Luo, Wenfeng; Wang, Gang; Dong, Huixi","Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Department of Psychiatry, and National Clinical Research Center for Mental. ; Department of Psychiatry, and National Clinical Research Center for Mental. ; Department of Psychiatry, and National Clinical Research Center for Mental. ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ; Wuhan Mental Health Center, Tongji Medical College of Huazhong University of ; Mental Health Center of Xiangya Hospital, Central South University, Changsha, ","eng","Journal Article","Eur Arch Psychiatry Clin Neurosci",NA,"European archives of psychiatry and clinical neuroscience"
"37308789",2023,"Jun","Impairments of Sociocognitive Functions in Individuals with Behavioral ","10.1007/s10899-023-10227-w [doi]","Since little is known about the exact pattern of social cognitive impairments ","Arafat, Dalia; Thoma, Patrizia","Neuropsychological Therapy Centre, Faculty of Psychology, Ruhr University Bochum, ; Neuropsychological Therapy Centre, Faculty of Psychology, Ruhr University Bochum, ","eng","Journal Article; Review","J Gambl Stud","On behalf of all authors, the corresponding author states that there is no ","Journal of gambling studies"
