"Title","PMID"
"Compulsive Sexual Behavior and Alcohol Use Disorder Treated With Naltrexone: A Case Report and Literature Review.","35836443"
"Hypersexuality in neurological diseases: do we see only the tip of the iceberg?","34258950"
"Sex, drugs, and rock 'n' roll: hypothesizing common mesolimbic activation as a function of reward gene polymorphisms.","22641964"
"Human identity versus gender identity: The perception of sexual addiction among Iranian women.","28557583"
"Cybersex addiction in a gay man: a case report.","33393441"
"The Relationship between Compulsive Sexual Behavior, Religiosity, and Moral Disapproval.","36086799"
"Narcissism - the refusal of twoness through sexual addiction and pornography.","35417588"
"Internet sex addiction and its negative consequences: a report.","25859505"
"A comparative study of nonparaphilic sexual addictions and paraphilias in men.","1429473"
"Prevalence of Distress Associated With Difficulty Controlling Sexual Urges, Feelings, and Behaviors in the United States.","30646355"
"The Cancer of Cancel Culture: Spreading ""Correct"" Scientific Ideologies Across North American Academia.","36344788"
"Sexual Desire and Subjective Distress among Pornography Consumers.","32975170"
"Disorders due to addictive behaviors: Further issues, debates, and controversies •","35895451"
"Accuracy of screening instruments for detection of neuropsychiatric syndromes in Parkinson's disease.","26695691"
"Should compulsive sexual behavior (CSB) be considered as a behavioral addiction? A debate paper presenting the opposing view.","32997646"
"PATHOS: a brief screening application for assessing sexual addiction.","21817915"
"The mislabeling of sexual impulsivity.","3573048"
"Evaluating and treating sexual addiction.","22962915"
"PATHOS: a quick screening method for assessing sexual addiction.","24720235"
"Prevalence of Suicidal Behavior and Associated Clinical Correlates in Patients with Behavioral Addictions.","34769603"
"Clinical management of sex addiction.","21827262"
"Compulsive Buying Behavior: Clinical Comparison with Other Behavioral Addictions.","27378999"
"Criminality and Sexual Behaviours in Substance Dependents Seeking Treatment.","27163711"
"Understanding and managing compulsive sexual behaviors.","20877518"
"On-line sexual addiction: a contemporary enigma.","8873813"
"Virtual sex addiction: when cybersex becomes the drug of choice.","19178218"
"Naltrexone Use in Treating Hypersexuality Induced by Dopamine Replacement Therapy: Impact of OPRM1 A/G Polymorphism on Its Effectiveness.","32344532"
"Response of clomipramine in sexual addiction.","19698350"
"Predictors of Compulsive Sexual Behavior Among Treatment-Seeking Women.","35653876"
"Marital instability and its predictors in a representative sample of Mashhadi citizens, Iran, 2014.","28255390"
"[ACT in the treatment of sexual addiction: About a clinical case].","28870687"
"Compulsive and addictive sexual disorders and the family.","17632452"
"Frequency of and Factors Associated with the Presence of a History of Probable Attention-Deficit Hyperactivity Disorder in a Population of Patients with Sex Addiction.","37088070"
"Erectile Dysfunction Symptoms in Polydrug Dependents Seeking Treatment.","28471320"
"SSRI Reduction of Nonparaphilic Sexual Addiction.","18188149"
"Measuring craving: A systematic review and mapping of assessment instruments. What about sexual craving?","37493019"
"[Pornography and sexual abuse in the Internet].","17177094"
"A case report of pornography addiction with dhat syndrome.","25568482"
"Understanding the role of shame and its consequences in female hypersexual behaviours: a pilot study.","25592308"
"Hypersexual behavior in an online sample of males: associations with personal distress and functional impairment.","23578375"
"Pornographic picture processing interferes with working memory performance.","23167900"
"Use of Fluoxetine in Treating Compulsive Sexual Behavior: A Case Report.","36262958"
"A Case-Control Study on Behavioral Addictions and Neurocognition: Description of the BANCO and BANCO2 Protocols.","34321880"
"Diagnosis of hypersexual or compulsive sexual behavior can be made using ICD-10 and DSM-5 despite rejection of this diagnosis by the American Psychiatric Association.","27086656"
"How the Rise of Problematic Pornography Consumption and the COVID-19 Pandemic Has Led to a Decrease in Physical Sexual Interactions and Relationships and an Increase in Addictive Behaviors and Cluster B Personality Traits: A Meta-Analysis.","37342297"
"Transcranial direct current stimulation (tDCS) in behavioral and food addiction: a systematic review of efficacy, technical, and methodological issues.","26500478"
"Mental and sexual health perspectives of the International Classification of Diseases (ICD-11) Compulsive Sexual Behavior Disorder •","35895453"
"Separating Models Obscures the Scientific Underpinnings of Sex Addiction as a Disorder.","28948394"
"Assessment and treatment of addictive sexual disorders: relevance for chemical dependency relapse.","11795580"
"Perceived ""out of control"" sexual behavior in a cohort of young adults from the Dunedin Multidisciplinary Health and Development Study.","19421850"
"Additional challenges and issues in classifying compulsive sexual behavior as an addiction.","27098081"
"Compulsive sexual behavior and psychopathology among treatment-seeking men in São Paulo, Brazil.","23415890"
"[Internet and cell phone addiction: passing fad or disorder?].","18551228"
"Self-reported indicators of hypersexuality and its correlates in a female online sample.","24909396"
"Understanding the Personality and Behavioral Mechanisms Defining Hypersexuality in Men Who Have Sex With Men.","27486137"
"Atypical social reward anticipation as a transdiagnostic characteristic of psychopathology: A meta-analytic review and critical evaluation of current evidence.","33160160"
"Drosophila Corazonin Neurons as a Hub for Regulating Growth, Stress Responses, Ethanol-Related Behaviors, Copulation Persistence and Sexually Dimorphic Reward Pathways.","34287347"
"Psychometric Instruments for Problematic Pornography Use: A Systematic Review.","31284745"
"Drug treatment of paraphilic and nonparaphilic sexual disorders.","19243704"
"Clinicians' Beliefs, Observations, and Treatment Effectiveness Regarding Clients' Sexual Addiction and Internet Pornography Use.","27345497"
"Therapists' Assessments in Treating ""Sex Addiction"" and Their Relationship to Clients' Gender, Relationship Status, and Exclusivity Status.","27925268"
"Sexual compulsivity among heterosexual college students.","15765274"
"Comparing serial and nonserial sexual offenders: alcohol and street drug consumption, impulsiveness and history of sexual abuse.","18176726"
"The Relation Between Compulsive Sexual Behaviors and Aggression in a Substance-Dependent Population.","27445453"
"Gambling disorder and comorbid behavioral addictions: Demographic, clinical, and personality correlates.","31951870"
"Drug consumption among sexual offenders against females.","17615431"
"""What is sexual addiction?"" A response to Stephen Levine.","20432126"
"Psychopathological issues of technological addiction: new diagnostic criteria for addiction.","19592781"
"The truth about sex addiction.","21446273"
"A Case of Paraphilia with Osteoporosis and Administered with Depot Leuprorelin.","31635190"
"[Sex ""addiction"": compulsion and controversy].","12557802"
"The depressive façade in a case of compulsive sex behavior with frottage.","23825856"
"Relations Between Self-Reported Adverse Events in Childhood and Hypersexuality in Adult Male Sexual Offenders.","27752854"
"Correction to: The psychometric properties of the Bergen-Yale sex addiction scale for the Iranian population.","33926398"
"Sexual addiction and compulsion: recognition, treatment, and recovery.","17632453"
"Logistic Regression With Machine Learning Sheds Light on the Problematic Sexual Behavior Phenotype.","36193910"
"Early childhood maltreatment experience and later sexual behavior in Brazilian adults undergoing treatment for substance dependence.","30540023"
"Disorders of desire: addiction and problems of intimacy.","15292703"
"Global scientific production regarding behavioral addictions: An analysis of the literature from 1995 to 2019.","34938832"
"Compulsive sexual behavior: Prefrontal and limbic volume and interactions.","27787929"
"[Addictions profiles as a tool for comparison of chemical and nonchemical dependencies].","29658497"
"Time Goes Back-Time Perspective in Polish Men with Compulsive Sexual Behavior Disorder and Risky Sexual Behavior.","36981863"
"Internet sex addiction treated with naltrexone.","18241634"
"Factors Predicting Cybersex Use and Difficulties in Forming Intimate Relationships among Male and Female Users of Cybersex.","25941496"
"Does internet dating mediate sexual addiction: A case study.","31112898"
"[Psychometric properties of an instrument for assessing cyber-sex addiction].","21044551"
"The sexual addict: a challenge for the primary care provider.","2356035"
"Involvement in Sexaholics Anonymous and life satisfaction: The mediating role of meaning in life and hope.","35583964"
"Social communication disorder and behavioural addiction: Case report and clinical implications.","33989174"
"Same Same but Different: A Clinical Characterization of Men with Hypersexual Disorder in the Sex@Brain Study.","30704084"
"Sexual addiction screening test.","1764440"
"The relationship between sexual addiction and sexual dysfunction.","1391376"
"Intellectual disability complicated by sexual addiction: an uncommon presentation of a common condition.","28275020"
"Naltrexone in Compulsive Sexual Behavior Disorder: A Feasibility Study of Twenty Men.","32532705"
"HPA axis dysregulation in men with hypersexual disorder.","26519779"
"Glucose Modulates Human Ventral Tegmental Activity in Response to Sexual Stimuli.","29289371"
"[Prophylaxis of Internet sex addiction].","15884221"
"The Contribution of Sex, Personality Traits, Age of Onset and Disorder Duration to Behavioral Addictions.","30386263"
"Three Diagnoses for Problematic Hypersexuality; Which Criteria Predict Help-Seeking Behavior?","32967307"
"A continuing medical education approach to improve sexual boundaries of physicians.","18419243"
"The use of online methodologies in studying paraphilias - A review.","26165601"
"Hypersexuality and pathological gambling in Parkinson's disease: A cross-sectional case-control study.","21735482"
"Sexual Violence and Trauma in Childhood: A Case Report Based on Strategic Counseling.","34069273"
"[Gambling and Internet habits in a French population with addictive disorders seeking treatment: a multicentric study].","34857367"
"Hypersexual Behavior as a Symptom of PTSD: Using Cognitive Processing Therapy in a Veteran with Military Sexual Trauma-Related PTSD.","30783872"
"Reward deficiency syndrome: a biogenetic model for the diagnosis and treatment of impulsive, addictive, and compulsive behaviors.","11280926"
"Biochemical aspects of effects of mesenchymal stem cell treatment in chronic wounds progressive healing.","35849224"
"Aggravation of Obsessive-Compulsive Disorder Due to Excessive Porn Consumption: A Case Report.","36721539"
"Two clusters of child molesters based on impulsiveness.","25946400"
"Mediating Role of Intimate Partner Violence Between Emotional Dependence and Addictive Behaviours in Adolescents.","35615193"
"Lethal asphyxiation due to sadomasochistic sex training - How some sex partners avoid criminal responsibility even though their actions lead to someone's death.","29533207"
"First case report of tDCS efficacy in severe chemsex addiction .","33162773"
"Screening hypersexuality in Parkinson's disease in everyday practice.","23176749"
"Making addicts: critical reflections on agency and responsibility from lawyers and decision makers.","36687761"
"Episodic sexual addiction in a depressed woman treated with cyproterone acetate.","23422389"
"Mindfulness, emotional dysregulation, impulsivity, and stress proneness among hypersexual patients.","23852856"
"Marital satisfaction during recovery from self-identified sexual addiction among bisexual men and their wives.","2079706"
"Diagnosis and treatment of participants of support groups for hypersexual disorder.","25308579"
"Psychometric development of the hypersexual behavior consequences scale.","26165461"
"Which Dimensions of Human Sexuality Are Related to Compulsive Sexual Behavior Disorder (CSBD)? Study Using a Multidimensional Sexuality Questionnaire on a Sample of Polish Males.","31204265"
"The Mediator Role of Early Maladaptive Schemas Between Childhood Sexual Abuse and Impulsive Symptoms in Female Survivors of CSA.","27112507"
"Fetal Fantasy and the Perfect Child: How Certain Challenges of Adolescence may Inform Aspects of the Abortion Debate.","37468672"
"What is Normal Pornography Use in a Highly Religious Area? Exploring Patterns of Pornography Use in Utah.","37057555"
"[What is sexual addiction?].","8128391"
"Cardiovascular and psychopathological factors among non-sexually compulsive, sexually compulsive, and hypersexual individuals in Sao Paulo, Brazil.","31713436"
"What is Normal Pornography Use in a Highly Religious Area? Exploring Patterns of Pornography Use in Utah.","35341725"
"The effect of 8-OH-DPAT and dapoxetine on gene expression in the brain of male rats during ejaculation.","28540176"
"How to recognize the signs of sexual addiction. Asking the right questions may uncover serious problems.","1946110"
"Sexual Compulsivity Scale, Compulsive Sexual Behavior Inventory, and Hypersexual Disorder Screening Inventory: Translation, Adaptation, and Validation for Use in Brazil.","25348356"
"A response to Aviel Goodman's ""Sexual addiction: designation and treatment"".","8305062"
"Dispositional Mindfulness, Shame, and Compulsive Sexual Behaviors among Men in Residential Treatment for Substance Use Disorders.","29333201"
"Estimated Prevalence and Demographic Correlates of Compulsive Sexual Behavior Among Gay Men in the United States.","34391663"
"Concurrence of compulsive buying and sexual addiction.","18778451"
"Depression, anxiety, and compulsive sexual behaviour among men in residential treatment for substance use disorders: The role of experiential avoidance.","28401660"
"Gender Differences in Compulsive Buying Disorder: Assessment of Demographic and Psychiatric Co-Morbidities.","27907082"
"Treatment of compulsive sexual behaviour with clomipramine and valproic acid.","17305416"
"The negative consequences of hypersexuality: Revisiting the factor structure of the Hypersexual Behavior Consequences Scale and its correlates in a large, non-clinical sample.","33364331"
"Childhood Trauma as a Risk Factor for High Risk Behaviors in Adolescents with Borderline Personality Disorder.","37159646"
"Does the addiction in online pornography affect the behavioral pattern of undergrad private university students in Bangladesh?","29896074"
"Hypermethylation-associated downregulation of microRNA-4456 in hypersexual disorder with putative influence on oxytocin signalling: A DNA methylation analysis of miRNA genes.","31542994"
"Assessing compulsive sexual behavior disorder: The development and international validation of the compulsive sexual behavior disorder-diagnostic inventory (CSBD-DI).","36913189"
"The development of the Compulsive Sexual Behavior Disorder Scale (CSBD-19): An ICD-11 based screening measure across three languages.","32609629"
"Improving addictions treatment outcomes by empowering self and others.","20887611"
"Are Borderline Personality Symptoms Associated With Compulsive Sexual Behaviors Among Women in Treatment for Substance Use Disorders? An Exploratory Study.","27059090"
"[Chemical and behavioural addiction of medical students. Comparative study in Lebanese students].","23200612"
"The World Federation of Societies of Biological Psychiatry guidelines on the assessment and pharmacological treatment of compulsive sexual behaviour disorder.","37522807"
"Decision making and executive functions in problematic pornography use.","37564242"
"[Phenomenology of craving: from differentiation to adequate therapy].","21322141"
"Estimated Prevalence and Demographic Correlates of Compulsive Sexual Behavior Among Gay Men in the United States.","37057439"
"A Cognitive-Behavioral Therapy Group Intervention for Hypersexual Disorder: A Feasibility Study.","28602666"
"[Expanding the addiction concept exemplified by sexual disorders. Critical comments on the contribution by K. Roth. Sexual addiction in alcohol misuse and dependence].","1470276"
"Tricyclic antidepressants intoxication in Tehran, Iran: epidemiology and associated factors.","20488849"
"Serum malondialdehyde level: Surrogate stress marker in the Sikkimese diabetics.","22470243"
"Pushing the wrong buttons: men's and women's attitudes toward online and offline infidelity.","14756923"
"Investigating Clinically and Scientifically Useful Cut Points on the Compulsive Sexual Behavior Inventory.","28499521"
"Design in topographical space of peptide and peptidomimetic ligands that affect behavior. A chemist's glimpse at the mind--body problem.","11352717"
"A preliminary investigation of the relationship between early maladaptive schemas and compulsive sexual behaviors in a substance-dependent population.","27482151"
"Correlation of addictive factors, human papilloma virus infection and histopathology of oral submucous fibrosis.","20070487"
"Typology of patients with behavioral addictions or eating disorders during a one-year period of care: Exploring similarities of trajectory using growth mixture modeling coupled with latent class analysis.","30427931"
"Hypersexuality, Paraphilic Behaviors, and Gender Dysphoria in Individuals with Klinefelter's Syndrome.","26612786"
"A case report of topiramate in the treatment of nonparaphilic sexual addiction.","16160641"
"Sexual addiction being studied.","12622120"
"Does experiential avoidance explain the relationships between shame, PTSD symptoms, and compulsive sexual behaviour among women in substance use treatment?","29873145"
"[Sexual addiction in alcohol abuse and dependence. Clinical, nosologic and psychoanalytic aspects].","1579173"
"Treatment and recovery for sexual addicts.","2356036"
"Sexual addiction: a new phenomenon?. Interview by J.G. Meisler.","9555677"
"Adolescent sexual abuse: clinical discussion of a community treatment response.","3602660"
"The SCOPE study: health-care consumption related to patients with chronic obstructive pulmonary disease in France.","15164806"
"[Drug modulation of libido and sexual activity. Behavior effect of GnRH analog in man].","7864578"
"Sacramental psychology: Treating intimacy failure in catholic priests.","24264632"
"[The psychotherapy of male patient with sex addiction].","29135448"
"New centre treats MDs whose careers are in shambles because of sex abuse.","7743452"
"[Sex addiction diagnosis. When libido becomes a burden. Interview by Dr. Beate Schumacher].","10804713"
