"PMID","Year","Month","Title","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title"
"36827616",2023,"Feb","Prevalence and Association between Exercise Dependence and Eating Disorder Risk ","10.4085/1062-6050-0553.22 [doi]","CONTEXT: Exercise dependence (EXD) is a compulsive and addictive behavior that ","Uriegas, Nancy A; Moore, Kenya; Torres-McGehee, Toni M","University of South Carolina, Email:nuriegas@email.sc.edu, Twitter Handle: ; University of South Carolina, Email:kenyam@email.sc.edu.; University of South Carolina, Email:torresmc@mailbox.sc.edu, Twitter: ","eng","Journal Article","J Athl Train",NA,"Journal of athletic training"
"36814178",2023,"May-Jun","The Relationship Between Childhood Trauma, Pathological Dissociation, and ","10.1080/15299732.2023.2181479 [doi]","Interactions between childhood trauma (CT) and dissociation can contribute to ","Imperatori, Claudio; Barchielli, Benedetta; Corazza, Ornella; Carbone, Giuseppe Alessio; Prevete, Elisabeth; Montaldo, Simone; De Rossi, Elena; Massullo, Chiara; Tarsitani, Lorenzo; Ferracuti, Stefano; Pasquini, Massimo; Biondi, Massimo; Farina, Benedetto; Bersani, Francesco Saverio","Cognitive and Clinical Psychology Laboratory, Department of Human Sciences, ; Department of Dynamic and Clinical Psychology, and Health Studies, Sapienza ; Department of Clinical, Pharmaceutical and Biological Sciences, University of ; Cognitive and Clinical Psychology Laboratory, Department of Human Sciences, ; Department of Human Neurosciences, Sapienza University of Rome, Rome, Italy.; Department of Human Neurosciences, Sapienza University of Rome, Rome, Italy.; Cognitive and Clinical Psychology Laboratory, Department of Human Sciences, ; Experimental Psychology Laboratory, Department of Education, Roma Tre University, ; Department of Human Neurosciences, Sapienza University of Rome, Rome, Italy.; Department of Human Neurosciences, Sapienza University of Rome, Rome, Italy.; Department of Human Neurosciences, Sapienza University of Rome, Rome, Italy.; Department of Human Neurosciences, Sapienza University of Rome, Rome, Italy.; Department of Human Neurosciences, Sapienza University of Rome, Rome, Italy.; Department of Human Neurosciences, Sapienza University of Rome, Rome, Italy.","eng","Journal Article","J Trauma Dissociation",NA,"Journal of trauma & dissociation : the official journal of the International "
"36760907",2022,NA,"Running to get ""lost""? Two types of escapism in recreational running and their ","10.3389/fpsyg.2022.1035196 [doi]; 1035196","Escapism is a fundamental motivation in many forms of activity engagements. At ","Stenseng, Frode; Steinsholt, Ingvild Bredvei; Hygen, Beate Wold; Kraft, Pal","Department of Education and Lifelong Learning, Norwegian University of Science ; Oslo University College, Oslo, Norway.; Department of Psychology, University of Oslo, Oslo, Norway.; Norwegian University of Science and Technology Social Research, Trondheim, ; Oslo University College, Oslo, Norway.; Department of Psychology, University of Oslo, Oslo, Norway.","eng","Journal Article","Front Psychol","The authors declare that the research was conducted in the absence of any ","Frontiers in psychology"
"36698618",2023,NA,"Exercise addiction: A narrative overview of research issues.","10.1080/19585969.2023.2164841 [doi]","This narrative overview summarises the work on exercise addiction (EA) over the ","Weinstein, Aviv; Szabo, Attila","The Isadore and Ruth Kastin Chair for Brain Research, Department of Psychology, ; Institute of Psychology, and Institute of Health Promotion and Sport Sciences, ","eng","Journal Article; Review","Dialogues Clin Neurosci","The authors have no interests or activities that might be seen as influencing the ","Dialogues in clinical neuroscience"
"36673797",2023,"Jan","Personality Traits Associated with the Risk of Exercise Dependence in ","10.3390/ijerph20021042 [doi]; 1042","Exercise dependence (ED) is common in endurance athletes and can lead to physical ","Remilly, Marion; Mauvieux, Benoit; Drigny, Joffrey","Normandie Univ, UNICAEN, CHU de Caen Normandie, Service de Medecine du Sport, ; Normandie Univ, UNICAEN, INSERM, COMETE, GIP CYCERON, 14000 Caen, France.; Normandie Univ, UNICAEN, CHU de Caen Normandie, Normandie University, Service de ","eng","Journal Article","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health"
"36638963",2023,"Mar","The role of the orbitofrontal cortex in exercise addiction and exercise ","S0165-0327(23)00042-3 [pii]; 10.1016/j.jad.2023.01.030 [doi]","BACKGROUND: Excessive exercise may also lead to exercise addiction (EXA), which ","Zhang, Feifei; Xie, Hongsheng; Wang, Song; Li, Fei; Gong, Qiyong; Jia, Zhiyun","Huaxi MR Research Center (HMRRC), Department of Radiology, West China Hospital of ; Department of Nuclear Medicine, West China Hospital of Sichuan University, ; Huaxi MR Research Center (HMRRC), Department of Radiology, West China Hospital of ; Huaxi MR Research Center (HMRRC), Department of Radiology, West China Hospital of ; Huaxi MR Research Center (HMRRC), Department of Radiology, West China Hospital of ; Research Unit of Psychoradiology, Chinese Academy of Medical Sciences, Chengdu, ","eng","Journal Article; Research Support, Non-U.S. Gov't","J Affect Disord","Conflict of interest There have no conflict of interest.","Journal of affective disorders"
"36554661",2022,"Dec","Exercise Dependence in Practitioners of Martial Arts and Combat Sports.","10.3390/ijerph192416782 [doi]; 16782","BACKGROUND: The aim of this study was to analyse prevalence exercise dependence ","Kostorz, Karolina; Cynarski, Wojciech J; Polechonski, Jacek","Institute of Sport Sciences, The Jerzy Kukuczka Academy of Physical Education in ; Institute of Physical Culture Studies, College of Medical Sciences, University of ; Institute of Sport Sciences, The Jerzy Kukuczka Academy of Physical Education in ","eng","Journal Article; Research Support, Non-U.S. Gov't","Int J Environ Res Public Health","The authors declare no conflict of interest.","International journal of environmental research and public health"
"36546973",2022,"Dec","Eating Disorders and Disordered Eating in Competitive Cycling: A Scoping Review.","10.3390/bs12120490 [doi]; 490","This article reports on the findings from a scoping review on eating disorders ","Roberts, Charlie Jon; Hurst, Howard Thomas; Hardwicke, Jack","Centre for Physical Activity and Life Sciences, University of Northampton, ; Centre for Applied Sport Physical Activity and Performance, University of Central ; Centre for Physical Activity and Life Sciences, University of Northampton, ","eng","Journal Article; Review","Behav Sci (Basel)","The authors declare no conflict of interest.","Behavioral sciences (Basel, Switzerland)"
"36524058",2022,NA,"Dispositional mindfulness and its relationship to exercise motivation and ","10.3389/fspor.2022.934657 [doi]; 934657","Mindfulness is the psychological state of staying attuned to the present moment, ","Lynn, Sarah; Satyal, Medha Kumari; Smith, Alana J; Tasnim, Noor; Gyamfi, Daphne; English, Daniel F; Suzuki, Wendy A; Basso, Julia C","Department of Human Nutrition, Foods, and Exercise, Virginia Tech, Blacksburg, ; Translational Biology, Medicine, and Health Graduate Program, Virginia Tech, ; School of Neuroscience, Virginia Tech, Blacksburg, VA, United States.; Translational Biology, Medicine, and Health Graduate Program, Virginia Tech, ; Department of Human Nutrition, Foods, and Exercise, Virginia Tech, Blacksburg, ; School of Neuroscience, Virginia Tech, Blacksburg, VA, United States.; Center for Neural Science, New York University, New York, NY, United States.; Department of Human Nutrition, Foods, and Exercise, Virginia Tech, Blacksburg, ; School of Neuroscience, Virginia Tech, Blacksburg, VA, United States.; Center for Health Behaviors Research, Fralin Biomedical Research Institute at ","eng","Journal Article","Front Sports Act Living","The authors declare that the research was conducted in the absence of any ","Frontiers in sports and active living"
"36451934",2022,NA,"Normal bone mineral density and bone microarchitecture in adult males with high ","10.3389/fspor.2022.1021442 [doi]; 1021442","Exercise addiction describes a pattern of excessive and obsessive exercise and is ","Hansen, Stinus Gadegaard; Lichtenstein, Mia Beck; Johansen, Karen Krogh; Stoving, Rene Klinkby","Department of Diabetes and Endocrinology, University Hospital Southern Denmark, ; Department of Regional Health Research, University of Southern Denmark, Odense, ; Center for Digital Psychiatry, Mental Health Services in the Region of Southern ; Center for Digital Psychiatry, Mental Health Services in the Region of Southern ; Center for Eating Disorders, Odense University Hospital, Research Unit for ; Department of Clinical Research, University of Southern Denmark, Odense, Denmark.","eng","Journal Article","Front Sports Act Living","The authors declare that the research was conducted in the absence of any ","Frontiers in sports and active living"
"36449271",2023,"Mar","Running addiction.","10.23736/S0022-4707.22.14285-4 [doi]","BACKGROUND: Running is a common physical activity of an aerobic nature that is ","Zivcic Tomic, Debi; Tomic, Martina; Vuletic, Filip; Vrgoc, Goran","Department for Rheumatology and Rehabilitation, Clinical Hospital Centre Zagreb, ; Vuk Vrhovac University Clinic for Diabetes and Metabolic Diseases, Mercur ; Department for Orthopedic Surgery, Sveti Duh University Hospital, Zagreb, Croatia ; Faculty of Kinesiology, University of Zagreb, Zagreb, Croatia.; Department for Orthopedic Surgery, Sveti Duh University Hospital, Zagreb, ; Faculty of Kinesiology, University of Zagreb, Zagreb, Croatia.","eng","Journal Article","J Sports Med Phys Fitness",NA,"The Journal of sports medicine and physical fitness"
"36397179",2022,"Nov","Relationships between personality traits and disordered eating among Chinese ","10.1186/s40337-022-00679-7 [doi]; 169","BACKGROUND: Although numerous studies have examined associations between ","Yang, Peiying; Wang, Ting; Herold, Fabian; Muller, Notger G; Taylor, Alyx; Szabo, Attila; Granziol, Umberto; Cook, Brian; Landolfi, Emilio; Solmi, Marco; Zou, Liye","Body-Brian-Mind Laboratory, School of Psychology, Shenzhen University, Shenzhen, ; Institute of Psychiatry, Psychology and Neuroscience, King's College London, ; Body-Brian-Mind Laboratory, School of Psychology, Shenzhen University, Shenzhen, ; Research Group Degenerative and Chronic Diseases, Movement, Faculty of Health ; Research Group Degenerative and Chronic Diseases, Movement, Faculty of Health ; School of Rehabilitation, Sport and Psychology, AECC University College, ; Institute of Health Promotion and Sport Science, ELTE, Eotvos Lorand Unbiversity, ; Department of General Psychology, University of Padova, Padova, Italy.; , Saint Augustine, Florida, USA.; Faculty of Health Sciences, School of Kinesiology, University of the Fraser ; Department of Psychiatry, University of Ottawa, Ottawa, ON, Canada.; Department of Child and Adolescent Psychiatry, Charite, Universitatsmedizin, ; Body-Brian-Mind Laboratory, School of Psychology, Shenzhen University, Shenzhen, ","eng","Journal Article","J Eat Disord","Author Peiying Yang, Author Ting Wang, Author Fabian Herold, Author Notger ","Journal of eating disorders"
"36248285",2022,"Jul","The Relationship between Betting Propensity as Perceived by Golfers and Exercise ","10.18502/ijph.v51i7.10094 [doi]","BACKGROUND: We aimed to verify the effect of betting propensity as perceived by ","Ji, Joon-Chul; Jang, Seyong","Wellness Sports Science, Hankyong National University, Anseong, Korea.; Department of Taekwondo, College of Arts and Physical Education, Gachon ","eng","Journal Article","Iran J Public Health","Conflict of Interest The authors have no conflicts of interest to declare.","Iranian journal of public health"
"36180163",2022,"Oct","Exercise dependence, body dismorphia, and anxiety in crossfit practitioners: A ","S1360-8592(22)00078-X [pii]; 10.1016/j.jbmt.2022.04.013 [doi]","INTRODUCTION: Physical exercise provides better body image perception and ","Laynes, Isabela Anderson; Fagundes, Marina Gomes; Barbosa, Germanna Medeiros; de Souza, Marcelo Cardoso; Lombardi Junior, Imperio","Postgraduate Program Interdisciplinary in Health Sciences, Universidade Federal ; Postgraduate Program in Rehabilitation Sciences, Universidade Federal do Rio ; Postgraduate Program in Rehabilitation Sciences, Universidade Federal do Rio ; Postgraduate Program in Rehabilitation Sciences, Universidade Federal do Rio ; The Human Movement Sciences Department, Universidade Federal de Sao Paulo, ","eng","Journal Article; Research Support, Non-U.S. Gov't","J Bodyw Mov Ther","Declaration of competing interest None.","Journal of bodywork and movement therapies"
"36118286",2022,NA,"Estimation of Behavioral Addiction Prevalence During COVID-19 Pandemic: A ","10.1007/s40429-022-00435-6 [doi]","PURPOSE OF REVIEW: The COVID-19 pandemic changed people's lifestyles and such ","Alimoradi, Zainab; Lotfi, Aida; Lin, Chung-Ying; Griffiths, Mark D; Pakpour, Amir H","Social Determinants of Health Research Center, Research Institute for Prevention ; Social Determinants of Health Research Center, Research Institute for Prevention ; Institute of Allied Health Sciences, National Cheng Kung University Hospital, ; International Gaming Research Unit, Psychology Department, Nottingham Trent ; Social Determinants of Health Research Center, Research Institute for Prevention ; Department of Nursing, School of Health and Welfare, Jonkoping University, ","eng","Journal Article; Review","Curr Addict Rep","Conflict of InterestThe authors declare no competing interests.","Current addiction reports"
"36112490",2022,"Sep","Brain default mode network mediates the association between negative ","10.1556/2006.2022.00067 [doi]","BACKGROUND AND AIMS: Perfectionism is correlated with the occurrence of exercise ","Xie, Hongsheng; Zhang, Feifei; Cao, Yuan; Long, Xipeng; Wu, Baolin; Gong, Qiyong; Jia, Zhiyun","1Department of Nuclear Medicine, West China Hospital of Sichuan University, ; 2Huaxi MR Research Center (HMRRC), Department of Radiology, West China Hospital ; 2Huaxi MR Research Center (HMRRC), Department of Radiology, West China Hospital ; 3Department of Radiology, First Hospital of Shanxi Medical University, Taiyuan, ; 1Department of Nuclear Medicine, West China Hospital of Sichuan University, ; 2Huaxi MR Research Center (HMRRC), Department of Radiology, West China Hospital ; 4Research Unit of Psychoradiology, Chinese Academy of Medical Sciences, Chengdu, ; 1Department of Nuclear Medicine, West China Hospital of Sichuan University, ; 2Huaxi MR Research Center (HMRRC), Department of Radiology, West China Hospital ; 2Huaxi MR Research Center (HMRRC), Department of Radiology, West China Hospital ; 5Functional and Molecular Imaging Key Laboratory of Sichuan University, West ; 2Huaxi MR Research Center (HMRRC), Department of Radiology, West China Hospital ; 6Department of Radiology, West China Xiamen Hospital of Sichuan University, ; 1Department of Nuclear Medicine, West China Hospital of Sichuan University, ; 4Research Unit of Psychoradiology, Chinese Academy of Medical Sciences, Chengdu, ; 5Functional and Molecular Imaging Key Laboratory of Sichuan University, West ","eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions"
"36092546",2022,"Dec","Dimensions of passion and their relationship to the risk of exercise addiction: ","10.1016/j.abrep.2022.100451 [doi]; 100451","This study was performed to investigate further the two-dimensional aspect of ","Szabo, Attila; de la Vega, Ricardo; Kovacsik, Rita; Jimenez Almendros, Lucia; Ruiz-Barquin, Roberto; Demetrovics, Zsolt; Boros, Szilvia; Koteles, Ferenc","Institute of Health Promotion and Sport Sciences, ELTE Eotvos Lorand University, ; Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; Department of Physical Education, Sport and Human Movement, Autonomous University ; Institute of Health Promotion and Sport Sciences, ELTE Eotvos Lorand University, ; Department of Physical Education, Sport and Human Movement, Autonomous University ; Department of Developmental and Educational Psychology, Autonomous University of ; Institute of Psychology, ELTE Eotvos Lorand University, Budapest, Hungary.; Centre of Excellence in Responsible Gaming, University of Gibraltar, Gibraltar, ; Institute of Health Promotion and Sport Sciences, ELTE Eotvos Lorand University, ; Institute of Health Promotion and Sport Sciences, ELTE Eotvos Lorand University, ","eng","Journal Article","Addict Behav Rep","The authors declare that they have no known competing financial interests or ","Addictive behaviors reports"
"35990207",2022,"Aug","Exercise dependence and orthorexia nervosa in Crossfit: exploring the role of ","10.1007/s12144-022-03585-y [doi]","Physical exercise and healthy diet have a positive effect on health. However, the ","Mavrandrea, Panagiota; Gonidakis, Fragiskos","Eating Disorders Unit, 1st Department of Psychiatry, Eginition Hospital, National ; Eating Disorders Unit, 1st Department of Psychiatry, Eginition Hospital, National ","eng","Journal Article","Curr Psychol","Conflict of interestOn behalf of all authors, the corresponding author states ","Current psychology (New Brunswick, N.J.)"
"35980451",2023,"Apr","Why do we climb mountains? An exploration of features of behavioural addiction in ","10.1007/s00406-022-01476-8 [doi]","Common knowledge implies that individuals engaging in outdoor sports and ","Habelt, Leonie; Kemmler, Georg; Defrancesco, Michaela; Spanier, Bianca; Henningsen, Peter; Halle, Martin; Sperner-Unterweger, Barbara; Hufner, Katharina","Department of Psychiatry, Psychotherapy, Psychosomatics, and Medical Psychology, ; Department of Prevention, Rehabilitation and Sports Medicine, Klinikum Rechts der ; Department of Psychiatry, Psychotherapy, Psychosomatics, and Medical Psychology, ; Department of Psychiatry, Psychotherapy, Psychosomatics, and Medical Psychology, ; Department of Prevention, Rehabilitation and Sports Medicine, Klinikum Rechts der ; Department of Psychosomatics, Klinikum Rechts der Isar, School of Medicine, ; Department of Prevention, Rehabilitation and Sports Medicine, Klinikum Rechts der ; DZHK (German Centre for Cardiovascular Research), Partner Site Munich Heart ; Department of Psychiatry, Psychotherapy, Psychosomatics, and Medical Psychology, ; Department of Psychiatry, Psychotherapy, Psychosomatics, and Medical Psychology, ","eng","Journal Article","Eur Arch Psychiatry Clin Neurosci","On behalf of all authors, the corresponding author states that there is no ","European archives of psychiatry and clinical neuroscience"
"35979064",2022,NA,"Understanding exercise addiction, psychiatric characteristics and use of anabolic ","10.3389/fspor.2022.903777 [doi]; 903777","BACKGROUND: The purpose of this paper was to explore maladaptive behaviors among ","Gunnarsson, Bjorn; Entezarjou, Artin; Fernandez-Aranda, Fernando; Jimenez-Murcia, Susana; Kentta, Goran; Hakansson, Anders","Helsingborg University Hospital, Region Skane, Helsingborg, Sweden.; Department of Clinical Sciences in Malmo, Center for Primary Health Care ; Skane University Hospital, Region Skane, Malmo, Sweden.; Department of Psychiatry, University Hospital of Bellvitge, Barcelona, Spain.; CIBER Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; Department of Psychiatry, University Hospital of Bellvitge, Barcelona, Spain.; CIBER Fisiopatologia Obesidad y Nutricion (CIBERObn), Instituto de Salud Carlos ; Department of Clinical Sciences, School of Medicine and Health Sciences, ; Psychoneurobiology of Eating and Addictive Behaviors Group, Neurosciences ; The Swedish School of Sport and Health Sciences, Stockholm, Sweden.; School of Human Kinetics, University of Ottawa, Ottawa, ON, Canada.; Swedish Sport Federation, Stockholm, Sweden.; Clinical Sports and Mental Health Unit, Malmo Addiction Center, Region Skane, ; Division of Psychiatry, Department of Clinical Sciences Lund, Faculty of ","eng","Journal Article","Front Sports Act Living","Author AH has overall research funding from the state-owned gambling operator ","Frontiers in sports and active living"
"35967495",2022,"Aug","Alexithymia, reward sensitivity and excessive exercise in non-binge-eaters versus ","10.1007/s12144-022-03511-2 [doi]","A distinction has been made between primary and secondary exercise dependence, ","Lyvers, Michael; Truncali, Joseph; Stapleton, Peta; Thorberg, Fred Arne","Bond University, Gold Coast, Qld 4229 Australia. GRID: grid.1033.1. ISNI: 0000 ; Bond University, Gold Coast, Qld 4229 Australia. GRID: grid.1033.1. ISNI: 0000 ; Bond University, Gold Coast, Qld 4229 Australia. GRID: grid.1033.1. ISNI: 0000 ; Bond University, Gold Coast, Qld 4229 Australia. GRID: grid.1033.1. ISNI: 0000 ","eng","Journal Article","Curr Psychol","Competing interestsThe authors have no competing interests relevant to the ","Current psychology (New Brunswick, N.J.)"
