"Title","PMID","Year","Month","DOI","Abstract","Full_Author_Name","Author_Address","Language","Publication_Type","Journal_name_short","Conflict_of_Interest_Statement","Journal_Title","Label"
"""Technology-mediated addictive behaviors constitute a spectrum of related yet distinct conditions: A network perspective"": Correction to Baggio et al. (2018).",30211582,2018,"Sep","10.1037/adb0000405 [doi]","Reports an error in ""Technology-mediated addictive behaviors constitute a ",NA,NA,"eng","Journal Article","Psychol Addict Behav",NA,"Psychology of addictive behaviors : journal of the Society of Psychologists in ","cybersex"
"Factor structure of the Cybersex Motives Questionnaire.",30156118,2018,"Sep","10.1556/2006.7.2018.67 [doi]","BACKGROUND AND AIMS: The Internet is widely used for sexual activities and ","Franc, Elisabeth; Khazaal, Yasser; Jasiowka, Katarzyna; Lepers, Thibault; Bianchi-Demicheli, Francesco; Rothen, Stephane","1 Department of Psychiatry, University of Geneva , Geneva, Switzerland.; 1 Department of Psychiatry, University of Geneva , Geneva, Switzerland.; 2 Department of Mental Health and Psychiatry, Geneva University Hospital , ; 3 Research Centre, University Institute of Mental Health at Montreal , Montreal, ; 2 Department of Mental Health and Psychiatry, Geneva University Hospital , ; 2 Department of Mental Health and Psychiatry, Geneva University Hospital , ; 1 Department of Psychiatry, University of Geneva , Geneva, Switzerland.; 2 Department of Mental Health and Psychiatry, Geneva University Hospital , ; 1 Department of Psychiatry, University of Geneva , Geneva, Switzerland.; 2 Department of Mental Health and Psychiatry, Geneva University Hospital , ","eng","Journal Article; Validation Study","J Behav Addict",NA,"Journal of behavioral addictions","cybersex"
"Technology-mediated addictive behaviors constitute a spectrum of related yet distinct conditions: A network perspective.",30024188,2018,"Aug","10.1037/adb0000379 [doi]","An important ongoing debate in the addiction field is whether certain ","Baggio, Stephanie; Starcevic, Vladan; Studer, Joseph; Simon, Olivier; Gainsbury, Sally M; Gmel, Gerhard; Billieux, Joel","Division of Prison Health.; Sydney Medical School Nepean.; Alcohol Treatment Centre.; Centre for Excessive Gambling.; Brain and Mind Centre.; Alcohol Treatment Centre.; Addictive and Compulsive Behaviors Lab.","eng","Journal Article; Research Support, Non-U.S. Gov't","Psychol Addict Behav",NA,"Psychology of addictive behaviors : journal of the Society of Psychologists in ","cybersex"
"Where the Mind Cannot Dare: A Case of Addictive Use of Online Pornography and Its Relationship With Childhood Trauma.",30015567,2019,NA,"10.1080/0092623X.2018.1488324 [doi]","Dysfunctional use of cybersex has often been conceptualized as a ""behavioral ","Wery, Aline; Schimmenti, Adriano; Karila, Laurent; Billieux, Joel","a Psychological Sciences Research Institute, Catholic University of Louvain , ; b Faculty of Human and Social Sciences , UKE-Kore of Enna , Enna , Italy.; c Addiction Research and Treatment Center, Paul Brousse Hospital, Paris Sud-11 ; a Psychological Sciences Research Institute, Catholic University of Louvain , ; d Addictive and Compulsive Behaviours Lab , Institute for Health and Behaviour, ","eng","Case Reports; Journal Article","J Sex Marital Ther",NA,"Journal of sex & marital therapy","cybersex"
"Trait and state impulsivity in males with tendency towards Internet-pornography-use disorder.",29291508,2018,"Apr","S0306-4603(17)30485-9 [pii]; 10.1016/j.addbeh.2017.12.029 [doi]","INTRODUCTION: Impulsivity has been identified to be involved in the development ","Antons, Stephanie; Brand, Matthias","Department of General Psychology: Cognition and Center for Behavioral Addiction ; Department of General Psychology: Cognition and Center for Behavioral Addiction ","eng","Journal Article","Addict Behav",NA,"Addictive behaviors","cybersex"
"Cybersex Addiction: A Study on Spanish College Students.",27398694,2017,"Aug","10.1080/0092623X.2016.1208700 [doi]","The aim of this study was to determine the type and frequency of online sexual ","Ballester-Arnal, Rafael; Castro Calvo, Jesus; Gil-Llario, M Dolores; Gil-Julia, Beatriz","a Departamento de Psicologia Basica, Clinica y Psicobiologia , Universitat Jaume ; a Departamento de Psicologia Basica, Clinica y Psicobiologia , Universitat Jaume ; b Departamento de Psicologia Evolutiva y de la Educacion , Universitat de ; a Departamento de Psicologia Basica, Clinica y Psicobiologia , Universitat Jaume ","eng","Journal Article","J Sex Marital Ther",NA,"Journal of sex & marital therapy","cybersex"
"Problematic cybersex: Conceptualization, assessment, and treatment.",26646983,2017,"Jan","S0306-4603(15)30058-7 [pii]; 10.1016/j.addbeh.2015.11.007 [doi]","Problematic involvement in cybersex is generally considered to be an excessive ","Wery, A; Billieux, J","Laboratory for Experimental Psychopathology, Psychological Sciences Research ; Laboratory for Experimental Psychopathology, Psychological Sciences Research ","eng","Journal Article; Research Support, Non-U.S. Gov't; Review","Addict Behav",NA,"Addictive behaviors","cybersex"
"Sexual Excitability and Dysfunctional Coping Determine Cybersex Addiction in Homosexual Males.",26374928,2015,"Oct","10.1089/cyber.2015.0152 [doi]","Cybersex addiction (CA) has been mostly investigated in heterosexual males. ","Laier, Christian; Pekal, Jaro; Brand, Matthias","1 Department of General Psychology: Cognition, University of Duisburg-Essen , ; 1 Department of General Psychology: Cognition, University of Duisburg-Essen , ; 1 Department of General Psychology: Cognition, University of Duisburg-Essen , ; 2 Erwin L. Hahn Institute for Magnetic Resonance Imaging , Essen, Germany .","eng","Journal Article","Cyberpsychol Behav Soc Netw",NA,"Cyberpsychology, behavior and social networking","cybersex"
"Symptoms of cybersex addiction can be linked to both approaching and avoiding pornographic stimuli: results from an analog sample of regular cybersex users.",26052292,2015,NA,"10.3389/fpsyg.2015.00653 [doi]; 653","There is no consensus regarding the phenomenology, classification, and diagnostic ","Snagowski, Jan; Brand, Matthias","Department of General Psychology: Cognition, University of Duisburg-Essen ; Department of General Psychology: Cognition, University of Duisburg-Essen ","eng","Journal Article","Front Psychol",NA,"Frontiers in psychology","cybersex"
"Implicit associations in cybersex addiction: Adaption of an Implicit Association Test with pornographic pictures.",26026385,2015,"Oct","S0306-4603(15)00173-2 [pii]; 10.1016/j.addbeh.2015.05.009 [doi]","Recent studies show similarities between cybersex addiction and substance ","Snagowski, Jan; Wegmann, Elisa; Pekal, Jaro; Laier, Christian; Brand, Matthias","General Psychology: Cognition, University of Duisburg-Essen, Germany.; General Psychology: Cognition, University of Duisburg-Essen, Germany.; General Psychology: Cognition, University of Duisburg-Essen, Germany.; General Psychology: Cognition, University of Duisburg-Essen, Germany.; General Psychology: Cognition, University of Duisburg-Essen, Germany; Erwin L. ","eng","Journal Article; Research Support, Non-U.S. Gov't","Addict Behav",NA,"Addictive behaviors","cybersex"
"Factors Predicting Cybersex Use and Difficulties in Forming Intimate Relationships among Male and Female Users of Cybersex.",25941496,2015,NA,"10.3389/fpsyt.2015.00054 [doi]; 54","Sexual addiction otherwise known as compulsive sexual behavior is associated with ","Weinstein, Aviv M; Zolek, Rinat; Babkin, Anna; Cohen, Koby; Lejoyeux, Michel","Department of Behavioral Sciences, University of Ariel , Ariel , Israel.; Department of Behavioral Sciences, University of Ariel , Ariel , Israel.; Department of Behavioral Sciences, University of Ariel , Ariel , Israel.; Department of Behavioral Sciences, University of Ariel , Ariel , Israel.; Department of Psychiatry, Paris 7 University , Paris , France ; Hospital Bichat ","eng","Journal Article","Front Psychiatry",NA,"Frontiers in psychiatry","cybersex"
"Getting stuck with pornography? Overuse or neglect of cybersex cues in a multitasking situation is related to symptoms of cybersex addiction.",25786495,2015,"Mar","10.1556/JBA.4.2015.1.5 [doi]","BACKGROUND AND AIMS: Some individuals consume cybersex contents, such as ","Schiebener, Johannes; Laier, Christian; Brand, Matthias","University of Duisburg-Essen Department of General Psychology, Cognition ; University of Duisburg-Essen Department of General Psychology, Cognition ; University of Duisburg-Essen Department of General Psychology, Cognition ","eng","Journal Article","J Behav Addict","Conflict of interest: The authors declare no conflict of interest.","Journal of behavioral addictions","cybersex"
"Cybersex addiction in heterosexual female users of internet pornography can be explained by gratification hypothesis.",25080011,2014,"Aug","10.1089/cyber.2013.0396 [doi]","In the context of Internet addiction, cybersex is considered to be an Internet ","Laier, Christian; Pekal, Jaro; Brand, Matthias","1 Department of General Psychology: Cognition, University of Duisburg-Essen , ","eng","Journal Article","Cyberpsychol Behav Soc Netw",NA,"Cyberpsychology, behavior and social networking","cybersex"
"Evaluation and treatment of sex addiction.",23790248,2014,NA,"10.1080/0092623X.2012.701268 [doi]","There have been several diagnostic labels for persistent, excessive sexual ","Rosenberg, Kenneth Paul; Carnes, Patrick; O'Connor, Suzanne","a Department of Psychiatry , Weill Cornell Medical College , New York , New York ","eng","Journal Article; Review","J Sex Marital Ther",NA,"Journal of sex & marital therapy","cybersex"
"Cybersex addiction: Experienced sexual arousal when watching pornography and not real-life sexual contacts makes the difference.",26165929,2013,"Jun","10.1556/JBA.2.2013.002 [doi]","Background and aims Cybersex addiction is discussed controversially, while ","Laier, Christian; Pawlikowski, Mirko; Pekal, Jaro; Schulte, Frank P; Brand, Matthias",NA,"eng","Journal Article","J Behav Addict",NA,"Journal of behavioral addictions","cybersex"
"Watching pornographic pictures on the Internet: role of sexual arousal ratings and psychological-psychiatric symptoms for using Internet sex sites excessively.",21117979,2011,"Jun","10.1089/cyber.2010.0222 [doi]","Excessive or addictive Internet use can be linked to different online activities, ","Brand, Matthias; Laier, Christian; Pawlikowski, Mirko; Schachtle, Ulrich; Scholer, Tobias; Altstotter-Gleich, Christine","General Psychology: Cognition, University of Duisburg-Essen, Forsthausweg 2, ","eng","Journal Article","Cyberpsychol Behav Soc Netw",NA,"Cyberpsychology, behavior and social networking","cybersex"
"Treatment of compulsive cybersex behavior.",18996308,2008,"Dec","10.1016/j.psc.2008.06.003 [doi]","Compulsive cybersex has become a significant problem for many men and women who ","Southern, Stephen","Department of Psychology, Mississippi College, 112 Lowrey Hall, P.O. Box 4013, ","eng","Case Reports; Journal Article","Psychiatr Clin North Am",NA,"The Psychiatric clinics of North America","cybersex"
"[Relationships among cybersex addiction, gender egalitarianism, sexual attitude and the allowance of sexual violence in adolescents].",18182882,2007,"Dec",NA,"PURPOSE: This study was done to investigate cybersex addiction, gender ","Koo, Hyun Young; Kim, Seong Sook","Department of Nursing, Catholic University of Daegu, Namgu, Daegu, Korea. ","kor","English Abstract; Journal Article","Taehan Kanho Hakhoe Chi",NA,"Taehan Kanho Hakhoe chi","cybersex"
