"Title","Author_Info","Journal","Year","Label"
"Exploring the Associations between Social Media Addiction and Depression: Attentional Bias as a Mediator and Socio-Emotional Competence as a Moderator.","Xiao W, et al.","Int J Environ Res Public Health",2022,"social_media"
"The Impact of Social Media Use on Job Burnout: The Role of Social Comparison.","Han R, et al.","Front Public Health",2020,"social_media"
"Peer Victimization and Adolescent Mobile Social Addiction: Mediation of Social Anxiety and Gender Differences.","Tu W, et al.","Int J Environ Res Public Health",2022,"social_media"
"Alexithymia in Facebook Addiction: Above and Beyond the Role of Pathological Narcissism.","Rogier G, et al.","Psychiatr Danub",2022,"social_media"
"Social media addiction: What is the role of content in YouTube?","Balakrishnan J, et al.","J Behav Addict",2017,"social_media"
"Orthorexia tendency and social media addiction among candidate doctors and nurses.","Yılmazel G.","Perspect Psychiatr Care",2021,"social_media"
"Smartphone and social media use contributed to individual tendencies towards social media addiction in Italian adolescents during the COVID-19 pandemic.","Marengo D, et al.","Addict Behav",2022,"social_media"
"Exploring Association Between Social Media Addiction, Fear of Missing Out, and Self-Presentation Online Among University Students: A Cross-Sectional Study.","Zhu X, et al.","Front Psychiatry",2022,"social_media"
"The relationship between daily stress, social support and Facebook Addiction Disorder.","Brailovskaia J, et al.","Psychiatry Res",2019,"social_media"
"Dysfunction of Self-Control in Facebook Addiction: Impulsivity Is the Key.","Cudo A, et al.","Psychiatr Q",2020,"social_media"
"Internet addiction and Facebook addiction in Spanish women with eating disorders.","Panea-Pizarro I, et al.","Arch Psychiatr Nurs",2020,"social_media"
"Addictive social media use during Covid-19 outbreak: Validation of the Bergen Social Media Addiction Scale (BSMAS) and investigation of protective factors in nine countries.","Brailovskaia J, et al.","Curr Psychol",2022,"social_media"
"The use of social media among high school students and its relationship with the perception of loneliness: A pilot study.","Kitiş Y, et al.","J Child Adolesc Psychiatr Nurs",2022,"social_media"
"Psychometric assessment of the Bangla version of the Bergen Social Media Addiction Scale.","Naher L, et al.","Heliyon",2022,"social_media"
"Executive Function and Social Media Addiction in Female College Students: The Mediating Role of Affective State and Stress.","He Z, et al.","J Genet Psychol",2022,"social_media"
"Psychological Flexibility, Coronavirus Anxiety, Humor and Social Media Addiction During COVID-19 Pandemic in Turkey.","Güldal Ş, et al.","Int J Adv Couns",2022,"social_media"
"The association of problematic use of social media and online videogames with aggression is mediated by insomnia severity: A cross-sectional study in a sample of 18- to 24-year-old individuals.","Bersani FS, et al.","Aggress Behav",2022,"social_media"
"Social media use in patients with fibromyalgia and its effect on symptom severity and sleep quality.","Külekçioğlu S, et al.","Adv Rheumatol",2021,"social_media"
"Testing and Estimation of Social Network Dependence With Time to Event Data.","Su L, et al.","J Am Stat Assoc",2020,"social_media"
"The Bergen Social Media Addiction Scale Validity in a Romanian Sample Using Item Response Theory and Network Analysis.","Stănculescu E.","Int J Ment Health Addict",2022,"social_media"
"Use of social media while driving from an orthopedic resident's perspective.","Tahir M, et al.","Chin J Traumatol",2020,"social_media"
"Facebook use intensity and depressive symptoms: a moderated mediation model of problematic Facebook use, age, neuroticism, and extraversion.","Gugushvili N, et al.","BMC Psychol",2022,"social_media"
"Social Media Addiction in Young Adult Patients with Anxiety Disorders and Depression.","Şentürk E, et al.","Alpha Psychiatry",2021,"social_media"
"Measuring Problematic Internet Use, Internet Gaming Disorder, and Social Media Addiction in Young Adults: Cross-sectional Survey Study.","Moreno M, et al.","JMIR Public Health Surveill",2022,"social_media"
"The impact of motives for Facebook use on Facebook addiction among ordinary users in Jordan.","Alzougool B.","Int J Soc Psychiatry",2018,"social_media"
"The Relationship Between Chronotype and Impulsivity, Attention-Deficit Disorder, Internet, Social Media, and Smartphone Addiction.","Yılbaş B, et al.","Alpha Psychiatry",2022,"social_media"
"Validation of the Social Media Disorder Scale using network analysis in a large representative sample of Czech adolescents.","Šablatúrová N, et al.","Front Public Health",2022,"social_media"
"A cross-sectional study of social media addiction and social and emotional loneliness in university students in Turkey.","Uyaroğlu AK, et al.","Perspect Psychiatr Care",2022,"social_media"
"The brave blue world: Facebook flow and Facebook Addiction Disorder (FAD).","Brailovskaia J, et al.","PLoS One",2018,"social_media"
"Validation of the Greek Version of Social Media Disorder Scale.","Kokka I, et al.","Adv Exp Med Biol",2021,"social_media"
"Collegiate Binge Drinking and Social Media Use Among Hispanics and Non-Hispanics.","Ceballos NA, et al.","J Stud Alcohol Drugs",2018,"social_media"
"Social Networking Addiction among Health Sciences Students in Oman.","Masters K.","Sultan Qaboos Univ Med J",2015,"social_media"
"Disorders due to addictive behaviors: Further issues, debates, and controversies •","Griffiths MD.","J Behav Addict",2022,"social_media"
"A preliminary exploration on psychological variables related to online social network addiction.","García Montes JM, et al.","Adicciones",2022,"social_media"
"Validation of the Instagram Addiction Scale in Greek Youth.","Zarenti M, et al.","EMBnet J",2021,"social_media"
"The Relationship of Social Media Addiction With Internet Use and Perceived Health: The Moderating Effects of Regular Exercise Intervention.","Chen BC, et al.","Front Public Health",2022,"social_media"
"Social media addiction: an industry of unreliability.","Baxter I, et al.","BMJ",2019,"social_media"
"Social Media Addiction among Turkish Young Adults Is Partially Mediated by Automatic Thoughts and Social Problem-Solving Skills.","Yığman F, et al.","Alpha Psychiatry",2021,"social_media"
"Associations between emotion recognition and social networking site addiction.","Ünal-Aydın P, et al.","Psychiatry Res",2020,"social_media"
"Internet Addiction and Polish Women's Sexual Functioning: The Role of Social Media, Online Pornography, and Game Use during the COVID-19 Pandemic-Online Surveys Based on FSFI and BSMAS Questionnaires.","Pawlikowska A, et al.","Int J Environ Res Public Health",2022,"social_media"
"The Bergen Facebook Addiction Scale: its psychometric properties and invariance among women with eating disorders.","Ali AM, et al.","BMC Womens Health",2022,"social_media"
"Social epidemiology of early adolescent problematic screen use in the United States.","Nagata JM, et al.","Pediatr Res",2022,"social_media"
"The Role of Stress and Cognitive Absorption in Predicting Social Network Addiction.","Cannito L, et al.","Brain Sci",2022,"social_media"
"Youth screen use in the ABCD® study.","Bagot KS, et al.","Dev Cogn Neurosci",2022,"social_media"
"Association between social media use (Twitter, Instagram, Facebook) and depressive symptoms: Are Twitter users at higher risk?","Jeri-Yabar A, et al.","Int J Soc Psychiatry",2019,"social_media"
"A mixed-methods study of problematic social media use, attention dysregulation, and social media use motives.","Arness DC, et al.","Curr Psychol",2022,"social_media"
"A Web-Based Intervention for Social Media Addiction Disorder Management in Higher Education: Quantitative Survey Study.","Dogan H, et al.","J Med Internet Res",2019,"social_media"
"Craving Facebook? Behavioral addiction to online social networking and its association with emotion regulation deficits.","Hormes JM, et al.","Addiction",2014,"social_media"
"Six addiction components of problematic social media use in relation to depression, anxiety, and stress symptoms: a latent profile analysis and network analysis.","Peng P, et al.","BMC Psychiatry",2023,"social_media"
"Smartphone and social media addiction: Exploring the perceptions and experiences of Canadian teenagers.","Adorjan M, et al.","Can Rev Sociol",2021,"social_media"
"Reducing problematic social media use via a package intervention.","Stinson L, et al.","J Appl Behav Anal",2023,"social_media"
"Longitudinal Relationships between Nomophobia, Addictive Use of Social Media, and Insomnia in Adolescents.","Lin CY, et al.","Healthcare (Basel)",2021,"social_media"
"The relationship between narcissism, intensity of Facebook use, Facebook flow and Facebook addiction.","Brailovskaia J, et al.","Addict Behav Rep",2020,"social_media"
"Applying network analysis to understand the relationships between impulsivity and social media addiction and between impulsivity and problematic smartphone use.","Guo Z, et al.","Front Psychiatry",2022,"social_media"
"Social media (Facebook) improper use and the influence of sleeping quality in Taiwan's university students.","Wang TJ, et al.","Sci Prog",2021,"social_media"
"Factors associated with Facebook addiction among university students amid the COVID-19 pandemic: Findings from an online cross-sectional survey.","Ripon RK, et al.","PLoS One",2022,"social_media"
"Is obesity and body perception disturbance related to social media addiction among university students?","Çakmak S, et al.","J Am Coll Health",2022,"social_media"
"A one-year follow-up study of changes in social media addiction and career networking among college students with disabilities.","Gao N, et al.","J Am Coll Health",2022,"social_media"
"Problematic social media use is associated with the evaluation of both risk and ambiguity during decision making.","Meshi D, et al.","J Behav Addict",2021,"social_media"
"The relations between the alexithymia levels and social media addictions of nursing students.","İlter SM, et al.","Perspect Psychiatr Care",2022,"social_media"
"Social media use and health promoting lifestyle: an exploration among Indian nursing students.","Sahu M, et al.","Invest Educ Enferm",2020,"social_media"
"The relationship between cyberloafing levels and social media addiction among nursing students.","Turan GB, et al.","Perspect Psychiatr Care",2021,"social_media"
"Social network addiction symptoms and body dissatisfaction in young women: exploring the mediating role of awareness of appearance pressure and internalization of the thin ideal.","Delgado-Rodríguez R, et al.","J Eat Disord",2022,"social_media"
"Emotion-driven problem behaviour: The predictive utility of positive and negative urgency.","Willie C, et al.","Brain Neurosci Adv",2022,"social_media"
"Cross-cultural validation of the Social Media Disorder scale.","Fung SF.","Psychol Res Behav Manag",2019,"social_media"
"Social Media Disorder, Mental Health, and Validation of the Chinese Version of 27-Item Social Media Disorder Scale in Chinese College Students.","Lei H, et al.","Front Public Health",2022,"social_media"
"Impact of social media on the academic performance of undergraduate medical students.","Bhandarkar AM, et al.","Med J Armed Forces India",2021,"social_media"
"Internet-Related Instruments (Bergen Social Media Addiction Scale, Smartphone Application-Based Addiction Scale, Internet Gaming Disorder Scale-Short Form, and Nomophobia Questionnaire) and Their Associations with Distress among Malaysian University Students.","Tung SEH, et al.","Healthcare (Basel)",2022,"social_media"
"The relationship between women's personality traits and addiction to social networking sites on the example of Facebook.","Rachubińska K, et al.","Eur Rev Med Pharmacol Sci",2022,"social_media"
"The Association between Appetitive Aggression and Social Media Addiction Mediated by Cyberbullying: The Moderating Role of Inclusive Norms.","Wong N, et al.","Int J Environ Res Public Health",2022,"social_media"
"Social Media Use and Adolescents' Sleep: A Longitudinal Study on the Protective Role of Parental Rules Regarding Internet Use before Sleep.","van den Eijnden RJJM, et al.","Int J Environ Res Public Health",2021,"social_media"
"Social Media in Adolescents: A Retrospective Correlational Study on Addiction.","Ciacchini R, et al.","Children (Basel)",2023,"social_media"
"Facebook use and its predictive factors among students: Evidence from a lower- and middle-income country, Bangladesh.","Al-Mamun F, et al.","Front Psychiatry",2022,"social_media"
"Comparing Smartphone, WhatsApp, Facebook, Instagram, and Snapchat: Which Platform Elicits the Greatest Use Disorder Symptoms?","Rozgonjuk D, et al.","Cyberpsychol Behav Soc Netw",2021,"social_media"
"Associations between social media addiction, psychological distress, and food addiction among Taiwanese university students.","Huang PC, et al.","J Eat Disord",2023,"social_media"
"Social Media Use as an Impulsive 'Escape From Freedom'.","Reed P, et al.","Psychol Rep",2023,"social_media"
"Social media addiction and sexual dysfunction among Iranian women: The mediating role of intimacy and social support.","Alimoradi Z, et al.","J Behav Addict",2019,"social_media"
"Adaptation and validation of the Online-Fear of Missing Out Inventory into Turkish and the association with social media addiction, smartphone addiction, and life satisfaction.","Bakioğlu F, et al.","BMC Psychol",2022,"social_media"
"Impulsiveness as potential moderators of the relation between social media dependence and eating disorders risk.","He Z, et al.","BMC Psychol",2022,"social_media"
"Problematic social networking site usage and substance use by young adolescents.","Buja A, et al.","BMC Pediatr",2018,"social_media"
"The Protective Role of Resilience in the Development of Social Media Addiction in Tertiary Students and Psychometric Properties of the Slovenian Bergen Social Media Addiction Scale (BSMAS).","Žmavc M, et al.","Int J Environ Res Public Health",2022,"social_media"
"Students' increased time spent on social media, and their level of coronavirus anxiety during the pandemic predict increased social media addiction.","Parlak Sert H, et al.","Health Info Libr J",2022,"social_media"
"Analyzing College Students' Social Media Communication Apprehension.","Punyanunt-Carter NM, et al.","Cyberpsychol Behav Soc Netw",2018,"social_media"
"Social Media Addiction in High School Students: A Cross-Sectional Study Examining Its Relationship with Sleep Quality and Psychological Problems.","Sümen A, et al.","Child Indic Res",2021,"social_media"
"Common Predictive Factors of Social Media Addiction and Eating Disorder Symptoms in Female College Students: State Anxiety and the Mediating Role of Cognitive Flexibility/Sustained Attention.","He Z, et al.","Front Psychol",2022,"social_media"
"Social media addiction in university students in Lebanon and its effect on student performance.","Hamam B, et al.","J Am Coll Health",2023,"social_media"
"The prevalence of problematic internet use among a sample of Egyptian adolescents and its psychiatric comorbidities.","Khalil SA, et al.","Int J Soc Psychiatry",2022,"social_media"
"Associations between executive functions and problematic social networking sites use.","Aydın O, et al.","J Clin Exp Neuropsychol",2020,"social_media"
"Life Satisfaction and Instagram Addiction among University Students during the COVID-19 Pandemic: The Bidirectional Mediating Role of Loneliness.","Rogowska AM, et al.","Int J Environ Res Public Health",2022,"social_media"
"Internet gaming disorder, social network disorder and laterality: handedness relates to pathological use of social networks.","Bouna-Pyrrou P, et al.","J Neural Transm (Vienna)",2015,"social_media"
"Family Socioeconomic Status and Social Media Addiction in Female College Students: The Mediating Role of Impulsiveness and Inhibitory Control.","He ZH, et al.","J Genet Psychol",2021,"social_media"
"Randomized Controlled Evaluation of a Group-Based Training for Parents of Adolescents with Gaming Disorder or Social Network Use Disorder.","Brandhorst I, et al.","Int J Environ Res Public Health",2022,"social_media"
"Social Media Addiction and Poor Mental Health: Examining the Mediating Roles of Internet Addiction and Phubbing.","Ergün N, et al.","Psychol Rep",2023,"social_media"
"Evaluation of Internet Gaming Disorder, Social Media Addiction, and Levels of Loneliness in Adolescents and Youth with Substance Use.","Turhan Gürbüz P, et al.","Subst Use Misuse",2021,"social_media"
"Cross-sectional study of Facebook addiction in a sample of Nepalese population.","Atreya A, et al.","F1000Res",2020,"social_media"
"Posting Alcohol-Related Content and Texting Under the Influence Among Hispanic College Students.","Perez MAG, et al.","J Technol Behav Sci",2021,"social_media"
"The relationship between social anxiety and academic engagement among Chinese college students: A serial mediation model.","Mou Q, et al.","J Affect Disord",2022,"social_media"
"Associations of depressive symptoms and perceived social support with addictive use of social media among elderly people in Turkey.","Özbek MG, et al.","Psychogeriatrics",2022,"social_media"
"Editorial: The impact of online addiction on general health, wellbeing and associated societal costs, volume II.","Floros G, et al.","Front Public Health",2022,"social_media"
"Interpreting the impact of extraversion and neuroticism on social media addiction among university students of Pakistan: A mediated and moderated model.","Dilawar S, et al.","Acta Psychol (Amst)",2022,"social_media"
"The impact of social media on academic performance and interpersonal relations among health sciences undergraduates.","Chandrasena PPCM, et al.","J Educ Health Promot",2022,"social_media"
"Clinical and Psychological Factors Associated with Addiction and Compensatory Use of Facebook Among Patients with Inflammatory Bowel Disease: A Cross-Sectional Study.","Cury GSA, et al.","Int J Gen Med",2022,"social_media"
"Facebook addiction and loneliness in the post-graduate students of a university in southern India.","Shettar M, et al.","Int J Soc Psychiatry",2017,"social_media"
"Problematic Social Media Use: Results from a Large-Scale Nationally Representative Adolescent Sample.","Bányai F, et al.","PLoS One",2017,"social_media"
"Profiles in conspiracism: Associations with two psychiatric syndromes, religiosity and pandemic-related health behaviors.","Minzenberg MJ, et al.","Front Psychiatry",2022,"social_media"
"The role of desire thinking in the problematic use of social networking sites among adults.","Mustoo Başer L, et al.","Addict Behav Rep",2022,"social_media"
"Status and Influencing Factors of Social Media Addiction in Chinese Medical Care Professionals: A Cross-Sectional Survey.","Luo A, et al.","Front Psychol",2022,"social_media"
"Validation of the Greek version of the Bergen Social Media Addiction Scale in Undergraduate Students.","Dadiotis A, et al.","EMBnet J",2021,"social_media"
"Social networking use, mental health, and quality of life of Hong Kong adolescents during the COVID-19 pandemic.","Yu L, et al.","Front Public Health",2022,"social_media"
"The Mediating Role of Loneliness and the Moderating Role of Gender between Peer Phubbing and Adolescent Mobile Social Media Addiction.","Xu XP, et al.","Int J Environ Res Public Health",2022,"social_media"
"The relationships between behavioral addictions and the five-factor model of personality.","Andreassen CS, et al.","J Behav Addict",2013,"social_media"
"Gaming and Social Media Addiction in University Students: Sex Differences, Suitability of Symptoms, and Association With Psychosocial Difficulties.","Burén J, et al.","Front Psychiatry",2021,"social_media"
"Adult Attachment Style, Emotion Regulation, and Social Networking Sites Addiction.","Liu C, et al.","Front Psychol",2019,"social_media"
"The Social Media Disorder and Ostracism in Adolescents: (OSTRACA- SM Study).","Ergun G, et al.","Eurasian J Med",2020,"social_media"
"The Relationship between Personality Traits and Facebook Addiction among Adolescents in an Urban, Rural and Semi-Rural Secondary School.","Maepa MP, et al.","Int J Environ Res Public Health",2022,"social_media"
"The Correlation between Social Media Addiction and Emotional Eating during the COVID-19 Quarantine Period.","Göbel P, et al.","Ecol Food Nutr",2023,"social_media"
"The relationship between social networking addiction and academic performance in Iranian students of medical sciences: a cross-sectional study.","Azizi SM, et al.","BMC Psychol",2019,"social_media"
"Problematic Social Media Use in Sexual and Gender Minority Young Adults: Observational Study.","Vogel EA, et al.","JMIR Ment Health",2021,"social_media"
"An exploratory study of clinical and physiological correlates of problematic social media use in adolescents.","Shafi RMA, et al.","Psychiatry Res",2021,"social_media"
"Mediated effects of insomnia in the association between problematic social media use and subjective well-being among university students during COVID-19 pandemic.","Abiddine FZE, et al.","Sleep Epidemiol",2022,"social_media"
"Using Eye Tracking to Explore Facebook Use and Associations with Facebook Addiction, Mental Well-being, and Personality.","Hussain Z, et al.","Behav Sci (Basel)",2019,"social_media"
"The relationship between dysfunctional metacognitive beliefs and problematic social networking sites use.","Balıkçı K, et al.","Scand J Psychol",2020,"social_media"
"Addiction-like behavior associated with social media usage in undergraduate students of a government medical college in Delhi, India.","Basu S, et al.","Indian J Psychiatry",2021,"social_media"
"Understanding Detrimental Aspects of Social Media Use: Will the Real Culprits Please Stand Up?","Montag C, et al.","Front Sociol",2020,"social_media"
"Addictive behaviours among university students in Malaysia during COVID-19 pandemic.","Ting CH, et al.","Addict Behav Rep",2021,"social_media"
"Validation of the Social Media Disorder Scale in Adolescents: Findings From a Large-Scale Nationally Representative Sample.","Boer M, et al.","Assessment",2022,"social_media"
"Exploring adolescents' perspectives on social media and mental health and well-being - A qualitative literature review.","Popat A, et al.","Clin Child Psychol Psychiatry",2023,"social_media"
"The relationship of social media addiction with interpersonal problem-solving and personality traits in university students.","Mercan N, et al.","Arch Psychiatr Nurs",2023,"social_media"
"Effects of sleep quality on the association between problematic internet use and quality of life in people with substance use disorder.","Saffari M, et al.","BJPsych Open",2022,"social_media"
"Coronavirus Anxiety and Psychological Adjustment in College Students: Exploring the Role of College Belongingness and Social Media Addiction.","Arslan G, et al.","Int J Ment Health Addict",2022,"social_media"
"Mental problems and risk factors for depression among medical students during the COVID-19 pandemic: A cross-sectional study.","Pattanaseri K, et al.","Medicine (Baltimore)",2022,"social_media"
"The Role of Attentional Bias Toward Negative Emotional Information and Social Anxiety in Problematic Social Media Use.","Zhao J, et al.","J Psychosoc Nurs Ment Health Serv",2022,"social_media"
"The interplay between neuroticism, extraversion, and social media addiction in young adult Facebook users: Testing the mediating role of online activity using objective data.","Marengo D, et al.","Addict Behav",2020,"social_media"
"Facebook Addiction Partially Mediated the Association Between Stress Symptoms and Sleep Disturbance Among Facebook Users.","Ho TTQ.","Int J Ment Health Addict",2023,"social_media"
"Turkish Adaptation of the Social Media Disorder Scale in Adolescents.","Savci M, et al.","Noro Psikiyatr Ars",2018,"social_media"
"Predicting Facebook addiction and state anxiety without Facebook by gender, trait anxiety, Facebook intensity, and different Facebook activities.","Xie W, et al.","J Behav Addict",2019,"social_media"
"Time distortion when users at-risk for social media addiction engage in non-social media tasks.","Turel O, et al.","J Psychiatr Res",2018,"social_media"
