"Title","Author_Info","Journal_Year_Info"
"Relationships between Smartphone Addiction and Smartphone Usage Types, Depression, ADHD, Stress, Interpersonal Problems, and Parenting Attitude with Middle School Students.","Hong YP, et al.","J Korean Med Sci. 2021."
"Relationship between eating disorders and internet and smartphone addiction in college students.","Tayhan Kartal F, et al.","Eat Weight Disord. 2021."
"Smartphone addiction, risk factors and its adverse effects in nursing students: A systematic review and meta-analysis.","Osorio-Molina C, et al.","Nurse Educ Today. 2021."
"The relationship between smartphone addiction and musculoskeletal pain prevalence among young population: a cross-sectional study.","Mustafaoglu R, et al.","Korean J Pain. 2021."
"Smartphone usage and increased risk of mobile phone addiction: A concurrent study.","Parasuraman S, et al.","Int J Pharm Investig. 2017."
"Mobile Phone Addiction as an Emerging Behavioral Form of Addiction Among Adolescents in India.","Gangadharan N, et al.","Cureus. 2022."
"Editorial: Significant Influencing Factors and Effective Interventions of Mobile Phone Addiction.","Liu Q, et al.","Front Psychol. 2022."
"The Relationship Between Alexithymia and Mobile Phone Addiction Among Mainland Chinese Students: A Meta-Analysis.","Huang H, et al.","Front Psychiatry. 2022."
"Association between mobile phone addiction and social support among mainland Chinese teenagers: A meta-analysis.","Wan X, et al.","Front Public Health. 2022."
"Association between Smartphone Addiction and Suicide.","Shinetsetseg O, et al.","Int J Environ Res Public Health. 2022."
"Relationship Between Warm Childhood Memories and Mobile Phone Addiction: A Moderated Mediation Model.","Zheng X, et al.","Psychol Rep. 2022."
"We can't afford the candy! The influence of parenting by lying about money on mobile phone addiction and the roles of anxiety and socioeconomic status among Chinese adolescents.","Wei H, et al.","Front Psychol. 2022."
"Longitudinal Cross-Lagged Analysis Between Mobile Phone Dependence, Friendships, and Depressive Symptoms Among Korean Adolescents.","Choe C, et al.","Cyberpsychol Behav Soc Netw. 2022."
"Smart Healthcare Systems and Precision Medicine.","Paik SH, et al.","Adv Exp Med Biol. 2019."
"Mobile phone use pattern and addiction in relation to depression and anxiety.","El-Sayed Desouky D, et al.","East Mediterr Health J. 2020."
"Mobile Phone Dependence, Social Support and Impulsivity in Chinese University Students.","Mei S, et al.","Int J Environ Res Public Health. 2018."
"A Longitudinal Relationship Between Mother's Smartphone Addiction to Child's Smartphone Addiction.","Jeong KH, et al.","Int J Ment Health Addict. 2022."
"Smartphone use by health professionals: A review.","King ALS, et al.","Digit Health. 2020."
"How and for Whom Is Mobile Phone Addiction Associated with Mind Wandering: The Mediating Role of Fatigue and Moderating Role of Rumination.","Lian S, et al.","Int J Environ Res Public Health. 2022."
"The Relationship between Mother's Smartphone Addiction and Children's Smartphone Usage.","Kim B, et al.","Psychiatry Investig. 2021."
"The concurrent validity of the Internet Addiction Test (IAT) and the Mobile Phone Dependence Questionnaire (MPDQ).","Chin F, et al.","PLoS One. 2018."
"A perspective of yoga on smartphone addiction: A narrative review.","Putchavayala CK, et al.","J Family Med Prim Care. 2022."
"The mobile phone addiction index: Cross gender measurement invariance in adolescents.","An X, et al.","Front Psychol. 2022."
"The reciprocal relationship between mobile phone dependence and school adaptation in Korean adolescents: Autoregressive cross-lagged modeling.","Choe C, et al.","Acta Psychol (Amst). 2022."
"Using a smartphone while walking: The cost of smartphone-addiction proneness.","Mourra GN, et al.","Addict Behav. 2020."
"Adolescent mobile phone addiction during the COVID-19 pandemic predicts subsequent suicide risk: a two-wave longitudinal study.","Li G, et al.","BMC Public Health. 2022."
"Hypnotised by Your Phone? Smartphone Addiction Correlates With Hypnotisability.","Olson JA, et al.","Front Psychiatry. 2020."
"Parenting and mobile phone addiction tendency of Chinese adolescents: The roles of self-control and future time perspective.","Peng Y, et al.","Front Psychol. 2022."
"Mobile phone addiction and its association with burnout in Chinese novice nurses: A cross-sectional survey.","Ma H, et al.","Nurs Open. 2021."
"Adolescent resilience and mobile phone addiction in Henan Province of China: Impacts of chain mediating, coping style.","Ma A, et al.","PLoS One. 2022."
"Mobile phone addiction and non-suicidal self-injury among adolescents in China.","Wang R, et al.","PeerJ. 2022."
"Short version of the Smartphone Addiction Scale adapted to Spanish and French: Towards a cross-cultural research in problematic mobile phone use.","Lopez-Fernandez O.","Addict Behav. 2017."
"Depression and Loneliness as Mediators Between Social Support and Mobile Phone Addiction.","Peng Y, et al.","Psychiatr Danub. 2022."
"The Relationship Between Types of Smartphone Use, Digital Literacy, and Smartphone Addiction in the Elderly.","Jeong JH, et al.","Psychiatry Investig. 2022."
"Perceived stress and mobile phone addiction among college students: The roles of self-control and security.","Zhang A, et al.","Front Psychiatry. 2022."
"Mobile phone addiction in Tibetan and Han Chinese adolescents.","Lu L, et al.","Perspect Psychiatr Care. 2019."
"The effect of internet addiction and smartphone addiction on sleep quality among Turkish adolescents.","Acikgoz A, et al.","PeerJ. 2022."
"Addiction-like Behavior Associated with Mobile Phone Usage among Medical Students in Delhi.","Basu S, et al.","Indian J Psychol Med. 2018."
"Parental smartphone addiction and adolescent smartphone addiction by negative parenting attitude and adolescent aggression: A cross-sectional study.","Doo EY, et al.","Front Public Health. 2022."
"Negative Effects of Mobile Phone Addiction Tendency on Spontaneous Brain Microstates: Evidence From Resting-State EEG.","Li H, et al.","Front Hum Neurosci. 2021."
"Mobile phone addiction and depression among Chinese medical students: the mediating role of sleep quality and the moderating role of peer relationships.","Feng Z, et al.","BMC Psychiatry. 2022."
"Mobile Phone Dependence among Undergraduate Students of a Medical College of Eastern Nepal: A Descriptive Cross-sectional Study.","Thapa K, et al.","JNMA J Nepal Med Assoc. 2020."
"The Relationship of Smartphone Addiction and Alexithymia.","Gündoğmuş İ, et al.","Psychiatry Investig. 2021."
"Relationship Between Childhood Physical Abuse, Neglect and Alexithymia and Mobile Phone Addiction in Adolescents.","Du H.","Psychiatr Danub. 2022."
"The severity of mobile phone addiction and its relationship with quality of life in Chinese university students.","Li L, et al.","PeerJ. 2020."
"Mobile phone addiction and depressive symptoms among Chinese University students: The mediating role of sleep disturbances and the moderating role of gender.","Liu M, et al.","Front Public Health. 2022."
"The Mobile Phone Addiction and Depression Among High School Students: The Roles of Cyberbullying Victimization, Perpetration, and Gender.","Wu W, et al.","Front Psychol. 2022."
"Development of the Smartphone Addiction Risk Rating Score for a Smartphone Addiction Management Application.","Park J, et al.","Front Public Health. 2020."
"The influence of alexithymia on mobile phone addiction: The role of depression, anxiety and stress.","Gao T, et al.","J Affect Disord. 2018."
"Long-Term Symptoms of Mobile Phone Use on Mobile Phone Addiction and Depression Among Korean Adolescents.","Park SY, et al.","Int J Environ Res Public Health. 2019."
"Risk Factors for Smartphone Addiction in Korean Adolescents: Smartphone Use Patterns.","Lee H, et al.","J Korean Med Sci. 2017."
"Mobile phone addiction and psychological distress among Chinese adolescents: The mediating role of rumination and moderating role of the capacity to be alone.","Lian SL, et al.","J Affect Disord. 2021."
"Perceived stress and mobile phone addiction among college students during the 2019 coronavirus disease: The mediating roles of rumination and the moderating role of self-control.","Peng Y, et al.","Pers Individ Dif. 2022."
"Structural Relationship among Mobile Phone Dependence, Self-Efficacy, Time Management Disposition, and Academic Procrastination in College Students.","Chen PS, et al.","Iran J Public Health. 2021."
"Mobile Phone Addiction, Phubbing, and Depression Among Men and Women: A Moderated Mediation Analysis.","Ivanova A, et al.","Psychiatr Q. 2020."
"Distinguishing Different Types of Mobile Phone Addiction: Development and Validation of the Mobile Phone Addiction Type Scale (MPATS) in Adolescents and Young Adults.","Liu QQ, et al.","Int J Environ Res Public Health. 2022."
"Perceived Academic Stress and Depression: The Mediation Role of Mobile Phone Addiction and Sleep Quality.","Zhang X, et al.","Front Public Health. 2022."
"Prevalence of Mobile Phone Dependence in Secondary School Adolescents.","Nikhita CS, et al.","J Clin Diagn Res. 2015."
"Effects of Physical Exercise on Mobile Phone Addiction in College Students: The Chain Mediation Effect of Psychological Resilience and Perceived Stress.","Zhao Z, et al.","Int J Environ Res Public Health. 2022."
"Mobile phone involvement and dependence among undergraduate medical students in a Medical College of West Bengal, India.","Choudhury S, et al.","J Educ Health Promot. 2019."
"A Double-Edged Impact of Social Smartphone Use on Smartphone Addiction: A Parallel Mediation Model.","Chang K, et al.","Front Psychol. 2022."
"Loneliness and Mobile Phone Addiction Among Chinese College Students: The Mediating Roles of Boredom Proneness and Self-Control.","Li X, et al.","Psychol Res Behav Manag. 2021."
"The effect of mobile phone addiction on perceived stress and mediating role of ruminations: Evidence from Chinese and Czech university students.","Liu H, et al.","Front Psychol. 2022."
"Empathy and Mobile Phone Dependence in Nursing: A Cross-Sectional Study in a Public Hospital of the Island of Crete, Greece.","Rovithis M, et al.","Healthcare (Basel). 2021."
"Parental Expectation and Mobile Phone Addiction in Adolescents from Chinese Low-Income Families: The Mediating Effects of Self-Esteem and Social Anxiety.","Bai C, et al.","Cyberpsychol Behav Soc Netw. 2022."
"Mobile shoppers' response to Covid-19 phobia, pessimism and smartphone addiction: Does social influence matter?","Chopdar PK, et al.","Technol Forecast Soc Change. 2022."
"How parental smartphone addiction affects adolescent smartphone addiction: The effect of the parent-child relationship and parental bonding.","Gong J, et al.","J Affect Disord. 2022."
"Smartphone Use Patterns of Smartphone-dependent Children.","Park JH.","Child Health Nurs Res. 2020."
"How does self-esteem affect mobile phone addiction? The mediating role of social anxiety and interpersonal sensitivity.","You Z, et al.","Psychiatry Res. 2019."
"The influence of mobile phone addiction and work procrastination on burnout among newly graduated Chinese nurses.","Ma H, et al.","Perspect Psychiatr Care. 2021."
"Smartphone Addiction of Adolescents, Not a Smart Choice.","Bae SM.","J Korean Med Sci. 2017."
"Does Smartphone Addiction Fall on a Continuum of Addictive Behaviors?","Yu S, et al.","Int J Environ Res Public Health. 2020."
"The relationship between addiction to mobile phone and sense of loneliness among students of medical sciences in Kermanshah, Iran.","Jafari H, et al.","BMC Res Notes. 2019."
"Incorporation of Mobile Application (App) Measures Into the Diagnosis of Smartphone Addiction.","Lin YH, et al.","J Clin Psychiatry. 2017."
"Neural Correlates of Smartphone Dependence in Adolescents.","Tymofiyeva O, et al.","Front Hum Neurosci. 2020."
"Smartphone addiction risk, technology-related behaviors and attitudes, and psychological well-being during the COVID-19 pandemic.","Popescu AM, et al.","Front Psychol. 2022."
"Smartphone Addiction and Eysenck's Personality Traits Among Chinese Adolescents: A Meta-Analysis.","Xiong S, et al.","Front Psychol. 2022."
"Development of a Mobile Phone Addiction Craving Scale and Its Validation in a Spanish Adult Population.","De-Sola J, et al.","Front Psychiatry. 2017."
"Adverse Effects of Smartphone Addiction among University Students in South Korea: A Systematic Review.","Achangwa C, et al.","Healthcare (Basel). 2022."
"[Smartphone addiction: French validation of the Internet Addiction Test-Smartphone version (IAT-smartphone) and associated psychopathological features].","Barrault S, et al.","Encephale. 2019."
"Time distortion associated with smartphone addiction: Identifying smartphone addiction via a mobile application (App).","Lin YH, et al.","J Psychiatr Res. 2015."
"Mobile phone addiction is associated with impaired cognitive reappraisal and expressive suppression of negative emotion.","Liu J, et al.","Front Psychiatry. 2022."
"Influence of smartphone use motives on smartphone addiction during the COVID-19 epidemic in China: the moderating effect of age.","Wen F, et al.","Curr Psychol. 2022."
"Core self-evaluation, mental health and mobile phone dependence in Chinese high school students: why should we care.","Li Y, et al.","Ital J Pediatr. 2022."
"Mobile Phone Addiction and Sleep Quality among Older People: The Mediating Roles of Depression and Loneliness.","Tian H, et al.","Behav Sci (Basel). 2023."
"The associations between smartphone addiction and self-esteem, self-control, and social support among Chinese adolescents: A meta-analysis.","Ding Y, et al.","Front Psychol. 2022."
"Preference for Solitude and Mobile Phone Addiction Among Chinese College Students: The Mediating Role of Psychological Distress and Moderating Role of Mindfulness.","Chen WY, et al.","Front Psychol. 2021."
"Trait Procrastination and Mobile Phone Addiction Among Chinese College Students: A Moderated Mediation Model of Stress and Gender.","Yang X, et al.","Front Psychol. 2020."
"The smartphone addiction, peer relationships and loneliness in adolescents.","Erdem E, et al.","Encephale. 2022."
"Factors Associated with Smartphone Addiction Tendency in Korean Adolescents.","Kim JH.","Int J Environ Res Public Health. 2021."
"Exploring the connection between parental bonding and smartphone addiction in Chinese medical students.","Xin C, et al.","BMC Psychiatry. 2022."
"Prevalence of smartphone addiction and its correlates in a sample of Egyptian university students.","Okasha T, et al.","Int J Soc Psychiatry. 2022."
"Smartphone gaming and frequent use pattern associated with smartphone addiction.","Liu CH, et al.","Medicine (Baltimore). 2016."
"Smartphone addiction and its associated behaviors among medical and dental students in Pakistan: A cross-sectional survey.","Kamal S, et al.","J Educ Health Promot. 2022."
"Identifying Indicators of Smartphone Addiction Through User-App Interaction.","Noë B, et al.","Comput Human Behav. 2019."
"Development and validation of a smartphone addiction scale (SAS).","Kwon M, et al.","PLoS One. 2013."
"The Impact of Adolescent Resilience on Mobile Phone Addiction During COVID-19 Normalization and Flooding in China: A Chain Mediating.","Ma A, et al.","Front Psychol. 2022."
"How are smartphones associated with adolescent materialism?","Wang P, et al.","J Health Psychol. 2020."
"Effect of smartphone use before bedtime on smartphone addiction behaviors among Chinese college students.","Li L, et al.","Front Psychol. 2022."
"The Relationship between Physical Activity and College Students' Mobile Phone Addiction: The Chain-Based Mediating Role of Psychological Capital and Social Adaptation.","Chen H, et al.","Int J Environ Res Public Health. 2022."
"The role of loneliness and aggression on smartphone addiction among university students.","Karaoglan Yilmaz FG, et al.","Curr Psychol. 2022."
"Smartphone Addiction and Mental Illness In Rhode Island Young Adults.","Noel JK, et al.","R I Med J (2013). 2023."
"The relationship between college students' alexithymia and mobile phone addiction: Testing mediation and moderation effects.","Mei S, et al.","BMC Psychiatry. 2018."
"Prediction of Problematic Smartphone Use: A Machine Learning Approach.","Lee J, et al.","Int J Environ Res Public Health. 2021."
"The Effects of Smartphone and Internet Gaming Addiction on Eating Attitudes Among University Students.","Örnek BY, et al.","Psychiatry Investig. 2022."
"A Generalizability Analysis of the Mobile Phone Addiction Tendency Scale for Chinese College Students.","Li G, et al.","Front Psychiatry. 2019."
"Personality traits of university students with smartphone addiction.","Kheradmand A, et al.","Front Psychiatry. 2023."
"Mobile Phone Addiction Mediates the Relationship Between Alexithymia and Learning Burnout in Chinese Medical Students: A Structural Equation Model Analysis.","Zhang CH, et al.","Psychol Res Behav Manag. 2021."
"The association of smartphone addiction, sleep quality and perceived stress amongst Jordanian dental students.","Sanusi SY, et al.","Eur J Dent Educ. 2022."
"Mobile Phone Addiction and Risk-Taking Behavior among Chinese Adolescents: A Moderated Mediation Model.","Dou K, et al.","Int J Environ Res Public Health. 2020."
"Understanding the construction of 'behavior' in smartphone addiction: A scoping review.","James RJE, et al.","Addict Behav. 2023."
"Smartphone dependence classification using tensor factorization.","Choi J, et al.","PLoS One. 2017."
"Assessing Mobile Phone Attachment: Validation of the Mobile Attachment Questionnaire in Turkish University Students and Examination of Related Variables.","Enez Ö, et al.","Psychol Rep. 2022."
"Editorial: Problematic Internet Technology Use: Assessment, Risk Factors, Comorbidity, Adverse Consequences and Intervention.","Elhai JD, et al.","Front Psychiatry. 2021."
"Two-dimensional taxonomy of internet addiction and assessment of smartphone addiction with diagnostic criteria and mobile apps.","Wu YL, et al.","J Behav Addict. 2021."
"Data on mobile phone use, adaptability and adult attachment among college students in China.","Liu X, et al.","Data Brief. 2022."
"Predictors of problematic smartphone use among university students.","Laurence PG, et al.","Psicol Reflex Crit. 2020."
"Evaluation of mobile phone addiction level and sleep quality in university students.","Sahin S, et al.","Pak J Med Sci. 2013."
"The Relation Between College Students' Social Anxiety and Mobile Phone Addiction: The Mediating Role of Regulatory Emotional Self-Efficacy and Subjective Well-Being.","Xiao Z, et al.","Front Psychol. 2022."
"The Effect of Adolescents' Internet Addiction on Smartphone Addiction.","Ayar D, et al.","J Addict Nurs. 2017."
"Smartphone addiction and its associated factors among freshmen medical students in China: a cross-sectional study.","Liu H, et al.","BMC Psychiatry. 2022."
"COVID-19 Victimization Experience and College Students' Mobile Phone Addiction: A Moderated Mediation Effect of Future Anxiety and Mindfulness.","Chen L, et al.","Int J Environ Res Public Health. 2022."
"The Impact of Adverse Childhood Experiences on Mobile Phone Addiction in Chinese College Students: A Serial Multiple Mediator Model.","Li W, et al.","Front Psychol. 2020."
"The connection between risk of smartphone addiction, type of smartphone use, life satisfaction, and perceived stress dataset.","Vujić A, et al.","Data Brief. 2021."
"Assessing the prevalence and severity of smartphone addiction in postsecondary students: a brief report.","Rudkovska A, et al.","J Am Coll Health. 2022."
"Relationship between Mobile Phone Addiction and the Incidence of Poor and Short Sleep among Korean Adolescents: a Longitudinal Study of the Korean Children & Youth Panel Survey.","Lee JE, et al.","J Korean Med Sci. 2017."
"Over-connected? A qualitative exploration of smartphone addiction among working adults in China.","Li L, et al.","BMC Psychiatry. 2019."
"Prospective relationships between mobile phone dependence and mental health status among Chinese undergraduate students with college adjustment as a mediator.","Zhang G, et al.","J Affect Disord. 2020."
"Comparing the prevalence of nomophobia and smartphone addiction among university students pre-COVID-19 and during COVID-19.","Sui W, et al.","J Am Coll Health. 2022."
"Indicators of smartphone addiction and stress score in university students.","Gligor Ș, et al.","Wien Klin Wochenschr. 2019."
"Smartphone addiction and associated factors among postgraduate students in an Arabic sample: a cross-sectional study.","Alageel AA, et al.","BMC Psychiatry. 2021."
"Relationship between Smartphone Addiction and Sleep Satisfaction: A Cross-Sectional Study on Korean Adolescents.","Kim E, et al.","Healthcare (Basel). 2022."
"Prevalence of smartphone addiction among Asian medical students: A meta-analysis of multinational observational studies.","Zhong Y, et al.","Int J Soc Psychiatry. 2022."
"Prevalence and predictors of nomophobia among the general population in two middle eastern countries.","Alwafi H, et al.","BMC Psychiatry. 2022."
"Correlation between smartphone addiction and loneliness levels in nursing students.","Sönmez M, et al.","Perspect Psychiatr Care. 2021."
"Relationship between university students' physical activity and mobile phone dependence: Mediating effect of subjective well-being and moderating effect of psychological capital.","Lu T, et al.","Front Psychol. 2022."
"The influence of smartphone use on spinal posture - A laboratory study.","Betsch M, et al.","Gait Posture. 2021."
"Smartphone Use Among University Students During COVID-19 Quarantine: An Ethical Trigger.","Saadeh H, et al.","Front Public Health. 2021."
"The Relationship Between Parental Attachment and Mobile Phone Dependence Among Chinese Rural Adolescents: The Role of Alexithymia and Mindfulness.","Li X, et al.","Front Psychol. 2019."
"How Does Shyness Affect Chinese College Students' Tendency to Mobile Phone Addiction? Testing the Mediating Roles of Social Anxiety and Self-Control.","Li X, et al.","Front Public Health. 2022."
"Examining associations between smartphone use, smartphone addiction, and mental health outcomes: A cross-sectional study of college students.","Kil N, et al.","Health Promot Perspect. 2021."
"An Investigation into Smartphone Addiction with Personality and Sleep Quality among University Students.","Lane HY, et al.","Int J Environ Res Public Health. 2021."
"The Influence of Interpersonal Sensitivity on Smartphone Addiction: A Moderated Mediation Model.","Lin L, et al.","Front Psychol. 2021."
"Commentary: Editorial: Significant influencing factors and effective interventions of mobile phone addiction.","Carbonell X, et al.","Front Psychol. 2022."
"Effects of exercise and psychological interventions on smartphone addiction among university students: A systematic review.","Liu H, et al.","Front Psychol. 2022."
"Examination of the relationship between smartphone addiction and cyberchondria in adolescents.","Köse S, et al.","Arch Psychiatr Nurs. 2021."
"Validity and reliability of the Persian version of mobile phone addiction scale.","Mazaheri MA, et al.","J Res Med Sci. 2014."
"Assessment of Smartphone Addiction in Indian Adolescents: A Mixed Method Study by Systematic-review and Meta-analysis Approach.","Davey S, et al.","Int J Prev Med. 2014."
"Smartphone addiction and victimization predicts sleep problems and depression among children.","Chang FC, et al.","J Pediatr Nurs. 2022."
"Prevalence of smartphone addiction and its effects on subhealth and insomnia: a cross-sectional study among medical students.","Liu H, et al.","BMC Psychiatry. 2022."
"An investigation of the relationship between smartphone addiction and job performance of healthcare employees.","Alan H, et al.","Perspect Psychiatr Care. 2022."
"The relationship between loneliness and mobile phone addiction among Chinese college students: The mediating role of anthropomorphism and moderating role of family support.","Zhang Y, et al.","PLoS One. 2023."
"Post-Traumatic Stress Disorder, Mobile Phone Dependence, and Academic Boredom in Adolescents During the COVID-19 Pandemic.","Shen L, et al.","Front Psychol. 2021."
"Smartphone addiction in children: patterns of use and musculoskeletal discomfort during the COVID-19 pandemic in Iran.","Mokhtarinia HR, et al.","BMC Pediatr. 2022."
"Smartphone Addiction among Students and Its Harmful Effects on Mental Health, Oxidative Stress, and Neurodegeneration towards Future Modulation of Anti-Addiction Therapies: A Comprehensive Survey Based on SLR, Research Questions, and Network Visualization Techniques.","Akhtar F, et al.","CNS Neurol Disord Drug Targets. 2022."
"Negative School Gossip and Youth Adolescents' Mobile Phone Addiction: Mediating Roles of Anxiety and Experiential Avoidance.","Xiong J, et al.","Int J Environ Res Public Health. 2023."
"Proposed Diagnostic Criteria for Smartphone Addiction.","Lin YH, et al.","PLoS One. 2016."
"Investigating the Mediating Role of Procrastination in the Relationship between Positive and Negative Perfectionism and Mobile Phone Addiction in Gifted Students.","Ayadi N, et al.","Iran J Psychiatry. 2021."
"Problematic smartphone use in nursing students and its relationship With life goals.","Yatmaz G, et al.","Perspect Psychiatr Care. 2022."
"Prevalence of Upper Limb Musculoskeletal Disorders and Their Association with Smartphone Addiction and Smartphone Usage among University Students in the Kingdom of Saudi Arabia during the COVID-19 Pandemic-A Cross-Sectional Study.","Sirajudeen MS, et al.","Healthcare (Basel). 2022."
"Factors Affecting Smartphone Usage Self-Report Levels.","Yook IH, et al.","Stud Health Technol Inform. 2019."
"Smartphone addiction, daily interruptions and self-reported productivity.","Duke É, et al.","Addict Behav Rep. 2017."
"The Relationship between Korean Parents' Smartphone Addiction and That of Their Children: The Mediating Effects of Children's Depression and Social Withdrawal.","Lim SI, et al.","Int J Environ Res Public Health. 2022."
"Effects of Weight-Related Self-Stigma and Smartphone Addiction on Female University Students' Physical Activity Levels.","Saffari M, et al.","Int J Environ Res Public Health. 2022."
"Family functioning and mobile phone addiction in university students: Mediating effect of loneliness and moderating effect of capacity to be alone.","Li GR, et al.","Front Psychol. 2023."
"The Relationship Between Self-Esteem and Mobile Phone Addiction Among Mainland Chinese Adolescents: A Meta-Analysis.","Liang Y, et al.","Psychol Rep. 2022."
"Development of a Brief Multicultural Version of the Test of Mobile Phone Dependence (TMDbrief) Questionnaire.","Chóliz M, et al.","Front Psychol. 2016."
"The Association Between Smartphone Addiction and Sleep: A UK Cross-Sectional Study of Young Adults.","Sohn SY, et al.","Front Psychiatry. 2021."
"Smartphone use and smartphone addiction in middle school students in Korea: Prevalence, social networking service, and game use.","Cha SS, et al.","Health Psychol Open. 2018."
"Assessment of Semi-Structured Clinical Interview for Mobile Phone Addiction Disorder.","Alavi SS, et al.","Iran J Psychiatry. 2016."
"Smartphone use and study behavior: A Korean and Australian comparison.","Winskel H, et al.","Heliyon. 2019."
"Smartphone Addiction and Checking Behaviors Predict Aggression: A Structural Equation Modeling Approach.","Khoo SS, et al.","Int J Environ Res Public Health. 2021."
"Neurocognitive Mechanisms Underlying Internet/Smartphone Addiction: A Preliminary fMRI Study.","Han SW, et al.","Tomography. 2022."
"Measurement invariance of the Phubbing Scale across 20 countries.","Błachnio A, et al.","Int J Psychol. 2021."
"The relationship of smartphone addiction with psychological distress and neuroticism among university medical students.","Lei LY, et al.","BMC Psychol. 2020."
"The Effects of Korean Parents' Smartphone Addiction on Korean Children's Smartphone Addiction: Moderating Effects of Children's Gender and Age.","Son HG, et al.","Int J Environ Res Public Health. 2021."
"Smartphone addiction risk and daytime sleepiness in Korean adolescents.","Chung JE, et al.","J Paediatr Child Health. 2018."
"The relationship between self-esteem and mobile phone addiction among college students: The chain mediating effects of social avoidance and peer relationships.","Chen C, et al.","Front Psychol. 2023."
"Prevalence of smartphone addiction and its associated factors among pre-clinical medical and dental students in a public university in Malaysia.","Said AH, et al.","Malays Fam Physician. 2022."
"The pattern of smartphone usage, smartphone addiction, and associated subjective health problems associated with smartphone use among undergraduate nursing students.","Machado J, et al.","J Educ Health Promot. 2023."
"The Validity and Reliability of the Serbian Version of the Smartphone Addiction Scale-Short Version.","Nikolic A, et al.","Int J Environ Res Public Health. 2022."
"Correlations between Problematic Mobile Phone Use and Depressiveness and Daytime Sleepiness, as Well as Perceived Social Support in Adolescents.","Nowak M, et al.","Int J Environ Res Public Health. 2022."
"Factors related to smartphone addiction in adolescents from a region in Northeastern Brazil.","Nunes PPB, et al.","Cien Saude Colet. 2021."
"Smartphone Use and Addiction among Pharmacy Students in Northern Thailand: A Cross-Sectional Study.","Chinwong D, et al.","Healthcare (Basel). 2023."
"Effects of depression and social interaction on smartphone addiction among female adolescents.","Lee EJ, et al.","J Child Adolesc Psychiatr Nurs. 2022."
"Development and validation of the smartphone addiction risk children questionnaire (SARCQ).","Conte S, et al.","Heliyon. 2022."
"Experiential avoidance and excessive smartphone use: a Bayesian approach.","Ruiz-Ruano AM, et al.","Adicciones. 2020."
"Self-Control Mediates, and Mobile Phone Dependence Moderates, the Relationship Between Psychological Capital and Attitudes Toward Physical Exercise Among Chinese University Students.","Liu M, et al.","Front Psychol. 2022."
"Relationships Among Smartphone Use, Physical Activity, and Quality of Life in Chinese College Students.","Shi Y, et al.","Asia Pac J Public Health. 2023."
"Smartphone addiction and perceived pain among nursing students: a cross-sectional study.","Özdil K, et al.","Psychol Health Med. 2022."
