"Title","Author_Info","Journal","Year","Label"
"""Internet Addiction"": a Conceptual Minefield.","Ryding FC, et al.","Int J Ment Health Addict",2018,"internet"
"How to overcome taxonomical problems in the study of Internet use disorders and what to do with ""smartphone addiction""?","Montag C, et al.","J Behav Addict",2021,"internet"
"Conceptualizing Internet use disorders: Addiction or coping process?","Kardefelt-Winther D.","Psychiatry Clin Neurosci",2017,"internet"
"The evolution of Internet addiction.","Young KS.","Addict Behav",2017,"internet"
"The correlation of Internet addiction towards adolescents' social interaction.","Yusuf A, et al.","Int J Adolesc Med Health",2020,"internet"
"Association between urbanization and Internet addiction.","Ko CH, et al.","Curr Opin Psychiatry",2022,"internet"
"Psychometric evaluation of the internet addiction test in India.","Sharma MK, et al.","Asian J Psychiatr",2022,"internet"
"The Relationship Between Affective and Obsessive-Compulsive Symptoms in Internet Use Disorder.","Moretta T, et al.","Front Psychol",2021,"internet"
"Investigating the Association Between Adolescent Internet Addiction and Parental Attitudes.","Bilge M, et al.","Int J Public Health",2022,"internet"
"Neurobiological findings related to Internet use disorders.","Park B, et al.","Psychiatry Clin Neurosci",2017,"internet"
"Language processing in Internet use disorder: Task-based fMRI study.","Darnai G, et al.","PLoS One",2022,"internet"
"The relationship between real-life social support and Internet addiction among the elderly in China.","Jia Y, et al.","Front Public Health",2022,"internet"
"Internet Addiction as a Moderator of the Relationship between Cyberhate Severity and Decisional Forgiveness.","Mróz J, et al.","Int J Environ Res Public Health",2022,"internet"
"The association between Internet addiction and psychiatric disorder: a review of the literature.","Ko CH, et al.","Eur Psychiatry",2012,"internet"
"Internet Addiction in the Web of Science Database: A Review of the Literature with Scientific Mapping.","Moreno-Guerrero AJ, et al.","Int J Environ Res Public Health",2020,"internet"
"Internet addiction among Czech adolescents.","Procházka R, et al.","Psych J",2021,"internet"
"The effect of internet addiction and smartphone addiction on sleep quality among Turkish adolescents.","Acikgoz A, et al.","PeerJ",2022,"internet"
"Neurobiological Risk Factors for the Development of Internet Addiction in Adolescents.","Tereshchenko S, et al.","Behav Sci (Basel)",2019,"internet"
"The Relationship Between Self-Control and Internet Addiction Among Students: A Meta-Analysis.","Li S, et al.","Front Psychol",2021,"internet"
"The relationship between Internet Use Disorder, depression and burnout among Chinese and German college students.","Peterka-Bonetta J, et al.","Addict Behav",2019,"internet"
"The associations of cognitive distortions with internet addiction and internet activities in adolescents: A cross-sectional study.","Özparlak A, et al.","J Child Adolesc Psychiatr Nurs",2022,"internet"
"The Mediating Effect of Social Anxiety on the Relationship Between Internet Addiction and Aggression in Teenagers.","Çınar Özbay S, et al.","Psychol Rep",2022,"internet"
"Internet Use and Quality of Life: The Multiple Mediating Effects of Risk Perception and Internet Addiction.","Qian B, et al.","Int J Environ Res Public Health",2022,"internet"
"Cognitive functions in Internet addiction - a review.","Cudo A, et al.","Psychiatr Pol",2019,"internet"
"Cultural Correlates of Internet Addiction.","Błachnio A, et al.","Cyberpsychol Behav Soc Netw",2019,"internet"
"Can pharmacotherapy play a role in treating internet addiction disorder?","Łukawski K, et al.","Expert Opin Pharmacother",2019,"internet"
"The Impact of Mental Health Predictors of Internet Addiction among Pre-Service Teachers in Ghana.","Essel HB, et al.","Behav Sci (Basel)",2022,"internet"
"Addiction to the Internet and mobile phones and its relationship with loneliness in Iranian adolescents.","Parashkouh NN, et al.","Int J Adolesc Med Health",2018,"internet"
"The effect of COVID-19 uncertainty on internet addiction, happiness and life satisfaction in adolescents.","Evli M, et al.","Arch Psychiatr Nurs",2022,"internet"
"Prevalence and determinants of Internet addiction among the students of professional colleges in the Jammu region.","Kumari R, et al.","J Family Med Prim Care",2022,"internet"
"Analysis of the relationship between personality traits and Internet addiction.","Rachubińska K, et al.","Eur Rev Med Pharmacol Sci",2021,"internet"
"The relationship between internet addiction and aggressive behavior among adolescents during the COVID-19 pandemic: Anxiety as a mediator.","Zhang Y, et al.","Acta Psychol (Amst)",2022,"internet"
"Internet Addiction in Constipated Adolescents.","Çakar S, et al.","Turk J Gastroenterol",2023,"internet"
"Effect of Alexithymia on Internet Addiction Among College Students: The Mediating Role of Metacognition Beliefs.","Luo H, et al.","Front Psychol",2022,"internet"
"The Relationship Between Being Bullied and Addictive Internet Use Among Chinese Rural Adolescents: The Mediating Effect of Adult Attachment.","Guo J, et al.","J Interpers Violence",2022,"internet"
"Unpacking the mechanisms underlying the relation between ostracism and Internet addiction.","Poon KT.","Psychiatry Res",2018,"internet"
"Mapping network connectivity between internet addiction and residual depressive symptoms in patients with depression.","Cai H, et al.","Front Psychiatry",2022,"internet"
"The Relationship Between Adolescents' Stress and Internet Addiction: A Mediated-Moderation Model.","Feng Y, et al.","Front Psychol",2019,"internet"
"The 2D:4D Marker and Different Forms of Internet Use Disorder.","Müller M, et al.","Front Psychiatry",2017,"internet"
"Quality of Life in Internet Use Disorder Patients With and Without Comorbid Mental Disorders.","Dieris-Hirche J, et al.","Front Psychiatry",2022,"internet"
"A critical review of ""Internet addiction"" criteria with suggestions for the future.","Van Rooij AJ, et al.","J Behav Addict",2014,"internet"
"Telemedicine as bridge to the offline world for person affected with problematic internet use or internet use disorder and concerned significant others.","Bottel L, et al.","Digit Health",2023,"internet"
"Does cyberchondria predict Internet addiction among students during the COVID-19 pandemic? A web-based survey study.","Mrayyan MT, et al.","Nurs Forum",2022,"internet"
"Medical student Internet usage: is the literature correct to call it addiction? An opinion piece.","Masters K, et al.","GMS J Med Educ",2020,"internet"
"Prevalence of Internet Addiction Among Iranian University Students: A Systematic Review and Meta-analysis.","Salarvand S, et al.","Cyberpsychol Behav Soc Netw",2022,"internet"
"Exercise-Based Interventions for Internet Addiction: Neurobiological and Neuropsychological Evidence.","Li S, et al.","Front Psychol",2020,"internet"
"Prevalence of Internet Addiction in Iran: A Systematic Review and Meta-analysis.","Modara F, et al.","Addict Health",2017,"internet"
"Internet addiction and problematic Internet use: A systematic review of clinical research.","Kuss DJ, et al.","World J Psychiatry",2016,"internet"
"Internet addiction, substance use and alexithymic dimensions in two different faculties' students.","Esen PY, et al.","Cent Eur J Public Health",2021,"internet"
"Personality traits and college students' internet addiction: The mediating roles of general health and self-esteem.","Khosravi M, et al.","Scand J Psychol",2022,"internet"
"Prevention of Internet addiction: A systematic review.","Vondráčková P, et al.","J Behav Addict",2016,"internet"
"The impact of interaction with children on internet addiction in older adults: A moderated mediation model.","Yang Y, et al.","Front Psychol",2022,"internet"
"Shyness, Loneliness Avoidance, and Internet Addiction: What are the Relationships?","Ang CS, et al.","J Psychol",2018,"internet"
"Self-concept clarity and Internet addiction disorder among junior high school students: A moderate mediation model.","Wang Y, et al.","Front Psychiatry",2022,"internet"
"Data on the prevalence of addiction to the Internet among individuals with a history of drug abuse.","Razjouyan K, et al.","Data Brief",2018,"internet"
"How has Internet Addiction been Tracked Over the Last Decade? A Literature Review and 3C Paradigm for Future Research.","Duong XL, et al.","Int J Prev Med",2020,"internet"
"Internet society, internet addiction, and pathological social withdrawal: the chicken and egg dilemma for internet addiction and hikikomori.","Kato TA, et al.","Curr Opin Psychiatry",2020,"internet"
"Editorial: Clinical practices for co-occurring psychiatric and addictive disorders.","Picello A, et al.","Front Psychiatry",2022,"internet"
"The effect of Internet addiction on eating attitude and body image in university students.","Ayran G, et al.","J Child Adolesc Psychiatr Nurs",2021,"internet"
"Why Are Turkish University Students Addicted to the Internet? A Moderated Mediation Model.","Koçak O, et al.","Healthcare (Basel)",2021,"internet"
"Opposing associations of Internet Use Disorder symptom domains with structural and functional organization of the striatum: A dimensional neuroimaging approach.","Yu F, et al.","J Behav Addict",2022,"internet"
"Internet Addiction Through the Phase of Adolescence: A Questionnaire Study.","Karacic S, et al.","JMIR Ment Health",2017,"internet"
"Internet addiction test: Croatian preliminary study.","Černja I, et al.","BMC Psychiatry",2019,"internet"
"The evolution of Internet addiction: A global perspective.","Griffiths MD, et al.","Addict Behav",2016,"internet"
"The influence of environmental pressure on Internet Use Disorder in adolescents: The potential mediating role of cognitive function.","Li Y, et al.","Addict Behav",2020,"internet"
"Affective symptoms as a predictor of internet addiction among young adults.","Anand N, et al.","Ind Psychiatry J",2022,"internet"
"Internet addiction: a 21st century epidemic?","Christakis DA.","BMC Med",2010,"internet"
"Feelings of Loneliness: Understanding the Risk of Suicidal Ideation in Adolescents with Internet Addiction. A Theoretical Model to Answer to a Systematic Literature Review, without Results.","Khatcherian E, et al.","Int J Environ Res Public Health",2022,"internet"
"The relationship between internet addiction and risky health behaviors in university students: A cross-sectional study in Turkey.","Özarıcı E, et al.","Perspect Psychiatr Care",2022,"internet"
"Examination of the Correlation Between Internet Addiction and Social Phobia in Adolescents.","Yayan EH, et al.","West J Nurs Res",2017,"internet"
"Internet addiction, headache, and insomnia in university students: a cross-sectional study.","Corrêa Rangel T, et al.","Neurol Sci",2022,"internet"
"Addressing the question of disorder-specific risk factors of internet addiction: a comparison of personality traits in patients with addictive behaviors and comorbid internet addiction.","Müller KW, et al.","Biomed Res Int",2013,"internet"
"Effect of Internet addiction on marital life.","Chattopadhyay S, et al.","Ind Psychiatry J",2020,"internet"
"Comorbidity of Internet use disorder and attention deficit hyperactivity disorder: Two adult case-control studies.","Bielefeld M, et al.","J Behav Addict",2017,"internet"
"Internet Addiction: A Review of the First Twenty Years.","Mihajlov M, et al.","Psychiatr Danub",2017,"internet"
"The association between premenstrual dysphoric disorder and internet use disorder.","Ko CH, et al.","Women Health",2014,"internet"
"The Prevalence of Internet Addiction and Its Relationship with Mental Health Among High School Students in Bushehr, Iran (2018).","Aleebrahim F, et al.","Int J Prev Med",2022,"internet"
"Internet Use Patterns, Internet Addiction, and Psychological Distress Among Engineering University Students: A Study from India.","Anand N, et al.","Indian J Psychol Med",2018,"internet"
"Anxiety-Related Coping Styles, Social Support, and Internet Use Disorder.","Jung S, et al.","Front Psychiatry",2019,"internet"
"Prevalence and determinants of Internet Addiction among medical students and its association with depression.","Ibrahim AK, et al.","J Affect Disord",2022,"internet"
"The Association of Parent-Child Communication With Internet Addiction in Left-Behind Children in China: A Cross-Sectional Study.","Cai J, et al.","Int J Public Health",2021,"internet"
"The association between parental depression and adolescent's Internet addiction in South Korea.","Choi DW, et al.","Ann Gen Psychiatry",2018,"internet"
"The utility of combining respiratory sinus arrhythmia indices in association with internet addiction.","Zhang H, et al.","Int J Psychophysiol",2020,"internet"
"Addiction to the internet and online gaming.","Ng BD, et al.","Cyberpsychol Behav",2005,"internet"
"Relationship between headache and Internet addiction in children.","Tepecik Böyükbaş İ, et al.","Turk J Med Sci",2019,"internet"
"Associations between the dark triad of personality and unspecified/specific forms of Internet-use disorder.","Sindermann C, et al.","J Behav Addict",2018,"internet"
"The Longitudinal Relationship between Internet Addiction and Depressive Symptoms in Adolescents: A Random-Intercept Cross-Lagged Panel Model.","Yi X, et al.","Int J Environ Res Public Health",2021,"internet"
"A Phenotype Classification of Internet Use Disorder in a Large-Scale High-School Study.","Lindenberg K, et al.","Int J Environ Res Public Health",2018,"internet"
"Internet addiction assessment tools: dimensional structure and methodological status.","Lortie CL, et al.","Addiction",2013,"internet"
"Susceptibility of Shy Students to Internet Addiction: A Multiple Mediation Model Involving Chinese Middle-School Students.","Yu Y, et al.","Front Psychol",2019,"internet"
"Evaluation of internet addiction and fear of missing out among nursing students.","Kargın M, et al.","Perspect Psychiatr Care",2020,"internet"
"Internet Addiction Among Male Adolescents in Indonesia: A Qualitative Study.","Rakhmawati W, et al.","Am J Mens Health",2021,"internet"
"The factor structure of the internet addiction tool with university students in Jordan.","Ahmad M, et al.","Issues Ment Health Nurs",2015,"internet"
"Precursor or sequela: pathological disorders in people with Internet addiction disorder.","Dong G, et al.","PLoS One",2011,"internet"
"Internet addiction and self-evaluated attention-deficit hyperactivity disorder traits among Japanese college students.","Tateno M, et al.","Psychiatry Clin Neurosci",2016,"internet"
"Associations between parental mediation and adolescents' internet addiction: The role of parent-child relationship and adolescents' grades.","Li X, et al.","Front Psychol",2022,"internet"
"Mediating Effect of Internet Addiction on the Relationship Between Individualism and Cyberbullying: Cross-Sectional Questionnaire Study.","Arpaci I, et al.","J Med Internet Res",2020,"internet"
"The effect of psychiatric symptoms on the internet addiction disorder in Isfahan's University students.","Alavi SS, et al.","J Res Med Sci",2011,"internet"
"Internet use disorders: What's new and what's not?. •","Griffiths MD.","J Behav Addict",2020,"internet"
"The Influence of Childhood Trauma and Family Functioning on Internet Addiction in Adolescents: A Chain-Mediated Model Analysis.","Hu M, et al.","Int J Environ Res Public Health",2022,"internet"
"Alexithymia, narcissism and social anxiety in relation to social media and internet addiction symptoms.","Lyvers M, et al.","Int J Psychol",2022,"internet"
"The relationship between internet addiction and psychosomatic disorders in Iranian undergraduate nursing students: a cross-sectional study.","Feizy F, et al.","J Addict Dis",2020,"internet"
"Personality Associations With Smartphone and Internet Use Disorder: A Comparison Study Including Links to Impulsivity and Social Anxiety.","Peterka-Bonetta J, et al.","Front Public Health",2019,"internet"
"Cyberchondria, Anxiety Sensitivity, Hypochondria, and Internet Addiction: Implications for Mental Health Professionals.","Abu Khait A, et al.","Curr Psychol",2022,"internet"
"INTERNET ADDICTION AMONG ADOLESCENTS IN A WESTERN BRAZILIAN AMAZONIAN CITY.","Dalamaria T, et al.","Rev Paul Pediatr",2021,"internet"
"The Association of Internet Addiction and Perceived Parental Protective Factors Among Malaysian Adolescents.","Awaluddin SMB, et al.","Asia Pac J Public Health",2019,"internet"
"Mobile and non-mobile Internet Use Disorder: Specific risks and possible shared Pavlovian conditioning processes. •","Moretta T, et al.","J Behav Addict",2020,"internet"
"Examining Factors Influencing Internet Addiction and Adolescent Risk Behaviors Among Excessive Internet Users.","Jiang Q, et al.","Health Commun",2018,"internet"
"[Smartphone addiction: French validation of the Internet Addiction Test-Smartphone version (IAT-smartphone) and associated psychopathological features].","Barrault S, et al.","Encephale",2019,"internet"
"The Role of Resilience in Internet Addiction among Adolescents between Sexes: A Moderated Mediation Model.","Nam CR, et al.","J Clin Med",2018,"internet"
"Internet addiction and affected factors in primary school students: School-based study.","Kalkim A, et al.","Arch Psychiatr Nurs",2021,"internet"
"The association between intolerance of uncertainty and Internet addiction during the second wave of the coronavirus disease 2019 pandemic: A multiple mediation model considering depression and risk perception.","Luo R, et al.","Psych J",2022,"internet"
"Individual Differences in Tendencies Toward Internet Use Disorder, Internet Literacy and Their Link to Autistic Traits in Both China and Germany.","Zhang Y, et al.","Front Psychiatry",2021,"internet"
"The association between harmful alcohol use and Internet addiction among college students: comparison of personality.","Yen JY, et al.","Psychiatry Clin Neurosci",2009,"internet"
"A study of Internet addiction through the lens of the interpersonal theory.","Liu CY, et al.","Cyberpsychol Behav",2007,"internet"
"Politically Motivated Internet Addiction: Relationships among Online Information Exposure, Internet Addiction, FOMO, Psychological Well-being, and Radicalism in Massive Political Turbulence.","Tang G, et al.","Int J Environ Res Public Health",2020,"internet"
"Internet Addiction among Undergraduate Medical Students of a Medical College: A Descriptive Cross-sectional Study.","Dawadi P, et al.","JNMA J Nepal Med Assoc",2022,"internet"
"The relationship between coping style and Internet addiction among mainland Chinese students: A meta-analysis.","Lei H, et al.","Psychiatry Res",2018,"internet"
"Internet Addiction and Its Relationship to Gender, Depression and Anxiety Among Medical Students in Anbar Governorate-West of Iraq.","Al Shawi AF, et al.","Int Q Community Health Educ",2021,"internet"
"Internet addiction mediates the association between cyber victimization and psychological and physical symptoms:moderation by physical exercise.","Lin L, et al.","BMC Psychiatry",2020,"internet"
"Study of Internet addiction in children with attention-deficit hyperactivity disorder and normal control.","Enagandula R, et al.","Ind Psychiatry J",2018,"internet"
"Electrophysiological studies in Internet addiction: A review within the dual-process framework.","D'Hondt F, et al.","Addict Behav",2017,"internet"
"The Mediating Role of Metacognition in the Relationship between Internet Addiction and General Health.","Bidi F, et al.","Addict Health",2012,"internet"
"[Internet addiction disorder].","Siomos K, et al.","Psychiatriki",2008,"internet"
"Examining the diagnostic criteria for Internet addiction: Expert validation.","Hsu WY, et al.","J Formos Med Assoc",2015,"internet"
"From Confucianism to psychology: Rebooting Internet addicts in China.","Rao Y.","Hist Psychol",2019,"internet"
"The association between suicidality and Internet addiction and activities in Taiwanese adolescents.","Lin IH, et al.","Compr Psychiatry",2014,"internet"
"Worry and Permissive Parenting in Association with the Development of Internet Addiction in Children.","Lo BCY, et al.","Int J Environ Res Public Health",2020,"internet"
"Demographic and Psychosocial Factors associated with Internet Addiction among the Pakistani Population during COVID-19: A Web-Based Survey.","Lakhdir MPA, et al.","Inquiry",2022,"internet"
"The association between Internet addiction and belief of frustration intolerance: the gender difference.","Ko CH, et al.","Cyberpsychol Behav",2008,"internet"
"Internet Addiction in Socio-Demographic, Academic, and Psychological Profile of College Students During the COVID-19 Pandemic in the Czech Republic and Slovakia.","Gavurova B, et al.","Front Public Health",2022,"internet"
"Internet addiction detection rate among college students in the People's Republic of China: a meta-analysis.","Shao YJ, et al.","Child Adolesc Psychiatry Ment Health",2018,"internet"
"The links between healthy, problematic, and addicted Internet use regarding comorbidities and self-concept-related characteristics.","Leménager T, et al.","J Behav Addict",2018,"internet"
"Internet Addiction and Depression in Chinese Adolescents: A Moderated Mediation Model.","Chi X, et al.","Front Psychiatry",2019,"internet"
"Internet use behaviors, internet addiction and psychological distress among medical college students: A multi centre study from South India.","Anand N, et al.","Asian J Psychiatr",2018,"internet"
"The relationships between self-efficacy, internet addiction and shame.","Craparo G, et al.","Indian J Psychol Med",2014,"internet"
"The relationship between internet addiction and body mass index in Turkish adolescents.","Canan F, et al.","Cyberpsychol Behav Soc Netw",2014,"internet"
"Association of Internet Addiction with Emotional and Behavioral Characteristics of Adolescents.","Effatpanah M, et al.","Iran J Psychiatry",2020,"internet"
"Always Online? Internet Addiction and Social Impairment in Psoriasis across Germany.","Schielein MC, et al.","J Clin Med",2020,"internet"
"Addictive Features of Social Media/Messenger Platforms and Freemium Games against the Background of Psychological and Economic Theories.","Montag C, et al.","Int J Environ Res Public Health",2019,"internet"
"Problems with 'Internet addiction' diagnosis and classification.","Hinić D.","Psychiatr Danub",2011,"internet"
"Future Expectations and Internet Addiction Among Adolescents: The Roles of Intolerance of Uncertainty and Perceived Social Support.","Du G, et al.","Front Psychiatry",2021,"internet"
"Effectiveness of a psychological growth camp without internet in the treatment of adolescents at risk of internet addiction: a pilot study.","Huang YJ, et al.","Curr Med Res Opin",2022,"internet"
"Internet Addiction among Secondary School Adolescents: A Mixed Methods Study.","Tenzin K, et al.","JNMA J Nepal Med Assoc",2019,"internet"
"Addictive internet use among Korean adolescents: a national survey.","Heo J, et al.","PLoS One",2014,"internet"
"Internet addiction, insomnia, and violence tendency in adolescents.","Evli M, et al.","Int J Soc Psychiatry",2023,"internet"
"Internet addiction: a new disorder enters the medical lexicon.","OReilly M.","CMAJ",1996,"internet"
"The association between Internet addiction and dissociation among Turkish college students.","Canan F, et al.","Compr Psychiatry",2012,"internet"
"The effects of cognitive-behavioral group therapy for reducing symptoms of internet addiction disorder and promoting quality of life and mental health.","Alavi SS, et al.","Trends Psychiatry Psychother",2021,"internet"
"Internet addiction and child physical and mental health: Evidence from panel dataset in China.","Zhou M, et al.","J Affect Disord",2022,"internet"
"Predictors of the initiation and persistence of internet addiction among adolescents in Taiwan.","Chang FC, et al.","Addict Behav",2014,"internet"
"Study of internet addiction and its association with depression and insomnia in university students.","Jain A, et al.","J Family Med Prim Care",2020,"internet"
"Prevalence of internet addiction in healthcare professionals: Systematic review and meta-analysis.","Buneviciene I, et al.","Int J Soc Psychiatry",2021,"internet"
"An Affective Neuroscience Framework for the Molecular Study of Internet Addiction.","Montag C, et al.","Front Psychol",2016,"internet"
"The Relationship Between Resilience and Internet Addiction: A Multiple Mediation Model Through Peer Relationship and Depression.","Zhou P, et al.","Cyberpsychol Behav Soc Netw",2017,"internet"
"Social Anxiety and Internet Addiction among Rural Left-behind Children: The Mediating Effect of Loneliness.","Ren Y, et al.","Iran J Public Health",2017,"internet"
"Prevalence of Addiction to the Internet, Computer Games, DVD, and Video and Its Relationship to Anxiety and Depression in a Sample of Iranian High School Students.","Ahmadi J, et al.","Iran J Psychiatry Behav Sci",2014,"internet"
"Arabic validation of the Internet addiction test.","Hawi NS.","Cyberpsychol Behav Soc Netw",2013,"internet"
"The Association Between Perceived Risk of COVID-19, Psychological Distress, and Internet Addiction in College Students: An Application of Stress Process Model.","Chang B, et al.","Front Psychol",2022,"internet"
"Psychometric properties of Young's Internet Addiction Test (IAT) in Urdu language.","Ndasauka Y, et al.","Asian J Psychiatr",2019,"internet"
"Trends in Scientific Literature on Addiction to the Internet, Video Games, and Cell Phones from 2006 to 2010.","Carbonell X, et al.","Int J Prev Med",2016,"internet"
"Relationship between Internet Addiction and Poor Mental Health among Japanese Adolescents.","Otsuka Y, et al.","Iran J Public Health",2020,"internet"
"Exploring the links between alexithymia and cognitive emotion regulation strategies in internet addiction: A network analysis model.","Luo H, et al.","Front Psychol",2022,"internet"
"The Effect of COVID-19 Perceived Risk on Internet Addiction among College Students in China: An Empirical Study Based on the Structural Equation Model.","Pan L, et al.","Int J Environ Res Public Health",2022,"internet"
"The association between internet addiction and self-injurious behaviour among adolescents.","Lam LT, et al.","Inj Prev",2009,"internet"
"Associations between 24-h Movement Behavior and Internet Addiction in Adolescents: A Cross-Sectional Study.","Ma C, et al.","Int J Environ Res Public Health",2022,"internet"
"School Burnout and Mind Wandering among Adolescents: The Mediating Roles of Internet Addiction and the Moderating Role of Resilience.","Wang F.","J Genet Psychol",2023,"internet"
"A contribution to the clinical characterization of Internet addiction in a sample of treatment seekers: validity of assessment, severity of psychopathology and type of co-morbidity.","Müller KW, et al.","Compr Psychiatry",2014,"internet"
"[Internet Addiction and Suicidality - A Comparison of Internet-Dependent and Non-Dependent Patients with Healthy Controls].","Steinbüchel TA, et al.","Psychother Psychosom Med Psychol",2020,"internet"
"Prevalence of internet addiction among medical students: a study from Southwestern Iran.","Sayyah M, et al.","Cent Eur J Public Health",2019,"internet"
"How does Internet Addiction Affect Adolescent Lifestyles? Results from a School-Based Study in the Mediterranean Region of Turkey.","Kaya A, et al.","J Pediatr Nurs",2021,"internet"
"Social Exclusion, Self-Forgiveness, Mindfulness, and Internet Addiction in College Students: a Moderated Mediation Approach.","Arslan G, et al.","Int J Ment Health Addict",2022,"internet"
"Impaired orienting in youth with Internet Addiction: Evidence from the Attention Network Task (ANT).","Fu J, et al.","Psychiatry Res",2018,"internet"
"An exploration of the associations among positivity, general distress and internet addiction: The mediating effect of general distress.","Çikrikçi Ö.","Psychiatry Res",2019,"internet"
"Internet addiction disorder: prevalence in an Italian student population.","Poli R, et al.","Nord J Psychiatry",2012,"internet"
"Internet-Based Self-Assessment for Symptoms of Internet Use Disorder-Impact of Gender, Social Aspects, and Symptom Severity: German Cross-sectional Study.","Dieris-Hirche J, et al.","J Med Internet Res",2023,"internet"
"The prevalence of computer and Internet addiction among pupils.","Zboralski K, et al.","Postepy Hig Med Dosw (Online)",2009,"internet"
"Association between Sleep Habits and Problems and Internet Addiction in Adolescents.","Kawabe K, et al.","Psychiatry Investig",2019,"internet"
"Sex Differences in the Relationship between Student School Burnout and Problematic Internet Use among Adolescents.","Tomaszek K, et al.","Int J Environ Res Public Health",2019,"internet"
"Association of Increased Impulsiveness and Internet Use Disorder in Adolescents and Young Adults with Different Main Activities on the Internet.","Kattein E, et al.","Z Kinder Jugendpsychiatr Psychother",2021,"internet"
"The association between Internet addiction and problematic alcohol use in adolescents: the problem behavior model.","Ko CH, et al.","Cyberpsychol Behav",2008,"internet"
"Psychopathological symptoms in individuals at risk of Internet addiction in the context of selected demographic factors.","Potembska E, et al.","Ann Agric Environ Med",2019,"internet"
"The Relationship Between Social Support and Internet Addiction Among Chinese Adolescents During the COVID-19 Pandemic: A Multiple Mediation Model of Resilience and Post-Traumatic Stress Disorder Symptoms.","Cui X, et al.","Psychol Res Behav Manag",2021,"internet"
"Network-Based Analysis Reveals Functional Connectivity Related to Internet Addiction Tendency.","Wen T, et al.","Front Hum Neurosci",2016,"internet"
"A comparative study of Internet addiction between the United States and China.","Zhang L, et al.","Cyberpsychol Behav",2008,"internet"
"The relationship between parental mediation and Internet addiction among adolescents, and the association with cyberbullying and depression.","Chang FC, et al.","Compr Psychiatry",2015,"internet"
"Internet Addiction and Related Psychological Factors Among Children and Adolescents in China During the Coronavirus Disease 2019 (COVID-19) Epidemic.","Dong H, et al.","Front Psychiatry",2020,"internet"
"Multi-dimensional correlates of Internet addiction symptoms in adolescents with attention-deficit/hyperactivity disorder.","Chou WJ, et al.","Psychiatry Res",2015,"internet"
"Associations between the Risk of Internet Addiction and Problem Behaviors among Korean Adolescents.","Sung J, et al.","Korean J Fam Med",2013,"internet"
"The relationships between Internet addiction, subjective vitality, and subjective happiness.","Akın A.","Cyberpsychol Behav Soc Netw",2012,"internet"
"Young adults' internet addiction: Prediction by the interaction of parental marital conflict and respiratory sinus arrhythmia.","Zhang H, et al.","Int J Psychophysiol",2017,"internet"
"The predictive role of tendency toward mobile learning and emotional intelligence in Internet addiction in healthcare professional students.","Baghcheghi N, et al.","J Adv Med Educ Prof",2022,"internet"
"[The relationship of internet addiction with anxiety and depressive symptomatology].","Soulioti E, et al.","Psychiatriki",2018,"internet"
