"Title","Author_Info","Journal_Year_Info"
"Internet addiction and self-evaluated attention-deficit hyperactivity disorder traits among Japanese college students.","Tateno M, et al.","Psychiatry Clin Neurosci. 2016."
"Associations between parental mediation and adolescents' internet addiction: The role of parent-child relationship and adolescents' grades.","Li X, et al.","Front Psychol. 2022."
"Mediating Effect of Internet Addiction on the Relationship Between Individualism and Cyberbullying: Cross-Sectional Questionnaire Study.","Arpaci I, et al.","J Med Internet Res. 2020."
"The effect of psychiatric symptoms on the internet addiction disorder in Isfahan's University students.","Alavi SS, et al.","J Res Med Sci. 2011."
"Internet use disorders: What's new and what's not?. •","Griffiths MD.","J Behav Addict. 2020."
"The Influence of Childhood Trauma and Family Functioning on Internet Addiction in Adolescents: A Chain-Mediated Model Analysis.","Hu M, et al.","Int J Environ Res Public Health. 2022."
"Alexithymia, narcissism and social anxiety in relation to social media and internet addiction symptoms.","Lyvers M, et al.","Int J Psychol. 2022."
"The relationship between internet addiction and psychosomatic disorders in Iranian undergraduate nursing students: a cross-sectional study.","Feizy F, et al.","J Addict Dis. 2020."
"Personality Associations With Smartphone and Internet Use Disorder: A Comparison Study Including Links to Impulsivity and Social Anxiety.","Peterka-Bonetta J, et al.","Front Public Health. 2019."
"Cyberchondria, Anxiety Sensitivity, Hypochondria, and Internet Addiction: Implications for Mental Health Professionals.","Abu Khait A, et al.","Curr Psychol. 2022."
"INTERNET ADDICTION AMONG ADOLESCENTS IN A WESTERN BRAZILIAN AMAZONIAN CITY.","Dalamaria T, et al.","Rev Paul Pediatr. 2021."
"The Association of Internet Addiction and Perceived Parental Protective Factors Among Malaysian Adolescents.","Awaluddin SMB, et al.","Asia Pac J Public Health. 2019."
"Mobile and non-mobile Internet Use Disorder: Specific risks and possible shared Pavlovian conditioning processes. •","Moretta T, et al.","J Behav Addict. 2020."
"Examining Factors Influencing Internet Addiction and Adolescent Risk Behaviors Among Excessive Internet Users.","Jiang Q, et al.","Health Commun. 2018."
"[Smartphone addiction: French validation of the Internet Addiction Test-Smartphone version (IAT-smartphone) and associated psychopathological features].","Barrault S, et al.","Encephale. 2019."
"The Role of Resilience in Internet Addiction among Adolescents between Sexes: A Moderated Mediation Model.","Nam CR, et al.","J Clin Med. 2018."
"Internet addiction and affected factors in primary school students: School-based study.","Kalkim A, et al.","Arch Psychiatr Nurs. 2021."
"The association between intolerance of uncertainty and Internet addiction during the second wave of the coronavirus disease 2019 pandemic: A multiple mediation model considering depression and risk perception.","Luo R, et al.","Psych J. 2022."
"Individual Differences in Tendencies Toward Internet Use Disorder, Internet Literacy and Their Link to Autistic Traits in Both China and Germany.","Zhang Y, et al.","Front Psychiatry. 2021."
"The association between harmful alcohol use and Internet addiction among college students: comparison of personality.","Yen JY, et al.","Psychiatry Clin Neurosci. 2009."
"A study of Internet addiction through the lens of the interpersonal theory.","Liu CY, et al.","Cyberpsychol Behav. 2007."
"Politically Motivated Internet Addiction: Relationships among Online Information Exposure, Internet Addiction, FOMO, Psychological Well-being, and Radicalism in Massive Political Turbulence.","Tang G, et al.","Int J Environ Res Public Health. 2020."
"Internet Addiction among Undergraduate Medical Students of a Medical College: A Descriptive Cross-sectional Study.","Dawadi P, et al.","JNMA J Nepal Med Assoc. 2022."
"The relationship between coping style and Internet addiction among mainland Chinese students: A meta-analysis.","Lei H, et al.","Psychiatry Res. 2018."
"Internet Addiction and Its Relationship to Gender, Depression and Anxiety Among Medical Students in Anbar Governorate-West of Iraq.","Al Shawi AF, et al.","Int Q Community Health Educ. 2021."
"Internet addiction mediates the association between cyber victimization and psychological and physical symptoms:moderation by physical exercise.","Lin L, et al.","BMC Psychiatry. 2020."
"Study of Internet addiction in children with attention-deficit hyperactivity disorder and normal control.","Enagandula R, et al.","Ind Psychiatry J. 2018."
"Electrophysiological studies in Internet addiction: A review within the dual-process framework.","D'Hondt F, et al.","Addict Behav. 2017."
"The Mediating Role of Metacognition in the Relationship between Internet Addiction and General Health.","Bidi F, et al.","Addict Health. 2012."
"[Internet addiction disorder].","Siomos K, et al.","Psychiatriki. 2008."
"Examining the diagnostic criteria for Internet addiction: Expert validation.","Hsu WY, et al.","J Formos Med Assoc. 2015."
"From Confucianism to psychology: Rebooting Internet addicts in China.","Rao Y.","Hist Psychol. 2019."
"The association between suicidality and Internet addiction and activities in Taiwanese adolescents.","Lin IH, et al.","Compr Psychiatry. 2014."
"Worry and Permissive Parenting in Association with the Development of Internet Addiction in Children.","Lo BCY, et al.","Int J Environ Res Public Health. 2020."
"Demographic and Psychosocial Factors associated with Internet Addiction among the Pakistani Population during COVID-19: A Web-Based Survey.","Lakhdir MPA, et al.","Inquiry. 2022."
"The association between Internet addiction and belief of frustration intolerance: the gender difference.","Ko CH, et al.","Cyberpsychol Behav. 2008."
"Internet Addiction in Socio-Demographic, Academic, and Psychological Profile of College Students During the COVID-19 Pandemic in the Czech Republic and Slovakia.","Gavurova B, et al.","Front Public Health. 2022."
"Internet addiction detection rate among college students in the People's Republic of China: a meta-analysis.","Shao YJ, et al.","Child Adolesc Psychiatry Ment Health. 2018."
"The links between healthy, problematic, and addicted Internet use regarding comorbidities and self-concept-related characteristics.","Leménager T, et al.","J Behav Addict. 2018."
"Internet Addiction and Depression in Chinese Adolescents: A Moderated Mediation Model.","Chi X, et al.","Front Psychiatry. 2019."
"Internet use behaviors, internet addiction and psychological distress among medical college students: A multi centre study from South India.","Anand N, et al.","Asian J Psychiatr. 2018."
"The relationships between self-efficacy, internet addiction and shame.","Craparo G, et al.","Indian J Psychol Med. 2014."
"The relationship between internet addiction and body mass index in Turkish adolescents.","Canan F, et al.","Cyberpsychol Behav Soc Netw. 2014."
"Association of Internet Addiction with Emotional and Behavioral Characteristics of Adolescents.","Effatpanah M, et al.","Iran J Psychiatry. 2020."
"Always Online? Internet Addiction and Social Impairment in Psoriasis across Germany.","Schielein MC, et al.","J Clin Med. 2020."
"Addictive Features of Social Media/Messenger Platforms and Freemium Games against the Background of Psychological and Economic Theories.","Montag C, et al.","Int J Environ Res Public Health. 2019."
"Problems with 'Internet addiction' diagnosis and classification.","Hinić D.","Psychiatr Danub. 2011."
"Future Expectations and Internet Addiction Among Adolescents: The Roles of Intolerance of Uncertainty and Perceived Social Support.","Du G, et al.","Front Psychiatry. 2021."
"Effectiveness of a psychological growth camp without internet in the treatment of adolescents at risk of internet addiction: a pilot study.","Huang YJ, et al.","Curr Med Res Opin. 2022."
"Internet Addiction among Secondary School Adolescents: A Mixed Methods Study.","Tenzin K, et al.","JNMA J Nepal Med Assoc. 2019."
"Addictive internet use among Korean adolescents: a national survey.","Heo J, et al.","PLoS One. 2014."
"Internet addiction, insomnia, and violence tendency in adolescents.","Evli M, et al.","Int J Soc Psychiatry. 2023."
"Internet addiction: a new disorder enters the medical lexicon.","OReilly M.","CMAJ. 1996."
"The association between Internet addiction and dissociation among Turkish college students.","Canan F, et al.","Compr Psychiatry. 2012."
"The effects of cognitive-behavioral group therapy for reducing symptoms of internet addiction disorder and promoting quality of life and mental health.","Alavi SS, et al.","Trends Psychiatry Psychother. 2021."
"Internet addiction and child physical and mental health: Evidence from panel dataset in China.","Zhou M, et al.","J Affect Disord. 2022."
"Predictors of the initiation and persistence of internet addiction among adolescents in Taiwan.","Chang FC, et al.","Addict Behav. 2014."
"Study of internet addiction and its association with depression and insomnia in university students.","Jain A, et al.","J Family Med Prim Care. 2020."
"Prevalence of internet addiction in healthcare professionals: Systematic review and meta-analysis.","Buneviciene I, et al.","Int J Soc Psychiatry. 2021."
"An Affective Neuroscience Framework for the Molecular Study of Internet Addiction.","Montag C, et al.","Front Psychol. 2016."
"The Relationship Between Resilience and Internet Addiction: A Multiple Mediation Model Through Peer Relationship and Depression.","Zhou P, et al.","Cyberpsychol Behav Soc Netw. 2017."
"Social Anxiety and Internet Addiction among Rural Left-behind Children: The Mediating Effect of Loneliness.","Ren Y, et al.","Iran J Public Health. 2017."
"Prevalence of Addiction to the Internet, Computer Games, DVD, and Video and Its Relationship to Anxiety and Depression in a Sample of Iranian High School Students.","Ahmadi J, et al.","Iran J Psychiatry Behav Sci. 2014."
"Arabic validation of the Internet addiction test.","Hawi NS.","Cyberpsychol Behav Soc Netw. 2013."
"The Association Between Perceived Risk of COVID-19, Psychological Distress, and Internet Addiction in College Students: An Application of Stress Process Model.","Chang B, et al.","Front Psychol. 2022."
"Psychometric properties of Young's Internet Addiction Test (IAT) in Urdu language.","Ndasauka Y, et al.","Asian J Psychiatr. 2019."
"Trends in Scientific Literature on Addiction to the Internet, Video Games, and Cell Phones from 2006 to 2010.","Carbonell X, et al.","Int J Prev Med. 2016."
"Relationship between Internet Addiction and Poor Mental Health among Japanese Adolescents.","Otsuka Y, et al.","Iran J Public Health. 2020."
"Exploring the links between alexithymia and cognitive emotion regulation strategies in internet addiction: A network analysis model.","Luo H, et al.","Front Psychol. 2022."
"The Effect of COVID-19 Perceived Risk on Internet Addiction among College Students in China: An Empirical Study Based on the Structural Equation Model.","Pan L, et al.","Int J Environ Res Public Health. 2022."
"The association between internet addiction and self-injurious behaviour among adolescents.","Lam LT, et al.","Inj Prev. 2009."
"Associations between 24-h Movement Behavior and Internet Addiction in Adolescents: A Cross-Sectional Study.","Ma C, et al.","Int J Environ Res Public Health. 2022."
"School Burnout and Mind Wandering among Adolescents: The Mediating Roles of Internet Addiction and the Moderating Role of Resilience.","Wang F.","J Genet Psychol. 2023."
"A contribution to the clinical characterization of Internet addiction in a sample of treatment seekers: validity of assessment, severity of psychopathology and type of co-morbidity.","Müller KW, et al.","Compr Psychiatry. 2014."
"[Internet Addiction and Suicidality - A Comparison of Internet-Dependent and Non-Dependent Patients with Healthy Controls].","Steinbüchel TA, et al.","Psychother Psychosom Med Psychol. 2020."
"Prevalence of internet addiction among medical students: a study from Southwestern Iran.","Sayyah M, et al.","Cent Eur J Public Health. 2019."
"How does Internet Addiction Affect Adolescent Lifestyles? Results from a School-Based Study in the Mediterranean Region of Turkey.","Kaya A, et al.","J Pediatr Nurs. 2021."
"Social Exclusion, Self-Forgiveness, Mindfulness, and Internet Addiction in College Students: a Moderated Mediation Approach.","Arslan G, et al.","Int J Ment Health Addict. 2022."
"Impaired orienting in youth with Internet Addiction: Evidence from the Attention Network Task (ANT).","Fu J, et al.","Psychiatry Res. 2018."
"An exploration of the associations among positivity, general distress and internet addiction: The mediating effect of general distress.","Çikrikçi Ö.","Psychiatry Res. 2019."
"Internet addiction disorder: prevalence in an Italian student population.","Poli R, et al.","Nord J Psychiatry. 2012."
"Internet-Based Self-Assessment for Symptoms of Internet Use Disorder-Impact of Gender, Social Aspects, and Symptom Severity: German Cross-sectional Study.","Dieris-Hirche J, et al.","J Med Internet Res. 2023."
"The prevalence of computer and Internet addiction among pupils.","Zboralski K, et al.","Postepy Hig Med Dosw (Online). 2009."
"Association between Sleep Habits and Problems and Internet Addiction in Adolescents.","Kawabe K, et al.","Psychiatry Investig. 2019."
"Sex Differences in the Relationship between Student School Burnout and Problematic Internet Use among Adolescents.","Tomaszek K, et al.","Int J Environ Res Public Health. 2019."
"Association of Increased Impulsiveness and Internet Use Disorder in Adolescents and Young Adults with Different Main Activities on the Internet.","Kattein E, et al.","Z Kinder Jugendpsychiatr Psychother. 2021."
"The association between Internet addiction and problematic alcohol use in adolescents: the problem behavior model.","Ko CH, et al.","Cyberpsychol Behav. 2008."
"Psychopathological symptoms in individuals at risk of Internet addiction in the context of selected demographic factors.","Potembska E, et al.","Ann Agric Environ Med. 2019."
"The Relationship Between Social Support and Internet Addiction Among Chinese Adolescents During the COVID-19 Pandemic: A Multiple Mediation Model of Resilience and Post-Traumatic Stress Disorder Symptoms.","Cui X, et al.","Psychol Res Behav Manag. 2021."
"Network-Based Analysis Reveals Functional Connectivity Related to Internet Addiction Tendency.","Wen T, et al.","Front Hum Neurosci. 2016."
"A comparative study of Internet addiction between the United States and China.","Zhang L, et al.","Cyberpsychol Behav. 2008."
"The relationship between parental mediation and Internet addiction among adolescents, and the association with cyberbullying and depression.","Chang FC, et al.","Compr Psychiatry. 2015."
"Internet Addiction and Related Psychological Factors Among Children and Adolescents in China During the Coronavirus Disease 2019 (COVID-19) Epidemic.","Dong H, et al.","Front Psychiatry. 2020."
"Multi-dimensional correlates of Internet addiction symptoms in adolescents with attention-deficit/hyperactivity disorder.","Chou WJ, et al.","Psychiatry Res. 2015."
"Associations between the Risk of Internet Addiction and Problem Behaviors among Korean Adolescents.","Sung J, et al.","Korean J Fam Med. 2013."
"The relationships between Internet addiction, subjective vitality, and subjective happiness.","Akın A.","Cyberpsychol Behav Soc Netw. 2012."
"Young adults' internet addiction: Prediction by the interaction of parental marital conflict and respiratory sinus arrhythmia.","Zhang H, et al.","Int J Psychophysiol. 2017."
"The predictive role of tendency toward mobile learning and emotional intelligence in Internet addiction in healthcare professional students.","Baghcheghi N, et al.","J Adv Med Educ Prof. 2022."
"[The relationship of internet addiction with anxiety and depressive symptomatology].","Soulioti E, et al.","Psychiatriki. 2018."
"Assessing clinical trials of Internet addiction treatment: a systematic review and CONSORT evaluation.","King DL, et al.","Clin Psychol Rev. 2011."
"Internet gratifications and internet addiction: on the uses and abuses of new media.","Song I, et al.","Cyberpsychol Behav. 2004."
"A psychometric comparison of the Internet Addiction Test, the Internet-Related Problem Scale, and self-diagnosis.","Widyanto L, et al.","Cyberpsychol Behav Soc Netw. 2011."
"Investigating the Effect of Personality, Internet Literacy, and Use Expectancies in Internet-Use Disorder: A Comparative Study between China and Germany.","Stodt B, et al.","Int J Environ Res Public Health. 2018."
"Prevalence and associated factors of internet addiction among young adults in Bangladesh.","Hassan T, et al.","J Egypt Public Health Assoc. 2020."
"Serial Multiple Mediation of the Correlation Between Internet Addiction and Depression by Social Support and Sleep Quality of College Students During the COVID-19 Epidemic.","Jiang M, et al.","Psychiatry Investig. 2022."
"Examining the Application of the DC-IA-A Diagnostic Criteria for Internet Addiction Disorder in At-Risk College Students.","Hsu WY, et al.","Psychopathology. 2015."
"Addiction to technologies: a social psychological perspective of internet addiction.","Stern SE.","Cyberpsychol Behav. 1999."
"The predictor role of Internet addiction in high- risk behaviors and general health status among Alborz students: A structural equation model.","Toozandehjani A, et al.","Heliyon. 2021."
