"Title","Author_Info","Journal_Year_Info"
"[Food addiction - substance use disorder or behavioral addiction?].","Albayrak Ö, et al.","Z Kinder Jugendpsychiatr Psychother. 2015."
"Compulsive shopping: A review and update.","Black DW.","Curr Opin Psychol. 2022."
"Sexual addictions.","Garcia FD, et al.","Am J Drug Alcohol Abuse. 2010."
"Romantic Love vs. Drug Addiction May Inspire a New Treatment for Addiction.","Zou Z, et al.","Front Psychol. 2016."
"Ten myths about work addiction.","Griffiths MD, et al.","J Behav Addict. 2018."
"Similarities and Differences in Diagnostic Criterion.","Wei Z, et al.","Adv Exp Med Biol. 2017."
"Excessive Exercise-A Meta-Review.","Colledge F, et al.","Front Psychiatry. 2020."
"Addictions comportementales dans la maladie de Parkinson.","Corvol JC.","Bull Acad Natl Med. 2014."
"Editorial: Behavioral addictions: Emerging science.","Chatzittofis A, et al.","Front Psychiatry. 2023."
"Similarities and Differences in Diagnostic Scales.","Xuan B, et al.","Adv Exp Med Biol. 2017."
"Editorial: Behavioral Addictions, Risk-Taking, and Impulsive Choice.","Bortolato M, et al.","Front Behav Neurosci. 2022."
"[Eating addiction - a behavioral addiction?].","Albayrak Ö, et al.","Psychother Psychosom Med Psychol. 2015."
"The need for a behavioural analysis of behavioural addictions.","James RJ, et al.","Clin Psychol Rev. 2017."
"Clinical neuropsychiatric considerations regarding nonsubstance or behavioral addictions.","Potenza MN.","Dialogues Clin Neurosci. 2017."
"Psychosocial intervention for sexual addiction.","George M, et al.","Indian J Psychiatry. 2018."
"Estimation of Behavioral Addiction Prevalence During COVID-19 Pandemic: A Systematic Review and Meta-analysis.","Alimoradi Z, et al.","Curr Addict Rep. 2022."
"Editorial: Neurobiological Perspectives in Behavioral Addiction.","Choi JS, et al.","Front Psychiatry. 2019."
"""Eating addiction"", rather than ""food addiction"", better captures addictive-like eating behavior.","Hebebrand J, et al.","Neurosci Biobehav Rev. 2014."
"Object attachment in buying-shopping disorder.","Müller A, et al.","Curr Opin Psychol. 2021."
"Bihavioral Addictions in Childhood and Adolescence - Pandemic Knocking Door.","Bećirović E, et al.","Psychiatr Danub. 2020."
"Addiction aux jeux d'argent: apport des neurosciences et de la neuroimagerie.","Sescousse G.","Bull Acad Natl Med. 2014."
"Maladaptive daydreaming as a new form of behavioral addiction.","Pietkiewicz IJ, et al.","J Behav Addict. 2018."
"Factor structure of ten psychoactive substance addictions and behavioural addictions.","Gomez R, et al.","Psychiatry Res. 2022."
"Behavioural addictions: A challenge for psychopathology and psychiatric nosology.","Starcevic V.","Aust N Z J Psychiatry. 2016."
"Disordered gambling: a behavioral addiction.","Clark L, et al.","Curr Opin Neurobiol. 2013."
"[Non-substance-related addiction - behavioral addiction].","Te Wildt BT, et al.","Psychother Psychosom Med Psychol. 2014."
"Cognitive functioning and social networking sites addiction - a review.","Cudo A, et al.","Psychiatr Pol. 2022."
"Delay Discounting in Established and Proposed Behavioral Addictions: A Systematic Review and Meta-Analysis.","Weinsztok S, et al.","Front Behav Neurosci. 2021."
"[Gambling addiction].","Böning J, et al.","Nervenarzt. 2013."
"Behavioral Addiction versus Substance Addiction: Correspondence of Psychiatric and Psychological Views.","Alavi SS, et al.","Int J Prev Med. 2012."
"How can we conceptualize behavioural addiction without pathologizing common behaviours?","Kardefelt-Winther D, et al.","Addiction. 2017."
"Frequent exercise: A healthy habit or a behavioral addiction?","Chen WJ.","Chronic Dis Transl Med. 2016."
"Clinical Considerations in Internet and Video Game Addiction Treatment.","Greenfield DN.","Child Adolesc Psychiatr Clin N Am. 2022."
"Tanning as a behavioral addiction.","Kourosh AS, et al.","Am J Drug Alcohol Abuse. 2010."
"Exercise Addiction - Status, Identification and Treatment.","Colledge F, et al.","Praxis (Bern 1994). 2022."
"Behavioral addiction--quo vadis?","Mihordin R.","J Nerv Ment Dis. 2012."
"Gambling in adolescence: a narrative review of the last 20 years.","Frisone F, et al.","J Addict Dis. 2020."
"The Potential Cutaneous Effects of Pornography Addiction: A Narrative Review.","Rasul TF, et al.","Cureus. 2022."
"Dimensionality of Cognitions in Behavioral Addiction.","Morris LS, et al.","Curr Behav Neurosci Rep. 2016."
"Review: Prevalence of Addictions among Transgender and Gender Diverse Subgroups.","Ruppert R, et al.","Int J Environ Res Public Health. 2021."
"[Behavioral Addictions in Psychosomatic Care].","Wölfling K, et al.","Psychother Psychosom Med Psychol. 2022."
"[Sleep disorders in Internet addiction].","Petit A, et al.","Presse Med. 2016."
"Beyond substance addiction: broadening the concept of addiction to include behavioral addiction.","Kim JH, et al.","J Korean Med Sci. 2013."
"Mobile Phone Addiction as an Emerging Behavioral Form of Addiction Among Adolescents in India.","Gangadharan N, et al.","Cureus. 2022."
"A motivation model of sex addiction - Relevance to the controversy over the concept.","Toates F.","Neurosci Biobehav Rev. 2022."
"Editorial: Neurobiological Biomarkers for Developing Novel Treatments of Substance and Non-substance Addiction.","Liu Y, et al.","Front Psychiatry. 2021."
"Fixating on the future: An overview of increased astrology use.","Das A, et al.","Int J Soc Psychiatry. 2022."
"The behavioral, anatomical and pharmacological parallels between social attachment, love and addiction.","Burkett JP, et al.","Psychopharmacology (Berl). 2012."
"Editorial: Obsessive-Compulsive Related Disorders: Towards an Advancement of the Knowledge of These Internalizing Disorders.","Loscalzo Y, et al.","Front Psychol. 2022."
"A review of gambling disorder and substance use disorders.","Rash CJ, et al.","Subst Abuse Rehabil. 2016."
"Behavioural addiction and substance addiction should be defined by their similarities not their dissimilarities.","Griffiths MD.","Addiction. 2017."
"Learning to lose control: A process-based account of behavioral addiction.","Perales JC, et al.","Neurosci Biobehav Rev. 2020."
"Translational Models of Gambling-Related Decision-Making.","Winstanley CA, et al.","Curr Top Behav Neurosci. 2016."
"Hormonal responses in gambling versus alcohol abuse: A review of human studies.","Li Y, et al.","Prog Neuropsychopharmacol Biol Psychiatry. 2020."
"Addictive behaviors and Parkinson's disease.","Witjas T, et al.","Rev Neurol (Paris). 2012."
"Comparison of binge-eating disorder and food addiction.","Ratković D, et al.","J Int Med Res. 2023."
"Behavioral addiction and autism spectrum disorder: A systematic review.","Kervin R, et al.","Res Dev Disabil. 2021."
"Applying incentive sensitization models to behavioral addiction.","Rømer Thomsen K, et al.","Neurosci Biobehav Rev. 2014."
"Addiction psychiatry and COVID-19: impact on patients and service provision.","Columb D, et al.","Ir J Psychol Med. 2020."
"Can't get enough. Addiction to physical exercises: phenomenon, diagnostic criteria, etiology, therapy and research challenges.","Martyniak E, et al.","Psychiatr Pol. 2021."
"Ethical, Stigma, and Policy Implications of Food Addiction: A Scoping Review.","Cassin SE, et al.","Nutrients. 2019."
"Altered neural activities during response inhibition in adults with addiction: a voxel-wise meta-analysis.","Qiu Z, et al.","Psychol Med. 2021."
"Methodological and Conceptual Limitations in Exercise Addiction Research.","Szabo A, et al.","Yale J Biol Med. 2015."
"The genetics of addiction-a translational perspective.","Agrawal A, et al.","Transl Psychiatry. 2012."
"Addictive behaviors: where do we stand, and where are we going?","Thibaut F, et al.","Dialogues Clin Neurosci. 2017."
"Severity of behavioral addiction symptoms among young adults using non-prescribed sedatives/hypnotics.","Péter L, et al.","Addict Behav Rep. 2023."
"Disordered gambling: the evolving concept of behavioral addiction.","Clark L.","Ann N Y Acad Sci. 2014."
"Addiction to Work: A Critical Review of the Workaholism Construct and Recommendations for Assessment.","Quinones C, et al.","J Psychosoc Nurs Ment Health Serv. 2015."
"Behavioral Impulsivity in Obsessive-Compulsive Disorder.","Abramovitch A, et al.","J Behav Addict. 2016."
"Genetics of pathological gambling.","Ibáñez A, et al.","J Gambl Stud. 2003."
"Non-addictive psychoactive drug use: Implications for behavioral addiction.","Griffiths MD.","Behav Brain Sci. 2011."
"Pathological gambling and substance use disorders.","Wareham JD, et al.","Am J Drug Alcohol Abuse. 2010."
"[The new types of addiction].","Semaille P.","Rev Med Brux. 2009."
"[Functional neuroimaging of addiction].","Takahashi H.","Nihon Rinsho. 2015."
"[Biological basis of problematic internet use (PIN) and therapeutic implications].","Bauernhofer K, et al.","Neuropsychiatr. 2015."
"Exercise addiction: A narrative overview of research issues.","Weinstein A, et al.","Dialogues Clin Neurosci. 2023."
"Internet Addiction and Associated Factors among Undergraduates.","Adhikari K, et al.","J Nepal Health Res Counc. 2022."
"Behavioral Addictions and Criminal Responsibility.","Blum AW, et al.","J Am Acad Psychiatry Law. 2017."
"Co-occurring substance-related and behavioral addiction problems: A person-centered, lay epidemiology approach.","Konkolÿ Thege B, et al.","J Behav Addict. 2016."
"[Gambling in elderly patients].","Guillou Landreat M, et al.","Soins Gerontol. 2017."
"[Does really sex addiction exist?].","Echeburúa E.","Adicciones. 2012."
"Nonprofessionals' perceptions of the causes of behavioral and substance addictions.","Lang B, et al.","J Addict Dis. 2018."
"A Comparison of Treatment-Seeking Behavioral Addiction Patients with and without Parkinson's Disease.","Sauvaget A, et al.","Front Psychiatry. 2017."
"[Gambling addiction: insights from neuroscience and neuroimaging].","Sescousse G.","Med Sci (Paris). 2015."
"Online gaming and gaming disorder: more than just a trivial pursuit.","Columb D, et al.","Ir J Psychol Med. 2022."
"Cyberchondria: a Growing Concern During the COVID-19 Pandemic and a Possible Addictive Disorder?","Mestre-Bach G, et al.","Curr Addict Rep. 2023."
"Workaholism in engineers: Prevalence and associated factors.","Hrairi A, et al.","Encephale. 2022."
"[Inclusion of gaming disorder as a behavioral addiction in ICD-11].","Lindenberg K, et al.","Z Kinder Jugendpsychiatr Psychother. 2021."
"An overview of gambling disorder: from treatment approaches to risk factors.","Menchon JM, et al.","F1000Res. 2018."
"Hatching the behavioral addiction egg: Reward Deficiency Solution System (RDSS)™ as a function of dopaminergic neurogenetics and brain functional connectivity linking all addictions under a common rubric.","Blum K, et al.","J Behav Addict. 2014."
"Does Smartphone Addiction Fall on a Continuum of Addictive Behaviors?","Yu S, et al.","Int J Environ Res Public Health. 2020."
"Selfitis and behavioural addiction: A plea for terminological and conceptual rigour.","Starcevic V, et al.","Aust N Z J Psychiatry. 2018."
"Typology of Internet gaming disorder and its clinical implications.","Lee SY, et al.","Psychiatry Clin Neurosci. 2017."
"How to pin a compulsive behavior down: A systematic review and conceptual synthesis of compulsivity-sensitive items in measures of behavioral addiction.","Muela I, et al.","Addict Behav. 2022."
"Assessing clinical trials of Internet addiction treatment: a systematic review and CONSORT evaluation.","King DL, et al.","Clin Psychol Rev. 2011."
"Editorial: Cognitive and Personality Variables in the Development of Behavioral Addictions in Adolescence and Emerging Adulthood.","Passanisi A, et al.","Front Psychol. 2022."
"[Behavioural addiction : an independent diagnostic category?].","Grüsser SM, et al.","Nervenarzt. 2007."
"Systematic review of SMART Recovery: Outcomes, process variables, and implications for research.","Beck AK, et al.","Psychol Addict Behav. 2017."
"The genetics of gambling and behavioral addictions.","Lobo DS, et al.","CNS Spectr. 2006."
"Explaining Excessive Weight Gain during Early Recovery from Addiction.","Gottfredson NC, et al.","Subst Use Misuse. 2019."
"Naltrexone in the Treatment of Broadly Defined Behavioral Addictions: A Review and Meta-Analysis of Randomized Controlled Trials.","Mouaffak F, et al.","Eur Addict Res. 2017."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. Defining and classifying non-substance or behavioral addictions.","Potenza MN.","J Behav Addict. 2015."
"Distinct patterns of prefrontal cortical disengagement during inhibitory control in addiction: A meta-analysis based on population characteristics.","Le TM, et al.","Neurosci Biobehav Rev. 2021."
"The conceptual and empirical relationship between gambling, investing, and speculation.","Arthur JN, et al.","J Behav Addict. 2016."
"Pathological gambling: a behavioral addiction.","Mann K, et al.","World Psychiatry. 2016."
"Is monetary reward processing altered in drug-naïve youth with a behavioral addiction? Findings from internet gaming disorder.","Yao YW, et al.","Neuroimage Clin. 2020."
"[Exercise addiction: a literature review].","Demetrovics Z, et al.","Psychiatr Hung. 2008."
"Binge Eating and Addictive-Like Behaviours in Males and Females.","Levallius J, et al.","Psychol Rep. 2022."
"Toward a delineation of the differences between high engagement and problem gaming.","Slack JD, et al.","Addict Behav Rep. 2022."
"Editorial: Community series in neurobiological biomarkers for developing novel treatments of substance and non-substance addiction, volume II.","Fang Y, et al.","Front Psychiatry. 2023."
"Mini-review: When neurostimulation joins cognitive-behavioral therapy. On the need of combining evidence-based treatments for addiction disorders.","Perrotta D, et al.","Neurosci Lett. 2022."
"Repetitive Transcranial Magnetic Stimulation (rTMS) as a Promising Treatment for Craving in Stimulant Drugs and Behavioral Addiction: A Meta-Analysis.","Gay A, et al.","J Clin Med. 2022."
"Factors influencing the addiction characteristics of non-suicidal self-injurious behaviors in adolescents: A case-control study.","Zhu J, et al.","Front Psychiatry. 2022."
"Parkinson's disease and Behavioural Addiction: The susceptibilities and risks.","Sharma MK, et al.","Asian J Psychiatr. 2022."
"Can one simple questionnaire assess substance-related and behavioural addiction problems? Results of a proposed new screener for community epidemiology.","Schluter MG, et al.","Addiction. 2018."
"The neural bases of cognitive processes in gambling disorder.","Potenza MN.","Trends Cogn Sci. 2014."
"An Update Overview on Brain Imaging Studies of Internet Gaming Disorder.","Weinstein AM.","Front Psychiatry. 2017."
"Kleptomania and Co-morbid addictive disorders.","Kim HS, et al.","Psychiatry Res. 2017."
"Reduced model-based decision-making in gambling disorder.","Wyckmans F, et al.","Sci Rep. 2019."
"Withdrawal symptoms in internet gaming disorder: A systematic review.","Kaptsis D, et al.","Clin Psychol Rev. 2016."
"A Behavioral Addiction Model of Revenge, Violence, and Gun Abuse.","Kimmel J, et al.","J Law Med Ethics. 2020."
"Early-Life Interpersonal and Affective Risk Factors for Pathological Gaming.","Bussone S, et al.","Front Psychiatry. 2020."
"Argentine tango: Another behavioral addiction?","Targhetta R, et al.","J Behav Addict. 2013."
"Myths about ""The myths about work addiction"".","Andreassen CS, et al.","J Behav Addict. 2018."
"Self-reported and neurocognitive impulsivity in obsessive-compulsive disorder.","Frydman I, et al.","Compr Psychiatry. 2020."
"Nosology of behavioral addictions: Intersections with philosophy of psychiatry •","Stein DJ, et al.","J Behav Addict. 2022."
"Reckless Generosity, Parkinson's Disease and Dopamine: A Case Series and Literature Review.","Amstutz D, et al.","Mov Disord Clin Pract. 2021."
"Life Habits and Mental Health: Behavioural Addiction, Health Benefits of Daily Habits, and the Reward System.","Fujiwara H, et al.","Front Psychiatry. 2022."
"A commentary on the ""eating addiction"" versus ""food addiction"" perspectives on addictive-like food consumption.","Schulte EM, et al.","Appetite. 2017."
"Implicit memory associations and video gaming.","Russell GEH, et al.","Addict Behav. 2020."
"Understanding the construction of 'behavior' in smartphone addiction: A scoping review.","James RJE, et al.","Addict Behav. 2023."
"Non-invasive Brain Stimulation for Gambling Disorder: A Systematic Review.","Zucchella C, et al.","Front Neurosci. 2020."
"Nomophobia: A rising concern among Indian students.","Kumar R, et al.","Ind Psychiatry J. 2021."
"Review. The neurobiology of pathological gambling and drug addiction: an overview and new findings.","Potenza MN.","Philos Trans R Soc Lond B Biol Sci. 2008."
"[Problematic Online Gambling: Review of the Situation in Switzerland].","Mühlebach O, et al.","Fortschr Neurol Psychiatr. 2020."
"Neurobiological correlates of internet gaming disorder: Similarities to pathological gambling.","Fauth-Bühler M, et al.","Addict Behav. 2017."
"Higher Risk Taking and Impaired Probability Judgment in Behavioral Addiction.","Asaoka Y, et al.","Int J Neuropsychopharmacol. 2020."
"Neural cue-reactivity in pathological gambling as evidence for behavioral addiction: a systematic review.","García-Castro J, et al.","Curr Psychol. 2022."
"Online social networking addiction among college students in Singapore: Comorbidity with behavioral addiction and affective disorder.","Tang CS, et al.","Asian J Psychiatr. 2017."
"Gambling disorder in the UK: key research priorities and the urgent need for independent research funding.","Bowden-Jones H, et al.","Lancet Psychiatry. 2022."
"Pathological choice: the neuroscience of gambling and gambling addiction.","Clark L, et al.","J Neurosci. 2013."
"Work addiction as a behavioural addiction: Towards a valid identification of problematic behaviour.","Atroszko PA.","Aust N Z J Psychiatry. 2019."
"Neuropeptides and Neurotransmitters That Modulate Thalamo-Cortical Pathways Relevant to Migraine Headache.","Noseda R, et al.","Headache. 2017."
"Practical Treatments Considering the Role of Sociocultural Factors on Problem Gambling.","Richard K, et al.","J Gambl Stud. 2017."
"[Clinical study of GIRK channel inhibitors as candidate medicines for drug dependence].","Kotajima-Murakami H, et al.","Nihon Yakurigaku Zasshi. 2020."
"[Contemporary behavioural addictions, an overview and the nursing position].","Nuss P.","Soins. 2017."
"Anxiety-Depressive Syndrome and Binge-Watching Among Young Adults.","Starosta J, et al.","Front Psychol. 2021."
"Global scientific production regarding behavioral addictions: An analysis of the literature from 1995 to 2019.","Sixto-Costoya A, et al.","Addict Behav Rep. 2021."
"Internet addiction: reappraisal of an increasingly inadequate concept.","Starcevic V, et al.","CNS Spectr. 2017."
"[""Heavy mental"" psychopathology in classical music].","Janka Z.","Psychiatr Hung. 2021."
"Relating Compulsivity and Impulsivity With Severity of Behavioral Addictions: A Dynamic Interpretation of Large-Scale Cross-Sectional Findings.","Demetrovics Z, et al.","Front Psychiatry. 2022."
"Short-term abstinence effects across potential behavioral addictions: A systematic review.","Fernandez DP, et al.","Clin Psychol Rev. 2020."
"Does food addiction exist? A phenomenological discussion based on the psychiatric classification of substance-related disorders and addiction.","Albayrak O, et al.","Obes Facts. 2012."
"Personality and Behavioral Inhibition/Activation Systems in Behavioral Addiction: Analysis of Binge-Watching.","Forte G, et al.","Int J Environ Res Public Health. 2023."
"Risk perception and emotional coping: a pathway for behavioural addiction?","Rougemont-Bücking A, et al.","Eur Addict Res. 2014."
"Games in the Brain: Neural Substrates of Gambling Addiction.","Murch WS, et al.","Neuroscientist. 2016."
"Understanding the Phenomenon of Binge-Watching-A Systematic Review.","Starosta JA, et al.","Int J Environ Res Public Health. 2020."
"Adult ADHD Diagnosis, Symptoms of Impulsivity, and Emotional Dysregulation in a Clinical Sample of Outpatients Consulting for a Behavioral Addiction.","El Archi S, et al.","J Atten Disord. 2023."
"Closed Loop Deep Brain Stimulation for PTSD, Addiction, and Disorders of Affective Facial Interpretation: Review and Discussion of Potential Biomarkers and Stimulation Paradigms.","Bina RW, et al.","Front Neurosci. 2018."
"Contextualising over-engagement in work: Towards a more global understanding of workaholism as an addiction.","Griffiths MD, et al.","J Behav Addict. 2012."
"Targeting the glutamatergic system to treat pathological gambling: current evidence and future perspectives.","Pettorruso M, et al.","Biomed Res Int. 2014."
"Gambling disorder and its relationship with substance use disorders: implications for nosological revisions and treatment.","Grant JE, et al.","Am J Addict. 2015."
"Moving beyond the ""eating addiction"" versus ""food addiction"" debate: Comment on Schulte et al. (2017).","Lacroix E, et al.","Appetite. 2018."
"Conceptualizing behavioural addiction in children and adolescents.","Kräplin A.","Addiction. 2017."
"Editorial: What is addictive in gambling? Nine years after the gambling disorder diagnosis: Does gambling fit among the addictions?","Nilsson A, et al.","Front Psychiatry. 2023."
"Gaming disorder and the COVID-19 pandemic: Treatment demand and service delivery challenges.","King DL, et al.","J Behav Addict. 2022."
"Should Hypersexual Disorder be Classified as an Addiction?","Kor A, et al.","Sex Addict Compulsivity. 2013."
"Heightened Negative Affects Associated With Neurotic Personality in Behavioral Addiction.","Asaoka Y, et al.","Front Psychiatry. 2020."
"Gambling at the time of COVID-19: Results from interviews in an Italian sample of gamblers.","Cataldo I, et al.","Emerg Trends Drugs Addict Health. 2022."
"Relationships between Behavioural Addictions and Psychiatric Disorders: What Is Known and What Is Yet to Be Learned?","Starcevic V, et al.","Front Psychiatry. 2017."
"Language processing in Internet use disorder: Task-based fMRI study.","Darnai G, et al.","PLoS One. 2022."
"Comparison of impulsivity in non-problem, at-risk and problem gamblers.","Yan WS, et al.","Sci Rep. 2016."
"Implicit associations in cybersex addiction: Adaption of an Implicit Association Test with pornographic pictures.","Snagowski J, et al.","Addict Behav. 2015."
"Addressing internet gaming disorder in children and adolescents.","Gallegos C, et al.","Nursing. 2021."
"Emotional State of Young Men in Relation to Problematic Internet Use.","Tomska N, et al.","Int J Environ Res Public Health. 2022."
"[The concept, the symptoms and the etiological factors of codependency].","Knapek E, et al.","Psychiatr Hung. 2014."
"[Benzodiazepine dependence: causalities and treatment options].","Heberlein A, et al.","Fortschr Neurol Psychiatr. 2009."
"Comparable level of aggression between patients with behavioural addiction and healthy subjects.","Asaoka Y, et al.","Transl Psychiatry. 2021."
"An addiction to seeking fortune-telling services: a case report.","Skryabin VY.","J Addict Dis. 2020."
"'Behavioural addiction' and 'selfitis' as constructs - The truth is out there! A reply to Starcevic et al. (2018).","Griffiths MD.","Aust N Z J Psychiatry. 2018."
"Think twice: Impulsivity and decision making in obsessive-compulsive disorder.","Grassi G, et al.","J Behav Addict. 2015."
"Efficacy combined with specified ingredients: a new direction for empirically supported addiction treatment.","Magill M, et al.","Addiction. 2013."
"Premorbid Personality Traits as Risk Factors for Behavioral Addictions: A Systematic Review of a Vulnerability Hypothesis.","Smirni D, et al.","Children (Basel). 2023."
"Social Exclusion, Self-Forgiveness, Mindfulness, and Internet Addiction in College Students: a Moderated Mediation Approach.","Arslan G, et al.","Int J Ment Health Addict. 2022."
"[Diagnosis and Therapy of Internet Addiction].","Te Wildt BT.","Rehabilitation (Stuttg). 2018."
"Stigma-related arguments against gaming disorder: a call for research.","Galanis CR, et al.","Addiction. 2021."
"Gambling and COVID-19: Initial Findings from a UK Sample.","Sharman S, et al.","Int J Ment Health Addict. 2022."
"A Typical Case Report: Internet Gaming Disorder Psychotherapy Treatment in Private Practice.","Niedermoser DW, et al.","Int J Environ Res Public Health. 2021."
"[Addictions to information and communication technologies in Comunitat Valenciana (Spain), 2018-2020].","Cuquerella-Gilabert M, et al.","Gac Sanit. 2022."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research. Can the emerging domain of behavioral addictions bring a new reflection for the field of addictions, by stressing the issue of the context of addiction development?","de Timary P, et al.","J Behav Addict. 2015."
"The Development and Validation of the Online Shopping Addiction Scale.","Zhao H, et al.","Front Psychol. 2017."
"Craving Facebook? Behavioral addiction to online social networking and its association with emotion regulation deficits.","Hormes JM, et al.","Addiction. 2014."
"Monoamine and genome-wide DNA methylation investigation in behavioral addiction.","Asaoka Y, et al.","Sci Rep. 2020."
"Internet Gaming Disorder in Children and Adolescents with Attention Deficit Hyperactivity Disorder.","Berloffa S, et al.","Children (Basel). 2022."
"Another failure of the latent disease model? The case of compulsive sexual behavior disorder •","Borgogna NC, et al.","J Behav Addict. 2022."
"[""Behavioral addiction"" : New challenges for psychiatrists and psychotherapists?].","Mann K.","Nervenarzt. 2013."
"Smartphone addiction in students: A qualitative examination of the components model of addiction using face-to-face interviews.","Jameel S, et al.","J Behav Addict. 2019."
"[Problematic internet use (PIN)--a review of assessment questionnaires and risk factors].","Bauernhofer K, et al.","Neuropsychiatr. 2016."
"Prevalence of Suicidal Behavior and Associated Clinical Correlates in Patients with Behavioral Addictions.","Valenciano-Mendoza E, et al.","Int J Environ Res Public Health. 2021."
"Exploring experiences of binge-watching and perceived addictiveness among binge-watchers: a qualitative study.","Chang YJ, et al.","BMC Public Health. 2022."
"Commentary on Muscle dysmorphia as an addiction: a response to Grant (2015) and Nieuwoudt (2015).","Griffiths MD, et al.","J Behav Addict. 2015."
"Social media addiction: What is the role of content in YouTube?","Balakrishnan J, et al.","J Behav Addict. 2017."
"The neurobiology of pathological gambling.","Potenza MN.","Semin Clin Neuropsychiatry. 2001."
"Applications of machine learning in addiction studies: A systematic review.","Mak KK, et al.","Psychiatry Res. 2019."
"Barriers to female sex addiction treatment in the UK.","Dhuffar MK, et al.","J Behav Addict. 2016."
"Alpha activity in the insula accompanies the urge to neutralize in sub-clinical obsessive-compulsive participants.","Jones R, et al.","J Behav Addict. 2012."
"[Study on religious addiction as a potential novel type of behavioral addiction in an adolescent population].","Kovács E, et al.","Orv Hetil. 2015."
"Commentary on: Are we overpathologizing everyday life? A tenable blueprint for behavioral addiction research.","Blaszczynski A.","J Behav Addict. 2015."
"An initial study of behavioral addiction symptom severity and demand for indoor tanning.","Becirevic A, et al.","Exp Clin Psychopharmacol. 2017."
"[The concept of behavioral addiction and limits of the term addiction].","Mann K, et al.","Nervenarzt. 2013."
"[Internet- and computer game addiction: phenomenology, comorbidity, etiology, diagnostics and therapeutic implications for the addictives and their relatives].","Peukert P, et al.","Psychiatr Prax. 2010."
"Buying-shopping disorder-is there enough evidence to support its inclusion in ICD-11?","Müller A, et al.","CNS Spectr. 2019."
